pdbid,real,predictions,mean_pred
1p1n,6.8,"[5.177168369293213, 4.951720237731934, 5.087562561035156, 5.2521443367004395, 4.989206790924072, 5.286289215087891, 5.058116912841797, 5.13602352142334, 5.240631103515625, 5.206158638000488]",5.14
1qkt,9.04,"[7.260501384735107, 7.308925151824951, 7.312994480133057, 7.3599467277526855, 7.365581512451172, 7.416585922241211, 7.510453701019287, 7.331219673156738, 7.4135284423828125, 7.356528282165527]",7.36
1syi,5.44,"[5.127298355102539, 5.199920177459717, 5.210964679718018, 5.196498394012451, 5.466576099395752, 5.579237461090088, 5.365295886993408, 5.301950931549072, 5.442043781280518, 5.257269859313965]",5.31
1y6r,10.11,"[6.445035457611084, 6.31007194519043, 6.193538665771484, 6.436060428619385, 6.25065803527832, 6.4089813232421875, 6.206747531890869, 6.397180557250977, 6.6086530685424805, 6.660713195800781]",6.39
1yc1,6.17,"[6.714747905731201, 6.583350658416748, 6.633090496063232, 6.666067600250244, 6.7064995765686035, 6.609933853149414, 6.496878623962402, 6.737668514251709, 6.610445499420166, 6.525991439819336]",6.63
2v00,3.66,"[5.487342357635498, 4.993572235107422, 5.119708061218262, 4.862807750701904, 4.656965732574463, 4.7695841789245605, 5.287240028381348, 5.213808536529541, 4.806768894195557, 5.026115417480469]",5.02
2vw5,8.52,"[7.316812992095947, 7.2767252922058105, 7.244197368621826, 7.254176616668701, 7.258787631988525, 7.277285099029541, 7.378098011016846, 7.275745868682861, 7.271569728851318, 7.289819717407227]",7.28
2wer,7.05,"[7.050971984863281, 6.892979145050049, 6.822472095489502, 6.955203533172607, 6.741761207580566, 6.793361663818359, 6.985638618469238, 6.936135768890381, 6.973968029022217, 7.022863388061523]",6.92
2wnc,6.32,"[6.298831462860107, 6.34497594833374, 6.072238922119141, 6.178130626678467, 6.254638195037842, 6.167888164520264, 6.219210624694824, 5.932114601135254, 6.025432109832764, 6.281312465667725]",6.18
2wvt,6.12,"[6.759329795837402, 6.690141201019287, 6.677589416503906, 6.621500015258789, 7.006732940673828, 6.556849002838135, 6.851099491119385, 6.889342308044434, 6.780508041381836, 6.67434024810791]",6.75
2x00,11.33,"[6.9369425773620605, 6.8200602531433105, 7.079503059387207, 6.916849613189697, 7.011209964752197, 7.092143535614014, 6.989661693572998, 6.915886878967285, 6.9568328857421875, 6.9646782875061035]",6.97
2xb8,7.59,"[5.951060771942139, 5.955782890319824, 5.8283467292785645, 6.015135288238525, 5.82215690612793, 6.011861324310303, 5.789913177490234, 6.087366104125977, 6.041475772857666, 5.8010358810424805]",5.93
2xdl,3.1,"[6.355810165405273, 6.129764080047607, 6.395198822021484, 6.336678504943848, 6.247321128845215, 6.3231120109558105, 6.356270790100098, 6.330260276794434, 6.508103847503662, 6.438059329986572]",6.34
2xii,7.2,"[7.270718574523926, 7.399068355560303, 7.275776386260986, 7.309072494506836, 7.3607587814331055, 7.305102825164795, 7.307101726531982, 7.465014934539795, 7.363936424255371, 7.292656898498535]",7.33
2yki,9.46,"[7.212287425994873, 7.315796375274658, 7.291895866394043, 7.306724548339844, 7.278295040130615, 7.192506313323975, 7.3058247566223145, 7.31704568862915, 7.19911003112793, 7.293145656585693]",7.27
2ymd,3.16,"[5.46351957321167, 5.347227096557617, 5.564373016357422, 5.508706569671631, 5.4458327293396, 5.6881937980651855, 5.425997257232666, 5.413661956787109, 5.514307022094727, 5.572822570800781]",5.49
3aru,3.22,"[5.549373149871826, 5.118343830108643, 5.579263687133789, 5.341609477996826, 5.32011079788208, 5.4154744148254395, 5.598511695861816, 5.379761695861816, 5.478167533874512, 5.225651264190674]",5.4
3ary,6.0,"[4.5635762214660645, 4.63714599609375, 4.548051834106445, 4.63043212890625, 4.657465934753418, 4.714754104614258, 4.630341053009033, 4.619859218597412, 4.636318683624268, 4.607264041900635]",4.62
3b27,5.16,"[6.07258939743042, 5.917792320251465, 6.000279426574707, 5.73431921005249, 5.788380146026611, 5.775279998779297, 5.615230083465576, 5.779271602630615, 5.861494064331055, 6.103732585906982]",5.86
3b5r,8.77,"[7.435484886169434, 7.464862823486328, 7.3529839515686035, 7.42540168762207, 7.407672882080078, 7.428140640258789, 7.448161602020264, 7.387317657470703, 7.476302146911621, 7.411871433258057]",7.42
3b65,9.27,"[7.230123996734619, 7.345587730407715, 7.351226806640625, 7.28193998336792, 7.261780261993408, 7.331042766571045, 7.358137607574463, 7.382699489593506, 7.2263922691345215, 7.198028564453125]",7.3
3b68,8.4,"[7.272996425628662, 7.331437110900879, 7.406414031982422, 7.320324897766113, 7.4022440910339355, 7.496119022369385, 7.424452304840088, 7.330723285675049, 7.282571315765381, 7.475691795349121]",7.37
