pdbid,real,predictions,mean_pred
1p1n,6.8,"[5.278629302978516, 5.0714850425720215, 5.156587600708008, 5.258667945861816, 5.12108039855957, 5.395418167114258, 5.130086898803711, 5.255434036254883, 5.309394359588623, 5.193012714385986]",5.22
1qkt,9.04,"[7.080543518066406, 7.0735344886779785, 6.9872517585754395, 7.177378177642822, 7.035425662994385, 7.094759941101074, 6.973700523376465, 7.075300216674805, 7.083517551422119, 7.055084228515625]",7.06
1syi,5.44,"[5.255633354187012, 5.345010757446289, 5.28500509262085, 5.31845235824585, 5.102126598358154, 5.400379180908203, 5.093838214874268, 5.396261215209961, 5.240553855895996, 5.132389545440674]",5.26
1y6r,10.11,"[5.943391799926758, 5.840210437774658, 5.883886814117432, 6.00832462310791, 6.012170791625977, 6.06098747253418, 6.06417989730835, 6.137113094329834, 6.138793468475342, 5.986311912536621]",6.01
1yc1,6.17,"[6.605228900909424, 6.593886375427246, 6.4048991203308105, 6.477397441864014, 6.464467525482178, 6.247227668762207, 6.384748458862305, 6.554629802703857, 6.581466197967529, 6.4006266593933105]",6.47
2v00,3.66,"[5.2043986320495605, 5.335824966430664, 5.283164024353027, 5.280953884124756, 5.2540812492370605, 5.060059547424316, 5.200314998626709, 5.172626972198486, 4.999184608459473, 5.328336715698242]",5.21
2vw5,8.52,"[7.0541253089904785, 7.062270164489746, 7.041139602661133, 6.998715877532959, 7.087673187255859, 7.065391540527344, 7.049622535705566, 7.059002876281738, 6.991031169891357, 6.940488815307617]",7.03
2wer,7.05,"[6.953925609588623, 6.717324733734131, 6.751719951629639, 6.779375076293945, 6.762068748474121, 6.754271984100342, 6.834095001220703, 6.77131462097168, 6.7670183181762695, 6.951277732849121]",6.8
2wnc,6.32,"[6.082831382751465, 6.120311260223389, 6.22692346572876, 6.133861541748047, 6.339203834533691, 6.185879707336426, 5.732821941375732, 5.978724956512451, 6.092665672302246, 6.011538505554199]",6.09
2wvt,6.12,"[5.418217182159424, 5.4805145263671875, 5.4559502601623535, 5.338829040527344, 5.540399551391602, 5.24450159072876, 5.666314125061035, 5.563044548034668, 5.3414626121521, 5.443016529083252]",5.45
