pdbid,real,predictions,mean_pred
1p1n,6.8,"[5.446613311767578, 5.412955284118652, 5.392145156860352, 5.393325328826904, 5.427610874176025, 5.45565938949585, 5.429382801055908, 5.339917182922363, 5.4218950271606445, 5.443110466003418]",5.42
1qkt,9.04,"[7.165229320526123, 7.192958354949951, 7.0749359130859375, 7.268272399902344, 7.145481586456299, 7.228260517120361, 7.137256622314453, 7.130809307098389, 7.146144390106201, 7.129029750823975]",7.16
1syi,5.44,"[5.387057781219482, 5.412403106689453, 5.441549777984619, 5.4171600341796875, 5.350994110107422, 5.500694274902344, 5.350151062011719, 5.46023416519165, 5.393931865692139, 5.333192348480225]",5.4
1y6r,10.11,"[5.767668724060059, 5.624746322631836, 5.568268775939941, 6.14250373840332, 5.893031597137451, 5.53994607925415, 5.954688549041748, 5.9312825202941895, 5.692869663238525, 5.912672996520996]",5.8
1yc1,6.17,"[6.449808120727539, 6.327797889709473, 6.301112174987793, 6.469429016113281, 6.457616329193115, 6.037921905517578, 6.121868133544922, 6.355743885040283, 6.135232925415039, 6.010435104370117]",6.27
2v00,3.66,"[5.364423751831055, 5.435911178588867, 5.410329818725586, 5.40861177444458, 5.362159729003906, 5.425155162811279, 5.269911766052246, 5.315459728240967, 5.279759883880615, 5.462032318115234]",5.37
2vw5,8.52,"[7.043711185455322, 6.952414512634277, 7.074565887451172, 6.7447662353515625, 7.091603755950928, 6.999389171600342, 6.9397172927856445, 6.884167671203613, 6.905765056610107, 7.010313510894775]",6.96
2wer,7.05,"[6.964554309844971, 6.61003303527832, 6.686092853546143, 6.491552352905273, 6.706846237182617, 6.75812292098999, 6.939840316772461, 6.757784843444824, 6.662112712860107, 6.925716400146484]",6.75
2wnc,6.32,"[6.419131755828857, 6.716152191162109, 6.023855209350586, 6.477491855621338, 6.20435905456543, 6.0364203453063965, 6.297032833099365, 6.135020732879639, 5.918479919433594, 6.40612268447876]",6.26
2wvt,6.12,"[5.406888484954834, 5.4806809425354, 5.069807052612305, 5.254009246826172, 5.602670669555664, 5.107752323150635, 5.637722969055176, 5.442144870758057, 5.30629825592041, 5.492221355438232]",5.38
2x00,11.33,"[7.0475616455078125, 6.616160869598389, 6.876768589019775, 6.913753509521484, 6.735541820526123, 6.955625534057617, 6.790374755859375, 6.669673442840576, 6.944077491760254, 6.61337947845459]",6.82
2xb8,7.59,"[5.594250679016113, 5.608495235443115, 5.938706398010254, 5.634542942047119, 5.557846546173096, 5.6996941566467285, 5.714329242706299, 5.864673614501953, 5.703690052032471, 5.553663730621338]",5.69
2xdl,3.1,"[5.9177045822143555, 5.838171482086182, 5.873937129974365, 5.759880542755127, 5.892611026763916, 5.922127723693848, 5.738223075866699, 6.092301368713379, 6.043004989624023, 5.714069366455078]",5.88
2xii,7.2,"[7.250205039978027, 7.250766277313232, 7.25419807434082, 7.345677852630615, 7.226861953735352, 7.010860443115234, 7.36864709854126, 7.36993408203125, 7.522966384887695, 7.040024280548096]",7.26
2yki,9.46,"[6.956982135772705, 7.2929253578186035, 7.208896636962891, 7.173132419586182, 7.1871161460876465, 7.220634937286377, 7.177742004394531, 7.330516338348389, 6.931731700897217, 7.022593975067139]",7.15
2ymd,3.16,"[5.271973133087158, 5.327884197235107, 5.741518020629883, 5.753795146942139, 5.446800231933594, 5.526073455810547, 5.686158657073975, 5.288408279418945, 5.640140533447266, 5.411596775054932]",5.51
3aru,3.22,"[5.4683918952941895, 5.388437747955322, 5.57735538482666, 5.532786846160889, 5.410677909851074, 5.482633113861084, 5.566496849060059, 5.458522319793701, 5.599636077880859, 5.611954212188721]",5.51
3ary,6.0,"[5.301448822021484, 5.374651908874512, 5.353049278259277, 5.361382961273193, 5.347570419311523, 5.3867878913879395, 5.399948596954346, 5.355135917663574, 5.362557411193848, 5.362669467926025]",5.36
3b27,5.16,"[5.363913059234619, 5.4443888664245605, 5.405066013336182, 5.415030002593994, 5.266376495361328, 5.358328342437744, 5.238100528717041, 5.394311428070068, 5.525707721710205, 5.354379653930664]",5.38
