pdbid,real,predictions,mean_pred
1p1n,6.8,"[5.182422161102295, 4.993452548980713, 5.19291353225708, 5.101420879364014, 5.160215377807617, 5.244734287261963, 5.047921657562256, 5.050626754760742, 4.990366458892822, 5.270701885223389]",5.12
1qkt,9.04,"[7.6213836669921875, 7.693281173706055, 7.646162033081055, 7.637645721435547, 7.613088130950928, 7.640872478485107, 7.658975124359131, 7.5955610275268555, 7.675699234008789, 7.640910625457764]",7.64
1syi,5.44,"[5.1187591552734375, 5.278074741363525, 5.282163143157959, 5.4826130867004395, 5.3218817710876465, 5.143371105194092, 5.153690814971924, 5.492251396179199, 5.217306613922119, 5.205285549163818]",5.27
1y6r,10.11,"[6.575801849365234, 6.665174961090088, 6.451575756072998, 6.775959014892578, 6.739959239959717, 6.477300643920898, 6.816038131713867, 6.856337547302246, 6.843132019042969, 6.719925403594971]",6.69
1yc1,6.17,"[7.426748752593994, 7.305841445922852, 7.146854877471924, 7.213286876678467, 7.298066139221191, 7.281087875366211, 7.218142032623291, 7.385596752166748, 7.190685749053955, 7.21022891998291]",7.27
2v00,3.66,"[5.7974534034729, 5.640879154205322, 5.744884967803955, 5.423570156097412, 5.420284748077393, 5.309676647186279, 5.8365678787231445, 5.965307712554932, 5.360196113586426, 5.618076801300049]",5.61
2vw5,8.52,"[7.642030715942383, 7.678562164306641, 7.644001483917236, 7.656655311584473, 7.651352882385254, 7.656732082366943, 7.663507461547852, 7.6874680519104, 7.642275810241699, 7.6627349853515625]",7.66
2wer,7.05,"[7.4326324462890625, 7.4036993980407715, 7.476251602172852, 7.426198482513428, 7.401129245758057, 7.45430850982666, 7.455913543701172, 7.487022876739502, 7.45747709274292, 7.496042251586914]",7.45
2wnc,6.32,"[6.485152244567871, 6.548950672149658, 6.429159164428711, 6.483922481536865, 6.57574987411499, 6.501452922821045, 6.44499397277832, 6.484406471252441, 6.411783218383789, 6.652851581573486]",6.5
2wvt,6.12,"[6.316707611083984, 5.928256511688232, 5.873437881469727, 5.885646820068359, 6.021137237548828, 5.9415082931518555, 6.079575061798096, 6.071854114532471, 5.886809825897217, 5.669505596160889]",5.97
2x00,11.33,"[7.19666862487793, 6.927715301513672, 7.128445148468018, 7.132540702819824, 7.136765956878662, 7.0451812744140625, 7.232288360595703, 7.030914783477783, 7.150199890136719, 7.243777275085449]",7.12
2xb8,7.59,"[6.773615837097168, 6.655019283294678, 6.5714006423950195, 6.823807239532471, 6.362386226654053, 6.436286926269531, 6.498703479766846, 6.856395244598389, 6.279483318328857, 6.6133222579956055]",6.59
2xdl,3.1,"[7.0731635093688965, 6.886059761047363, 6.937094688415527, 6.7883830070495605, 6.868692874908447, 7.137341499328613, 7.083932876586914, 6.990142822265625, 7.084859848022461, 6.980623722076416]",6.98
2xii,7.2,"[7.222896575927734, 7.309823036193848, 7.108473300933838, 7.2242431640625, 7.267780303955078, 7.273245334625244, 7.245278358459473, 7.31840181350708, 7.345135688781738, 7.258491039276123]",7.26
2yki,9.46,"[7.402427673339844, 7.411334037780762, 7.353616237640381, 7.372241020202637, 7.385429382324219, 7.33976411819458, 7.387568473815918, 7.3897552490234375, 7.37291955947876, 7.339992046356201]",7.38
2ymd,3.16,"[4.623854160308838, 4.685987949371338, 5.328990459442139, 4.987407684326172, 4.9276909828186035, 4.91162109375, 4.863362789154053, 4.7566914558410645, 4.936212062835693, 4.624279975891113]",4.86
3aru,3.22,"[5.248258113861084, 5.064593315124512, 5.334181308746338, 5.206571102142334, 5.12250280380249, 5.0860419273376465, 5.276165962219238, 5.084356307983398, 5.378007888793945, 5.090948581695557]",5.19
3ary,6.0,"[4.792932033538818, 4.817548751831055, 4.5444159507751465, 5.026395797729492, 5.080135822296143, 5.044708728790283, 5.04107141494751, 4.791574954986572, 4.765060901641846, 4.851547718048096]",4.88
3b27,5.16,"[6.466891765594482, 6.397602558135986, 6.272134780883789, 6.224863052368164, 6.2906174659729, 6.428021430969238, 6.074768543243408, 6.298779487609863, 6.424818992614746, 6.372795104980469]",6.33
3b5r,8.77,"[7.662411212921143, 7.6474199295043945, 7.614899158477783, 7.665779113769531, 7.635744571685791, 7.6596198081970215, 7.599510669708252, 7.662376403808594, 7.694632053375244, 7.615631580352783]",7.65
3b65,9.27,"[7.590175628662109, 7.600799083709717, 7.53631067276001, 7.587285995483398, 7.5654120445251465, 7.547046184539795, 7.543832778930664, 7.551609516143799, 7.53153657913208, 7.511756420135498]",7.56
3b68,8.4,"[7.4030537605285645, 7.534830570220947, 7.571277141571045, 7.459474086761475, 7.544619560241699, 7.580028057098389, 7.630471229553223, 7.53864049911499, 7.558889865875244, 7.49662971496582]",7.53
