pdbid,real,predictions,mean_pred
1p1n,6.8,"[5.251560211181641, 4.879234313964844, 5.145735263824463, 5.215871810913086, 5.127562046051025, 5.0737199783325195, 4.873760223388672, 5.326889514923096, 5.383788585662842, 5.050047874450684]",5.13
1qkt,9.04,"[7.758838176727295, 7.720694541931152, 7.70473575592041, 7.707946300506592, 7.618205547332764, 7.690769195556641, 7.725088596343994, 7.730212211608887, 7.664642333984375, 7.676224708557129]",7.7
1syi,5.44,"[4.956797122955322, 5.017808437347412, 5.083749294281006, 5.061404228210449, 5.193331718444824, 5.273937702178955, 5.002408981323242, 5.313394069671631, 5.095456600189209, 5.061605453491211]",5.11
1y6r,10.11,"[6.602816104888916, 6.565993785858154, 6.703337669372559, 6.735689640045166, 6.559669017791748, 6.5943803787231445, 6.698129177093506, 6.71164608001709, 6.798342704772949, 6.70664119720459]",6.67
1yc1,6.17,"[7.378533363342285, 7.200102806091309, 7.244802951812744, 7.205928802490234, 7.277092933654785, 7.249324321746826, 7.29542350769043, 7.298892021179199, 7.1443772315979, 7.051907539367676]",7.23
2v00,3.66,"[5.478829860687256, 5.4224162101745605, 5.4579291343688965, 5.23804235458374, 5.510143756866455, 5.255846977233887, 5.372228622436523, 5.408260345458984, 5.037927150726318, 5.298851013183594]",5.35
2vw5,8.52,"[7.642130374908447, 7.714212417602539, 7.68630313873291, 7.619740009307861, 7.658613681793213, 7.631312370300293, 7.673187255859375, 7.701066493988037, 7.68184757232666, 7.61500358581543]",7.66
2wer,7.05,"[7.3388800621032715, 7.334748268127441, 7.292021751403809, 7.278300762176514, 7.201472282409668, 7.38434362411499, 7.291803359985352, 7.4005889892578125, 7.289546966552734, 7.386188507080078]",7.32
2wnc,6.32,"[6.149663925170898, 6.243011951446533, 6.189992427825928, 6.325583457946777, 6.292852401733398, 6.226822376251221, 6.1470513343811035, 5.999667167663574, 6.114141941070557, 6.3094096183776855]",6.2
2wvt,6.12,"[6.220945835113525, 6.14695930480957, 6.088017463684082, 5.860205173492432, 6.327918529510498, 5.970092296600342, 6.069857597351074, 6.1983771324157715, 6.110435962677002, 5.871518135070801]",6.09
2x00,11.33,"[7.06136417388916, 6.945696830749512, 7.108427047729492, 7.086927890777588, 7.074408531188965, 7.010313510894775, 6.983968734741211, 6.9057416915893555, 6.973403453826904, 7.035372257232666]",7.02
2xb8,7.59,"[6.653611183166504, 6.591695785522461, 6.745515823364258, 6.668769836425781, 6.433608531951904, 6.574251174926758, 6.439205169677734, 6.711844444274902, 6.647390842437744, 6.405714511871338]",6.59
2xdl,3.1,"[6.942990303039551, 6.7672271728515625, 6.872572422027588, 6.771152973175049, 6.906200408935547, 6.720320224761963, 6.932535648345947, 6.87404203414917, 6.982032775878906, 6.914813995361328]",6.87
2xii,7.2,"[6.919267177581787, 6.9537353515625, 6.972737789154053, 7.112831115722656, 6.980295658111572, 7.037179946899414, 7.096010208129883, 6.988150119781494, 7.112026691436768, 6.987390995025635]",7.02
2yki,9.46,"[7.3206000328063965, 7.4166669845581055, 7.2850422859191895, 7.274021625518799, 7.365366458892822, 7.314273834228516, 7.290931701660156, 7.301875114440918, 7.445487976074219, 7.327991962432861]",7.33
2ymd,3.16,"[5.310967445373535, 5.186875343322754, 5.527387619018555, 5.509767532348633, 5.278911113739014, 5.435161113739014, 5.412354469299316, 5.2350921630859375, 5.3211846351623535, 5.415092468261719]",5.36
3aru,3.22,"[5.204891204833984, 4.403404712677002, 4.824871063232422, 4.618201732635498, 4.583530426025391, 4.663317680358887, 4.6031293869018555, 4.58600378036499, 4.798991680145264, 4.739821434020996]",4.7
3ary,6.0,"[4.4044365882873535, 4.3424458503723145, 4.442070007324219, 4.390381336212158, 4.449500560760498, 4.347236156463623, 4.387875556945801, 4.414581298828125, 4.307271957397461, 4.391983985900879]",4.39
3b27,5.16,"[6.322085857391357, 6.318765163421631, 6.363804340362549, 6.205970764160156, 6.278450965881348, 6.38211727142334, 6.134284973144531, 6.130029201507568, 6.244355201721191, 6.217726230621338]",6.26
3b5r,8.77,"[7.7020673751831055, 7.681784629821777, 7.700569152832031, 7.707863807678223, 7.713174343109131, 7.6734747886657715, 7.72860050201416, 7.732850074768066, 7.655300617218018, 7.705257415771484]",7.7
3b65,9.27,"[7.55722188949585, 7.512746810913086, 7.468341827392578, 7.528985500335693, 7.4842915534973145, 7.543816566467285, 7.617877960205078, 7.551022052764893, 7.571490287780762, 7.501364231109619]",7.53
