pdbid,real,predictions,mean_pred
1p1n,6.8,"[5.6043877601623535, 5.383421421051025, 5.56378698348999, 5.68892240524292, 5.689377784729004, 5.755715370178223, 5.309412479400635, 5.764968395233154, 5.857091426849365, 5.729227066040039]",5.63
1qkt,9.04,"[7.1651835441589355, 7.148654937744141, 7.17794942855835, 7.259745121002197, 7.178650856018066, 7.219547271728516, 7.136946201324463, 7.212284564971924, 7.169456481933594, 7.182141304016113]",7.19
1syi,5.44,"[5.788031101226807, 5.951767921447754, 5.957102298736572, 5.8152313232421875, 5.823259353637695, 5.760619640350342, 5.812680244445801, 5.92327880859375, 5.858526706695557, 5.763507843017578]",5.85
1y6r,10.11,"[6.123171329498291, 6.143532752990723, 5.962662220001221, 6.608536720275879, 6.48057746887207, 6.046205997467041, 6.464627742767334, 6.394744396209717, 6.431263446807861, 6.664175510406494]",6.33
1yc1,6.17,"[6.788487434387207, 6.789990425109863, 6.804713249206543, 6.815089225769043, 6.778098106384277, 6.758586406707764, 6.757989883422852, 6.807258605957031, 6.791886329650879, 6.775588512420654]",6.79
2v00,3.66,"[5.380780220031738, 5.442866325378418, 5.50700044631958, 5.433314800262451, 5.093503475189209, 5.419790744781494, 5.3530378341674805, 5.6355743408203125, 5.252765655517578, 5.711879730224609]",5.42
2vw5,8.52,"[7.125410079956055, 7.0373125076293945, 6.985113143920898, 6.954499244689941, 7.086026668548584, 6.915124416351318, 7.117703437805176, 6.98317813873291, 7.01612663269043, 7.010866641998291]",7.02
2wer,7.05,"[7.074589729309082, 7.004812240600586, 7.005328178405762, 7.107687473297119, 6.876802444458008, 7.003089904785156, 7.0597453117370605, 7.014525890350342, 7.014836311340332, 7.067171096801758]",7.02
2wnc,6.32,"[6.794943332672119, 6.736422538757324, 6.885525703430176, 6.710119724273682, 7.009862422943115, 6.8340744972229, 6.63948392868042, 6.794839382171631, 6.766192436218262, 6.744428634643555]",6.79
2wvt,6.12,"[6.063986301422119, 6.015597343444824, 6.027792453765869, 5.970818519592285, 5.817068576812744, 5.8678083419799805, 6.337398529052734, 6.1503167152404785, 5.737249851226807, 6.111732006072998]",6.01
2x00,11.33,"[7.12153959274292, 7.060888290405273, 7.075717926025391, 7.070328235626221, 7.071313858032227, 7.114955425262451, 7.121494770050049, 7.078177452087402, 7.143256187438965, 7.030409812927246]",7.09
2xb8,7.59,"[6.20149040222168, 6.234739780426025, 6.1934919357299805, 6.2428154945373535, 5.994838237762451, 6.1670708656311035, 6.1471357345581055, 6.419083595275879, 5.959901809692383, 6.1834635734558105]",6.17
2xdl,3.1,"[6.576327323913574, 6.368353843688965, 6.631224155426025, 6.52308988571167, 6.458821773529053, 6.580625057220459, 6.646722793579102, 6.5867085456848145, 6.536288738250732, 6.656214237213135]",6.56
2xii,7.2,"[7.412080764770508, 7.480003356933594, 7.474255084991455, 7.524830341339111, 7.495367050170898, 7.344927787780762, 7.580189228057861, 7.581461429595947, 7.688502311706543, 7.341902732849121]",7.49
2yki,9.46,"[7.12742280960083, 7.252079486846924, 7.287589073181152, 7.224338054656982, 7.278251647949219, 7.222369194030762, 7.306020736694336, 7.281007766723633, 7.169360637664795, 7.161146640777588]",7.23
2ymd,3.16,"[6.125143527984619, 5.885222911834717, 6.364531517028809, 6.375687599182129, 6.328915119171143, 6.323029041290283, 6.469145774841309, 5.919026851654053, 6.410619258880615, 6.09641170501709]",6.23
3aru,3.22,"[5.4209184646606445, 5.164533615112305, 5.840333938598633, 5.872466087341309, 5.316617012023926, 5.5552144050598145, 5.70175838470459, 5.414672374725342, 5.890824317932129, 5.712669372558594]",5.59
3ary,6.0,"[4.737597465515137, 5.014889240264893, 4.95680046081543, 4.895338535308838, 4.798729419708252, 5.06320333480835, 5.126450538635254, 4.846482276916504, 5.037671089172363, 4.899319648742676]",4.94
3b27,5.16,"[6.066581726074219, 6.146158695220947, 5.735864162445068, 5.772377014160156, 5.710734844207764, 6.311176300048828, 5.949127674102783, 5.9735589027404785, 5.893242835998535, 5.74635648727417]",5.93
