pdbid,real,predictions,mean_pred
1p1n,6.8,"[5.376677513122559, 5.3851704597473145, 5.407080173492432, 5.348017692565918, 5.487748146057129, 5.3365960121154785, 5.369491100311279, 5.362799644470215, 5.388441562652588, 5.393887996673584]",5.39
1qkt,9.04,"[7.3508100509643555, 7.4259514808654785, 7.275578022003174, 7.712228775024414, 7.414093971252441, 7.521041393280029, 7.41572380065918, 7.5779242515563965, 7.496634483337402, 7.389580726623535]",7.46
1syi,5.44,"[5.400674343109131, 5.409085273742676, 5.43152379989624, 5.439246654510498, 5.435121536254883, 5.419097900390625, 5.379852294921875, 5.489657878875732, 5.3893632888793945, 5.432131290435791]",5.42
1y6r,10.11,"[5.973175048828125, 5.906656265258789, 6.014151573181152, 6.001969814300537, 5.973860740661621, 5.898150444030762, 6.039742469787598, 6.037936687469482, 5.809037208557129, 6.003630638122559]",5.97
1yc1,6.17,"[6.627267360687256, 6.405560493469238, 6.438912391662598, 6.515628814697266, 6.500160217285156, 6.470327377319336, 6.479583740234375, 6.57767915725708, 6.465423583984375, 6.4365739822387695]",6.49
2v00,3.66,"[5.4783124923706055, 5.514379978179932, 5.629098415374756, 5.4421491622924805, 5.298913478851318, 5.43033504486084, 5.525422096252441, 5.619909286499023, 5.212319374084473, 5.650545597076416]",5.48
2vw5,8.52,"[7.164605617523193, 7.513168811798096, 7.259643077850342, 7.320939540863037, 7.314438343048096, 7.172944068908691, 7.193605899810791, 7.330770969390869, 7.387907981872559, 7.240087032318115]",7.29
2wer,7.05,"[6.9792656898498535, 6.999483108520508, 6.922052383422852, 7.069457054138184, 6.918359279632568, 7.0383620262146, 6.924135684967041, 6.905149936676025, 7.199685573577881, 6.7738471031188965]",6.97
2wnc,6.32,"[6.4310078620910645, 6.636949062347412, 6.4984130859375, 6.462393283843994, 6.7180495262146, 6.509573459625244, 6.500727653503418, 6.374472141265869, 6.475058078765869, 6.521472930908203]",6.51
2wvt,6.12,"[4.851085662841797, 4.596672534942627, 4.6200737953186035, 4.638819694519043, 4.852120876312256, 4.523788928985596, 4.707444667816162, 4.714602947235107, 4.6807541847229, 4.663721084594727]",4.68
2x00,11.33,"[7.3238325119018555, 7.006148338317871, 7.161020278930664, 7.283076763153076, 7.2426371574401855, 7.174805164337158, 7.119996547698975, 7.061183929443359, 7.068824768066406, 7.071375846862793]",7.15
2xb8,7.59,"[5.859196662902832, 5.929905891418457, 6.241446018218994, 5.991825103759766, 5.761236667633057, 5.983285903930664, 6.000374794006348, 6.201469898223877, 5.806914329528809, 5.802443504333496]",5.96
2xdl,3.1,"[6.325104713439941, 6.153217315673828, 6.124771595001221, 6.035667896270752, 6.251901149749756, 6.24951171875, 6.203382968902588, 6.379988193511963, 6.308553695678711, 6.126584529876709]",6.22
2xii,7.2,"[7.25970458984375, 7.258820056915283, 7.369864463806152, 7.4552435874938965, 7.328707218170166, 7.05994176864624, 7.4416184425354, 7.458870887756348, 7.700557231903076, 7.112436294555664]",7.34
