pdbid,real,predictions,mean_pred
1p1n,6.8,"[4.588649272918701, 4.731949329376221, 4.82345724105835, 4.729999542236328, 4.651517868041992, 4.66896915435791, 4.620213508605957, 4.69140100479126, 4.632662296295166, 4.630923748016357]",4.68
1qkt,9.04,"[7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043]",7.12
1syi,5.44,"[4.73315954208374, 4.875875949859619, 4.782397747039795, 4.7250494956970215, 4.893386363983154, 4.837325096130371, 4.671802520751953, 4.758124828338623, 4.64315128326416, 4.819725036621094]",4.77
1y6r,10.11,"[6.247331619262695, 6.226717948913574, 6.227877140045166, 6.277453899383545, 6.36822509765625, 5.9830756187438965, 6.356311321258545, 6.3739848136901855, 6.284524440765381, 6.354028701782227]",6.27
1yc1,6.17,"[6.804393768310547, 7.111379623413086, 7.117178440093994, 7.1178460121154785, 6.797247409820557, 7.117400169372559, 6.922651290893555, 6.698102951049805, 6.944642066955566, 7.103576183319092]",6.97
2v00,3.66,"[5.712406635284424, 5.796056270599365, 6.426760196685791, 6.226773262023926, 5.759010314941406, 4.699229717254639, 6.478153705596924, 5.8513288497924805, 5.923807621002197, 6.408228397369385]",5.93
2vw5,8.52,"[7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043]",7.12
2wer,7.05,"[7.038594722747803, 6.695934772491455, 7.09998083114624, 7.117400169372559, 7.116016387939453, 7.112505912780762, 7.118067741394043, 6.910823822021484, 7.104495048522949, 6.5384650230407715]",6.99
2wnc,6.32,"[7.114285945892334, 6.909147262573242, 7.116377353668213, 6.769757270812988, 6.935791969299316, 6.853668689727783, 7.1107258796691895, 7.118067741394043, 7.107850074768066, 7.099474906921387]",7.01
2wvt,6.12,"[4.7085280418396, 4.722711086273193, 4.736279487609863, 4.739212512969971, 4.73200798034668, 4.7259392738342285, 4.716231822967529, 4.728506565093994, 4.736978530883789, 4.733261585235596]",4.73
2x00,11.33,"[7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043]",7.12
2xb8,7.59,"[5.7881388664245605, 6.0159478187561035, 6.032435894012451, 6.060385227203369, 5.883026123046875, 6.102302551269531, 6.025546550750732, 5.91617488861084, 5.998463153839111, 5.948333740234375]",5.98
2xdl,3.1,"[4.524577617645264, 4.4540696144104, 4.832912445068359, 4.687624454498291, 4.4682440757751465, 4.426245212554932, 4.622190952301025, 4.535845756530762, 4.55487585067749, 4.711319446563721]",4.58
2xii,7.2,"[7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043]",7.12
2yki,9.46,"[7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043]",7.12
2ymd,3.16,"[4.025389194488525, 4.058874607086182, 4.10151481628418, 4.048696994781494, 4.052970886230469, 4.0544209480285645, 4.038244247436523, 4.058977127075195, 4.063261032104492, 4.032690525054932]",4.05
3aru,3.22,"[6.09815788269043, 6.063060283660889, 6.107715606689453, 6.077060699462891, 5.911460876464844, 6.012209892272949, 6.206023216247559, 6.1034393310546875, 6.1236395835876465, 5.981531620025635]",6.07
3ary,6.0,"[5.580748081207275, 5.391164779663086, 5.643185138702393, 5.660783767700195, 4.934781551361084, 5.435795783996582, 5.740611553192139, 5.704382419586182, 5.629124641418457, 5.314393043518066]",5.5
3b27,5.16,"[7.0785088539123535, 6.598334312438965, 5.889476299285889, 6.446323871612549, 5.950716018676758, 6.816311359405518, 6.255524158477783, 6.574815273284912, 6.010738849639893, 6.754347801208496]",6.44
3b5r,8.77,"[7.118067741394043, 7.117178440093994, 7.117623805999756, 7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043, 7.117623805999756, 7.118067741394043]",7.12
3b65,9.27,"[7.102047920227051, 7.118067741394043, 6.694671154022217, 6.283745765686035, 6.893624305725098, 6.2604475021362305, 6.745832443237305, 6.7051615715026855, 7.116983413696289, 7.118067741394043]",6.8
3b68,8.4,"[7.118067741394043, 7.118067741394043, 7.118067741394043, 7.115226745605469, 7.103732585906982, 6.88750696182251, 6.321211814880371, 6.79076623916626, 7.106719970703125, 7.031293869018555]",6.97
3d4z,4.89,"[4.65758752822876, 4.699853420257568, 4.694692134857178, 4.697127342224121, 4.741431713104248, 4.679539680480957, 4.700121879577637, 4.752610683441162, 4.738645076751709, 4.696987152099609]",4.71
3d6q,3.76,"[6.509642601013184, 6.2093048095703125, 6.13990592956543, 6.355825424194336, 6.4759087562561035, 6.309717655181885, 6.410130023956299, 6.358348369598389, 6.509067535400391, 6.33543586730957]",6.36
3dx1,3.58,"[4.703876495361328, 4.711338520050049, 4.705455303192139, 4.696043968200684, 4.7045488357543945, 4.719335556030273, 4.691051483154297, 4.69999885559082, 4.703134536743164, 4.704506874084473]",4.7
3dx2,6.82,"[4.765226364135742, 4.758889198303223, 4.793116569519043, 4.767674446105957, 4.753512859344482, 4.740121364593506, 4.809145450592041, 4.796863555908203, 4.789063453674316, 4.7835516929626465]",4.78
3dxg,2.4,"[5.128007888793945, 5.149414539337158, 5.08350944519043, 5.094571113586426, 5.1484599113464355, 5.042402744293213, 4.907622337341309, 5.127512454986572, 4.988409519195557, 4.986258029937744]",5.07
3ehy,5.85,"[5.2939605712890625, 5.430352210998535, 5.100803852081299, 5.1065521240234375, 5.20858097076416, 5.230964183807373, 5.2462286949157715, 4.987147331237793, 5.525075912475586, 5.297403812408447]",5.24
3ejr,8.57,"[7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043, 6.509986400604248, 7.117623805999756, 7.118067741394043]",7.06
3fcq,2.77,"[4.262619495391846, 4.228339195251465, 4.231362819671631, 4.234918117523193, 4.2220001220703125, 4.2390828132629395, 4.234833717346191, 4.218149185180664, 4.1974639892578125, 4.219595909118652]",4.23
3g0w,9.52,"[7.118067741394043, 6.873720169067383, 7.118067741394043, 7.118067741394043, 7.118067741394043, 7.118067741394043, 6.919142723083496, 7.117400169372559, 7.0904130935668945, 7.1178460121154785]",7.07
