pdbid,real,predictions,mean_pred
1p1n,6.8,"[5.769160747528076, 5.302529811859131, 5.392689228057861, 5.126812934875488, 5.482821941375732, 5.443107604980469, 5.404119491577148, 5.328702926635742, 5.120235919952393, 6.02378511428833]",5.44
1qkt,9.04,"[6.549760341644287, 6.498693943023682, 6.529941558837891, 6.412871837615967, 6.455461502075195, 6.461246013641357, 6.415477275848389, 6.461230278015137, 6.511627674102783, 6.47195291519165]",6.48
1syi,5.44,"[4.515441417694092, 4.609681606292725, 4.652191638946533, 4.540038108825684, 4.657188415527344, 4.781254291534424, 4.620936393737793, 4.722677230834961, 4.710376739501953, 4.5095648765563965]",4.63
1y6r,10.11,"[6.9708733558654785, 7.2353715896606445, 7.258101463317871, 6.885529518127441, 7.042056083679199, 6.85041618347168, 7.0578484535217285, 7.2066802978515625, 7.016637802124023, 7.011934280395508]",7.05
1yc1,6.17,"[7.0036797523498535, 7.109280586242676, 7.161350727081299, 7.187277317047119, 7.296006202697754, 7.004343032836914, 7.068680286407471, 7.158210277557373, 7.084916114807129, 7.15104341506958]",7.12
2v00,3.66,"[5.819854736328125, 5.89625883102417, 5.998685836791992, 5.928182601928711, 5.9210638999938965, 5.854811668395996, 6.032474517822266, 5.96412992477417, 5.964857578277588, 6.033384323120117]",5.94
2vw5,8.52,"[7.597527503967285, 7.572738170623779, 7.504879951477051, 7.486653804779053, 7.635303020477295, 7.533118724822998, 7.508370399475098, 7.5701518058776855, 7.54566764831543, 7.569331169128418]",7.55
2wer,7.05,"[6.600409030914307, 6.561327934265137, 6.578457832336426, 6.524407863616943, 6.533359527587891, 6.548190116882324, 6.720439910888672, 6.5549798011779785, 6.5477681159973145, 6.582690715789795]",6.58
2wnc,6.32,"[6.102494239807129, 6.078566551208496, 6.054976940155029, 6.056556701660156, 5.771437168121338, 5.846887111663818, 6.040973663330078, 6.1540679931640625, 5.917739391326904, 5.915901184082031]",5.99
2wvt,6.12,"[4.488895416259766, 4.560391902923584, 4.623403072357178, 4.410134792327881, 4.566274642944336, 4.72640323638916, 4.649171829223633, 4.666987419128418, 4.93869161605835, 4.518685817718506]",4.61
2x00,11.33,"[7.970772743225098, 7.984606742858887, 7.971339225769043, 7.982673645019531, 8.01913833618164, 7.95600700378418, 8.04696273803711, 7.946573257446289, 8.01955509185791, 8.033769607543945]",7.99
2xb8,7.59,"[5.568062782287598, 5.684814453125, 5.479557037353516, 5.499763011932373, 5.511285305023193, 5.59779167175293, 5.530912399291992, 5.278625011444092, 5.783088207244873, 5.541539669036865]",5.55
2xdl,3.1,"[3.9813339710235596, 3.9925975799560547, 3.9826552867889404, 3.9552853107452393, 3.9515321254730225, 3.9444077014923096, 3.969973564147949, 3.9526729583740234, 3.986416816711426, 3.949943780899048]",3.97
2xii,7.2,"[6.833733558654785, 6.7885918617248535, 6.744563579559326, 6.70643424987793, 6.771864891052246, 6.717605113983154, 6.62162446975708, 6.853627681732178, 6.814874649047852, 6.772520065307617]",6.76
2yki,9.46,"[7.702617168426514, 7.8424224853515625, 7.753078460693359, 7.692812442779541, 7.623119354248047, 7.824311256408691, 7.812076091766357, 7.594363689422607, 7.7327680587768555, 7.885495185852051]",7.75
2ymd,3.16,"[4.8855509757995605, 5.011985778808594, 4.973480224609375, 4.9314985275268555, 4.841702461242676, 4.863582611083984, 4.792605400085449, 4.957464694976807, 4.937848091125488, 4.9233832359313965]",4.91
3aru,3.22,"[4.370804786682129, 4.190761089324951, 4.358929634094238, 4.476160049438477, 4.352508544921875, 4.3838934898376465, 4.344292163848877, 4.359899520874023, 4.334872722625732, 4.381613254547119]",4.36
3ary,6.0,"[6.24030876159668, 6.550083637237549, 6.226081848144531, 6.373766899108887, 6.4300737380981445, 6.067562103271484, 6.111357688903809, 6.424611568450928, 6.433335304260254, 6.249635219573975]",6.31
3b27,5.16,"[5.4761857986450195, 5.400207042694092, 5.457956314086914, 5.3986687660217285, 5.35942268371582, 5.704805850982666, 5.340220928192139, 5.365457057952881, 5.242711067199707, 5.492924213409424]",5.42
3b5r,8.77,"[6.716433048248291, 6.89434814453125, 6.822237014770508, 6.72835636138916, 6.5622944831848145, 6.817477226257324, 6.578225612640381, 6.6725006103515625, 6.722246170043945, 6.621674060821533]",6.71
3b65,9.27,"[6.179400444030762, 5.936854839324951, 6.274111747741699, 6.127415180206299, 6.099082946777344, 6.248309135437012, 6.178054332733154, 5.851743221282959, 6.04095983505249, 5.997095584869385]",6.09
3b68,8.4,"[6.045961380004883, 5.9565582275390625, 6.205747127532959, 6.154110431671143, 6.075923919677734, 5.978681564331055, 6.060204982757568, 6.2057929039001465, 5.9219818115234375, 6.1384687423706055]",6.07
3d4z,4.89,"[4.71746301651001, 4.642588138580322, 4.650115489959717, 4.451021194458008, 4.612584590911865, 4.5477423667907715, 4.6080451011657715, 4.527928352355957, 4.638006210327148, 4.592345714569092]",4.6
3d6q,3.76,"[5.203505516052246, 5.345252513885498, 4.951181411743164, 4.752430438995361, 4.923227310180664, 4.678888320922852, 4.802020072937012, 4.950829982757568, 4.849592685699463, 5.357467174530029]",4.98
3dx1,3.58,"[4.447212219238281, 4.4398322105407715, 4.748874187469482, 4.636092662811279, 4.426878929138184, 4.337130069732666, 4.4360456466674805, 4.704396724700928, 4.4442138671875, 4.422479629516602]",4.5
3dx2,6.82,"[4.766108989715576, 4.794937610626221, 4.732211112976074, 4.874928951263428, 4.87336540222168, 4.955070495605469, 4.751896858215332, 5.176784038543701, 5.201117992401123, 5.010647296905518]",4.91
3dxg,2.4,"[4.676041603088379, 4.753128528594971, 4.718172073364258, 4.936180591583252, 4.544717788696289, 4.578380107879639, 4.616404056549072, 4.540583610534668, 4.750391006469727, 4.6256866455078125]",4.67
3ehy,5.85,"[4.059810638427734, 4.400892734527588, 4.396017551422119, 4.137967109680176, 4.210707187652588, 4.214454174041748, 4.3227667808532715, 4.057304859161377, 4.146106243133545, 4.3956170082092285]",4.23
3ejr,8.57,"[6.668717861175537, 6.652396202087402, 6.732812404632568, 6.772353172302246, 6.719727516174316, 6.614419937133789, 6.78620719909668, 6.724564075469971, 6.709676265716553, 6.712993621826172]",6.71
3fcq,2.77,"[3.757802963256836, 3.7390406131744385, 3.8731849193573, 3.8990490436553955, 3.788519859313965, 3.836078405380249, 3.7631421089172363, 3.7470555305480957, 3.7454721927642822, 3.763496160507202]",3.79
