pdbid,real,predictions,mean_pred
1p1n,6.8,"[4.558477401733398, 4.5617523193359375, 4.618187427520752, 4.60107946395874, 4.470551490783691, 4.59195613861084, 4.563269138336182, 4.623918056488037, 4.639927387237549, 4.553393363952637]",4.58
1qkt,9.04,"[6.416308879852295, 6.262310028076172, 5.973046779632568, 6.394649505615234, 6.097203731536865, 6.274749279022217, 6.093216896057129, 6.170808792114258, 6.257667064666748, 6.142549514770508]",6.21
1syi,5.44,"[4.621417999267578, 4.571977138519287, 4.641544342041016, 4.611420154571533, 4.624398708343506, 4.702396869659424, 4.588639736175537, 4.670980930328369, 4.5620903968811035, 4.699358940124512]",4.63
1y6r,10.11,"[5.758448123931885, 5.859626770019531, 5.9118194580078125, 5.907555103302002, 5.998858451843262, 5.808566093444824, 5.832363128662109, 6.023504257202148, 6.081296920776367, 6.0819854736328125]",5.93
1yc1,6.17,"[6.2224578857421875, 6.177974224090576, 6.462332725524902, 6.5013861656188965, 6.6323089599609375, 6.522199630737305, 6.328709125518799, 6.288079738616943, 6.536536693572998, 6.4818501472473145]",6.42
2v00,3.66,"[5.091581344604492, 4.999589443206787, 5.198596954345703, 5.025588035583496, 5.123058795928955, 5.11884069442749, 5.337795734405518, 5.7714667320251465, 4.81268310546875, 5.074036121368408]",5.16
2vw5,8.52,"[7.500189781188965, 7.467099666595459, 7.47834587097168, 7.533062934875488, 7.468083381652832, 7.502712249755859, 7.390033721923828, 7.504233360290527, 7.425790309906006, 7.451214790344238]",7.47
2wer,7.05,"[6.1782002449035645, 6.295242786407471, 6.2399139404296875, 6.1254353523254395, 6.312958240509033, 6.396280765533447, 6.43912935256958, 6.29533052444458, 6.231521129608154, 6.228379249572754]",6.27
2wnc,6.32,"[6.105533599853516, 6.103002548217773, 5.933598518371582, 6.006211280822754, 5.791305065155029, 5.939851760864258, 6.138005256652832, 6.213689804077148, 5.740545749664307, 6.048793792724609]",6.0
2wvt,6.12,"[4.67919921875, 4.672824859619141, 4.663814544677734, 4.644477844238281, 4.652170181274414, 4.674929141998291, 4.670870304107666, 4.65813684463501, 4.67852258682251, 4.657436847686768]",4.67
2x00,11.33,"[7.761571407318115, 7.746709823608398, 7.755829811096191, 7.767294406890869, 7.750992774963379, 7.760016918182373, 7.772861003875732, 7.772866249084473, 7.762792587280273, 7.788432598114014]",7.76
2xb8,7.59,"[4.947065353393555, 5.009227752685547, 5.13577127456665, 5.112218379974365, 4.97455358505249, 4.941196918487549, 5.017354965209961, 5.013049602508545, 5.0300469398498535, 4.967005252838135]",5.01
2xdl,3.1,"[4.325674533843994, 4.2992448806762695, 4.382089614868164, 4.2564568519592285, 4.234623432159424, 4.30649471282959, 4.222208023071289, 4.276518821716309, 4.323923587799072, 4.28588342666626]",4.29
2xii,7.2,"[6.255324363708496, 6.472696304321289, 6.211392402648926, 6.152393817901611, 6.65567684173584, 5.927348613739014, 6.1327056884765625, 6.554291725158691, 6.494068145751953, 5.908933639526367]",6.28
2yki,9.46,"[7.406403064727783, 7.455455303192139, 7.470975399017334, 7.499694347381592, 7.3775248527526855, 7.554743766784668, 7.517906188964844, 7.4306769371032715, 7.5712890625, 7.617744445800781]",7.49
2ymd,3.16,"[3.8465304374694824, 4.061651229858398, 3.964282989501953, 3.897345542907715, 3.9233109951019287, 3.880858898162842, 3.916130304336548, 3.919987678527832, 3.915238618850708, 3.85770320892334]",3.92
3aru,3.22,"[5.243924140930176, 5.136467456817627, 5.668281555175781, 5.684028625488281, 5.350978851318359, 5.430117607116699, 5.777596950531006, 5.466606140136719, 5.817967891693115, 5.457874774932861]",5.5
3ary,6.0,"[5.590585231781006, 5.7444167137146, 5.977073669433594, 5.619680881500244, 5.362261772155762, 5.511359691619873, 5.881459712982178, 5.867783546447754, 5.677254676818848, 5.6282267570495605]",5.69
3b27,5.16,"[5.615318298339844, 5.613866806030273, 5.7603230476379395, 5.451456546783447, 5.528919696807861, 5.433371543884277, 5.592080593109131, 5.490310192108154, 5.4010114669799805, 5.711920261383057]",5.56
3b5r,8.77,"[6.489560127258301, 6.710121154785156, 6.363765716552734, 6.750466823577881, 6.614436626434326, 6.706330299377441, 6.514009952545166, 6.882110595703125, 6.822056770324707, 6.720949649810791]",6.66
3b65,9.27,"[6.377718925476074, 6.270539283752441, 6.225709915161133, 6.191556930541992, 6.262367248535156, 6.232280731201172, 6.082988262176514, 6.289762496948242, 6.202622413635254, 6.228700637817383]",6.24
3b68,8.4,"[6.726136207580566, 6.716431140899658, 6.7384934425354, 6.784947872161865, 6.77731466293335, 6.688201904296875, 6.722660064697266, 6.8546552658081055, 6.798193454742432, 6.942033290863037]",6.77
3d4z,4.89,"[4.636251449584961, 4.64382266998291, 4.6502180099487305, 4.664877891540527, 4.649785995483398, 4.664328098297119, 4.648797035217285, 4.6613898277282715, 4.6538262367248535, 4.650876998901367]",4.65
3d6q,3.76,"[5.805728912353516, 5.83748722076416, 5.782712936401367, 5.659566402435303, 5.7775139808654785, 5.948147296905518, 5.860035419464111, 5.799144268035889, 5.773183345794678, 5.962311744689941]",5.82
3dx1,3.58,"[4.664616584777832, 4.672686576843262, 4.675085067749023, 4.670475959777832, 4.668223857879639, 4.668702125549316, 4.6658148765563965, 4.676332473754883, 4.669755458831787, 4.668790340423584]",4.67
3dx2,6.82,"[4.649417877197266, 4.64566707611084, 4.659161567687988, 4.685165882110596, 4.642534255981445, 4.655945301055908, 4.647877216339111, 4.747274398803711, 4.691212177276611, 4.6821608543396]",4.67
3dxg,2.4,"[5.05186128616333, 5.034022808074951, 4.959425449371338, 4.9189887046813965, 5.046891689300537, 5.041409015655518, 4.952093124389648, 5.0607194900512695, 5.17037296295166, 5.018636703491211]",5.03
3ehy,5.85,"[4.726571083068848, 4.730342388153076, 4.787356853485107, 4.585809230804443, 4.8758697509765625, 4.895681381225586, 4.912283897399902, 4.900476455688477, 4.715780258178711, 4.970508575439453]",4.81
3ejr,8.57,"[6.303534507751465, 6.2504496574401855, 6.233278274536133, 6.199184417724609, 6.1689677238464355, 6.226684093475342, 6.3071675300598145, 6.107080459594727, 6.269761085510254, 6.201847076416016]",6.23
3fcq,2.77,"[3.989638328552246, 4.046889305114746, 3.9853310585021973, 4.058696269989014, 4.018019199371338, 4.010349273681641, 4.0359110832214355, 3.9932010173797607, 3.9801859855651855, 3.966021776199341]",4.01
3g0w,9.52,"[6.094923496246338, 6.039988994598389, 6.032958984375, 6.156052112579346, 6.084929943084717, 5.953227996826172, 6.2502007484436035, 6.491842269897461, 6.140651702880859, 6.267759323120117]",6.15
3gbb,6.9,"[4.915091514587402, 4.944299697875977, 4.8477396965026855, 4.955053329467773, 4.813719749450684, 5.026689052581787, 4.966547966003418, 4.793712139129639, 4.937310695648193, 4.930683612823486]",4.91
3gr2,2.52,"[4.412139892578125, 4.341370105743408, 4.2912468910217285, 4.427582263946533, 4.3367533683776855, 4.372499942779541, 4.235713005065918, 4.264953136444092, 4.254157066345215, 4.296151161193848]",4.32
3gv9,2.12,"[4.070718765258789, 4.051464557647705, 4.00858211517334, 4.061619758605957, 4.034703254699707, 4.097456455230713, 4.047434329986572, 4.043883800506592, 3.9606335163116455, 4.060483455657959]",4.04
3jya,6.89,"[5.020554542541504, 5.213440895080566, 5.194967746734619, 5.151125431060791, 5.125096797943115, 5.284422397613525, 5.212754726409912, 5.077162265777588, 5.0482258796691895, 5.051685810089111]",5.14
3lka,2.82,"[4.030604362487793, 4.212075233459473, 4.2306060791015625, 4.124200820922852, 4.108667850494385, 4.163083076477051, 4.078585624694824, 4.190821170806885, 4.1976542472839355, 4.14800500869751]",4.15
