pdbid,real,predictions,mean_pred
1p1n,6.8,"[4.440636157989502, 4.800238132476807, 4.392776012420654, 4.518930435180664, 4.569736003875732, 4.764238357543945, 4.814006328582764, 4.711928367614746, 4.625104904174805, 4.90306282043457]",4.65
1qkt,9.04,"[6.4483208656311035, 6.58221435546875, 6.553829193115234, 6.502777099609375, 6.5494513511657715, 6.487760066986084, 6.62117862701416, 6.49686861038208, 6.463990211486816, 6.463707447052002]",6.52
1syi,5.44,"[4.169342041015625, 4.2351531982421875, 4.2405829429626465, 4.178404808044434, 4.234809398651123, 4.424188613891602, 4.194881916046143, 4.3457112312316895, 4.240472316741943, 4.196238040924072]",4.25
1y6r,10.11,"[6.310026168823242, 6.2694292068481445, 6.28651237487793, 6.2906694412231445, 6.2724690437316895, 6.298699378967285, 6.363725185394287, 6.342384338378906, 6.310704708099365, 6.272200584411621]",6.3
1yc1,6.17,"[6.728740692138672, 6.685935020446777, 6.663598537445068, 6.814301490783691, 6.820711612701416, 6.506683826446533, 6.632732391357422, 6.694303512573242, 6.76802396774292, 6.6649274826049805]",6.7
2v00,3.66,"[5.421370029449463, 5.374019622802734, 5.231154441833496, 5.173099517822266, 5.16595458984375, 5.044861316680908, 5.459792137145996, 5.473055839538574, 5.203801155090332, 5.14132022857666]",5.27
2vw5,8.52,"[7.252477169036865, 7.2365288734436035, 7.226221561431885, 7.270545482635498, 7.190330982208252, 7.183558940887451, 7.238669395446777, 7.240098476409912, 7.192733287811279, 7.288207054138184]",7.23
2wer,7.05,"[6.260704040527344, 6.229485511779785, 6.198479175567627, 6.165256500244141, 6.195140838623047, 6.312076091766357, 6.258723735809326, 6.251852035522461, 6.259096622467041, 6.231862545013428]",6.24
2wnc,6.32,"[5.862784385681152, 5.866272926330566, 5.875670433044434, 5.934257984161377, 5.848707675933838, 5.863618850708008, 5.809185028076172, 5.866189479827881, 5.909213066101074, 5.819742679595947]",5.87
2wvt,6.12,"[4.55996561050415, 4.597074031829834, 4.522968769073486, 4.581570625305176, 4.610782146453857, 4.536439418792725, 4.565487384796143, 4.5540924072265625, 4.574431896209717, 4.607795715332031]",4.57
2x00,11.33,"[7.84390115737915, 7.855489730834961, 7.794583320617676, 7.861989498138428, 7.827307224273682, 7.8271484375, 7.7524871826171875, 7.78630256652832, 7.863793849945068, 7.853654861450195]",7.83
2xb8,7.59,"[5.560357570648193, 5.5750861167907715, 5.604576587677002, 5.763062000274658, 5.4058332443237305, 5.294026851654053, 5.484001636505127, 5.49193811416626, 5.325543403625488, 5.714625835418701]",5.52
2xdl,3.1,"[4.212965488433838, 4.2371978759765625, 4.273436069488525, 4.201622009277344, 4.207647323608398, 4.186887741088867, 4.258520126342773, 4.222349643707275, 4.210752487182617, 4.203605651855469]",4.22
2xii,7.2,"[6.570252418518066, 6.660238265991211, 6.616043567657471, 6.70646333694458, 6.53215217590332, 6.589829444885254, 6.683103084564209, 6.638432502746582, 6.62471866607666, 6.56825590133667]",6.62
2yki,9.46,"[7.534398078918457, 7.696105003356934, 7.715391635894775, 7.7342448234558105, 7.713496685028076, 7.857098579406738, 7.633742809295654, 7.650835037231445, 7.667488098144531, 7.7672624588012695]",7.7
2ymd,3.16,"[4.554698944091797, 4.9382100105285645, 4.69721794128418, 4.689634799957275, 4.658690452575684, 4.534372806549072, 4.605186939239502, 4.694521427154541, 4.543867588043213, 4.738112449645996]",4.67
3aru,3.22,"[4.517449855804443, 4.699842929840088, 4.8522725105285645, 4.642847537994385, 4.77308988571167, 4.782497406005859, 5.114518165588379, 4.6886420249938965, 4.807704925537109, 4.862760543823242]",4.77
3ary,6.0,"[5.85488748550415, 5.897816181182861, 5.966042518615723, 5.592997074127197, 5.844110012054443, 5.603384494781494, 5.863520622253418, 5.838622570037842, 5.887137413024902, 5.682033538818359]",5.8
3b27,5.16,"[4.2178850173950195, 4.19790506362915, 4.528783321380615, 4.1173505783081055, 4.355840682983398, 4.650318622589111, 4.245983123779297, 4.350502014160156, 4.0975751876831055, 4.789158821105957]",4.36
3b5r,8.77,"[6.833189487457275, 7.007297515869141, 6.986820220947266, 6.940954208374023, 6.906187057495117, 6.838176727294922, 6.907673358917236, 6.833117961883545, 6.9298601150512695, 6.73331356048584]",6.89
3b65,9.27,"[6.131824493408203, 6.200631618499756, 6.305777549743652, 6.2051568031311035, 6.227262020111084, 6.263651371002197, 6.30454683303833, 6.290058612823486, 6.047735691070557, 6.119060039520264]",6.21
3b68,8.4,"[6.26460599899292, 6.211631774902344, 6.250874996185303, 6.321493148803711, 6.309109210968018, 6.261344909667969, 6.352691650390625, 6.321512222290039, 6.111020088195801, 6.38604211807251]",6.28
3d4z,4.89,"[4.151875019073486, 4.189026832580566, 4.192381858825684, 4.186688423156738, 4.148265838623047, 4.2045745849609375, 4.152218341827393, 4.167793273925781, 4.2333478927612305, 4.183824062347412]",4.18
3d6q,3.76,"[5.864505767822266, 5.8844075202941895, 5.84634256362915, 5.605772972106934, 5.438898086547852, 5.737163066864014, 5.784947872161865, 5.736359119415283, 5.873750686645508, 5.668931007385254]",5.74
3dx1,3.58,"[4.565986156463623, 4.617912769317627, 4.550568580627441, 4.570717811584473, 4.596920967102051, 4.633062362670898, 4.567819118499756, 4.563953399658203, 4.5708537101745605, 4.5634870529174805]",4.58
3dx2,6.82,"[4.829852104187012, 4.770716190338135, 4.752571105957031, 4.787342548370361, 4.851831436157227, 4.836437702178955, 4.779069423675537, 4.777817726135254, 4.825348377227783, 4.792537689208984]",4.8
3dxg,2.4,"[4.655523777008057, 4.651221752166748, 4.640506744384766, 4.666628360748291, 4.56516170501709, 4.612453937530518, 4.6580986976623535, 4.615623950958252, 4.794506549835205, 4.727293491363525]",4.66
3ehy,5.85,"[4.149316310882568, 4.214738368988037, 4.155753135681152, 4.194649696350098, 4.168795108795166, 4.127383708953857, 4.168671131134033, 4.169366359710693, 4.183554649353027, 4.20059871673584]",4.17
3ejr,8.57,"[6.641049861907959, 6.692959785461426, 6.720447063446045, 6.705498218536377, 6.74550724029541, 6.717458248138428, 6.689719200134277, 6.5962605476379395, 6.7096405029296875, 6.631269931793213]",6.68
