pdbid,real,predictions,mean_pred
1p1n,6.8,"[5.098336219787598, 5.457651615142822, 4.638207912445068, 5.0530195236206055, 4.629584789276123, 5.548561096191406, 5.19696044921875, 5.297362327575684, 5.561745643615723, 5.797969818115234]",5.23
1qkt,9.04,"[6.55063533782959, 6.588428497314453, 6.637383460998535, 6.599018096923828, 6.601928234100342, 6.571182727813721, 6.592192649841309, 6.574503421783447, 6.61146879196167, 6.599100589752197]",6.59
1syi,5.44,"[4.454503536224365, 4.5551981925964355, 4.4180169105529785, 4.402017116546631, 4.240878105163574, 4.340369701385498, 4.333953857421875, 4.235818862915039, 4.330430507659912, 4.08132791519165]",4.34
1y6r,10.11,"[9.067554473876953, 9.287236213684082, 9.398530960083008, 9.569342613220215, 9.81590461730957, 9.420050621032715, 9.694849967956543, 9.520190238952637, 9.68156623840332, 9.36785888671875]",9.48
1yc1,6.17,"[6.854766845703125, 6.871560573577881, 6.773833274841309, 6.8307366371154785, 6.802840709686279, 6.844651222229004, 6.897092819213867, 6.775965213775635, 6.830099582672119, 6.876902103424072]",6.84
2v00,3.66,"[5.457126140594482, 5.536929130554199, 5.599431991577148, 5.528409481048584, 5.434958457946777, 5.442782402038574, 5.5790114402771, 5.655991077423096, 5.4834442138671875, 5.545712947845459]",5.53
2vw5,8.52,"[7.217395305633545, 7.167562484741211, 7.187230110168457, 7.227067947387695, 7.264904499053955, 7.146563529968262, 7.164165019989014, 7.219528675079346, 7.226078987121582, 7.185924530029297]",7.2
2wer,7.05,"[6.450827121734619, 6.459475994110107, 6.487534523010254, 6.474305152893066, 6.565650939941406, 6.506609916687012, 6.584189414978027, 6.501709461212158, 6.519646644592285, 6.506689071655273]",6.51
2wnc,6.32,"[6.0877366065979, 6.095964431762695, 6.0773749351501465, 6.040980339050293, 6.011449337005615, 6.071844100952148, 6.004464626312256, 6.107835292816162, 6.082896709442139, 6.008844375610352]",6.06
2wvt,6.12,"[5.067028522491455, 5.110501289367676, 4.994286060333252, 4.933135032653809, 4.848360538482666, 5.09987211227417, 4.895590782165527, 5.167306900024414, 4.463578224182129, 5.0794291496276855]",4.97
2x00,11.33,"[7.847562789916992, 7.87528133392334, 7.821633815765381, 7.857908725738525, 7.826151371002197, 7.837923526763916, 7.819616317749023, 7.810311794281006, 7.864704608917236, 7.84654426574707]",7.84
2xb8,7.59,"[6.043922424316406, 5.90530252456665, 5.920094013214111, 5.90480375289917, 5.9881367683410645, 5.940380573272705, 5.923410892486572, 6.014580249786377, 5.91619873046875, 5.870399475097656]",5.94
2xdl,3.1,"[4.722780227661133, 4.615055561065674, 4.875385761260986, 4.704217433929443, 4.693899154663086, 4.601992607116699, 4.580005645751953, 4.562378406524658, 4.661342620849609, 4.745605945587158]",4.68
2xii,7.2,"[6.855432033538818, 6.868834018707275, 6.912142276763916, 6.838051795959473, 6.848904609680176, 6.979130744934082, 6.865917205810547, 6.83383321762085, 6.887412071228027, 6.920863628387451]",6.88
2yki,9.46,"[7.860732555389404, 7.910390853881836, 7.843713283538818, 7.892084121704102, 7.864156723022461, 7.9534807205200195, 7.900471210479736, 7.905675411224365, 7.882762908935547, 7.9645094871521]",7.9
2ymd,3.16,"[4.313937187194824, 5.126999378204346, 4.79945182800293, 4.538141250610352, 4.63903284072876, 4.390233039855957, 4.784818649291992, 4.553513526916504, 4.4893293380737305, 4.454199314117432]",4.61
3aru,3.22,"[4.017078876495361, 4.102911472320557, 4.258329391479492, 4.272223949432373, 4.0674214363098145, 4.17164945602417, 4.4444684982299805, 4.140385627746582, 4.364688396453857, 4.212849140167236]",4.21
3ary,6.0,"[6.21646785736084, 6.31685209274292, 6.266007900238037, 6.294839382171631, 6.305966377258301, 6.218930244445801, 6.1775336265563965, 6.3361430168151855, 6.318281173706055, 6.257742881774902]",6.27
3b27,5.16,"[4.524461269378662, 4.518519401550293, 4.691112518310547, 4.425813674926758, 4.410816669464111, 4.603881359100342, 4.5117926597595215, 4.456699371337891, 4.3704423904418945, 4.6003007888793945]",4.51
3b5r,8.77,"[6.905346393585205, 6.995067596435547, 6.7413787841796875, 6.870893478393555, 6.777862548828125, 6.737480163574219, 6.641754627227783, 6.69087553024292, 6.789716720581055, 6.657378673553467]",6.78
3b65,9.27,"[5.976548194885254, 6.055854797363281, 6.078210353851318, 6.052918910980225, 6.072875022888184, 6.066779136657715, 6.014786720275879, 6.038229465484619, 6.021132469177246, 6.006657123565674]",6.04
3b68,8.4,"[6.896347522735596, 7.0163254737854, 7.232563495635986, 7.150583744049072, 7.223361968994141, 7.225969314575195, 7.166922092437744, 7.0221028327941895, 6.722535133361816, 7.086828231811523]",7.07
3d4z,4.89,"[4.044870853424072, 4.0264387130737305, 4.092503547668457, 4.065861225128174, 4.028806686401367, 4.14431095123291, 4.175808906555176, 4.201928615570068, 4.201679229736328, 4.127010345458984]",4.11
3d6q,3.76,"[4.713443279266357, 4.752650260925293, 5.173446178436279, 4.451303005218506, 5.008576393127441, 4.788864612579346, 4.697453022003174, 4.911390781402588, 4.960516452789307, 4.537765026092529]",4.8
3dx1,3.58,"[4.694506645202637, 4.992588996887207, 4.694082260131836, 4.242104530334473, 4.65308141708374, 4.49993896484375, 4.9302287101745605, 4.75956916809082, 4.398094654083252, 4.578988075256348]",4.64
3dx2,6.82,"[5.958046913146973, 5.913224220275879, 5.923945426940918, 5.952376842498779, 5.965249538421631, 5.980381965637207, 5.896704196929932, 5.974095821380615, 5.960888385772705, 5.866585731506348]",5.94
3dxg,2.4,"[5.257985591888428, 5.399939060211182, 5.163171768188477, 5.190077781677246, 5.117265701293945, 5.295716285705566, 4.9698896408081055, 5.117216110229492, 4.878321170806885, 4.902630805969238]",5.13
3ehy,5.85,"[5.119585037231445, 5.187392711639404, 5.5429606437683105, 5.054488182067871, 5.158337116241455, 5.026197910308838, 5.633766174316406, 4.967306137084961, 4.949601173400879, 5.216255187988281]",5.19
3ejr,8.57,"[6.773646354675293, 6.893226146697998, 6.897013187408447, 6.820932865142822, 6.923449516296387, 6.901849746704102, 6.882882595062256, 6.923100471496582, 6.9121317863464355, 6.848322868347168]",6.88
3fcq,2.77,"[4.153634071350098, 4.153074264526367, 4.115545272827148, 4.172845363616943, 4.2272047996521, 4.116526126861572, 4.142499923706055, 4.155714511871338, 4.199767112731934, 4.186062335968018]",4.16
3g0w,9.52,"[6.432928085327148, 6.4945268630981445, 6.5326642990112305, 6.490492343902588, 6.715374946594238, 6.47691011428833, 6.453760147094727, 6.57814884185791, 6.642782688140869, 6.621607780456543]",6.54
3gbb,6.9,"[5.375981330871582, 5.481107234954834, 5.379668712615967, 5.334939479827881, 5.456611156463623, 5.428377628326416, 5.175899505615234, 5.330292224884033, 5.233364582061768, 5.244955062866211]",5.34
3gr2,2.52,"[4.190393447875977, 4.045076370239258, 4.156141757965088, 4.170780658721924, 4.195559978485107, 4.2810468673706055, 4.104315757751465, 4.217931270599365, 4.12907600402832, 4.192790985107422]",4.17
3gv9,2.12,"[4.8584771156311035, 4.733593940734863, 4.906466484069824, 4.940455436706543, 5.030670642852783, 4.718115329742432, 4.985349655151367, 4.890475749969482, 4.855673789978027, 4.831729412078857]",4.88
3jya,6.89,"[5.729368209838867, 5.710354804992676, 5.678454875946045, 5.653951644897461, 5.766073226928711, 5.710494518280029, 5.754479885101318, 5.777731895446777, 5.682013034820557, 5.7110395431518555]",5.72
3lka,2.82,"[4.271344184875488, 4.104597568511963, 4.209944725036621, 4.379954814910889, 4.365175724029541, 4.213387966156006, 4.320005893707275, 4.215400218963623, 4.3625407218933105, 4.439089775085449]",4.29
3n76,6.85,"[6.934315204620361, 7.062005519866943, 6.773512363433838, 6.922268867492676, 7.2767205238342285, 6.9834442138671875, 7.546543121337891, 6.957906246185303, 6.820194244384766, 7.484859943389893]",7.08
3n86,5.64,"[6.893766403198242, 6.89981746673584, 6.842798709869385, 6.897867679595947, 6.95376443862915, 6.878501892089844, 6.8887529373168945, 6.795874118804932, 6.884566783905029, 6.814273834228516]",6.87
3nq9,4.03,"[4.772721767425537, 4.648306846618652, 4.647905349731445, 4.61214017868042, 4.641727447509766, 4.7156291007995605, 4.848098278045654, 4.861081600189209, 4.847873687744141, 4.776516914367676]",4.74
3nx7,8.1,"[5.955423355102539, 5.7709574699401855, 5.819735050201416, 5.865950584411621, 6.03001594543457, 5.930881500244141, 5.915648460388184, 5.918003559112549, 5.855743408203125, 5.906706809997559]",5.9
3o9i,11.82,"[10.221183776855469, 9.946442604064941, 10.324859619140625, 9.979887008666992, 10.589799880981445, 10.532416343688965, 10.589561462402344, 10.43486213684082, 9.69457721710205, 10.286099433898926]",10.26
3ozs,5.33,"[6.6737380027771, 6.704090118408203, 6.509286403656006, 6.5539069175720215, 6.680570125579834, 6.614747524261475, 6.521973609924316, 6.668949604034424, 6.409536838531494, 6.700692176818848]",6.6
3ozt,4.13,"[6.773700714111328, 6.559154510498047, 6.790619373321533, 6.839534282684326, 6.866687297821045, 6.787552356719971, 6.635956287384033, 6.597819805145264, 6.819945812225342, 6.8191938400268555]",6.75
3p5o,7.26,"[6.87385892868042, 6.999398708343506, 6.9796552658081055, 6.880537033081055, 6.98172664642334, 6.918050289154053, 6.963894844055176, 6.8269219398498535, 6.894424915313721, 6.951577186584473]",6.93
3prs,7.82,"[9.548200607299805, 9.126716613769531, 9.419537544250488, 9.174919128417969, 9.423127174377441, 8.858399391174316, 9.028642654418945, 8.954524993896484, 9.386441230773926, 8.993268013000488]",9.19
3pww,7.32,"[8.024367332458496, 7.7419281005859375, 7.686828136444092, 8.026107788085938, 7.40902042388916, 8.011096000671387, 7.715556621551514, 7.6844706535339355, 7.832882404327393, 7.91626501083374]",7.8
3qqs,5.82,"[5.054812908172607, 5.293232440948486, 5.217418193817139, 5.333148956298828, 5.215775489807129, 5.33627462387085, 5.148947238922119, 5.165520191192627, 5.2922563552856445, 4.873595237731934]",5.19
3rlr,7.52,"[6.815415859222412, 6.774337291717529, 6.800229549407959, 6.816466808319092, 6.787614822387695, 6.794508934020996, 6.7365007400512695, 6.766493797302246, 6.808623313903809, 6.79024076461792]",6.79
3tsk,7.17,"[6.973415374755859, 7.006408214569092, 6.875150680541992, 7.136411190032959, 6.997337341308594, 6.843155860900879, 6.973954200744629, 6.799956321716309, 6.866517066955566, 6.9513044357299805]",6.94
3twp,3.92,"[4.154735088348389, 4.110109806060791, 4.098395824432373, 4.111751556396484, 4.1172966957092285, 4.0836615562438965, 4.117623329162598, 4.10401725769043, 4.1067728996276855, 4.138918876647949]",4.11
3u5j,5.61,"[6.517498970031738, 6.499244689941406, 6.515564441680908, 6.4831037521362305, 6.512144088745117, 6.382091999053955, 6.410861492156982, 6.398672580718994, 6.350978374481201, 6.4487481117248535]",6.45
3ui7,9.0,"[6.918097972869873, 6.978899955749512, 6.911381721496582, 6.872723579406738, 6.929117679595947, 6.905872344970703, 6.93930721282959, 6.865710735321045, 6.9118218421936035, 6.953968048095703]",6.92
3uo4,6.52,"[6.705346584320068, 6.790413856506348, 6.763185977935791, 6.803869724273682, 6.745413780212402, 6.766420841217041, 6.770975112915039, 6.826877593994141, 6.7918596267700195, 6.827210903167725]",6.78
3up2,7.4,"[6.854820728302002, 6.74903678894043, 6.767075538635254, 6.728271961212158, 6.755329132080078, 6.8305983543396, 6.893574237823486, 6.887833595275879, 6.7448296546936035, 6.697118282318115]",6.79
3uuo,7.96,"[6.701167106628418, 6.716795921325684, 6.669467926025391, 6.586599826812744, 6.672574520111084, 6.695578098297119, 6.681075096130371, 6.733736038208008, 6.660894870758057, 6.764683246612549]",6.69
3wtj,6.53,"[4.098066806793213, 4.154870986938477, 4.17850923538208, 4.090620040893555, 4.144913673400879, 4.181144714355469, 4.1040520668029785, 4.068990707397461, 4.107196807861328, 4.076085567474365]",4.12
3wz8,5.82,"[7.052982807159424, 6.762572765350342, 7.012192726135254, 6.816064357757568, 6.912787437438965, 7.009659290313721, 6.899103164672852, 6.85847282409668, 6.765548229217529, 6.6536054611206055]",6.87
4agn,3.97,"[6.127819061279297, 6.094083309173584, 6.15437650680542, 6.177815914154053, 6.198468208312988, 6.140826225280762, 6.079941272735596, 6.101901531219482, 6.247033596038818, 6.131447792053223]",6.15
4agp,4.69,"[6.9324727058410645, 6.824090003967285, 6.856573104858398, 6.879475116729736, 6.899354934692383, 6.900864124298096, 6.870433807373047, 6.956195831298828, 6.856621265411377, 7.001784801483154]",6.9
4agq,5.01,"[6.698885440826416, 6.730632781982422, 6.831536293029785, 6.778647422790527, 6.898111343383789, 6.905238151550293, 6.724422931671143, 6.86545991897583, 6.976572036743164, 6.847066402435303]",6.83
4ciw,4.82,"[5.24883508682251, 5.642843723297119, 5.548027515411377, 5.56309700012207, 5.918458938598633, 5.525174617767334, 5.491678714752197, 5.547374725341797, 5.37786340713501, 5.73291540145874]",5.56
4dld,5.82,"[9.064013481140137, 8.827775001525879, 9.267860412597656, 9.111854553222656, 8.969240188598633, 9.199098587036133, 7.417159080505371, 9.310569763183594, 8.793654441833496, 9.054359436035156]",8.9
4f2w,11.3,"[8.893878936767578, 8.245759963989258, 7.907935619354248, 8.0440034866333, 8.89236068725586, 8.305307388305664, 8.359091758728027, 7.552855491638184, 8.676236152648926, 8.264013290405273]",8.31
4f3c,11.82,"[6.441305160522461, 6.66556453704834, 6.403131484985352, 6.631514072418213, 6.82228946685791, 6.511168956756592, 6.470775127410889, 7.094630718231201, 6.554605960845947, 6.5073418617248535]",6.61
4gid,10.77,"[7.395068168640137, 7.612188816070557, 7.376973628997803, 7.475620269775391, 7.330732822418213, 7.4199299812316895, 7.652254104614258, 7.268646240234375, 7.554035663604736, 7.214746475219727]",7.43
4j28,5.7,"[6.279081344604492, 6.154298782348633, 6.280771255493164, 5.9702935218811035, 6.192352294921875, 6.155027389526367, 6.188839435577393, 6.085849285125732, 6.1189656257629395, 5.97546911239624]",6.14
4jfs,5.27,"[4.989272117614746, 5.043984889984131, 4.829456806182861, 4.8470354080200195, 4.7636494636535645, 4.900237560272217, 4.571924686431885, 5.1863789558410645, 4.597986221313477, 5.092038154602051]",4.88
4jxs,4.74,"[5.180055141448975, 5.627405643463135, 5.0757317543029785, 5.299279689788818, 5.130561351776123, 5.396450996398926, 5.193658828735352, 4.891803741455078, 5.163678169250488, 5.357363224029541]",5.23
4k18,8.96,"[6.810334205627441, 6.81190824508667, 6.792916774749756, 6.819577693939209, 6.79030179977417, 6.671167850494385, 6.734265327453613, 6.679571151733398, 6.821178913116455, 6.847480297088623]",6.78
4kz6,3.1,"[4.108183860778809, 4.115777969360352, 4.15873384475708, 4.051016807556152, 4.162633895874023, 4.113058567047119, 4.108485698699951, 4.083186626434326, 4.075146675109863, 4.132265090942383]",4.11
4kzq,6.1,"[6.025247097015381, 5.931845664978027, 5.950225353240967, 5.960190773010254, 5.912167549133301, 5.945584774017334, 5.906976222991943, 6.053090572357178, 5.927921295166016, 5.9764885902404785]",5.96
4kzu,6.5,"[6.129451751708984, 6.024724006652832, 6.0420098304748535, 6.055053234100342, 6.148684024810791, 6.019743919372559, 6.124489784240723, 6.070300579071045, 6.104359149932861, 6.0891547203063965]",6.08
4llx,2.89,"[4.148010730743408, 4.17110538482666, 4.163856029510498, 4.1967363357543945, 4.1483683586120605, 4.185806751251221, 4.1145548820495605, 4.083342552185059, 4.174349784851074, 4.16823673248291]",4.16
