pdbid,real,predictions,mean_pred
1p1n,6.8,"[4.446036338806152, 4.510420322418213, 4.378641128540039, 4.459460735321045, 4.4505743980407715, 4.526427268981934, 4.565318584442139, 4.890885829925537, 4.6527886390686035, 4.49195671081543]",4.54
1qkt,9.04,"[6.888851642608643, 6.858525276184082, 6.891584396362305, 6.848665714263916, 6.907190799713135, 6.861826419830322, 6.831773281097412, 6.825021266937256, 6.9232635498046875, 6.926685810089111]",6.88
1syi,5.44,"[4.234988212585449, 4.248775005340576, 4.229396820068359, 4.26875114440918, 4.227607250213623, 4.248412609100342, 4.252272605895996, 4.252042770385742, 4.290320873260498, 4.262368679046631]",4.25
1y6r,10.11,"[6.661162376403809, 6.371523380279541, 6.572396755218506, 6.53855037689209, 6.754169940948486, 6.567824363708496, 6.515055179595947, 6.6168742179870605, 6.568476676940918, 6.878891944885254]",6.6
1yc1,6.17,"[7.404615879058838, 7.381267547607422, 7.224987030029297, 7.313331604003906, 7.356400489807129, 7.354165077209473, 7.345449447631836, 7.356452941894531, 7.323554039001465, 7.420897483825684]",7.35
2v00,3.66,"[5.122825622558594, 5.545982360839844, 5.17225980758667, 5.525421142578125, 4.6957478523254395, 4.813086986541748, 5.385357856750488, 5.412476539611816, 5.286767482757568, 5.180380344390869]",5.21
2vw5,8.52,"[7.575084686279297, 7.587559700012207, 7.685519218444824, 7.577081203460693, 7.69357967376709, 7.634008407592773, 7.539055347442627, 7.637650012969971, 7.641487121582031, 7.633816242218018]",7.62
2wer,7.05,"[6.495232105255127, 6.77670955657959, 6.60380744934082, 6.696205139160156, 6.588038444519043, 6.689930438995361, 6.6511006355285645, 6.5074992179870605, 6.719987869262695, 6.4082512855529785]",6.61
2wnc,6.32,"[5.945484161376953, 6.064294338226318, 5.967226982116699, 6.035083770751953, 5.864176273345947, 6.066159248352051, 5.649551868438721, 5.858755111694336, 6.184539794921875, 5.841299057006836]",5.95
2wvt,6.12,"[4.24984884262085, 4.245722770690918, 4.253251075744629, 4.2451558113098145, 4.247600555419922, 4.250520706176758, 4.2419915199279785, 4.2400054931640625, 4.239830017089844, 4.245027542114258]",4.25
2x00,11.33,"[7.857920169830322, 7.931199073791504, 7.874395370483398, 7.885921955108643, 7.80487585067749, 7.802520751953125, 7.908397674560547, 7.945484638214111, 7.9389777183532715, 7.881109714508057]",7.88
2xb8,7.59,"[4.891881942749023, 5.041993618011475, 5.419854164123535, 5.2015252113342285, 5.0844926834106445, 5.520732402801514, 5.310534477233887, 4.793964862823486, 5.946718215942383, 5.0732421875]",5.23
2xdl,3.1,"[4.421214580535889, 4.379722595214844, 4.475449562072754, 4.351739883422852, 4.352648735046387, 4.376256942749023, 4.432555198669434, 4.329458236694336, 4.355922698974609, 4.379817962646484]",4.39
2xii,7.2,"[6.92164421081543, 7.070530414581299, 6.965602397918701, 7.101558208465576, 7.049333095550537, 6.999453067779541, 7.039846420288086, 7.137315273284912, 7.067748069763184, 6.915204048156738]",7.03
2yki,9.46,"[7.956904411315918, 8.017353057861328, 7.896595001220703, 7.923431396484375, 7.896644115447998, 8.026473045349121, 7.94158411026001, 7.886390686035156, 7.907745838165283, 8.017623901367188]",7.95
2ymd,3.16,"[4.254265785217285, 4.32428503036499, 4.328427314758301, 4.237921714782715, 4.218240737915039, 4.231472969055176, 4.3141374588012695, 4.238308906555176, 4.266726016998291, 4.250644683837891]",4.27
3aru,3.22,"[4.2683539390563965, 4.267086029052734, 4.263619899749756, 4.278593063354492, 4.126572608947754, 4.281677722930908, 4.440915584564209, 4.319942474365234, 4.386349678039551, 4.332859992980957]",4.3
3ary,6.0,"[5.894514083862305, 5.996838092803955, 6.322081565856934, 6.217487812042236, 6.332751274108887, 5.856232643127441, 5.360493183135986, 6.25246000289917, 6.242194175720215, 6.259171009063721]",6.07
3b27,5.16,"[4.288573265075684, 4.563055038452148, 4.329851150512695, 4.255255699157715, 4.386077880859375, 4.627262115478516, 4.252272605895996, 4.353261470794678, 4.266875267028809, 4.138439178466797]",4.35
3b5r,8.77,"[7.376680374145508, 7.366804599761963, 7.316739559173584, 7.23972225189209, 7.301403999328613, 7.27242374420166, 7.302788734436035, 7.279495716094971, 7.218076229095459, 7.333268642425537]",7.3
3b65,9.27,"[6.8439764976501465, 6.875586986541748, 6.758975028991699, 6.782224655151367, 6.854614734649658, 6.6915740966796875, 6.805438995361328, 6.77468204498291, 6.804869174957275, 6.921017169952393]",6.81
3b68,8.4,"[6.958429336547852, 6.854576587677002, 6.814619064331055, 6.903316020965576, 6.725299835205078, 6.797194004058838, 6.70233154296875, 6.7841620445251465, 6.978388786315918, 6.84057092666626]",6.84
3d4z,4.89,"[4.373795986175537, 4.417888164520264, 4.403306007385254, 4.423275947570801, 4.379096031188965, 4.370452880859375, 4.434295177459717, 4.3535919189453125, 4.392081260681152, 4.38852071762085]",4.39
3d6q,3.76,"[5.147017002105713, 5.289025783538818, 5.165529251098633, 4.805761814117432, 4.775839328765869, 5.047280311584473, 4.916442394256592, 5.144630432128906, 5.005944728851318, 5.207664489746094]",5.05
3dx1,3.58,"[4.349939823150635, 4.342158317565918, 4.345371723175049, 4.369930267333984, 4.356010437011719, 4.349903583526611, 4.330410957336426, 4.366056442260742, 4.333861351013184, 4.340606689453125]",4.35
3dx2,6.82,"[4.3202385902404785, 4.326766014099121, 4.338043212890625, 4.320272922515869, 4.317803859710693, 4.353050708770752, 4.341139793395996, 4.351672172546387, 4.282242298126221, 4.331901550292969]",4.33
3dxg,2.4,"[4.841463088989258, 4.72224760055542, 4.7663140296936035, 4.765597343444824, 4.637138843536377, 4.759549617767334, 4.71539306640625, 4.786620140075684, 4.708975315093994, 4.695040702819824]",4.74
3ehy,5.85,"[4.36191463470459, 4.402775764465332, 4.370080947875977, 4.3567280769348145, 4.392435073852539, 4.441177845001221, 4.3899149894714355, 4.45991849899292, 4.619278907775879, 4.495858192443848]",4.43
3ejr,8.57,"[7.305191993713379, 7.174552917480469, 7.288888931274414, 7.256281852722168, 7.287342071533203, 7.253778457641602, 7.320141315460205, 7.12316370010376, 7.279946804046631, 7.159445285797119]",7.24
