pdbid,real,predictions,mean_pred
1p1n,6.8,"[5.601654529571533, 5.80067253112793, 5.168694972991943, 5.400768280029297, 5.121274948120117, 6.002795696258545, 4.946415901184082, 6.422826290130615, 6.200675010681152, 5.401050567626953]",5.61
1qkt,9.04,"[6.489845275878906, 6.406217098236084, 6.464913845062256, 6.525826454162598, 6.422874450683594, 6.460101127624512, 6.441540241241455, 6.4941558837890625, 6.47314977645874, 6.461209774017334]",6.46
1syi,5.44,"[4.1247172355651855, 4.080301284790039, 4.158431529998779, 4.083171844482422, 4.185263156890869, 4.15326452255249, 4.08223295211792, 4.076998233795166, 4.1148152351379395, 4.170034885406494]",4.12
1y6r,10.11,"[6.87006950378418, 7.019979000091553, 7.128952980041504, 6.586935043334961, 6.937173843383789, 7.157174587249756, 6.839072227478027, 6.847767353057861, 7.308324813842773, 6.716161727905273]",6.94
1yc1,6.17,"[6.860525608062744, 6.802772521972656, 6.71545934677124, 6.738611698150635, 6.760219097137451, 6.717913627624512, 6.676685810089111, 6.799952507019043, 6.74791955947876, 6.867079734802246]",6.77
2v00,3.66,"[4.835287570953369, 5.2387213706970215, 5.10511589050293, 5.204010963439941, 5.058520317077637, 5.099819183349609, 5.1348185539245605, 5.176632404327393, 5.338728904724121, 5.222392559051514]",5.14
2vw5,8.52,"[7.179814338684082, 7.176525115966797, 7.131131649017334, 7.303859233856201, 7.167464733123779, 7.093966007232666, 7.144363880157471, 7.200051784515381, 7.156215190887451, 7.1473708152771]",7.17
2wer,7.05,"[6.142199516296387, 6.0524373054504395, 6.010035991668701, 6.084210395812988, 6.066058158874512, 6.061947345733643, 6.095226764678955, 6.09483528137207, 6.124936580657959, 6.102672576904297]",6.08
2wnc,6.32,"[5.655579090118408, 5.787222385406494, 5.567452907562256, 5.637441635131836, 5.606457710266113, 5.600162506103516, 5.626694202423096, 5.667781352996826, 5.575897693634033, 5.606308460235596]",5.63
2wvt,6.12,"[4.6747894287109375, 4.685486316680908, 4.650513172149658, 4.6745524406433105, 4.6873908042907715, 4.660830974578857, 4.6799092292785645, 4.669195652008057, 4.696983337402344, 4.685217380523682]",4.68
2x00,11.33,"[7.665202617645264, 7.700611114501953, 7.677029609680176, 7.684124946594238, 7.722593307495117, 7.680778980255127, 7.702573299407959, 7.697651386260986, 7.687464714050293, 7.73384952545166]",7.7
2xb8,7.59,"[5.509728908538818, 5.745174884796143, 5.482571125030518, 5.634159088134766, 5.636895179748535, 5.656322956085205, 5.561995029449463, 5.544571876525879, 5.611505031585693, 5.6373138427734375]",5.6
2xdl,3.1,"[4.149153232574463, 4.128695487976074, 4.190291404724121, 4.181533336639404, 4.1384806632995605, 4.142085075378418, 4.14666223526001, 4.106599807739258, 4.146647930145264, 4.208222389221191]",4.15
2xii,7.2,"[6.679471015930176, 6.66115665435791, 6.555817604064941, 6.537378787994385, 6.77057409286499, 6.447445869445801, 6.549083232879639, 6.757612705230713, 6.747584342956543, 6.492239952087402]",6.62
2yki,9.46,"[7.636025905609131, 7.688472747802734, 7.825232982635498, 7.6980814933776855, 7.70164155960083, 7.820452690124512, 7.80926513671875, 7.525182723999023, 7.671139717102051, 7.769330978393555]",7.71
2ymd,3.16,"[4.688756465911865, 4.958159923553467, 4.800424098968506, 4.89500093460083, 4.898427486419678, 4.714885234832764, 4.881239891052246, 4.755584716796875, 4.547162055969238, 4.892205715179443]",4.8
3aru,3.22,"[4.372243881225586, 4.510753154754639, 4.53366231918335, 4.530802249908447, 4.639914035797119, 4.7668962478637695, 4.536006927490234, 4.6159138679504395, 4.485159873962402, 4.604403972625732]",4.56
3ary,6.0,"[5.846550464630127, 5.79896354675293, 5.80627965927124, 5.822234153747559, 5.906748294830322, 5.699178695678711, 5.700250148773193, 5.6780924797058105, 5.9029388427734375, 5.719552040100098]",5.79
3b27,5.16,"[4.164351940155029, 4.657477855682373, 4.3149213790893555, 4.159117221832275, 4.304910182952881, 4.60051155090332, 4.34738302230835, 4.36759614944458, 3.8665716648101807, 4.380270957946777]",4.32
3b5r,8.77,"[6.875596046447754, 6.921649932861328, 6.822818756103516, 6.753803253173828, 6.6908721923828125, 6.721843242645264, 6.619300365447998, 6.727349281311035, 6.725860595703125, 6.672412872314453]",6.75
3b65,9.27,"[6.053961277008057, 5.936464309692383, 6.10535192489624, 6.009885311126709, 5.897759914398193, 6.1071038246154785, 5.950904369354248, 6.027812957763672, 5.941195964813232, 5.955088138580322]",6.0
3b68,8.4,"[6.453911781311035, 6.15195894241333, 6.259954929351807, 6.360785484313965, 6.3859543800354, 6.269662380218506, 6.271162986755371, 6.2626633644104, 6.312873840332031, 6.339722633361816]",6.31
3d4z,4.89,"[4.357128620147705, 4.356116771697998, 4.394499778747559, 4.376733779907227, 4.337525844573975, 4.458347797393799, 4.352521896362305, 4.358145236968994, 4.390288352966309, 4.417482376098633]",4.38
3d6q,3.76,"[5.800753116607666, 5.761227607727051, 5.779984474182129, 5.468600273132324, 5.726211071014404, 6.101716041564941, 5.499279499053955, 5.778780460357666, 5.9805216789245605, 5.693784236907959]",5.76
3dx1,3.58,"[4.567272186279297, 4.603400707244873, 4.584443092346191, 4.5507493019104, 4.563129425048828, 4.591380596160889, 4.578334331512451, 4.576785087585449, 4.585954189300537, 4.598119258880615]",4.58
3dx2,6.82,"[4.6891093254089355, 4.732332229614258, 4.7999348640441895, 4.846918106079102, 4.6886162757873535, 4.852643013000488, 4.78814697265625, 5.418537616729736, 5.162661552429199, 5.024641513824463]",4.9
3dxg,2.4,"[4.6771721839904785, 4.7180938720703125, 4.781174182891846, 4.768310070037842, 4.648454189300537, 4.809186935424805, 4.706281661987305, 4.6900153160095215, 4.734934329986572, 4.672661781311035]",4.72
3ehy,5.85,"[4.146894931793213, 4.208255290985107, 4.1273040771484375, 4.208456516265869, 4.159822940826416, 4.291642189025879, 4.169393062591553, 4.313422203063965, 4.153727054595947, 4.21604061126709]",4.2
3ejr,8.57,"[6.411358833312988, 6.391183853149414, 6.480705261230469, 6.432302951812744, 6.419976234436035, 6.433461666107178, 6.45380973815918, 6.407314777374268, 6.43007755279541, 6.527991771697998]",6.44
3fcq,2.77,"[4.092075347900391, 4.08881950378418, 4.072136402130127, 4.152340412139893, 4.081613540649414, 4.093082427978516, 4.089038372039795, 4.06757116317749, 4.082157611846924, 4.065977096557617]",4.09
