pdbid,real,predictions,mean_pred
1p1n,6.8,"[7.1731462478637695, 6.46850061416626, 5.938588619232178, 6.680154800415039, 5.740494728088379, 6.291828632354736, 6.382454872131348, 5.819685935974121, 6.6643757820129395, 6.571896076202393]",6.37
1qkt,9.04,"[7.042067527770996, 6.679058074951172, 6.427069187164307, 7.127203941345215, 7.072081565856934, 6.749048233032227, 6.930657386779785, 6.906292915344238, 7.084866523742676, 6.149460792541504]",6.82
1syi,5.44,"[5.3278489112854, 5.570362091064453, 6.174279689788818, 5.564305305480957, 5.995595932006836, 6.316054344177246, 5.8665242195129395, 6.353390216827393, 5.776205539703369, 5.527202129364014]",5.85
1y6r,10.11,"[5.897743225097656, 5.536070823669434, 5.829859733581543, 5.472367763519287, 5.566664218902588, 6.098421096801758, 5.875772476196289, 6.577657699584961, 5.791562080383301, 5.563188076019287]",5.82
1yc1,6.17,"[7.095297813415527, 6.777191162109375, 7.028143882751465, 6.841966152191162, 6.593502044677734, 6.724181652069092, 5.884736061096191, 6.946471691131592, 6.046119689941406, 6.0098700523376465]",6.59
2v00,3.66,"[5.535506248474121, 5.856932640075684, 5.654699802398682, 5.525992393493652, 5.746364116668701, 5.72315788269043, 5.497964859008789, 5.865289688110352, 5.490103721618652, 5.424325942993164]",5.63
2vw5,8.52,"[7.046013832092285, 7.913268089294434, 7.126008033752441, 7.451906681060791, 7.287095069885254, 7.836978435516357, 7.134552955627441, 7.386666774749756, 8.541638374328613, 7.364291191101074]",7.51
2wer,7.05,"[6.192685604095459, 6.759520530700684, 5.896369934082031, 5.501819610595703, 6.194201946258545, 7.621432304382324, 7.048919677734375, 6.186831951141357, 5.7636566162109375, 5.984867095947266]",6.32
2wnc,6.32,"[5.833055019378662, 6.408468723297119, 5.633397579193115, 6.303888320922852, 6.085747241973877, 5.228658199310303, 5.41184139251709, 5.319849967956543, 5.616320610046387, 5.901464462280273]",5.77
2wvt,6.12,"[6.28564453125, 6.902085304260254, 6.701598167419434, 6.752105712890625, 6.976086616516113, 6.915120601654053, 7.459098815917969, 7.150012969970703, 7.34663200378418, 6.408237457275391]",6.89
2x00,11.33,"[6.083572864532471, 5.961784839630127, 6.294659614562988, 6.511780738830566, 5.860893249511719, 5.839171886444092, 5.861505031585693, 5.646877765655518, 5.620302200317383, 5.793447971343994]",5.95
2xb8,7.59,"[5.473684787750244, 5.6937713623046875, 5.909343719482422, 6.141806602478027, 4.958413124084473, 5.136318206787109, 5.439751625061035, 5.785499572753906, 5.602338790893555, 5.309296131134033]",5.55
2xdl,3.1,"[5.998759746551514, 6.156977653503418, 6.2398505210876465, 5.984084129333496, 6.013758182525635, 5.7559099197387695, 5.768014907836914, 5.99801778793335, 6.10768461227417, 5.575935363769531]",5.96
2xii,7.2,"[6.880929946899414, 7.365414619445801, 7.029750823974609, 6.616031646728516, 6.76310920715332, 6.844388008117676, 6.688393592834473, 7.770454406738281, 7.715176582336426, 7.300265312194824]",7.1
2yki,9.46,"[6.279194355010986, 7.116586685180664, 6.862673759460449, 7.339815139770508, 7.143894195556641, 6.509273052215576, 5.909121990203857, 6.884095668792725, 6.428153038024902, 7.07330322265625]",6.75
2ymd,3.16,"[5.213720321655273, 5.288992881774902, 5.643133163452148, 5.378218650817871, 4.82893705368042, 5.672545433044434, 5.849688529968262, 5.472879409790039, 5.418457984924316, 5.317378044128418]",5.41
3aru,3.22,"[5.3519182205200195, 6.077712059020996, 5.868400573730469, 5.328639507293701, 5.730209827423096, 5.668857097625732, 5.870534896850586, 5.83173942565918, 6.089321136474609, 5.86846923828125]",5.77
3ary,6.0,"[5.624871730804443, 6.544490814208984, 5.58760404586792, 6.252017021179199, 6.520763874053955, 7.0794525146484375, 6.29801082611084, 6.122364044189453, 6.510955333709717, 6.295248031616211]",6.28
3b27,5.16,"[5.523171901702881, 5.725130081176758, 4.883476734161377, 5.70957612991333, 5.808292388916016, 5.379201889038086, 5.510294437408447, 5.204839706420898, 5.1601996421813965, 5.371213912963867]",5.43
3b5r,8.77,"[7.262927055358887, 7.641955852508545, 7.423451900482178, 7.213593482971191, 6.936165809631348, 7.680633544921875, 7.022903919219971, 7.600080490112305, 7.155023574829102, 7.114546298980713]",7.31
3b65,9.27,"[6.900704383850098, 6.740234851837158, 7.0969390869140625, 7.0732879638671875, 7.58097505569458, 6.689899444580078, 7.2843122482299805, 7.009403228759766, 7.497671127319336, 7.279986381530762]",7.12
3b68,8.4,"[6.865200042724609, 6.9924635887146, 6.699823379516602, 6.918050765991211, 6.349198818206787, 6.927699089050293, 7.163186073303223, 7.365394115447998, 7.279847145080566, 6.638933181762695]",6.92
