pdbid,real,predictions,mean_pred
1p1n,6.8,"[7.0228095054626465, 6.523979187011719, 5.934786319732666, 6.144433498382568, 6.2086639404296875, 6.360626220703125, 6.718052864074707, 6.174217700958252, 6.317091941833496, 6.329625129699707]",6.37
1qkt,9.04,"[7.261368751525879, 6.901980400085449, 7.109666347503662, 7.389917850494385, 7.295197486877441, 6.791364669799805, 6.79721736907959, 6.981271743774414, 7.261592864990234, 6.692012786865234]",7.05
1syi,5.44,"[5.361264705657959, 5.864502906799316, 6.402642726898193, 5.84937047958374, 6.378079414367676, 6.2276763916015625, 6.294387340545654, 5.919919967651367, 6.28370475769043, 5.474699020385742]",6.01
1y6r,10.11,"[6.30010461807251, 5.978002548217773, 5.842604637145996, 6.059277534484863, 6.142908096313477, 5.869641304016113, 6.120480537414551, 6.2060699462890625, 6.326238632202148, 6.08704948425293]",6.09
1yc1,6.17,"[6.560465335845947, 6.957964897155762, 6.777344226837158, 6.81889533996582, 6.416720390319824, 6.717442989349365, 5.946052551269531, 6.604973793029785, 6.292601585388184, 6.094825744628906]",6.52
2v00,3.66,"[5.431901931762695, 5.4034600257873535, 5.580509185791016, 5.424569129943848, 6.170538902282715, 5.327497959136963, 6.163124084472656, 6.253015518188477, 4.8329668045043945, 6.186254501342773]",5.68
2vw5,8.52,"[7.207401752471924, 7.672339916229248, 7.730831146240234, 7.074056625366211, 7.377532958984375, 7.669253826141357, 8.020261764526367, 7.380690097808838, 7.848584175109863, 7.874466896057129]",7.59
2wer,7.05,"[6.607131004333496, 7.293461799621582, 6.4528350830078125, 7.257673740386963, 6.789137840270996, 7.2141547203063965, 7.0848798751831055, 6.913125514984131, 6.982730865478516, 6.388100624084473]",6.9
2wnc,6.32,"[6.251947402954102, 6.64254093170166, 6.547968864440918, 6.300611972808838, 7.345780372619629, 6.508225917816162, 6.269186496734619, 6.198090553283691, 6.47058629989624, 6.226493835449219]",6.48
2wvt,6.12,"[6.5289716720581055, 6.278980255126953, 5.871533393859863, 6.304941177368164, 5.982787132263184, 5.69996976852417, 6.36686372756958, 6.523318290710449, 6.075999736785889, 6.269687652587891]",6.19
