pdbid,real,predictions,mean_pred
1p1n,6.8,"[6.6434221267700195, 6.887485504150391, 5.534974098205566, 6.350192070007324, 6.070986747741699, 6.282074928283691, 7.124380111694336, 6.382116317749023, 6.571562767028809, 6.618419647216797]",6.45
1qkt,9.04,"[7.097283363342285, 7.31988525390625, 6.715097427368164, 7.36163330078125, 7.201857566833496, 6.911768913269043, 6.733229637145996, 6.872961044311523, 6.904447555541992, 6.837956428527832]",7.0
1syi,5.44,"[5.593441963195801, 5.764135360717773, 5.99431037902832, 5.552858352661133, 6.288164138793945, 5.547120094299316, 5.929330825805664, 5.941597938537598, 5.94666862487793, 6.191034317016602]",5.87
1y6r,10.11,"[5.316396713256836, 5.455997467041016, 4.949259281158447, 5.915454864501953, 5.419577598571777, 5.827678680419922, 5.577082633972168, 6.039838790893555, 6.1061296463012695, 5.859685897827148]",5.65
1yc1,6.17,"[6.890293121337891, 6.2419633865356445, 6.621883392333984, 6.793123245239258, 6.169367790222168, 6.450722694396973, 6.306422233581543, 7.129812240600586, 5.837581634521484, 6.005727767944336]",6.44
2v00,3.66,"[5.777496337890625, 6.122008323669434, 5.605905532836914, 6.3297882080078125, 5.927650451660156, 5.760451316833496, 5.996240615844727, 6.023866653442383, 4.747859954833984, 5.631342887878418]",5.79
2vw5,8.52,"[7.745857238769531, 7.758750915527344, 7.757150650024414, 7.773029327392578, 8.39728832244873, 8.07978343963623, 7.389347076416016, 7.531217575073242, 7.842634201049805, 8.013117790222168]",7.83
2wer,7.05,"[6.329947471618652, 6.93675422668457, 6.646689414978027, 7.488133430480957, 6.796905517578125, 7.148856163024902, 6.892070770263672, 7.319458961486816, 6.838229179382324, 6.6600341796875]",6.91
2wnc,6.32,"[6.754652976989746, 6.170881271362305, 6.247772216796875, 7.079206466674805, 7.446536064147949, 6.445340156555176, 6.815499305725098, 6.024197578430176, 6.847704887390137, 7.028354644775391]",6.69
2wvt,6.12,"[6.247377395629883, 5.829372406005859, 6.31380558013916, 6.0322160720825195, 6.059298515319824, 5.651270866394043, 6.1842451095581055, 6.366335868835449, 6.911772727966309, 5.851747512817383]",6.14
2x00,11.33,"[6.18430233001709, 6.007755279541016, 6.98734188079834, 6.947072982788086, 6.095853805541992, 6.471098899841309, 5.949621200561523, 6.243809700012207, 6.837118148803711, 6.791571617126465]",6.45
2xb8,7.59,"[5.411288261413574, 5.533136367797852, 5.452848434448242, 6.024667739868164, 5.499536514282227, 4.879428863525391, 5.55643367767334, 4.995338439941406, 5.5933990478515625, 5.404650688171387]",5.44
2xdl,3.1,"[6.184786796569824, 6.254147529602051, 6.2831268310546875, 6.055503845214844, 6.284507751464844, 5.575769424438477, 5.751694679260254, 6.178936958312988, 5.942185401916504, 5.7865142822265625]",6.03
