pdbid,real,predictions,mean_pred
1p1n,6.8,"[6.143764495849609, 5.950819969177246, 5.509537696838379, 6.31758975982666, 5.3647871017456055, 5.735586166381836, 5.865451812744141, 6.329209327697754, 6.4030961990356445, 6.717781066894531]",6.03
1qkt,9.04,"[7.066247940063477, 7.071240425109863, 6.632413864135742, 7.092524528503418, 6.887320518493652, 6.52033805847168, 6.701228141784668, 6.640503883361816, 6.464883804321289, 6.635848045349121]",6.77
1syi,5.44,"[6.08663272857666, 6.185699462890625, 6.92994499206543, 6.402840614318848, 5.960814476013184, 6.439745903015137, 6.769980430603027, 6.1182403564453125, 7.004891395568848, 6.1309709548950195]",6.4
1y6r,10.11,"[5.491331100463867, 5.768576622009277, 5.566844940185547, 5.9913330078125, 5.5277299880981445, 5.959331512451172, 5.879940986633301, 6.10011100769043, 5.911640167236328, 5.603294372558594]",5.78
1yc1,6.17,"[6.257442474365234, 5.73875617980957, 6.263594627380371, 5.932103157043457, 6.020908355712891, 6.0940752029418945, 5.782480239868164, 5.9412736892700195, 6.524893760681152, 5.593931198120117]",6.01
2v00,3.66,"[4.787790298461914, 6.026183128356934, 4.8032546043396, 5.707279205322266, 5.201005935668945, 6.093893051147461, 4.679035186767578, 5.244183540344238, 5.503081321716309, 5.0505218505859375]",5.31
2vw5,8.52,"[6.821191787719727, 8.387510299682617, 7.651241302490234, 7.564118385314941, 6.616276741027832, 7.077600479125977, 6.840616226196289, 6.963541030883789, 7.131125450134277, 7.2640228271484375]",7.23
2wer,7.05,"[5.300200462341309, 6.327884674072266, 6.4229631423950195, 6.435874938964844, 6.423062324523926, 6.177265167236328, 6.6044416427612305, 6.093554496765137, 5.786742210388184, 5.348809242248535]",6.09
2wnc,6.32,"[5.347010612487793, 5.182432174682617, 5.625194549560547, 5.981462478637695, 5.585548400878906, 5.613567352294922, 4.952821731567383, 5.0077948570251465, 6.79249382019043, 5.302125930786133]",5.54
2wvt,6.12,"[6.524872779846191, 6.352463722229004, 6.495086669921875, 6.236987113952637, 7.106284141540527, 5.843044281005859, 6.609182357788086, 6.411676406860352, 6.606105804443359, 6.077157020568848]",6.43
2x00,11.33,"[6.333343505859375, 6.872739791870117, 6.595154762268066, 6.694911956787109, 6.747447967529297, 6.337325096130371, 6.280857086181641, 6.5789690017700195, 6.732054710388184, 7.180244445800781]",6.64
2xb8,7.59,"[5.9492950439453125, 5.806754112243652, 5.752506256103516, 6.042452812194824, 5.5569658279418945, 6.02286434173584, 6.160987854003906, 6.312970161437988, 5.706371307373047, 5.732842445373535]",5.9
2xdl,3.1,"[6.014294624328613, 6.268401145935059, 6.446744918823242, 6.066617965698242, 5.709729194641113, 5.986130714416504, 6.127158164978027, 6.60362434387207, 6.4380083084106445, 6.030815124511719]",6.17
2xii,7.2,"[6.954263687133789, 7.725757598876953, 6.905591011047363, 6.997686386108398, 7.145448684692383, 6.755586624145508, 7.418482780456543, 8.205278396606445, 7.776263236999512, 7.766288757324219]",7.37
2yki,9.46,"[6.95195198059082, 6.8223724365234375, 7.280824661254883, 7.203279495239258, 7.023471832275391, 6.962916374206543, 6.955904960632324, 7.38590145111084, 7.181466102600098, 6.593385696411133]",7.04
2ymd,3.16,"[6.1674299240112305, 6.418300628662109, 6.611387252807617, 6.599029541015625, 6.692906379699707, 6.850925445556641, 7.119654655456543, 6.782345771789551, 6.738221168518066, 6.939661026000977]",6.69
