pdbid,real,predictions,mean_pred
1p1n,6.8,"[6.449002265930176, 5.7862467765808105, 5.083700656890869, 6.195145130157471, 5.253563404083252, 6.275962829589844, 6.215209484100342, 6.259492874145508, 6.035365104675293, 6.3903727531433105]",5.99
1qkt,9.04,"[7.330592632293701, 7.386474132537842, 7.004547595977783, 7.72368049621582, 7.407096862792969, 7.196850299835205, 7.053840637207031, 7.26127815246582, 7.456336498260498, 6.990471839904785]",7.28
1syi,5.44,"[6.218850135803223, 6.728208065032959, 7.012423992156982, 6.781045913696289, 5.257974147796631, 5.880725383758545, 6.742527961730957, 6.176951885223389, 6.71957540512085, 6.0182085037231445]",6.35
1y6r,10.11,"[5.036765098571777, 6.101931095123291, 5.8813276290893555, 6.239509105682373, 5.692022323608398, 5.47964334487915, 5.949545383453369, 6.482955455780029, 6.091513156890869, 5.66067361831665]",5.86
1yc1,6.17,"[5.931141376495361, 5.557096481323242, 5.676468372344971, 6.368349552154541, 7.398573398590088, 7.041236400604248, 6.32644510269165, 5.6957621574401855, 6.206112384796143, 5.825524806976318]",6.2
2v00,3.66,"[4.4810638427734375, 5.260011672973633, 5.5556559562683105, 5.919884204864502, 4.840477466583252, 5.626718044281006, 5.878107070922852, 5.545714855194092, 5.24424409866333, 5.334723472595215]",5.37
2vw5,8.52,"[7.313439846038818, 7.385570049285889, 7.2545294761657715, 7.765130519866943, 7.432636737823486, 7.56895112991333, 7.505061149597168, 7.413661479949951, 8.325803756713867, 7.7909321784973145]",7.58
2wer,7.05,"[6.709324836730957, 5.957876682281494, 6.699315547943115, 7.352041721343994, 6.5511393547058105, 6.196076393127441, 6.34065055847168, 6.388759136199951, 6.606841564178467, 6.191553592681885]",6.5
2wnc,6.32,"[6.8803253173828125, 6.5807061195373535, 6.589311599731445, 7.155829906463623, 7.163954257965088, 6.868813991546631, 6.937246799468994, 6.160036563873291, 6.460984706878662, 7.316774845123291]",6.81
2wvt,6.12,"[7.3701300621032715, 6.895151615142822, 7.982237339019775, 7.009498119354248, 6.856852054595947, 6.99812650680542, 7.094853401184082, 7.579954624176025, 7.191028118133545, 6.234996795654297]",7.12
2x00,11.33,"[7.556373596191406, 7.043846607208252, 7.085346221923828, 7.071579933166504, 7.126680850982666, 7.260165691375732, 6.9670281410217285, 7.067123889923096, 7.380460262298584, 6.936517715454102]",7.15
2xb8,7.59,"[5.357746601104736, 6.021146297454834, 5.624906063079834, 6.05778169631958, 5.695870399475098, 5.171485424041748, 5.915351390838623, 5.292460918426514, 5.414819717407227, 5.512274265289307]",5.61
2xdl,3.1,"[5.854610443115234, 6.027172565460205, 5.902981281280518, 5.083550930023193, 6.0889573097229, 5.737735748291016, 6.2686381340026855, 5.716139316558838, 5.671995639801025, 5.424660682678223]",5.78
