pdbid,real,predictions,mean_pred
1p1n,6.8,"[7.155612945556641, 6.64511775970459, 5.995882034301758, 7.087970733642578, 5.98561954498291, 6.689082145690918, 6.770479202270508, 6.342844009399414, 5.994724750518799, 6.562897205352783]",6.52
1qkt,9.04,"[6.557788848876953, 7.210308074951172, 7.054715633392334, 7.690151214599609, 7.414852142333984, 6.809142589569092, 6.719926834106445, 6.804415702819824, 6.970001220703125, 7.044928550720215]",7.03
1syi,5.44,"[5.633964538574219, 6.139331817626953, 6.808066368103027, 6.130760669708252, 6.039026260375977, 5.708161354064941, 6.4705634117126465, 6.307762145996094, 6.780758857727051, 6.192230224609375]",6.22
1y6r,10.11,"[6.241454124450684, 6.170444488525391, 5.7729692459106445, 6.362804412841797, 6.484985828399658, 6.290460586547852, 6.3504838943481445, 6.765494346618652, 6.328310012817383, 6.058830261230469]",6.28
1yc1,6.17,"[5.997410297393799, 6.002436637878418, 5.929012298583984, 6.51040506362915, 6.62760066986084, 6.527013778686523, 6.302403450012207, 6.200969696044922, 6.601986885070801, 6.311280250549316]",6.3
2v00,3.66,"[5.329074859619141, 5.56655216217041, 6.090141296386719, 5.459948539733887, 5.659415245056152, 5.6391215324401855, 6.606614112854004, 6.153327941894531, 5.065594673156738, 5.849611282348633]",5.74
2vw5,8.52,"[7.341470718383789, 8.6532564163208, 7.4666852951049805, 8.07613754272461, 7.075104713439941, 7.388885974884033, 7.188447952270508, 7.597585678100586, 7.302182197570801, 7.11496639251709]",7.52
2wer,7.05,"[6.217141151428223, 6.471891403198242, 5.639719009399414, 6.68354606628418, 5.931593418121338, 6.079817295074463, 6.048157691955566, 6.455984115600586, 5.8557329177856445, 6.05900764465332]",6.14
2wnc,6.32,"[5.7538933753967285, 6.100612640380859, 5.920954704284668, 6.551393508911133, 6.065264701843262, 5.714111328125, 5.676771640777588, 5.553928375244141, 5.773438453674316, 5.910479545593262]",5.9
2wvt,6.12,"[5.874290466308594, 6.199582099914551, 6.286971092224121, 6.127385139465332, 5.659048080444336, 5.451418876647949, 6.123586654663086, 6.671280860900879, 5.777118682861328, 5.669795513153076]",5.98
2x00,11.33,"[6.715330123901367, 6.266939163208008, 6.439785003662109, 6.919931888580322, 6.261234283447266, 6.301967144012451, 6.097578048706055, 6.208174705505371, 5.980236530303955, 6.346859455108643]",6.35
2xb8,7.59,"[5.610370635986328, 5.7679290771484375, 5.432424545288086, 5.896917819976807, 5.460910797119141, 5.468829154968262, 5.187623023986816, 5.411838531494141, 5.2889604568481445, 5.375339984893799]",5.49
2xdl,3.1,"[6.4249587059021, 5.9567131996154785, 6.396620750427246, 5.677417278289795, 5.946832656860352, 5.984837055206299, 6.287418365478516, 6.84188985824585, 6.765753746032715, 5.7563066482543945]",6.2
2xii,7.2,"[6.1468634605407715, 6.432431697845459, 6.789653778076172, 6.642045974731445, 6.957180976867676, 6.334845542907715, 6.740593433380127, 6.499587535858154, 6.151700973510742, 6.86110782623291]",6.56
2yki,9.46,"[6.683006286621094, 7.632131099700928, 7.638058185577393, 7.6995768547058105, 7.271466255187988, 7.246045112609863, 7.726345062255859, 7.329833030700684, 6.535202980041504, 7.330440044403076]",7.31
2ymd,3.16,"[5.159291744232178, 5.603384017944336, 6.44633674621582, 5.211221218109131, 5.525668144226074, 5.7809858322143555, 6.489352226257324, 5.7196245193481445, 6.209445476531982, 5.446826934814453]",5.76
3aru,3.22,"[5.761361122131348, 5.813362121582031, 5.7952351570129395, 5.440464019775391, 5.727910041809082, 5.576693534851074, 6.031682968139648, 5.297805309295654, 5.9464921951293945, 6.275604724884033]",5.77
3ary,6.0,"[5.957505226135254, 5.671154499053955, 5.605719566345215, 5.841113090515137, 6.091009140014648, 6.091838359832764, 5.6884613037109375, 6.074459075927734, 5.748984336853027, 5.984940052032471]",5.88
3b27,5.16,"[5.986786842346191, 6.566734313964844, 4.7495551109313965, 6.815559387207031, 6.5425920486450195, 6.165270805358887, 6.425175666809082, 5.789111137390137, 5.200358867645264, 6.029182434082031]",6.03
