,pdbid,real,prediction
0,Bace_01,6.666741,6.0040812492370605
1,Bace_02,7.6788535,5.875728607177734
2,Bace_03,5.7573066,6.020144462585449
3,Bace_04,6.6887436,5.391354560852051
4,Bace_05,6.850095,6.269347190856934
5,Bace_06,6.424714,6.7202043533325195
6,Bace_07,5.7573066,6.026725769042969
7,Bace_08,6.263363,6.846935749053955
8,Bace_09,6.263363,6.58869743347168
9,Bace_10,6.4833875,5.012918949127197
10,Bace_11,7.1141243,6.570935249328613
11,Bace_12,7.8695416,5.594719886779785
12,Bace_13,6.908768,5.817494869232178
13,Bace_14,6.7987556,5.682889938354492
14,Bace_15,6.908768,5.335941791534424
15,Bace_16,6.8354263,5.801791191101074
16,Bace_17,7.2314706,5.634096622467041
17,Bace_18,8.324259,6.047768592834473
18,Bace_19,6.945439,5.721044540405273
19,Bace_20,6.666741,6.0951433181762695
20,Bace_21,6.615402,6.167866230010986
21,Bace_22,7.348817,5.869668960571289
22,Bace_23,7.392822,6.355018615722656
23,Bace_24,7.5761757,5.970582962036133
24,Bace_25,7.062785,6.236562728881836
25,Bace_26,7.1434608,5.880636692047119
26,Bace_27,6.6814094,6.315401077270508
27,Bace_28,6.710746,6.118704319000244
28,Bace_29,7.304812,5.6496477127075195
29,Bace_30,6.666741,6.200467109680176
30,Bace_31,6.8794312,6.3448076248168945
31,Bace_32,5.81598,5.950852394104004
32,Bace_33,6.402712,6.723156452178955
33,Bace_34,7.062785,5.94239616394043
34,Bace_35,6.058007,6.136333465576172
35,Bace_36,7.348817,5.885721206665039
36,CDK2_01,7.1962667,7.212677955627441
37,CDK2_02,8.149706,7.333532333374023
38,CDK2_03,7.1764646,7.057719707489014
39,CDK2_04,7.144194,7.023631572723389
40,CDK2_05,7.150795,7.297624588012695
41,CDK2_06,6.6616073,7.338344573974609
42,CDK2_07,7.247606,7.281625747680664
43,CDK2_08,5.6245584,6.740942001342773
44,CDK2_09,5.7411714,7.036525726318359
45,CDK2_10,6.1834207,7.059571266174316
46,CDK2_11,8.247984,7.421765327453613
47,CDK2_12,6.996044,6.974939346313477
48,CDK2_13,6.393911,6.8651204109191895
49,CDK2_14,5.7661076,6.875253677368164
50,CDK2_15,5.163974,6.70880126953125
51,CDK2_16,5.9986,6.35853385925293
52,Jnk1_01,6.358707,5.999427795410156
53,Jnk1_02,7.3268147,6.536160469055176
54,Jnk1_03,6.380709,6.102819919586182
55,Jnk1_04,6.380709,6.873965263366699
56,Jnk1_05,6.226692,6.008148193359375
57,Jnk1_06,6.7254143,6.492963790893555
58,Jnk1_07,5.3465943,5.911459922790527
59,Jnk1_08,7.099456,6.549093246459961
60,Jnk1_09,5.9479947,5.8875532150268555
61,Jnk1_10,6.945439,6.585777282714844
62,Jnk1_11,7.4368267,6.640527725219727
63,Jnk1_12,7.400156,6.798185348510742
64,Jnk1_13,7.8328705,6.837381362915039
65,Jnk1_14,6.219358,6.3214521408081055
66,Jnk1_15,7.1141243,6.627202987670898
67,Jnk1_16,6.7034116,6.053495407104492
68,Jnk1_17,7.1434608,6.785209655761719
