,pdbid,real,prediction
0,1a30,4.3,6.7977728843688965
1,1bcu,3.28,4.9431915283203125
2,1bzc,4.92,6.081467628479004
3,1c5z,4.01,3.603545904159546
4,1e66,9.89,7.794020652770996
5,1eby,9.7,7.999900817871094
6,1g2k,7.96,7.584478378295898
7,1gpk,5.37,7.185530662536621
8,1gpn,6.48,6.687763214111328
9,1h22,9.1,8.072766304016113
10,1h23,8.35,7.911864280700684
11,1k1i,6.58,7.533039093017578
12,1lpg,7.09,7.2194719314575195
13,1mq6,11.15,7.994035720825195
14,1nc1,6.12,7.626075744628906
15,1nc3,5.0,6.999151229858398
16,1nvq,8.25,8.210147857666016
17,1o0h,5.92,4.202434062957764
18,1o3f,7.96,7.167062759399414
19,1o5b,5.77,5.821606636047363
20,1owh,7.4,6.513979911804199
21,1oyt,7.24,7.168613433837891
22,1p1n,6.8,6.482021331787109
23,1p1q,4.89,6.599420070648193
24,1ps3,2.28,5.501167297363281
25,1pxn,7.15,6.71837043762207
26,1q8t,4.76,5.102016448974609
27,1q8u,5.96,6.6226043701171875
28,1qf1,7.32,7.048211097717285
29,1qkt,9.04,8.7108154296875
30,1r5y,6.46,5.283324241638184
31,1s38,5.15,4.7831807136535645
32,1sqa,9.21,6.967137336730957
33,1syi,5.44,5.953878402709961
34,1u1b,7.8,5.437442302703857
35,1uto,2.27,3.5343637466430664
36,1vso,4.72,6.425425052642822
37,1w4o,5.22,4.64019775390625
38,1y6r,10.11,8.244949340820312
39,1yc1,6.17,7.048784255981445
40,1ydr,5.52,6.428051948547363
41,1ydt,7.32,6.694112777709961
42,1z6e,9.72,8.422553062438965
43,1z95,7.12,7.744882583618164
44,1z9g,5.64,5.882150650024414
45,2al5,8.4,6.807989120483398
46,2br1,5.14,7.753366470336914
47,2brb,4.86,6.451277732849121
48,2c3i,7.6,7.57109260559082
49,2cbv,5.48,4.8629350662231445
50,2cet,8.02,6.044669151306152
51,2fvd,8.52,7.799777984619141
52,2fxs,6.06,6.046779632568359
53,2hb1,3.8,4.353498935699463
54,2iwx,6.68,5.16384744644165
55,2j78,6.42,4.891074180603027
56,2j7h,7.19,4.765446662902832
