,pdbid,real,prediction
0,1a30,4.3,5.838413238525391
1,1bcu,3.28,4.971004962921143
2,1bzc,4.92,5.6450324058532715
3,1c5z,4.01,3.8871774673461914
4,1e66,9.89,7.437849521636963
5,1eby,9.7,8.175886154174805
6,1g2k,7.96,7.7499613761901855
7,1gpk,5.37,7.057071685791016
8,1gpn,6.48,7.118796348571777
9,1h22,9.1,7.932925701141357
10,1h23,8.35,8.02801513671875
11,1k1i,6.58,7.061767578125
12,1lpg,7.09,7.517727375030518
13,1mq6,11.15,7.449385643005371
14,1nc1,6.12,6.240081787109375
15,1nc3,5.0,6.019984722137451
16,1nvq,8.25,7.761068344116211
17,1o0h,5.92,5.446698188781738
18,1o3f,7.96,6.906653881072998
19,1o5b,5.77,3.532207489013672
20,1owh,7.4,6.373040199279785
21,1oyt,7.24,7.704144477844238
22,1p1n,6.8,6.113091945648193
23,1p1q,4.89,7.087751865386963
24,1ps3,2.28,6.192694187164307
25,1pxn,7.15,6.798614978790283
26,1q8t,4.76,5.1451873779296875
27,1q8u,5.96,6.369617462158203
28,1qf1,7.32,7.425363063812256
29,1qkt,9.04,7.705207347869873
30,1r5y,6.46,4.934324264526367
31,1s38,5.15,4.81588077545166
32,1sqa,9.21,7.415173530578613
33,1syi,5.44,6.087455749511719
34,1u1b,7.8,4.761013031005859
35,1uto,2.27,3.7182698249816895
36,1vso,4.72,6.327881813049316
37,1w4o,5.22,4.657041072845459
38,1y6r,10.11,7.554488658905029
39,1yc1,6.17,6.943681240081787
40,1ydr,5.52,6.062136173248291
41,1ydt,7.32,6.548796653747559
42,1z6e,9.72,7.757771015167236
43,1z95,7.12,6.896017074584961
44,1z9g,5.64,5.199673175811768
45,2al5,8.4,6.986469268798828
46,2br1,5.14,7.702045440673828
47,2brb,4.86,6.609762668609619
48,2c3i,7.6,7.852914810180664
49,2cbv,5.48,5.716490745544434
50,2cet,8.02,7.033787727355957
51,2fvd,8.52,7.510036468505859
52,2fxs,6.06,7.093875885009766
53,2hb1,3.8,4.412167549133301
54,2iwx,6.68,5.9800333976745605
55,2j78,6.42,6.020727157592773
56,2j7h,7.19,5.646855354309082
57,2p15,10.3,8.057151794433594
58,2p4y,9.0,7.477966785430908
59,2pog,9.54,8.239953994750977
60,2qbp,8.4,7.278380870819092
61,2qbq,7.44,7.626770496368408
62,2qbr,6.33,6.764654159545898
63,2qe4,7.96,8.20112419128418
64,2qnq,6.11,7.441095352172852
65,2r9w,5.1,6.523364543914795
66,2v00,3.66,5.426746368408203
67,2v7a,8.3,7.856168270111084
68,2vkm,8.74,8.536537170410156
69,2vvn,7.3,5.09943962097168
70,2vw5,8.52,5.699032783508301
71,2w4x,4.85,4.312232971191406
72,2w66,4.05,4.773349761962891
73,2wbg,4.45,7.698527812957764
74,2wca,5.6,5.467415809631348
75,2weg,6.5,6.173915386199951
76,2wer,7.05,6.299391746520996
77,2wn9,8.52,5.525007724761963
78,2wnc,6.32,7.154391765594482
79,2wtv,8.74,7.656574726104736
80,2wvt,6.12,7.011493682861328
81,2x00,11.33,8.257209777832031
82,2xb8,7.59,6.3138227462768555
83,2xbv,8.43,7.884129047393799
84,2xdl,3.1,4.926506042480469
85,2xii,7.2,7.536540508270264
86,2xj7,6.66,5.452587604522705
87,2xnb,6.83,7.206284999847412
88,2xys,7.42,7.16633939743042
89,2y5h,5.79,7.309427738189697
90,2yfe,6.63,6.685436248779297
91,2yge,5.06,7.019247531890869
92,2yki,9.46,6.973954677581787
93,2ymd,3.16,6.682308197021484
94,2zb1,6.32,7.547328948974609
95,2zcq,8.82,6.875166893005371
96,2zcr,6.87,7.389634132385254
97,2zda,8.4,7.829422950744629
98,2zy1,7.4,6.414243698120117
99,3acw,4.76,7.449061870574951
100,3ag9,8.05,5.568157196044922
101,3ao4,2.07,3.8889613151550293
102,3arp,7.15,7.47841215133667
103,3arq,6.4,6.840630054473877
104,3aru,3.22,4.37063455581665
105,3arv,5.64,8.146568298339844
106,3ary,6.0,4.976347923278809
107,3b1m,8.48,7.151316165924072
108,3b27,5.16,5.290843963623047
109,3b5r,8.77,6.8429274559021
110,3b65,9.27,6.80550479888916
111,3b68,8.4,7.064228534698486
112,3bgz,6.26,6.833437442779541
113,3bv9,5.36,7.9717841148376465
114,3cj4,6.51,6.14180850982666
115,3coy,6.02,6.8181562423706055
116,3coz,5.57,6.731547832489014
117,3d4z,4.89,6.432845115661621
118,3d6q,3.76,5.2109785079956055
119,3dd0,9.0,7.353941440582275
120,3dx1,3.58,6.096404075622559
121,3dx2,6.82,5.769779682159424
