,pdbid,real,prediction
0,1a30,4.3,6.508983612060547
1,1bcu,3.28,4.870841026306152
2,1bzc,4.92,5.055922508239746
3,1c5z,4.01,3.4729926586151123
4,1e66,9.89,7.361255645751953
5,1eby,9.7,8.091592788696289
6,1g2k,7.96,8.024916648864746
7,1gpk,5.37,6.573382377624512
8,1gpn,6.48,6.671685695648193
9,1h22,9.1,8.093704223632812
10,1h23,8.35,8.017746925354004
11,1k1i,6.58,7.061007499694824
12,1lpg,7.09,7.659071922302246
13,1mq6,11.15,7.436544895172119
14,1nc1,6.12,7.550642013549805
15,1nc3,5.0,5.738566875457764
16,1nvq,8.25,8.18498706817627
17,1o0h,5.92,4.560258865356445
18,1o3f,7.96,7.254395484924316
19,1o5b,5.77,4.3953680992126465
20,1owh,7.4,6.5968017578125
21,1oyt,7.24,7.6041765213012695
22,1p1n,6.8,6.902449607849121
23,1p1q,4.89,6.798914909362793
24,1ps3,2.28,5.4305830001831055
25,1pxn,7.15,6.84356689453125
26,1q8t,4.76,5.540607452392578
27,1q8u,5.96,6.443554878234863
28,1qf1,7.32,7.498669624328613
29,1qkt,9.04,8.51748275756836
30,1r5y,6.46,4.862194061279297
31,1s38,5.15,4.9783406257629395
32,1sqa,9.21,6.935376167297363
33,1syi,5.44,5.884916305541992
34,1u1b,7.8,5.133684158325195
35,1uto,2.27,3.1729886531829834
36,1vso,4.72,6.192632675170898
37,1w4o,5.22,4.7968034744262695
38,1y6r,10.11,8.52763557434082
39,1yc1,6.17,7.336312294006348
40,1ydr,5.52,6.168646812438965
41,1ydt,7.32,6.5492143630981445
42,1z6e,9.72,8.104435920715332
43,1z95,7.12,7.629940032958984
44,1z9g,5.64,5.683200836181641
45,2al5,8.4,7.159481048583984
46,2br1,5.14,7.749053001403809
47,2brb,4.86,6.588689804077148
48,2c3i,7.6,7.870609283447266
49,2cbv,5.48,5.042196750640869
50,2cet,8.02,6.5561323165893555
51,2fvd,8.52,7.467615127563477
52,2fxs,6.06,6.946181297302246
53,2hb1,3.8,4.916986465454102
54,2iwx,6.68,6.500273704528809
55,2j78,6.42,4.686430931091309
56,2j7h,7.19,4.880451679229736
57,2p15,10.3,7.956134796142578
58,2p4y,9.0,7.658361434936523
59,2pog,9.54,7.894083023071289
60,2qbp,8.4,6.888118743896484
61,2qbq,7.44,7.207120895385742
62,2qbr,6.33,6.433138847351074
63,2qe4,7.96,8.035807609558105
64,2qnq,6.11,7.587200164794922
65,2r9w,5.1,6.406924247741699
66,2v00,3.66,4.902986526489258
67,2v7a,8.3,7.5976152420043945
68,2vkm,8.74,7.935662269592285
69,2vvn,7.3,6.053251266479492
70,2vw5,8.52,6.736832618713379
71,2w4x,4.85,5.359591960906982
72,2w66,4.05,5.576704978942871
73,2wbg,4.45,7.207808494567871
74,2wca,5.6,7.242085933685303
75,2weg,6.5,6.6241455078125
76,2wer,7.05,5.872209548950195
77,2wn9,8.52,5.169863700866699
78,2wnc,6.32,7.611422538757324
79,2wtv,8.74,7.958746910095215
80,2wvt,6.12,6.402525901794434
81,2x00,11.33,8.869209289550781
82,2xb8,7.59,6.349946975708008
83,2xbv,8.43,8.765437126159668
84,2xdl,3.1,4.726411819458008
85,2xii,7.2,6.855396747589111
86,2xj7,6.66,6.4246721267700195
87,2xnb,6.83,7.399852752685547
88,2xys,7.42,6.812410354614258
89,2y5h,5.79,7.763256072998047
90,2yfe,6.63,6.915160179138184
91,2yge,5.06,5.820172309875488
92,2yki,9.46,6.916825771331787
93,2ymd,3.16,6.722892761230469
94,2zb1,6.32,7.429792404174805
95,2zcq,8.82,7.099107265472412
96,2zcr,6.87,8.164607048034668
97,2zda,8.4,7.479032516479492
98,2zy1,7.4,7.057132244110107
99,3acw,4.76,7.134244918823242
100,3ag9,8.05,5.918305397033691
101,3ao4,2.07,4.2104644775390625
102,3arp,7.15,8.198579788208008
103,3arq,6.4,6.954874038696289
104,3aru,3.22,5.092144966125488
105,3arv,5.64,7.230216026306152
106,3ary,6.0,5.703496932983398
107,3b1m,8.48,6.795677185058594
108,3b27,5.16,4.507838249206543
109,3b5r,8.77,8.137198448181152
110,3b65,9.27,8.225499153137207
111,3b68,8.4,8.215749740600586
112,3bgz,6.26,6.3254852294921875
113,3bv9,5.36,7.768002510070801
114,3cj4,6.51,6.454760551452637
115,3coy,6.02,5.539782524108887
116,3coz,5.57,5.356998443603516
117,3d4z,4.89,5.578766345977783
118,3d6q,3.76,4.7996110916137695
119,3dd0,9.0,7.49822998046875
120,3dx1,3.58,5.86521053314209
121,3dx2,6.82,6.478103160858154
122,3dxg,2.4,4.280181884765625
123,3e5a,8.23,7.910470962524414
124,3e92,8.0,8.134745597839355
125,3e93,8.85,7.564596652984619
126,3ebp,5.91,6.737199783325195
127,3ehy,5.85,7.031979560852051
