,pdbid,real,prediction
0,Bace_01,6.666741,6.252228736877441
1,Bace_02,7.6788535,5.896124362945557
2,Bace_03,5.7573066,6.497715473175049
3,Bace_04,6.6887436,5.634407997131348
4,Bace_05,6.850095,6.464678764343262
5,Bace_06,6.424714,6.591283798217773
6,Bace_07,5.7573066,6.284093856811523
7,Bace_08,6.263363,6.721334457397461
8,Bace_09,6.263363,6.478645324707031
9,Bace_10,6.4833875,5.498288154602051
10,Bace_11,7.1141243,6.575320243835449
11,Bace_12,7.8695416,6.154076099395752
12,Bace_13,6.908768,6.198080062866211
13,Bace_14,6.7987556,5.946532249450684
14,Bace_15,6.908768,5.689188003540039
15,Bace_16,6.8354263,5.934543609619141
16,Bace_17,7.2314706,5.958539962768555
17,Bace_18,8.324259,6.262460708618164
18,Bace_19,6.945439,5.9663987159729
19,Bace_20,6.666741,6.398069381713867
20,Bace_21,6.615402,6.39456844329834
21,Bace_22,7.348817,5.947182655334473
22,Bace_23,7.392822,6.690988540649414
23,Bace_24,7.5761757,6.100914001464844
24,Bace_25,7.062785,6.530994415283203
25,Bace_26,7.1434608,6.100430011749268
26,Bace_27,6.6814094,6.563976287841797
27,Bace_28,6.710746,6.486217021942139
28,Bace_29,7.304812,6.058978080749512
29,Bace_30,6.666741,6.542661666870117
30,Bace_31,6.8794312,6.600522518157959
31,Bace_32,5.81598,6.23619270324707
32,Bace_33,6.402712,6.7165141105651855
33,Bace_34,7.062785,6.100961685180664
34,Bace_35,6.058007,6.462591171264648
35,Bace_36,7.348817,6.105626106262207
36,CDK2_01,7.1962667,7.6753435134887695
37,CDK2_02,8.149706,7.742260932922363
38,CDK2_03,7.1764646,7.5550947189331055
39,CDK2_04,7.144194,7.440555572509766
40,CDK2_05,7.150795,7.605683326721191
41,CDK2_06,6.6616073,7.710034370422363
42,CDK2_07,7.247606,7.692517280578613
43,CDK2_08,5.6245584,7.367053031921387
44,CDK2_09,5.7411714,7.235080718994141
45,CDK2_10,6.1834207,7.425293922424316
46,CDK2_11,8.247984,7.740754127502441
47,CDK2_12,6.996044,7.627621650695801
48,CDK2_13,6.393911,7.516712188720703
49,CDK2_14,5.7661076,7.4147491455078125
50,CDK2_15,5.163974,7.360919952392578
51,CDK2_16,5.9986,7.169833183288574
52,Jnk1_01,6.358707,5.967337608337402
53,Jnk1_02,7.3268147,6.036618232727051
54,Jnk1_03,6.380709,5.886768341064453
55,Jnk1_04,6.380709,6.456112861633301
56,Jnk1_05,6.226692,5.940430641174316
57,Jnk1_06,6.7254143,6.187284469604492
58,Jnk1_07,5.3465943,6.094708442687988
59,Jnk1_08,7.099456,5.970610618591309
60,Jnk1_09,5.9479947,5.989843368530273
61,Jnk1_10,6.945439,6.117900371551514
62,Jnk1_11,7.4368267,6.218105316162109
63,Jnk1_12,7.400156,6.000356674194336
64,Jnk1_13,7.8328705,6.040300369262695
65,Jnk1_14,6.219358,5.857612609863281
66,Jnk1_15,7.1141243,6.205448150634766
67,Jnk1_16,6.7034116,5.96182918548584
68,Jnk1_17,7.1434608,6.27629280090332
69,Jnk1_18,6.901434,6.088332176208496
70,Jnk1_19,6.6594067,5.9378204345703125
71,Jnk1_20,5.5079455,6.0880126953125
72,Jnk1_21,6.5053897,5.959766387939453
73,MCL1_01,6.0433383,6.820278167724609
74,MCL1_02,4.884543,6.77010440826416
75,MCL1_03,5.045894,4.943818092346191
76,MCL1_04,5.5739527,6.8679704666137695
77,MCL1_05,6.461385,6.227109909057617
78,MCL1_06,5.8086457,7.497104644775391
