,pdbid,real,prediction
0,1a30,4.3,6.753961563110352
1,1bcu,3.28,5.331876277923584
2,1bzc,4.92,6.329586982727051
3,1c5z,4.01,3.660278558731079
4,1e66,9.89,6.789085388183594
5,1eby,9.7,8.067261695861816
6,1g2k,7.96,7.708295822143555
7,1gpk,5.37,6.0584588050842285
8,1gpn,6.48,5.991504669189453
9,1h22,9.1,7.726367950439453
10,1h23,8.35,7.721945762634277
11,1k1i,6.58,7.588134765625
12,1lpg,7.09,7.622052192687988
13,1mq6,11.15,7.782520294189453
14,1nc1,6.12,7.247189521789551
15,1nc3,5.0,7.014575958251953
16,1nvq,8.25,6.90809440612793
17,1o0h,5.92,4.5484418869018555
18,1o3f,7.96,7.381659507751465
19,1o5b,5.77,3.977853298187256
20,1owh,7.4,6.411138534545898
21,1oyt,7.24,7.577009201049805
22,1p1n,6.8,6.659088134765625
23,1p1q,4.89,6.764761924743652
24,1ps3,2.28,5.616285800933838
25,1pxn,7.15,6.736992835998535
26,1q8t,4.76,5.472161293029785
27,1q8u,5.96,6.530975818634033
28,1qf1,7.32,6.96944522857666
29,1qkt,9.04,8.23972225189209
30,1r5y,6.46,4.804157257080078
31,1s38,5.15,4.937883377075195
32,1sqa,9.21,7.667065620422363
33,1syi,5.44,6.069284439086914
34,1u1b,7.8,5.379185676574707
35,1uto,2.27,3.533715009689331
36,1vso,4.72,6.551641464233398
37,1w4o,5.22,4.289425373077393
38,1y6r,10.11,7.893718719482422
39,1yc1,6.17,7.182778358459473
40,1ydr,5.52,6.235571384429932
41,1ydt,7.32,6.344679832458496
42,1z6e,9.72,7.733269691467285
43,1z95,7.12,7.391362190246582
44,1z9g,5.64,5.042633056640625
45,2al5,8.4,6.811154365539551
46,2br1,5.14,7.375943183898926
47,2brb,4.86,6.335988998413086
48,2c3i,7.6,7.33100700378418
49,2cbv,5.48,5.433005332946777
50,2cet,8.02,6.400616645812988
51,2fvd,8.52,7.891274452209473
52,2fxs,6.06,6.350785255432129
53,2hb1,3.8,4.085711479187012
54,2iwx,6.68,5.445302963256836
55,2j78,6.42,5.044713020324707
56,2j7h,7.19,6.0595703125
57,2p15,10.3,8.071635246276855
58,2p4y,9.0,7.619240760803223
59,2pog,9.54,8.314868927001953
60,2qbp,8.4,7.364444732666016
61,2qbq,7.44,7.173911094665527
62,2qbr,6.33,6.639625549316406
63,2qe4,7.96,8.102909088134766
64,2qnq,6.11,7.118824005126953
65,2r9w,5.1,7.031698226928711
66,2v00,3.66,4.9286041259765625
67,2v7a,8.3,8.282535552978516
68,2vkm,8.74,7.9521942138671875
