,pdbid,real,prediction
0,1a30,4.3,5.381526470184326
1,1bcu,3.28,4.632099628448486
2,1bzc,4.92,6.031343460083008
3,1c5z,4.01,3.8280584812164307
4,1e66,9.89,7.630969047546387
5,1eby,9.7,8.206222534179688
6,1g2k,7.96,7.793189525604248
7,1gpk,5.37,7.411832809448242
8,1gpn,6.48,7.288201332092285
9,1h22,9.1,7.996009826660156
10,1h23,8.35,7.990556240081787
11,1k1i,6.58,7.379232883453369
12,1lpg,7.09,7.404092311859131
13,1mq6,11.15,7.753108978271484
14,1nc1,6.12,6.317844390869141
15,1nc3,5.0,5.994161605834961
16,1nvq,8.25,7.464511871337891
17,1o0h,5.92,4.580738544464111
18,1o3f,7.96,7.14690637588501
19,1o5b,5.77,4.72164249420166
20,1owh,7.4,6.41545295715332
21,1oyt,7.24,7.5551371574401855
22,1p1n,6.8,6.184255599975586
23,1p1q,4.89,6.785181999206543
24,1ps3,2.28,6.227596282958984
25,1pxn,7.15,6.995259761810303
26,1q8t,4.76,5.067302227020264
27,1q8u,5.96,6.5143914222717285
28,1qf1,7.32,7.237375736236572
29,1qkt,9.04,8.220970153808594
30,1r5y,6.46,5.282578468322754
31,1s38,5.15,5.296412467956543
32,1sqa,9.21,7.442895889282227
33,1syi,5.44,6.2360663414001465
34,1u1b,7.8,5.279991149902344
35,1uto,2.27,3.7669787406921387
36,1vso,4.72,5.935614585876465
37,1w4o,5.22,5.017817497253418
38,1y6r,10.11,7.172995090484619
39,1yc1,6.17,7.292714595794678
40,1ydr,5.52,6.402145862579346
41,1ydt,7.32,6.415096282958984
42,1z6e,9.72,7.968527317047119
43,1z95,7.12,7.128122806549072
44,1z9g,5.64,5.736739158630371
45,2al5,8.4,6.948851108551025
46,2br1,5.14,7.335634708404541
47,2brb,4.86,7.026617527008057
48,2c3i,7.6,7.841893196105957
49,2cbv,5.48,6.457950592041016
50,2cet,8.02,6.8308820724487305
51,2fvd,8.52,7.686863899230957
52,2fxs,6.06,6.856631755828857
53,2hb1,3.8,4.102105140686035
54,2iwx,6.68,6.045651435852051
55,2j78,6.42,6.295222282409668
56,2j7h,7.19,6.166802406311035
57,2p15,10.3,7.8932061195373535
58,2p4y,9.0,7.405081748962402
59,2pog,9.54,8.43592643737793
60,2qbp,8.4,7.404032230377197
61,2qbq,7.44,7.556633949279785
62,2qbr,6.33,6.797423839569092
63,2qe4,7.96,8.16278076171875
64,2qnq,6.11,7.313939571380615
65,2r9w,5.1,6.839478492736816
66,2v00,3.66,4.730940818786621
67,2v7a,8.3,7.889821529388428
68,2vkm,8.74,7.588564395904541
69,2vvn,7.3,5.619794845581055
70,2vw5,8.52,5.9553914070129395
71,2w4x,4.85,5.2718963623046875
72,2w66,4.05,5.50419807434082
73,2wbg,4.45,6.984311580657959
74,2wca,5.6,7.377760887145996
75,2weg,6.5,6.55117130279541
76,2wer,7.05,5.7568488121032715
77,2wn9,8.52,5.459305286407471
78,2wnc,6.32,6.202670097351074
79,2wtv,8.74,7.824817180633545
80,2wvt,6.12,6.689975261688232
81,2x00,11.33,8.651752471923828
82,2xb8,7.59,5.616718292236328
83,2xbv,8.43,7.914612293243408
84,2xdl,3.1,4.531052112579346
85,2xii,7.2,6.90558385848999
86,2xj7,6.66,6.754414081573486
87,2xnb,6.83,7.449939727783203
88,2xys,7.42,6.052526473999023
89,2y5h,5.79,8.26572036743164
90,2yfe,6.63,6.35201358795166
91,2yge,5.06,6.190086364746094
92,2yki,9.46,6.8871026039123535
93,2ymd,3.16,6.8056511878967285
94,2zb1,6.32,7.4282002449035645
95,2zcq,8.82,7.186544418334961
96,2zcr,6.87,7.610696792602539
97,2zda,8.4,7.637773513793945
98,2zy1,7.4,6.5190911293029785
99,3acw,4.76,7.024888038635254
100,3ag9,8.05,5.376584053039551
101,3ao4,2.07,4.598452568054199
102,3arp,7.15,6.834800720214844
103,3arq,6.4,7.970361709594727
104,3aru,3.22,4.714076042175293
105,3arv,5.64,7.3182806968688965
106,3ary,6.0,5.223340034484863
107,3b1m,8.48,6.926058292388916
108,3b27,5.16,4.6245927810668945
109,3b5r,8.77,7.086340427398682
110,3b65,9.27,7.323577880859375
111,3b68,8.4,7.280908107757568
112,3bgz,6.26,6.552684783935547
113,3bv9,5.36,7.664404392242432
114,3cj4,6.51,6.224553108215332
115,3coy,6.02,6.687798976898193
116,3coz,5.57,6.469622611999512
117,3d4z,4.89,5.698033332824707
118,3d6q,3.76,4.072732925415039
119,3dd0,9.0,7.600011825561523
120,3dx1,3.58,6.431120872497559
121,3dx2,6.82,6.632236480712891
122,3dxg,2.4,3.9881105422973633
123,3e5a,8.23,7.704762935638428
124,3e92,8.0,7.933939456939697
125,3e93,8.85,7.882899761199951
126,3ebp,5.91,6.480846405029297
127,3ehy,5.85,7.286245822906494
128,3ejr,8.57,6.573480606079102
129,3f3a,4.19,5.695656776428223
130,3f3c,6.02,4.534160614013672
131,3f3d,7.16,4.256715774536133
132,3f3e,7.7,4.42909049987793
133,3fcq,2.77,4.349142074584961
134,3fur,8.0,6.6381659507751465
135,3fv1,9.3,7.0667619705200195
136,3fv2,8.11,7.092321872711182
137,3g0w,9.52,7.719220161437988
138,3g2n,4.09,5.552865982055664
139,3g2z,2.36,3.786081314086914
140,3g31,2.89,4.106627464294434
141,3gbb,6.9,6.89823579788208
142,3gc5,7.26,7.285839080810547
143,3ge7,8.7,7.084403038024902
144,3gnw,9.1,7.832995891571045
145,3gr2,2.52,4.3016157150268555
146,3gv9,2.12,3.58976411819458
147,3gy4,5.1,4.056842803955078
148,3ivg,4.3,7.2550435066223145
149,3jvr,5.72,5.468111991882324
150,3jvs,6.54,6.093977928161621
151,3jya,6.89,7.249307155609131
152,3k5v,6.3,6.998165607452393
153,3kgp,2.57,3.8017234802246094
154,3kr8,8.1,6.922572612762451
155,3kwa,4.08,7.084364891052246
156,3l7b,2.4,5.018994331359863
157,3lka,2.82,4.5850090980529785
158,3mss,4.66,3.772841453552246
