pdbid,real,predictions,mean_pred
1p1n,6.8,"[4.811657428741455, 4.7725372314453125, 5.295255184173584, 4.980279445648193, 5.055653095245361, 4.773853302001953, 4.861883163452148, 5.075504302978516, 4.956732749938965, 4.778188705444336]",4.94
1qkt,9.04,"[6.879721164703369, 7.020698547363281, 6.967518329620361, 7.105420112609863, 6.805321216583252, 6.891275882720947, 7.464425086975098, 6.733023166656494, 7.150768756866455, 7.150335788726807]",7.02
1syi,5.44,"[5.485991477966309, 5.77959680557251, 5.839580535888672, 5.579102516174316, 5.842424392700195, 5.76713752746582, 5.917571067810059, 5.62888765335083, 5.9354119300842285, 5.79648494720459]",5.76
1y6r,10.11,"[6.196088790893555, 6.3936076164245605, 6.062318801879883, 6.040064334869385, 6.326722145080566, 6.108028888702393, 6.14724063873291, 6.358431816101074, 6.066758632659912, 6.21665096282959]",6.19
1yc1,6.17,"[6.347777366638184, 6.087396144866943, 6.1685075759887695, 6.21359920501709, 6.119747638702393, 5.984856128692627, 6.183520793914795, 6.267930507659912, 6.299421310424805, 6.430145263671875]",6.21
2v00,3.66,"[4.668148040771484, 5.102779388427734, 5.039867877960205, 4.576229095458984, 4.675838470458984, 4.3067827224731445, 4.765875816345215, 4.960638523101807, 4.92345666885376, 4.7222442626953125]",4.77
2vw5,8.52,"[7.220765590667725, 7.194667339324951, 7.142146110534668, 7.392428398132324, 7.305126190185547, 7.260221004486084, 7.046213626861572, 7.223987579345703, 7.360875606536865, 7.236609935760498]",7.24
2wer,7.05,"[6.189096450805664, 6.456010341644287, 6.396800994873047, 6.448862075805664, 6.254759788513184, 6.34644079208374, 6.3577880859375, 6.42688512802124, 6.637537479400635, 6.414205074310303]",6.39
2wnc,6.32,"[6.60620641708374, 6.147820472717285, 6.145841121673584, 7.072532653808594, 7.1402387619018555, 6.920074939727783, 6.398483753204346, 7.437520980834961, 6.277557373046875, 6.731378078460693]",6.69
2wvt,6.12,"[5.391605854034424, 5.263141632080078, 5.142927169799805, 5.029728412628174, 5.481964588165283, 5.152004718780518, 5.37664270401001, 5.291741371154785, 5.1956467628479, 5.298430442810059]",5.26
2x00,11.33,"[8.296300888061523, 8.314903259277344, 8.298155784606934, 8.25479507446289, 8.464889526367188, 8.408493041992188, 8.152654647827148, 8.08990478515625, 8.177773475646973, 8.256782531738281]",8.27
2xb8,7.59,"[6.111128330230713, 5.997222423553467, 5.937867164611816, 6.1067304611206055, 6.119531631469727, 5.896847724914551, 5.982754707336426, 5.789012908935547, 5.7601399421691895, 5.999490737915039]",5.97
2xdl,3.1,"[4.993858337402344, 4.99323844909668, 5.229428291320801, 5.314323425292969, 5.360296249389648, 5.315803527832031, 5.397232532501221, 5.144237041473389, 5.405160427093506, 5.368651866912842]",5.25
2xii,7.2,"[7.189691066741943, 6.834371566772461, 7.023658752441406, 6.583364486694336, 6.997192859649658, 6.999654769897461, 6.888492107391357, 6.805144309997559, 7.325835227966309, 7.095953941345215]",6.97
