pdbid,real,predictions,mean_pred
1p1n,6.8,"[4.845144271850586, 4.665162086486816, 5.023176193237305, 4.928188800811768, 4.8714494705200195, 4.701314449310303, 4.671850681304932, 4.966675281524658, 4.8122029304504395, 4.740848064422607]",4.82
1qkt,9.04,"[6.772682189941406, 6.836618900299072, 6.644179344177246, 6.852000713348389, 6.3932085037231445, 6.618148326873779, 7.013330936431885, 6.529179096221924, 6.909890651702881, 6.826519966125488]",6.74
1syi,5.44,"[5.245736598968506, 5.492758274078369, 5.508571147918701, 5.257555961608887, 5.4494099617004395, 5.422144889831543, 5.520243167877197, 5.33750581741333, 5.5450663566589355, 5.567991256713867]",5.43
1y6r,10.11,"[6.01741886138916, 6.014135360717773, 5.949387073516846, 5.823415279388428, 6.144574165344238, 6.114273548126221, 6.0074462890625, 6.060279846191406, 5.7536468505859375, 5.983359336853027]",5.99
1yc1,6.17,"[6.161159992218018, 6.233965873718262, 6.074011325836182, 6.129849433898926, 5.999948024749756, 6.298612594604492, 6.295310974121094, 6.145102500915527, 6.435774803161621, 6.4992218017578125]",6.23
2v00,3.66,"[4.3125715255737305, 4.611720085144043, 4.650513172149658, 4.255164623260498, 4.3990583419799805, 4.09403657913208, 4.577831745147705, 4.557808876037598, 4.487508773803711, 4.5195088386535645]",4.45
2vw5,8.52,"[7.203181266784668, 7.158787727355957, 7.2425103187561035, 7.3954362869262695, 7.454184532165527, 7.34581995010376, 7.144630432128906, 7.177724361419678, 7.431923866271973, 7.127699375152588]",7.27
2wer,7.05,"[6.169252872467041, 6.237529754638672, 6.352503776550293, 6.346853733062744, 6.1869683265686035, 6.272135257720947, 6.067352294921875, 6.316208839416504, 6.374833106994629, 6.400815010070801]",6.27
2wnc,6.32,"[6.2445220947265625, 5.8580427169799805, 5.86237907409668, 6.703995704650879, 6.390748977661133, 6.212899684906006, 6.015311241149902, 6.655857563018799, 6.035582542419434, 6.303228855133057]",6.23
2wvt,6.12,"[5.277994155883789, 5.149852275848389, 5.124838829040527, 4.929653644561768, 5.27589225769043, 5.172958850860596, 5.234692096710205, 5.315842628479004, 5.103254795074463, 5.22280740737915]",5.18
2x00,11.33,"[8.409017562866211, 8.366472244262695, 8.331382751464844, 8.260706901550293, 8.557201385498047, 8.454398155212402, 8.217308044433594, 8.184226036071777, 8.189343452453613, 8.442009925842285]",8.34
2xb8,7.59,"[6.160128593444824, 6.0547356605529785, 5.805475234985352, 6.050561904907227, 6.171420574188232, 6.012935161590576, 5.899603366851807, 5.719086170196533, 5.822165012359619, 6.121590614318848]",5.98
2xdl,3.1,"[4.728779315948486, 4.69443416595459, 4.840904235839844, 4.997570037841797, 5.000028610229492, 4.9074387550354, 4.831645965576172, 4.877448081970215, 5.056092262268066, 4.971223831176758]",4.89
2xii,7.2,"[7.370786666870117, 6.8662824630737305, 7.192851543426514, 6.859431743621826, 6.622719764709473, 7.058803558349609, 6.941539764404297, 6.931216239929199, 7.136438369750977, 6.71773099899292]",6.97
2yki,9.46,"[8.12187671661377, 8.469564437866211, 8.119470596313477, 7.8979644775390625, 8.06674861907959, 7.9390740394592285, 8.043841361999512, 8.242798805236816, 8.180037498474121, 8.521038055419922]",8.16
2ymd,3.16,"[4.608307838439941, 4.779269695281982, 4.53699254989624, 4.710038185119629, 4.579082012176514, 4.678678035736084, 4.750877380371094, 4.708254814147949, 4.612086296081543, 4.65947151184082]",4.66
