pdbid,real,predictions,mean_pred
1p1n,6.8,"[4.998899459838867, 4.871415615081787, 5.283587455749512, 5.186896324157715, 5.190051078796387, 4.8758697509765625, 4.841005325317383, 5.238724708557129, 5.057399749755859, 4.9203715324401855]",5.05
1qkt,9.04,"[7.265093803405762, 7.240299224853516, 6.871641159057617, 7.32613468170166, 6.454771041870117, 6.810991287231445, 7.573833465576172, 7.016719818115234, 7.604473114013672, 7.091500282287598]",7.13
1syi,5.44,"[5.802873611450195, 6.068291664123535, 5.926494598388672, 5.650453567504883, 5.765726089477539, 5.850724220275879, 5.899722099304199, 5.70796012878418, 6.028054237365723, 5.923137664794922]",5.86
1y6r,10.11,"[6.3426713943481445, 6.270666122436523, 6.237200736999512, 6.161840438842773, 6.4595232009887695, 6.4865264892578125, 6.191896438598633, 6.324921607971191, 6.208540916442871, 6.281946182250977]",6.3
1yc1,6.17,"[6.118707656860352, 6.087078094482422, 6.022859573364258, 5.839903831481934, 5.792905807495117, 6.250067710876465, 6.050490379333496, 6.10855770111084, 6.162683486938477, 6.18369197845459]",6.06
2v00,3.66,"[4.699924468994141, 4.954207897186279, 5.066835403442383, 4.659299850463867, 4.6555938720703125, 4.353231906890869, 4.882331848144531, 4.891427993774414, 4.85462760925293, 4.861752510070801]",4.79
2vw5,8.52,"[7.143409729003906, 7.03407096862793, 6.947596549987793, 7.103548049926758, 7.361013412475586, 7.246883392333984, 7.051876068115234, 7.251436233520508, 7.296077728271484, 7.110743522644043]",7.15
2wer,7.05,"[6.219985008239746, 6.6178388595581055, 6.527539253234863, 6.709322929382324, 6.568951606750488, 6.648168563842773, 6.703505516052246, 6.501824378967285, 6.643969535827637, 6.630365371704102]",6.58
2wnc,6.32,"[6.286633491516113, 6.00592041015625, 5.812188148498535, 7.108870506286621, 6.453441619873047, 6.2852935791015625, 6.328432083129883, 7.341774940490723, 6.004228591918945, 6.5187482833862305]",6.41
2wvt,6.12,"[5.518637657165527, 5.341551780700684, 5.254526138305664, 5.037230491638184, 5.584495544433594, 5.3132476806640625, 5.520421981811523, 5.373779296875, 5.282313346862793, 5.433626174926758]",5.37
2x00,11.33,"[8.386558532714844, 8.133244514465332, 8.164859771728516, 8.136741638183594, 8.447955131530762, 8.34660530090332, 8.173137664794922, 8.145377159118652, 8.11009693145752, 8.336298942565918]",8.24
2xb8,7.59,"[6.404141426086426, 6.365635871887207, 6.352144241333008, 6.297297477722168, 6.375101089477539, 6.292455673217773, 6.296855926513672, 6.15012264251709, 6.249780654907227, 6.282405853271484]",6.31
2xdl,3.1,"[5.045069694519043, 5.2826128005981445, 5.2612504959106445, 5.160083770751953, 5.372346878051758, 5.298659324645996, 5.465073585510254, 5.234157562255859, 5.316984176635742, 5.254904747009277]",5.27
2xii,7.2,"[6.952428817749023, 6.840147018432617, 6.722112655639648, 6.458962440490723, 6.748059272766113, 6.888696670532227, 6.589755058288574, 6.646974563598633, 6.824156761169434, 6.723999977111816]",6.74
2yki,9.46,"[7.821113586425781, 8.065947532653809, 8.019014358520508, 7.742380142211914, 7.950257301330566, 7.718945503234863, 7.768183708190918, 7.991691589355469, 7.655762672424316, 8.205954551696777]",7.89
2ymd,3.16,"[5.172928810119629, 5.343700408935547, 5.023407936096191, 5.315600395202637, 5.055654525756836, 5.227849960327148, 5.0878753662109375, 5.19968318939209, 5.10091495513916, 5.111909866333008]",5.16
3aru,3.22,"[5.590313911437988, 5.144411087036133, 5.786155700683594, 6.162713050842285, 5.2813310623168945, 5.364557266235352, 5.403927803039551, 5.5511579513549805, 5.710841178894043, 5.678475379943848]",5.57
3ary,6.0,"[4.915549278259277, 5.50443172454834, 4.727126121520996, 4.9627366065979, 5.221909523010254, 5.353584289550781, 5.404470443725586, 5.485598564147949, 5.104585647583008, 5.247259140014648]",5.19
3b27,5.16,"[6.042996406555176, 6.258447647094727, 5.960269927978516, 6.246277809143066, 6.017909049987793, 6.224664688110352, 6.00661563873291, 6.1173248291015625, 5.821765899658203, 5.958354949951172]",6.07
3b5r,8.77,"[6.656908988952637, 6.817316055297852, 6.563337326049805, 6.971623420715332, 7.086614608764648, 6.814517974853516, 6.727295875549316, 6.688223838806152, 6.940967559814453, 6.741252899169922]",6.8
3b65,9.27,"[6.930144309997559, 6.568120956420898, 6.089604377746582, 5.904529571533203, 6.128114700317383, 6.110385894775391, 6.210434913635254, 6.6928815841674805, 6.187970161437988, 6.023637771606445]",6.28
3b68,8.4,"[7.07365608215332, 6.653256416320801, 6.574268341064453, 6.627249717712402, 6.951749801635742, 6.764004707336426, 6.392096519470215, 6.433565139770508, 6.648654937744141, 6.857760429382324]",6.7
3d4z,4.89,"[5.0955810546875, 4.921698570251465, 5.005603790283203, 5.3553667068481445, 5.013938903808594, 5.013735771179199, 4.943193435668945, 4.919364929199219, 5.16856575012207, 4.898929595947266]",5.03
3d6q,3.76,"[5.211650848388672, 5.11685848236084, 5.402788162231445, 5.143109321594238, 5.1422834396362305, 5.150271415710449, 4.7508721351623535, 4.995885372161865, 5.081384658813477, 5.3076066970825195]",5.13
3dx1,3.58,"[5.134319305419922, 5.270101547241211, 5.1607160568237305, 5.211970329284668, 5.192893981933594, 5.157242774963379, 5.036382675170898, 5.155828475952148, 5.161145210266113, 5.203561782836914]",5.17
3dx2,6.82,"[5.471184730529785, 5.747317314147949, 5.906412124633789, 5.396059989929199, 5.5286970138549805, 5.462660789489746, 5.304357528686523, 5.732529640197754, 5.507211685180664, 5.616141319274902]",5.57
3dxg,2.4,"[4.725681304931641, 4.84122371673584, 4.803039073944092, 4.695789813995361, 4.9690961837768555, 4.774816036224365, 4.939157962799072, 4.929747104644775, 4.956048011779785, 4.733975410461426]",4.84
3ehy,5.85,"[5.532426834106445, 5.352993011474609, 5.52647590637207, 5.4594926834106445, 5.234033584594727, 5.628640174865723, 5.572260856628418, 5.534196853637695, 5.376967430114746, 5.284765243530273]",5.45
3ejr,8.57,"[7.329995155334473, 7.2479400634765625, 7.182182312011719, 7.1525774002075195, 7.042929649353027, 7.467850685119629, 7.474384307861328, 7.499639511108398, 7.0614118576049805, 7.577179908752441]",7.3
3fcq,2.77,"[4.775445461273193, 4.76600456237793, 4.910447120666504, 5.178313255310059, 4.981295585632324, 4.899436950683594, 4.90708589553833, 4.7190022468566895, 4.865767478942871, 5.06268310546875]",4.91
3g0w,9.52,"[6.817468643188477, 6.963332176208496, 6.9431962966918945, 6.767400741577148, 6.630867004394531, 6.834216117858887, 6.640074729919434, 6.77263069152832, 6.989443778991699, 6.810039520263672]",6.82
3gbb,6.9,"[5.704888343811035, 5.388357162475586, 5.410161972045898, 5.395317077636719, 5.393012046813965, 5.369209289550781, 5.477004051208496, 5.290510177612305, 5.442173957824707, 5.40207576751709]",5.43
3gr2,2.52,"[4.565753936767578, 4.593947410583496, 4.462236404418945, 4.529552936553955, 4.686620712280273, 4.937721252441406, 4.832083225250244, 4.519350051879883, 5.010718822479248, 4.682286262512207]",4.68
3gv9,2.12,"[4.986213684082031, 5.148054122924805, 4.914131164550781, 4.735967636108398, 4.994264602661133, 4.808129787445068, 4.972298622131348, 4.913178443908691, 4.875093460083008, 5.0460968017578125]",4.94
3jya,6.89,"[5.509396553039551, 5.637200355529785, 5.295519828796387, 5.415877342224121, 5.5641984939575195, 5.464838027954102, 5.261456489562988, 5.500658988952637, 5.375202178955078, 5.375530242919922]",5.44
3lka,2.82,"[4.6970977783203125, 4.843972206115723, 4.86517333984375, 5.132244110107422, 4.967556476593018, 4.9650774002075195, 4.914931774139404, 5.103775978088379, 4.970560073852539, 4.995349407196045]",4.95
3n76,6.85,"[6.792531967163086, 6.510822296142578, 6.5867815017700195, 6.714674949645996, 6.319512367248535, 6.205295562744141, 6.4935712814331055, 6.639681816101074, 6.573107719421387, 6.728052139282227]",6.56
3n86,5.64,"[6.830192565917969, 6.622808456420898, 6.520709991455078, 6.388664245605469, 7.076313018798828, 6.845416069030762, 6.433768272399902, 6.7777204513549805, 6.658129692077637, 6.477825164794922]",6.66
3nq9,4.03,"[4.910223007202148, 5.01740026473999, 4.843544006347656, 4.900382041931152, 4.954826354980469, 4.939194679260254, 4.883754730224609, 4.828775882720947, 4.990356922149658, 4.888355255126953]",4.92
3nx7,8.1,"[6.133464813232422, 5.728265762329102, 5.592104911804199, 5.731925964355469, 5.944342613220215, 5.836338996887207, 5.952548027038574, 5.908328056335449, 5.881270408630371, 5.567325592041016]",5.83
3o9i,11.82,"[8.094364166259766, 7.929593086242676, 8.21095085144043, 7.822208404541016, 7.9165849685668945, 8.000687599182129, 7.965697288513184, 8.134571075439453, 7.882555961608887, 8.007715225219727]",8.0
3ozs,5.33,"[5.926779747009277, 5.972012519836426, 5.946713447570801, 6.1714582443237305, 6.489306449890137, 6.094768524169922, 6.20828914642334, 5.962103843688965, 6.339203834533691, 6.669650077819824]",6.18
3ozt,4.13,"[5.5477495193481445, 5.441061973571777, 5.745034217834473, 5.5130815505981445, 5.304726600646973, 5.265442848205566, 5.633631706237793, 5.6141252517700195, 5.5033464431762695, 5.3651227951049805]",5.49
3p5o,7.26,"[7.115089416503906, 6.891976356506348, 7.347537994384766, 6.539196014404297, 6.719940185546875, 7.198246002197266, 7.006555557250977, 6.6302995681762695, 6.736048698425293, 6.9285783767700195]",6.91
3prs,7.82,"[8.040443420410156, 7.862327575683594, 8.074849128723145, 7.916301727294922, 8.281896591186523, 7.765575408935547, 7.7663469314575195, 7.881807327270508, 7.76923942565918, 7.7982683181762695]",7.92
3pww,7.32,"[7.868800163269043, 7.862606048583984, 7.540685653686523, 7.453927040100098, 7.911273002624512, 7.790667533874512, 7.865852355957031, 7.713913917541504, 7.545353889465332, 7.8831634521484375]",7.74
3qqs,5.82,"[5.467538833618164, 5.344477653503418, 5.239781379699707, 5.17405891418457, 5.314143180847168, 5.297524452209473, 5.4754838943481445, 5.29343318939209, 5.2915849685668945, 4.896050453186035]",5.28
3rlr,7.52,"[6.457144737243652, 6.385188102722168, 6.591740608215332, 6.5257568359375, 6.487717628479004, 6.298770904541016, 6.597923278808594, 6.360400199890137, 6.414668083190918, 6.5753889083862305]",6.47
3tsk,7.17,"[6.9521026611328125, 7.063218116760254, 7.243285179138184, 7.289031982421875, 6.826326370239258, 6.827950477600098, 7.103011131286621, 7.244449615478516, 7.290388107299805, 6.892826080322266]",7.07
3twp,3.92,"[4.531344413757324, 4.447613716125488, 4.444640159606934, 4.395279407501221, 4.483829498291016, 4.620059967041016, 4.506925582885742, 4.507587909698486, 4.4107866287231445, 4.639665126800537]",4.5
3u5j,5.61,"[6.133270263671875, 5.985562324523926, 6.02708625793457, 6.167720794677734, 6.030740737915039, 5.579013824462891, 5.829912185668945, 5.825268745422363, 5.882442474365234, 5.989330291748047]",5.95
3ui7,9.0,"[6.506882667541504, 6.600827217102051, 6.575531959533691, 6.5408124923706055, 6.371831893920898, 6.640519142150879, 6.822091102600098, 6.773515701293945, 6.461212158203125, 6.786167144775391]",6.61
3uo4,6.52,"[7.821022033691406, 7.532364845275879, 7.596517562866211, 7.349491119384766, 7.634822845458984, 7.38619327545166, 7.682613372802734, 7.261344909667969, 7.676555633544922, 7.417470932006836]",7.54
3up2,7.4,"[6.713533401489258, 6.696759223937988, 6.499087333679199, 6.706464767456055, 6.930520057678223, 6.857270240783691, 6.562889099121094, 6.924921989440918, 6.9538469314575195, 6.936629295349121]",6.78
