pdbid,real,predictions,mean_pred
1p1n,6.8,"[4.763761043548584, 4.526247501373291, 4.980861663818359, 4.902580261230469, 4.922998428344727, 4.552982807159424, 4.570169448852539, 4.947094440460205, 4.725912094116211, 4.586600303649902]",4.75
1qkt,9.04,"[6.448631286621094, 6.450353622436523, 6.477782249450684, 6.730947494506836, 6.112429618835449, 6.1940813064575195, 6.8126983642578125, 6.227298736572266, 6.640720367431641, 6.586759567260742]",6.47
1syi,5.44,"[5.298980712890625, 5.5007123947143555, 5.554496765136719, 5.380953788757324, 5.494750022888184, 5.699310302734375, 5.555861473083496, 5.303587913513184, 5.675474166870117, 5.440324783325195]",5.49
1y6r,10.11,"[6.21409797668457, 6.223987579345703, 6.064057350158691, 5.943070411682129, 6.265040397644043, 6.184483528137207, 6.136534690856934, 6.253517150878906, 5.895978927612305, 6.082307815551758]",6.13
1yc1,6.17,"[6.411003112792969, 6.350317001342773, 6.3007659912109375, 6.29319953918457, 6.114382743835449, 6.438483238220215, 6.441776275634766, 6.277277946472168, 6.434929847717285, 6.622810363769531]",6.37
2v00,3.66,"[4.283069610595703, 4.691324234008789, 4.551738262176514, 4.155953407287598, 4.192564964294434, 4.020321846008301, 4.304677963256836, 4.367895126342773, 4.525607109069824, 4.3512372970581055]",4.34
2vw5,8.52,"[7.2055253982543945, 7.3892364501953125, 7.315932273864746, 7.439204216003418, 7.550931930541992, 7.461883544921875, 7.1335859298706055, 7.295038223266602, 7.456803321838379, 7.397171974182129]",7.36
2wer,7.05,"[6.110856056213379, 6.581984519958496, 6.479480743408203, 6.282834053039551, 6.378989219665527, 6.320823669433594, 6.34688663482666, 6.437456130981445, 6.402738571166992, 6.434176445007324]",6.38
2wnc,6.32,"[5.861140251159668, 5.748542785644531, 5.720648765563965, 6.193767547607422, 6.513283729553223, 5.981381416320801, 6.023684501647949, 6.583844184875488, 5.683353424072266, 6.256674766540527]",6.06
2wvt,6.12,"[5.177272796630859, 5.026322364807129, 5.00108003616333, 4.842863082885742, 5.254286766052246, 5.000736236572266, 5.134688377380371, 5.133177757263184, 5.024711608886719, 5.091952323913574]",5.07
2x00,11.33,"[9.021232604980469, 8.800105094909668, 8.83909797668457, 8.789016723632812, 9.022994041442871, 8.893519401550293, 8.833189964294434, 8.821663856506348, 8.678186416625977, 8.780702590942383]",8.85
2xb8,7.59,"[6.268007278442383, 6.285189628601074, 5.980199813842773, 6.240448951721191, 6.153268814086914, 5.802130699157715, 6.063852310180664, 5.77455997467041, 5.55509090423584, 6.247747421264648]",6.04
2xdl,3.1,"[4.567652702331543, 4.642587661743164, 4.763918876647949, 4.880498886108398, 4.921215057373047, 4.865987300872803, 4.941799163818359, 4.842961311340332, 4.968839645385742, 4.842085838317871]",4.82
