pdbid,real,predictions,mean_pred
1p1n,6.8,"[5.24925422668457, 5.001897811889648, 6.123485565185547, 5.476618766784668, 5.778969764709473, 4.862026214599609, 5.052528381347656, 5.424408912658691, 5.145038604736328, 5.227434158325195]",5.33
1qkt,9.04,"[6.733803749084473, 6.647848129272461, 6.786138534545898, 6.263155937194824, 6.45577335357666, 6.380977630615234, 6.731222152709961, 6.377727508544922, 6.47015380859375, 6.411168098449707]",6.53
1syi,5.44,"[5.872671127319336, 6.20993709564209, 6.168264389038086, 6.101042747497559, 6.491877555847168, 5.718079566955566, 6.168312072753906, 5.922430992126465, 6.056992530822754, 6.581438064575195]",6.13
1y6r,10.11,"[6.580820083618164, 6.652618408203125, 6.5816650390625, 6.662283897399902, 6.423371315002441, 6.700181007385254, 6.4399871826171875, 6.617053985595703, 6.562024116516113, 6.578505516052246]",6.58
1yc1,6.17,"[6.57552433013916, 6.336336135864258, 6.407726287841797, 6.439728736877441, 6.474605560302734, 6.47629451751709, 6.524859428405762, 6.376090049743652, 6.472926139831543, 6.602960586547852]",6.47
2v00,3.66,"[4.562450408935547, 4.801138877868652, 4.849575996398926, 4.294146537780762, 4.61833381652832, 4.082521438598633, 4.559331893920898, 4.696743011474609, 4.660702705383301, 4.50307035446167]",4.56
2vw5,8.52,"[6.750419616699219, 6.429976463317871, 6.603107452392578, 6.410876274108887, 6.888248443603516, 6.938388824462891, 6.501558303833008, 6.81315803527832, 6.787591934204102, 6.900646209716797]",6.7
2wer,7.05,"[6.23801326751709, 6.085671424865723, 6.26725959777832, 6.006155967712402, 6.152561187744141, 6.297696113586426, 6.306717872619629, 6.286576271057129, 6.175468444824219, 6.222714424133301]",6.2
2wnc,6.32,"[6.36146354675293, 6.1408491134643555, 6.078900337219238, 6.566588401794434, 6.498827934265137, 6.346243858337402, 6.214637756347656, 6.7538557052612305, 5.977579116821289, 6.312530517578125]",6.33
2wvt,6.12,"[5.271097183227539, 4.979842185974121, 5.144373893737793, 4.956822395324707, 5.166231155395508, 5.396243095397949, 5.183304786682129, 5.308806419372559, 4.94542121887207, 5.167189598083496]",5.15
2x00,11.33,"[8.698309898376465, 8.465377807617188, 8.871816635131836, 8.412734985351562, 8.633241653442383, 8.926919937133789, 8.697087287902832, 8.478363990783691, 8.543941497802734, 8.562911987304688]",8.63
2xb8,7.59,"[6.426202774047852, 6.130188941955566, 5.77815055847168, 6.296684265136719, 6.210115432739258, 6.11879825592041, 6.020988464355469, 6.09293270111084, 6.402287483215332, 6.479518890380859]",6.2
2xdl,3.1,"[4.392328262329102, 4.34797477722168, 4.473339080810547, 4.455402374267578, 4.572796821594238, 4.286964416503906, 4.756733417510986, 4.428987979888916, 4.678127288818359, 4.719052314758301]",4.51
2xii,7.2,"[7.271838188171387, 7.0740556716918945, 7.418820381164551, 6.892433166503906, 7.204019546508789, 7.21945858001709, 7.276599884033203, 6.841630935668945, 7.649065971374512, 7.253863334655762]",7.21
2yki,9.46,"[8.107059478759766, 7.953643798828125, 7.929126739501953, 7.766888618469238, 7.894954681396484, 7.802739143371582, 7.750672340393066, 7.899941444396973, 7.963412284851074, 8.065773010253906]",7.91
2ymd,3.16,"[4.334901809692383, 4.376366138458252, 4.244715690612793, 4.355847358703613, 4.505597114562988, 4.494010925292969, 4.4762420654296875, 4.509183883666992, 4.38658332824707, 4.442108154296875]",4.41
3aru,3.22,"[5.386236190795898, 4.584067344665527, 5.533744812011719, 5.302212715148926, 4.8856401443481445, 5.2148637771606445, 4.853281021118164, 5.194775581359863, 5.679902076721191, 5.5489349365234375]",5.22
3ary,6.0,"[5.328129768371582, 5.3913373947143555, 4.507576942443848, 4.845627784729004, 5.292996406555176, 5.526633262634277, 5.860739707946777, 5.342303276062012, 5.17523193359375, 5.530764579772949]",5.28
3b27,5.16,"[5.637742042541504, 5.341472625732422, 5.63726806640625, 5.752431869506836, 5.249082565307617, 5.70438289642334, 5.3578691482543945, 5.558691024780273, 5.2076215744018555, 5.630526542663574]",5.51
3b5r,8.77,"[6.869645118713379, 7.035778999328613, 6.662805557250977, 7.323337554931641, 7.198897361755371, 6.509035110473633, 7.178166389465332, 6.520886421203613, 6.7462568283081055, 6.776309013366699]",6.88
3b65,9.27,"[5.638331413269043, 6.157703399658203, 6.008143424987793, 5.708234786987305, 5.723478317260742, 6.059990882873535, 6.081031799316406, 6.221678733825684, 5.7617692947387695, 5.737253189086914]",5.91
3b68,8.4,"[6.531979560852051, 6.302813529968262, 6.9478759765625, 6.6008195877075195, 6.905116081237793, 6.41520881652832, 6.785056114196777, 6.8321638107299805, 6.320399284362793, 6.659313201904297]",6.63
3d4z,4.89,"[4.931307792663574, 4.981268882751465, 5.009012699127197, 5.521546363830566, 5.22038459777832, 5.214780807495117, 4.877809047698975, 5.115206718444824, 5.269060134887695, 5.256319999694824]",5.14
3d6q,3.76,"[5.584885597229004, 5.552558898925781, 5.9103546142578125, 5.137182235717773, 4.930797576904297, 5.271228790283203, 4.8524370193481445, 5.365220069885254, 4.909834861755371, 5.6423540115356445]",5.32
3dx1,3.58,"[4.878212928771973, 5.120257377624512, 4.91377067565918, 4.857428550720215, 4.8986616134643555, 4.898484230041504, 4.833954334259033, 4.9306640625, 4.867007255554199, 4.918047904968262]",4.91
3dx2,6.82,"[5.64378547668457, 6.042613983154297, 6.221784591674805, 5.692030906677246, 5.894920349121094, 5.900077819824219, 5.800426483154297, 5.684615135192871, 5.697297096252441, 5.631709098815918]",5.82
3dxg,2.4,"[5.04055643081665, 5.1845855712890625, 5.350111961364746, 5.385889053344727, 5.083233833312988, 5.072846412658691, 4.865913391113281, 5.154599189758301, 4.800406455993652, 4.863532066345215]",5.08
3ehy,5.85,"[5.4974260330200195, 5.711376190185547, 5.256111145019531, 5.623904228210449, 4.797765731811523, 5.630494117736816, 5.4917144775390625, 5.26578426361084, 5.021150588989258, 5.546697616577148]",5.38
3ejr,8.57,"[7.530778884887695, 6.968463897705078, 7.037541389465332, 6.899834632873535, 6.926762580871582, 7.4030561447143555, 7.653935432434082, 7.156974792480469, 7.000204086303711, 7.372309684753418]",7.19
3fcq,2.77,"[4.053220748901367, 4.076160907745361, 4.149694442749023, 4.5104475021362305, 4.13997745513916, 4.162274360656738, 4.1474714279174805, 4.136305809020996, 4.000832557678223, 4.113713264465332]",4.15
3g0w,9.52,"[6.987395286560059, 6.617834091186523, 6.588915824890137, 6.972980499267578, 6.97215461730957, 6.135402679443359, 6.726921081542969, 6.407094955444336, 7.126168251037598, 6.470239639282227]",6.7
3gbb,6.9,"[5.960540771484375, 5.600200653076172, 5.391470909118652, 5.711034774780273, 5.5195207595825195, 6.296725273132324, 5.730637550354004, 5.326425552368164, 5.41849422454834, 5.459195137023926]",5.64
3gr2,2.52,"[3.6551268100738525, 3.6064846515655518, 3.5695013999938965, 3.588639497756958, 3.544827461242676, 3.825453519821167, 3.957465887069702, 3.52592396736145, 3.7173426151275635, 3.661687135696411]",3.67
3gv9,2.12,"[3.914137840270996, 3.8970305919647217, 4.016989707946777, 4.087322235107422, 4.173107624053955, 3.9893505573272705, 4.093019962310791, 4.257923126220703, 4.046082496643066, 3.9813926219940186]",4.05
3jya,6.89,"[5.3199872970581055, 5.078685760498047, 4.695123672485352, 5.324481964111328, 5.018132209777832, 5.297870635986328, 4.617428779602051, 5.407660484313965, 4.858477592468262, 5.11168098449707]",5.07
3lka,2.82,"[4.493950843811035, 4.278170585632324, 4.187378883361816, 4.506708145141602, 4.688782215118408, 4.431205749511719, 4.6895551681518555, 4.703034400939941, 4.282205581665039, 4.510678768157959]",4.48
3n76,6.85,"[7.434028625488281, 7.2429046630859375, 7.108246803283691, 7.4094038009643555, 6.671145439147949, 7.2547712326049805, 7.279960632324219, 7.3895463943481445, 7.041543960571289, 7.444072723388672]",7.23
3n86,5.64,"[6.124521255493164, 6.20595645904541, 6.370053291320801, 6.216673851013184, 6.654128074645996, 6.346982955932617, 6.253880500793457, 6.446256637573242, 6.10390567779541, 6.297186851501465]",6.3
3nq9,4.03,"[4.548718452453613, 4.7826738357543945, 4.522439002990723, 4.570374488830566, 4.868935585021973, 4.7910261154174805, 4.751710891723633, 4.641659736633301, 4.618480682373047, 4.690962791442871]",4.68
3nx7,8.1,"[7.76606559753418, 6.960040092468262, 6.808655738830566, 6.676532745361328, 7.294927597045898, 6.962664604187012, 7.136761665344238, 7.183228492736816, 6.911507606506348, 6.583701133728027]",7.03
3o9i,11.82,"[9.329590797424316, 9.32649040222168, 9.097403526306152, 9.275074005126953, 8.64301586151123, 9.43585205078125, 8.905099868774414, 9.299317359924316, 9.262588500976562, 8.499503135681152]",9.11
3ozs,5.33,"[6.343106269836426, 5.866024971008301, 5.866188049316406, 6.537166595458984, 6.570923805236816, 5.954645156860352, 6.7421979904174805, 5.86102294921875, 6.355154037475586, 6.985589027404785]",6.31
3ozt,4.13,"[5.799508094787598, 5.946108818054199, 6.18515682220459, 6.078845977783203, 6.159306526184082, 6.166979789733887, 6.045546531677246, 5.768646240234375, 6.302925109863281, 6.77249813079834]",6.12
3p5o,7.26,"[7.049472808837891, 7.055102348327637, 7.298910140991211, 6.767416000366211, 6.525083541870117, 6.912027359008789, 6.896801948547363, 6.902041435241699, 6.748563766479492, 6.8466081619262695]",6.9
3prs,7.82,"[8.003617286682129, 7.9006853103637695, 8.118514060974121, 8.100733757019043, 7.934478759765625, 7.463783264160156, 7.482439041137695, 7.856267929077148, 8.049555778503418, 7.837133407592773]",7.87
3pww,7.32,"[8.06470775604248, 8.481905937194824, 7.978579521179199, 8.087482452392578, 8.040901184082031, 7.878220558166504, 7.659359931945801, 8.031558990478516, 7.956777572631836, 7.914821624755859]",8.01
3qqs,5.82,"[5.333311080932617, 5.173564910888672, 4.994272232055664, 4.574885368347168, 5.099260330200195, 5.14952278137207, 5.336187362670898, 5.004873275756836, 4.860723495483398, 4.730191230773926]",5.03
3rlr,7.52,"[6.613250732421875, 6.60380744934082, 6.567760467529297, 6.474817276000977, 6.583545684814453, 6.689180374145508, 6.568078994750977, 6.743656158447266, 6.372429847717285, 6.599442481994629]",6.58
3tsk,7.17,"[7.753106117248535, 7.401332855224609, 7.8532819747924805, 8.425823211669922, 7.644828796386719, 7.254639625549316, 7.664926528930664, 7.406686782836914, 7.887011528015137, 7.569404602050781]",7.69
3twp,3.92,"[4.1131391525268555, 4.068887710571289, 3.818183422088623, 3.9833931922912598, 4.098546504974365, 4.321935176849365, 4.237403392791748, 4.1046552658081055, 3.8827762603759766, 4.201531410217285]",4.08
3u5j,5.61,"[6.238343238830566, 6.212376594543457, 6.289371490478516, 6.379337310791016, 6.005208969116211, 6.017645835876465, 6.198535919189453, 6.116503715515137, 6.155389785766602, 6.102686882019043]",6.17
3ui7,9.0,"[6.096035003662109, 6.071065902709961, 6.201779365539551, 6.098377227783203, 5.921664237976074, 6.135465621948242, 6.002829551696777, 5.995694160461426, 5.956206321716309, 6.0199079513549805]",6.05
3uo4,6.52,"[7.355920791625977, 7.167713165283203, 7.376845359802246, 7.316758155822754, 7.296463966369629, 7.256415367126465, 7.448686599731445, 7.301031112670898, 7.455855369567871, 7.499680519104004]",7.35
3up2,7.4,"[6.49112606048584, 6.692913055419922, 7.065767288208008, 6.654923439025879, 6.656567573547363, 6.333156585693359, 6.390668869018555, 6.566938400268555, 6.8330078125, 7.100984573364258]",6.68
3uuo,7.96,"[6.238775253295898, 5.994145393371582, 6.137346267700195, 5.811044692993164, 5.976478576660156, 6.049205780029297, 5.956955909729004, 5.960620880126953, 5.93612003326416, 6.178905487060547]",6.02
3wtj,6.53,"[5.11734676361084, 4.360847473144531, 4.799476623535156, 4.775006294250488, 4.683154106140137, 4.9308576583862305, 5.13716983795166, 4.630385398864746, 4.998623847961426, 5.215034484863281]",4.86
3wz8,5.82,"[6.416027069091797, 7.062315940856934, 6.88443660736084, 6.345630645751953, 7.426405906677246, 6.536721229553223, 6.501188278198242, 6.66110897064209, 6.575028419494629, 6.502941131591797]",6.69
4agn,3.97,"[6.093146324157715, 6.205689430236816, 6.063202857971191, 6.541294097900391, 6.660772323608398, 6.315129280090332, 5.6560821533203125, 6.3433732986450195, 6.409585952758789, 6.172165870666504]",6.25
4agp,4.69,"[6.852119445800781, 6.587553977966309, 7.07161808013916, 6.395288467407227, 7.040724754333496, 6.8525543212890625, 7.072417259216309, 6.77827262878418, 6.751091957092285, 6.689373970031738]",6.81
4agq,5.01,"[6.939109802246094, 7.095885276794434, 6.905635833740234, 6.934309005737305, 7.283201217651367, 7.164608955383301, 6.919711112976074, 7.108301162719727, 7.132928848266602, 7.035040855407715]",7.05
4ciw,4.82,"[5.497733116149902, 5.513554573059082, 5.610561370849609, 5.566744804382324, 5.624727249145508, 6.003647804260254, 5.744978904724121, 5.402239799499512, 5.902438163757324, 5.7887773513793945]",5.67
4dld,5.82,"[7.612659454345703, 7.710131645202637, 7.722373962402344, 7.7711029052734375, 7.061403274536133, 8.29078483581543, 7.34669303894043, 7.537679672241211, 6.6157732009887695, 7.576913833618164]",7.52
4f2w,11.3,"[6.858229637145996, 7.157549858093262, 7.065916061401367, 6.994379043579102, 6.538692474365234, 7.04337215423584, 6.835955619812012, 7.119207382202148, 6.8759260177612305, 6.868337631225586]",6.94
4f3c,11.82,"[6.631484031677246, 6.607585906982422, 7.128636360168457, 7.03719425201416, 7.511527061462402, 6.962602615356445, 6.767060279846191, 7.36256217956543, 6.74433708190918, 7.166360855102539]",6.99
4gid,10.77,"[7.519014358520508, 7.809679985046387, 7.684028625488281, 7.894318580627441, 7.857779502868652, 7.686091423034668, 7.625601768493652, 7.762737274169922, 7.566916465759277, 7.573245048522949]",7.7
4j28,5.7,"[6.064539909362793, 5.254965782165527, 5.477714538574219, 5.215567588806152, 5.208237648010254, 5.381664276123047, 5.19462776184082, 5.762978553771973, 5.453954696655273, 5.431507110595703]",5.44
4jfs,5.27,"[5.707304954528809, 5.360574722290039, 5.161160469055176, 6.229498863220215, 6.798826217651367, 6.010638236999512, 5.029289245605469, 5.267158508300781, 5.440704345703125, 4.984561920166016]",5.6
4jxs,4.74,"[7.027763366699219, 6.123444557189941, 6.732818603515625, 6.823694229125977, 6.229204177856445, 6.331023216247559, 6.265286445617676, 6.600287437438965, 6.354039192199707, 6.59736442565918]",6.51
4k18,8.96,"[6.490395545959473, 6.347792625427246, 6.174543380737305, 6.675487518310547, 6.294558525085449, 6.57749080657959, 6.69395637512207, 6.296280860900879, 6.399444580078125, 6.37856388092041]",6.43
4kz6,3.1,"[5.922223091125488, 5.269353866577148, 5.884862899780273, 5.350820541381836, 5.07696008682251, 4.819084167480469, 5.273136138916016, 5.600922584533691, 5.403498649597168, 5.062567234039307]",5.37
4kzq,6.1,"[5.336999893188477, 5.601968765258789, 5.592429161071777, 5.60350227355957, 5.559908866882324, 5.470328330993652, 5.6173906326293945, 5.500397682189941, 5.450927734375, 5.688085556030273]",5.54
4kzu,6.5,"[5.559488296508789, 5.4723005294799805, 5.473433494567871, 5.53031063079834, 5.67222785949707, 5.725088119506836, 5.788641929626465, 5.867192268371582, 5.6403350830078125, 5.591797828674316]",5.63
4llx,2.89,"[3.760190486907959, 3.776620864868164, 3.70572829246521, 3.8857245445251465, 3.862499237060547, 4.005680084228516, 3.9617111682891846, 3.8840763568878174, 3.8788576126098633, 3.669759750366211]",3.84
4lzs,4.8,"[3.988955497741699, 4.226030349731445, 3.960655927658081, 4.078742980957031, 3.994028329849243, 4.186000823974609, 4.331539154052734, 4.019572734832764, 4.11876106262207, 4.382132530212402]",4.13
4m0y,6.46,"[5.533987998962402, 5.877047538757324, 5.818253517150879, 5.885405540466309, 6.246328353881836, 5.397758483886719, 5.464825630187988, 6.325091361999512, 5.762850761413574, 5.794285774230957]",5.81
4ogj,6.79,"[7.104372024536133, 7.22431755065918, 6.928789138793945, 7.008393287658691, 7.288189888000488, 7.124155044555664, 7.182955741882324, 7.168792724609375, 7.267873764038086, 7.00602912902832]",7.13
4pcs,7.85,"[4.960418701171875, 5.223817825317383, 5.0877685546875, 5.132628440856934, 5.154355049133301, 5.724776268005371, 5.729683876037598, 5.868639945983887, 5.415450096130371, 5.541997909545898]",5.38
4wiv,6.26,"[6.267071723937988, 6.312588691711426, 6.370738983154297, 6.213562965393066, 6.23997688293457, 6.163369178771973, 6.2939653396606445, 6.467639923095703, 6.4457197189331055, 6.1434173583984375]",6.29
5a7b,3.57,"[6.836668968200684, 6.7268171310424805, 6.657435417175293, 6.8637895584106445, 6.719692230224609, 6.869986534118652, 6.646114349365234, 6.359246253967285, 6.6804399490356445, 6.626585006713867]",6.7
