pdbid,real,predictions,mean_pred
1p1n,6.8,"[4.5640082359313965, 4.325309753417969, 5.012223720550537, 4.880306720733643, 4.848535537719727, 4.306417942047119, 4.415229320526123, 4.923313617706299, 4.6071953773498535, 4.449687480926514]",4.63
1qkt,9.04,"[6.686471462249756, 6.79486083984375, 6.440063953399658, 6.947756767272949, 6.418344020843506, 6.657666206359863, 7.037756443023682, 6.420732498168945, 7.030488014221191, 6.7795844078063965]",6.72
1syi,5.44,"[5.317262172698975, 5.756258010864258, 5.755599021911621, 5.4315996170043945, 5.709917068481445, 5.6628217697143555, 5.7614216804504395, 5.466475963592529, 5.795566082000732, 5.699486255645752]",5.64
1y6r,10.11,"[6.3829731941223145, 6.411175727844238, 6.4776811599731445, 6.092602252960205, 6.581618785858154, 6.559027671813965, 6.487829208374023, 6.41566801071167, 6.120699405670166, 6.402124404907227]",6.39
1yc1,6.17,"[6.30941104888916, 6.38165283203125, 6.220449447631836, 6.341187953948975, 6.19619607925415, 6.271697998046875, 6.389528274536133, 6.28235387802124, 6.444433689117432, 6.432163715362549]",6.33
2v00,3.66,"[4.071895599365234, 4.496692657470703, 4.611171245574951, 4.069113731384277, 4.249168395996094, 3.843348503112793, 4.37714147567749, 4.410147190093994, 4.416348457336426, 4.358222961425781]",4.29
2vw5,8.52,"[7.127867698669434, 7.123430252075195, 7.15510368347168, 7.183690547943115, 7.313244342803955, 7.251841068267822, 7.022568702697754, 7.1834564208984375, 7.282543659210205, 7.144113063812256]",7.18
2wer,7.05,"[6.191856861114502, 6.468634605407715, 6.429409503936768, 6.440519332885742, 6.3774614334106445, 6.50443172454834, 6.202651023864746, 6.303773403167725, 6.438845634460449, 6.3701629638671875]",6.37
2wnc,6.32,"[6.389105319976807, 5.951325416564941, 5.8921051025390625, 6.826929092407227, 6.391227722167969, 6.257383346557617, 6.065491676330566, 6.915658473968506, 6.056929111480713, 6.245214462280273]",6.3
2wvt,6.12,"[5.123725891113281, 4.944775104522705, 4.946455001831055, 4.637427806854248, 5.085138320922852, 5.006645202636719, 5.10280179977417, 5.245559215545654, 4.8524556159973145, 5.046213626861572]",5.0
2x00,11.33,"[8.593053817749023, 8.4974946975708, 8.358901023864746, 8.357708930969238, 8.61854362487793, 8.480063438415527, 8.270926475524902, 8.286957740783691, 8.29316520690918, 8.411593437194824]",8.42
2xb8,7.59,"[6.443117141723633, 6.372809886932373, 6.130309581756592, 6.309940814971924, 6.208949089050293, 6.076688766479492, 6.190001010894775, 5.7745890617370605, 5.686680316925049, 6.31593132019043]",6.15
2xdl,3.1,"[4.559976577758789, 4.582176685333252, 4.7429375648498535, 4.670555114746094, 4.818026542663574, 4.8379011154174805, 4.872353553771973, 4.644349098205566, 4.967537879943848, 4.818499565124512]",4.75
2xii,7.2,"[7.178979396820068, 7.170786380767822, 7.067156791687012, 6.881458282470703, 6.617783546447754, 7.036347389221191, 6.8442769050598145, 6.869150161743164, 7.113831043243408, 6.766129493713379]",6.95
2yki,9.46,"[7.8886189460754395, 8.410717964172363, 8.289064407348633, 7.935895919799805, 8.219839096069336, 8.028924942016602, 7.997387886047363, 8.264710426330566, 8.164505004882812, 8.561967849731445]",8.18
2ymd,3.16,"[4.550889492034912, 4.8175740242004395, 4.548438549041748, 4.674695014953613, 4.489634037017822, 4.649096965789795, 4.596383571624756, 4.745070934295654, 4.721106052398682, 4.5589919090271]",4.64
3aru,3.22,"[5.377167701721191, 4.7743000984191895, 5.577273845672607, 5.7120890617370605, 4.941507339477539, 5.170861721038818, 5.090572834014893, 5.072165489196777, 5.479101181030273, 5.474660873413086]",5.27
3ary,6.0,"[4.67246675491333, 5.16250467300415, 4.4195170402526855, 4.971408367156982, 5.102822780609131, 5.078441143035889, 5.406196117401123, 5.2568840980529785, 4.904938220977783, 5.112306118011475]",5.01
3b27,5.16,"[6.07528018951416, 5.8592352867126465, 6.053182125091553, 6.308972358703613, 5.750574111938477, 6.203161239624023, 5.940526485443115, 5.895095348358154, 5.660190105438232, 5.832931995391846]",5.96
3b5r,8.77,"[6.915563106536865, 6.820281982421875, 7.0359883308410645, 7.053584575653076, 7.201954364776611, 7.109704494476318, 7.0984954833984375, 6.910218715667725, 7.225962162017822, 7.114962100982666]",7.05
3b65,9.27,"[6.396674633026123, 6.198195457458496, 5.756080150604248, 5.939378261566162, 6.03436803817749, 5.644867420196533, 5.933898448944092, 6.271994113922119, 6.128665447235107, 5.787107467651367]",6.01
3b68,8.4,"[6.999997138977051, 6.971120357513428, 7.064822196960449, 6.3878021240234375, 6.987461090087891, 6.58772611618042, 6.74233341217041, 7.0088629722595215, 6.970396041870117, 6.991509437561035]",6.87
3d4z,4.89,"[4.600536346435547, 4.51487922668457, 4.537243366241455, 5.075535774230957, 4.595477104187012, 4.546889305114746, 4.441211700439453, 4.575582504272461, 4.66497802734375, 4.5763630867004395]",4.61
3d6q,3.76,"[4.782023906707764, 4.753146648406982, 5.075654029846191, 4.852419853210449, 4.780104160308838, 4.68984842300415, 4.392624378204346, 4.820766448974609, 4.8067307472229, 4.778556823730469]",4.77
3dx1,3.58,"[4.656883716583252, 5.016522407531738, 4.790844440460205, 4.740819454193115, 4.757286071777344, 4.826414585113525, 4.721781253814697, 4.733334064483643, 4.838673114776611, 4.764850616455078]",4.78
3dx2,6.82,"[5.125585079193115, 5.45839786529541, 5.531174659729004, 5.11757755279541, 5.137322425842285, 5.166364669799805, 5.022367000579834, 5.079643726348877, 5.121003150939941, 5.123867511749268]",5.19
3dxg,2.4,"[4.311545372009277, 4.499413967132568, 4.529691696166992, 4.373151779174805, 4.681552886962891, 4.481766223907471, 4.416686058044434, 4.452866077423096, 4.4302263259887695, 4.395898342132568]",4.46
3ehy,5.85,"[5.360913276672363, 5.226162910461426, 5.083858489990234, 5.133877277374268, 4.922511100769043, 5.348050117492676, 5.426702976226807, 5.243802547454834, 5.135314464569092, 4.975377082824707]",5.19
3ejr,8.57,"[7.235813140869141, 7.088015079498291, 6.828115463256836, 7.07349967956543, 6.714766979217529, 7.212494850158691, 7.253866672515869, 7.064908981323242, 6.673484802246094, 7.312592506408691]",7.05
3fcq,2.77,"[4.204879283905029, 4.293863296508789, 4.436744213104248, 4.724558353424072, 4.57273006439209, 4.298888206481934, 4.385381698608398, 4.396881103515625, 4.469983100891113, 4.66154146194458]",4.44
3g0w,9.52,"[6.856857776641846, 6.777645587921143, 6.623290538787842, 6.620932579040527, 6.641653060913086, 6.832331657409668, 6.367455959320068, 6.401366233825684, 6.981535911560059, 6.7102885246276855]",6.68
3gbb,6.9,"[5.363287925720215, 5.075847148895264, 4.955192565917969, 5.190053462982178, 4.885487079620361, 5.1793904304504395, 4.9469733238220215, 4.7700018882751465, 5.036660671234131, 4.940528392791748]",5.03
3gr2,2.52,"[4.254782199859619, 4.4074578285217285, 4.182878017425537, 4.321830749511719, 4.2643585205078125, 4.654862403869629, 4.6280951499938965, 4.227939605712891, 4.662394046783447, 4.530851364135742]",4.41
3gv9,2.12,"[4.520464897155762, 4.5213236808776855, 4.389699935913086, 4.436985492706299, 4.555413246154785, 4.3076372146606445, 4.6519246101379395, 4.545360565185547, 4.542863845825195, 4.614168167114258]",4.51
3jya,6.89,"[5.276366233825684, 5.244167804718018, 5.258510589599609, 5.437817573547363, 5.194678783416748, 5.362112998962402, 5.172884464263916, 5.300240993499756, 4.940304756164551, 5.347759246826172]",5.25
3lka,2.82,"[4.313241958618164, 4.364649772644043, 4.3467888832092285, 4.669941425323486, 4.402461051940918, 4.508084297180176, 4.636817455291748, 4.671318531036377, 4.417086601257324, 4.497036933898926]",4.48
3n76,6.85,"[6.209653377532959, 5.969009876251221, 6.31754732131958, 6.2173638343811035, 5.725838661193848, 5.637453079223633, 5.76077938079834, 6.436169624328613, 6.050413608551025, 5.887815952301025]",6.02
3n86,5.64,"[6.6468071937561035, 6.506666660308838, 6.486499309539795, 6.391534328460693, 6.755550384521484, 6.710991859436035, 6.368762016296387, 6.713831424713135, 6.43969202041626, 6.465994358062744]",6.55
3nq9,4.03,"[4.402083396911621, 4.671885013580322, 4.458572864532471, 4.469898700714111, 4.476311206817627, 4.523075103759766, 4.474148273468018, 4.397778511047363, 4.494759559631348, 4.481597900390625]",4.49
3nx7,8.1,"[6.114461421966553, 5.185089588165283, 5.221094608306885, 5.345428466796875, 5.704067707061768, 5.504363059997559, 5.768463134765625, 5.539976119995117, 5.577006816864014, 5.109682083129883]",5.51
3o9i,11.82,"[8.552712440490723, 8.286124229431152, 8.243929862976074, 8.334728240966797, 8.339312553405762, 8.444498062133789, 8.337177276611328, 8.500658988952637, 8.282505989074707, 8.219128608703613]",8.35
3ozs,5.33,"[5.788678169250488, 6.311970233917236, 6.510769367218018, 6.335871696472168, 6.180861949920654, 5.789160251617432, 5.943519115447998, 6.061802864074707, 6.358358383178711, 6.550868988037109]",6.18
3ozt,4.13,"[5.702075481414795, 5.3867645263671875, 6.02902889251709, 5.917230606079102, 5.64297342300415, 5.730128765106201, 5.6898322105407715, 5.651918411254883, 6.17163610458374, 5.412529468536377]",5.73
3p5o,7.26,"[7.4019670486450195, 7.111679553985596, 7.423610687255859, 6.779418468475342, 6.925156116485596, 7.389767169952393, 7.282455921173096, 6.89500093460083, 6.979959487915039, 7.006563186645508]",7.12
3prs,7.82,"[8.187324523925781, 8.178436279296875, 8.220398902893066, 8.23854923248291, 8.439238548278809, 8.06928539276123, 7.697083950042725, 7.877204418182373, 8.01091480255127, 8.114127159118652]",8.1
3pww,7.32,"[8.079286575317383, 8.044177055358887, 8.032197952270508, 8.125161170959473, 8.02234172821045, 8.099817276000977, 8.005329132080078, 8.061742782592773, 7.68806791305542, 8.190485000610352]",8.03
3qqs,5.82,"[5.23514461517334, 5.132020473480225, 4.980565071105957, 4.751611709594727, 4.8561553955078125, 4.69849157333374, 4.932197093963623, 4.903448104858398, 4.8849568367004395, 4.6342902183532715]",4.9
3rlr,7.52,"[6.979211330413818, 6.818554878234863, 6.8428053855896, 6.568249702453613, 6.902592182159424, 6.910423278808594, 6.832595348358154, 7.057794094085693, 6.784642696380615, 6.920066833496094]",6.86
3tsk,7.17,"[7.381695747375488, 7.216217041015625, 7.534953594207764, 7.256680488586426, 7.001912593841553, 7.2773003578186035, 7.3044047355651855, 7.268193244934082, 7.343695640563965, 7.179046630859375]",7.28
3twp,3.92,"[4.048260688781738, 4.006783962249756, 3.972322463989258, 3.8969321250915527, 3.975940227508545, 4.208123683929443, 4.0544843673706055, 4.005421161651611, 3.9566731452941895, 4.056015491485596]",4.02
3u5j,5.61,"[6.251990795135498, 6.250740051269531, 6.158802032470703, 6.452216148376465, 5.929986000061035, 5.7426862716674805, 5.983473777770996, 6.077214241027832, 5.921189308166504, 6.055609226226807]",6.08
3ui7,9.0,"[6.665544509887695, 6.575694561004639, 6.912914276123047, 6.877155780792236, 6.896393299102783, 6.963780879974365, 6.805291175842285, 6.923293590545654, 6.737614154815674, 6.760195255279541]",6.81
3uo4,6.52,"[7.6475934982299805, 7.163616180419922, 7.526907444000244, 7.024672031402588, 7.512768268585205, 7.113096714019775, 7.611618995666504, 7.419045925140381, 7.490898132324219, 7.470266342163086]",7.4
3up2,7.4,"[6.854406833648682, 6.912068843841553, 6.819284439086914, 6.845489978790283, 6.886275291442871, 6.692229270935059, 6.8203558921813965, 6.657458782196045, 6.837564468383789, 6.999587535858154]",6.83
3uuo,7.96,"[6.39909029006958, 6.543196201324463, 6.468321323394775, 6.567126750946045, 6.902797698974609, 6.41786003112793, 6.4424729347229, 6.283174514770508, 6.632428169250488, 6.570941925048828]",6.52
3wtj,6.53,"[5.545058727264404, 5.667135238647461, 5.409304141998291, 5.770414352416992, 5.834078311920166, 5.585463523864746, 5.620123863220215, 5.587861061096191, 5.948384761810303, 6.216273784637451]",5.72
3wz8,5.82,"[7.67427396774292, 8.157855987548828, 7.7475738525390625, 7.448070526123047, 7.693863868713379, 7.708393096923828, 7.000292778015137, 7.78877592086792, 7.66684627532959, 7.2300639152526855]",7.61
4agn,3.97,"[6.093550682067871, 6.229625225067139, 5.8968400955200195, 6.3019866943359375, 6.235811710357666, 6.140663146972656, 6.2456488609313965, 6.078495025634766, 5.947698593139648, 6.0319905281066895]",6.12
4agp,4.69,"[7.227959156036377, 7.090762615203857, 7.309401512145996, 7.282565593719482, 7.163022041320801, 7.286722183227539, 7.48317813873291, 6.99589204788208, 6.932178020477295, 7.28460693359375]",7.21
4agq,5.01,"[7.521770000457764, 7.533824443817139, 7.221521854400635, 7.567535877227783, 6.780270099639893, 7.129053592681885, 7.281918525695801, 7.3200273513793945, 7.449779510498047, 7.591341972351074]",7.34
4ciw,4.82,"[4.941328048706055, 4.816405296325684, 5.3107428550720215, 4.8955464363098145, 5.306975364685059, 5.255476474761963, 4.895057201385498, 4.865017890930176, 5.045614242553711, 5.079052448272705]",5.04
4dld,5.82,"[6.0684428215026855, 5.954421520233154, 5.9219536781311035, 6.109348773956299, 6.168614864349365, 6.921184062957764, 5.802829265594482, 5.803054332733154, 5.661211013793945, 6.33256196975708]",6.07
4f2w,11.3,"[6.233931541442871, 6.492207050323486, 6.461112976074219, 6.363508224487305, 6.201663970947266, 6.258922576904297, 6.517950534820557, 6.330007076263428, 6.290058612823486, 6.283634185791016]",6.34
4f3c,11.82,"[6.559636116027832, 6.753190517425537, 7.1308207511901855, 6.96146821975708, 6.769250392913818, 7.1877970695495605, 6.802517890930176, 6.844542026519775, 7.082178115844727, 6.921185493469238]",6.9
4gid,10.77,"[8.053893089294434, 8.104120254516602, 8.027837753295898, 8.179438591003418, 8.195701599121094, 8.401795387268066, 7.880998611450195, 8.159276962280273, 7.977238655090332, 8.209659576416016]",8.12
4j28,5.7,"[5.188395977020264, 4.482607364654541, 4.769268989562988, 4.499577522277832, 4.342066764831543, 4.801008224487305, 4.5570597648620605, 4.743811130523682, 4.721848964691162, 5.005096912384033]",4.71
4jfs,5.27,"[5.063659191131592, 4.66656494140625, 4.948811054229736, 5.287431240081787, 5.374169826507568, 4.971416473388672, 4.444575309753418, 4.553384780883789, 4.630774021148682, 4.292415618896484]",4.82
4jxs,4.74,"[6.252228260040283, 6.154811859130859, 6.603168487548828, 6.349526405334473, 6.030482292175293, 6.197681903839111, 6.205089092254639, 6.1094255447387695, 6.0504326820373535, 6.181625843048096]",6.21
4k18,8.96,"[6.625214576721191, 6.435044288635254, 6.558200359344482, 6.623458385467529, 6.240033149719238, 6.411710262298584, 6.625061511993408, 6.325953006744385, 6.306148529052734, 6.301499366760254]",6.45
4kz6,3.1,"[4.999098777770996, 4.830353736877441, 4.985513210296631, 4.728930473327637, 4.749876976013184, 4.603817462921143, 4.81393575668335, 4.9766435623168945, 4.73529577255249, 4.775841236114502]",4.82
4kzq,6.1,"[4.79224157333374, 5.404107570648193, 5.0972208976745605, 4.785176753997803, 5.056151390075684, 5.1937150955200195, 5.217552661895752, 4.972126483917236, 4.934030532836914, 4.966709136962891]",5.04
4kzu,6.5,"[5.149929523468018, 5.050930500030518, 5.217920780181885, 5.121043682098389, 5.31001091003418, 5.332048416137695, 5.238444805145264, 5.228462219238281, 5.110505104064941, 5.39103889465332]",5.22
4llx,2.89,"[4.41325569152832, 4.425418853759766, 4.298290729522705, 4.3882670402526855, 4.363043308258057, 4.533361434936523, 4.579031467437744, 4.4268341064453125, 4.689205169677734, 4.444161891937256]",4.46
4lzs,4.8,"[4.4071879386901855, 4.646484375, 4.570209503173828, 4.63815975189209, 4.737574577331543, 4.81296968460083, 4.684045791625977, 4.781368255615234, 4.507029056549072, 4.651759147644043]",4.64
4m0y,6.46,"[5.44718074798584, 5.297419548034668, 5.919055461883545, 5.234773635864258, 4.948238372802734, 5.522321701049805, 5.519717693328857, 5.651923656463623, 5.627054214477539, 5.399832725524902]",5.46
4ogj,6.79,"[7.935810089111328, 7.642615795135498, 7.647289276123047, 7.528069496154785, 7.594310760498047, 7.630206108093262, 7.6570210456848145, 7.543259620666504, 8.110790252685547, 7.745699405670166]",7.7
4pcs,7.85,"[4.618687629699707, 4.927251815795898, 4.818614482879639, 4.792990684509277, 4.6310343742370605, 4.817975044250488, 4.822239398956299, 4.6717753410339355, 4.842724800109863, 4.703145980834961]",4.76
4wiv,6.26,"[6.810038089752197, 6.926639556884766, 6.935061931610107, 6.608242988586426, 6.9015984535217285, 6.742371559143066, 6.796192646026611, 6.822616100311279, 6.587860584259033, 6.861551761627197]",6.8
