pdbid,real,predictions,mean_pred
1p1n,6.8,"[4.660836219787598, 4.540463447570801, 4.9945573806762695, 4.88652229309082, 5.007971286773682, 4.570359230041504, 4.53120231628418, 4.989104270935059, 4.871020317077637, 4.632384300231934]",4.77
1qkt,9.04,"[6.81952428817749, 6.794853210449219, 6.531317234039307, 7.188789367675781, 6.241374492645264, 6.538153648376465, 7.2751240730285645, 6.773184299468994, 7.131368637084961, 6.7507710456848145]",6.8
1syi,5.44,"[5.496245861053467, 5.745622634887695, 5.647696495056152, 5.477834701538086, 5.421652317047119, 5.582788467407227, 5.613122463226318, 5.576188087463379, 5.762231826782227, 5.64288854598999]",5.6
1y6r,10.11,"[6.104994297027588, 6.039102077484131, 6.036128520965576, 5.911717891693115, 6.137783527374268, 6.167651176452637, 5.878849983215332, 6.075737476348877, 5.947949409484863, 6.02817440032959]",6.03
1yc1,6.17,"[6.099442005157471, 6.188343048095703, 6.1223649978637695, 6.073196887969971, 6.0229573249816895, 6.369964122772217, 6.199709415435791, 6.252774238586426, 6.349090576171875, 6.221179008483887]",6.19
2v00,3.66,"[4.404793739318848, 4.68658447265625, 4.786815643310547, 4.333259582519531, 4.330172538757324, 4.1566948890686035, 4.526678085327148, 4.635714530944824, 4.613616943359375, 4.524285316467285]",4.5
2vw5,8.52,"[7.257986068725586, 7.190500259399414, 7.134295463562012, 7.26741886138916, 7.382775783538818, 7.375466346740723, 7.175576210021973, 7.306651592254639, 7.386721134185791, 7.158469200134277]",7.26
2wer,7.05,"[6.192687511444092, 6.473993301391602, 6.550455093383789, 6.406320095062256, 6.430359363555908, 6.255282878875732, 6.4360198974609375, 6.637037754058838, 6.512221813201904, 6.414124965667725]",6.43
2wnc,6.32,"[5.957529067993164, 5.776505947113037, 5.577033042907715, 6.520421981811523, 6.533088684082031, 5.971861839294434, 6.042675971984863, 6.716975688934326, 5.766636371612549, 6.2312541007995605]",6.11
2wvt,6.12,"[5.188196182250977, 5.15016508102417, 4.997730255126953, 4.74875545501709, 5.2758331298828125, 5.095297336578369, 5.271035194396973, 5.22062873840332, 5.058412551879883, 5.244200706481934]",5.13
