,pdbid,real,prediction
0,1a30,4.3,6.324248313903809
1,1bcu,3.28,4.743027687072754
2,1bzc,4.92,6.01887845993042
3,1c5z,4.01,3.7482590675354004
4,1e66,9.89,6.922881603240967
5,1eby,9.7,8.376700401306152
6,1g2k,7.96,8.385293960571289
7,1gpk,5.37,6.405984878540039
8,1gpn,6.48,5.9962358474731445
9,1h22,9.1,5.775294780731201
10,1h23,8.35,6.076882362365723
11,1k1i,6.58,7.241415977478027
12,1lpg,7.09,7.653554439544678
13,1mq6,11.15,8.541119575500488
14,1nc1,6.12,9.125930786132812
15,1nc3,5.0,4.8680925369262695
16,1nvq,8.25,5.757900714874268
17,1o0h,5.92,5.114518642425537
18,1o3f,7.96,6.801791191101074
19,1o5b,5.77,5.806826591491699
20,1owh,7.4,7.7007622718811035
21,1oyt,7.24,7.589599132537842
22,1p1n,6.8,7.1902875900268555
23,1p1q,4.89,6.523186683654785
24,1ps3,2.28,5.235063552856445
25,1pxn,7.15,7.066832542419434
26,1q8t,4.76,5.131068706512451
27,1q8u,5.96,7.12537956237793
28,1qf1,7.32,7.275333404541016
29,1qkt,9.04,6.639874458312988
30,1r5y,6.46,4.596010684967041
31,1s38,5.15,2.90128231048584
32,1sqa,9.21,7.81591796875
33,1syi,5.44,5.12242317199707
34,1u1b,7.8,5.290451526641846
35,1uto,2.27,3.9828433990478516
36,1vso,4.72,5.696998119354248
37,1w4o,5.22,4.712199687957764
38,1y6r,10.11,9.189631462097168
39,1yc1,6.17,6.892290115356445
40,1ydr,5.52,5.9710001945495605
41,1ydt,7.32,6.358726978302002
42,1z6e,9.72,8.245849609375
43,1z95,7.12,7.39608097076416
44,1z9g,5.64,6.112210273742676
45,2al5,8.4,6.59976863861084
46,2br1,5.14,5.991415023803711
47,2brb,4.86,6.173842430114746
48,2c3i,7.6,6.293755531311035
49,2cbv,5.48,5.523248195648193
50,2cet,8.02,6.875574111938477
51,2fvd,8.52,7.624269962310791
52,2fxs,6.06,6.6089677810668945
53,2hb1,3.8,5.228814125061035
54,2iwx,6.68,5.604780197143555
55,2j78,6.42,5.094432830810547
56,2j7h,7.19,6.785610198974609
57,2p15,10.3,7.039339065551758
58,2p4y,9.0,7.046135902404785
59,2pog,9.54,6.567896366119385
60,2qbp,8.4,6.053913593292236
61,2qbq,7.44,7.253097057342529
62,2qbr,6.33,6.721443176269531
63,2qe4,7.96,6.860307693481445
64,2qnq,6.11,6.119260787963867
65,2r9w,5.1,5.740623474121094
66,2v00,3.66,5.203962326049805
67,2v7a,8.3,6.9391398429870605
68,2vkm,8.74,8.289852142333984
69,2vvn,7.3,7.0091872215271
70,2vw5,8.52,6.853356838226318
71,2w4x,4.85,5.421241760253906
72,2w66,4.05,7.03527307510376
73,2wbg,4.45,6.150559902191162
74,2wca,5.6,6.284424781799316
75,2weg,6.5,4.293790340423584
76,2wer,7.05,5.068388938903809
77,2wn9,8.52,4.995167255401611
78,2wnc,6.32,6.520755767822266
79,2wtv,8.74,8.209006309509277
80,2wvt,6.12,3.776841640472412
81,2x00,11.33,9.043375015258789
82,2xb8,7.59,6.086782455444336
83,2xbv,8.43,8.862701416015625
84,2xdl,3.1,5.646430015563965
85,2xii,7.2,7.8702545166015625
