,pdbid,real,prediction
0,1a30,4.3,6.069523334503174
1,1bcu,3.28,5.437648773193359
2,1bzc,4.92,6.569534778594971
3,1c5z,4.01,3.6177873611450195
4,1e66,9.89,7.334660053253174
5,1eby,9.7,8.600404739379883
6,1g2k,7.96,8.225297927856445
7,1gpk,5.37,7.294267654418945
8,1gpn,6.48,7.538671016693115
9,1h22,9.1,5.880362510681152
10,1h23,8.35,5.75185489654541
11,1k1i,6.58,7.59458589553833
12,1lpg,7.09,7.832422256469727
13,1mq6,11.15,8.487757682800293
14,1nc1,6.12,9.284368515014648
15,1nc3,5.0,5.425543785095215
16,1nvq,8.25,6.320508003234863
17,1o0h,5.92,4.921886444091797
18,1o3f,7.96,7.2597150802612305
19,1o5b,5.77,5.575136184692383
20,1owh,7.4,7.861570358276367
21,1oyt,7.24,7.555160045623779
22,1p1n,6.8,6.980758190155029
23,1p1q,4.89,5.956603527069092
24,1ps3,2.28,5.279788017272949
25,1pxn,7.15,7.261013984680176
26,1q8t,4.76,5.165731430053711
27,1q8u,5.96,6.977166652679443
28,1qf1,7.32,7.3688788414001465
29,1qkt,9.04,8.056524276733398
30,1r5y,6.46,5.718777179718018
31,1s38,5.15,2.87503719329834
32,1sqa,9.21,8.267627716064453
33,1syi,5.44,5.286096572875977
34,1u1b,7.8,5.620510578155518
35,1uto,2.27,4.040432929992676
36,1vso,4.72,5.623623371124268
37,1w4o,5.22,4.843382835388184
38,1y6r,10.11,9.318315505981445
39,1yc1,6.17,7.115278720855713
40,1ydr,5.52,5.845175743103027
41,1ydt,7.32,6.186803817749023
42,1z6e,9.72,8.571582794189453
43,1z95,7.12,6.985469341278076
44,1z9g,5.64,5.989171981811523
45,2al5,8.4,6.593451023101807
46,2br1,5.14,6.351207733154297
47,2brb,4.86,6.805788993835449
48,2c3i,7.6,6.741043567657471
49,2cbv,5.48,5.566473007202148
50,2cet,8.02,5.8418145179748535
51,2fvd,8.52,7.7931742668151855
52,2fxs,6.06,6.220584869384766
53,2hb1,3.8,5.089789390563965
54,2iwx,6.68,5.745635032653809
55,2j78,6.42,4.735311508178711
56,2j7h,7.19,4.820613861083984
57,2p15,10.3,7.5341572761535645
58,2p4y,9.0,7.301544666290283
59,2pog,9.54,6.369420528411865
60,2qbp,8.4,6.121497631072998
61,2qbq,7.44,7.82432222366333
62,2qbr,6.33,7.242457866668701
63,2qe4,7.96,6.446473121643066
64,2qnq,6.11,6.1133198738098145
65,2r9w,5.1,6.410704135894775
66,2v00,3.66,4.188589096069336
67,2v7a,8.3,7.222115993499756
68,2vkm,8.74,8.217334747314453
69,2vvn,7.3,7.01572847366333
70,2vw5,8.52,7.044990539550781
71,2w4x,4.85,5.983121395111084
72,2w66,4.05,5.9331159591674805
73,2wbg,4.45,5.290289878845215
74,2wca,5.6,6.614570140838623
75,2weg,6.5,4.003228664398193
76,2wer,7.05,5.532412052154541
77,2wn9,8.52,6.007768154144287
78,2wnc,6.32,7.126049518585205
79,2wtv,8.74,7.744309425354004
80,2wvt,6.12,4.595626354217529
81,2x00,11.33,9.095840454101562
82,2xb8,7.59,6.085877895355225
83,2xbv,8.43,8.852709770202637
84,2xdl,3.1,5.363938808441162
85,2xii,7.2,7.663954734802246
86,2xj7,6.66,5.704025745391846
87,2xnb,6.83,7.53764009475708
88,2xys,7.42,7.413772106170654
89,2y5h,5.79,7.432708263397217
90,2yfe,6.63,6.242337703704834
91,2yge,5.06,5.926977157592773
92,2yki,9.46,5.945222854614258
93,2ymd,3.16,7.837305545806885
94,2zb1,6.32,7.427893161773682
95,2zcq,8.82,5.798593521118164
96,2zcr,6.87,7.361643314361572
97,2zda,8.4,5.124472618103027
98,2zy1,7.4,7.363470554351807
99,3acw,4.76,6.540956020355225
100,3ag9,8.05,6.960489749908447
101,3ao4,2.07,6.433911323547363
102,3arp,7.15,6.9699177742004395
103,3arq,6.4,7.571022033691406
104,3aru,3.22,6.748215675354004
105,3arv,5.64,5.987330913543701
106,3ary,6.0,7.665493488311768
107,3b1m,8.48,7.8575520515441895
108,3b27,5.16,6.7674102783203125
109,3b5r,8.77,7.760943412780762
110,3b65,9.27,7.56530237197876
111,3b68,8.4,7.135621547698975
112,3bgz,6.26,6.1114678382873535
113,3bv9,5.36,7.531143665313721
114,3cj4,6.51,6.564971446990967
115,3coy,6.02,7.422091960906982
116,3coz,5.57,7.181110858917236
117,3d4z,4.89,5.749014377593994
118,3d6q,3.76,5.305697441101074
119,3dd0,9.0,5.924555778503418
120,3dx1,3.58,5.886651992797852
121,3dx2,6.82,7.180027961730957
122,3dxg,2.4,4.724612236022949
123,3e5a,8.23,7.793043613433838
124,3e92,8.0,7.387659072875977
125,3e93,8.85,7.198024272918701
126,3ebp,5.91,6.938603401184082
127,3ehy,5.85,5.699681282043457
128,3ejr,8.57,7.448808193206787
129,3f3a,4.19,4.827207565307617
130,3f3c,6.02,3.9445297718048096
131,3f3d,7.16,3.5348634719848633
132,3f3e,7.7,4.297985076904297
133,3fcq,2.77,4.882485389709473
134,3fur,8.0,8.360244750976562
135,3fv1,9.3,6.206062316894531
136,3fv2,8.11,6.403079509735107
137,3g0w,9.52,7.872615337371826
138,3g2n,4.09,5.508421897888184
139,3g2z,2.36,3.433027744293213
140,3g31,2.89,5.128954887390137
141,3gbb,6.9,6.000301361083984
142,3gc5,7.26,7.585385799407959
143,3ge7,8.7,7.067370891571045
144,3gnw,9.1,8.437467575073242
145,3gr2,2.52,3.3677473068237305
146,3gv9,2.12,4.662026882171631
147,3gy4,5.1,4.447372913360596
148,3ivg,4.3,6.3117876052856445
149,3jvr,5.72,8.332235336303711
150,3jvs,6.54,6.924907684326172
151,3jya,6.89,5.383953094482422
152,3k5v,6.3,7.766988754272461
153,3kgp,2.57,5.152805328369141
154,3kr8,8.1,7.22382116317749
155,3kwa,4.08,5.716052055358887
156,3l7b,2.4,4.741725444793701
157,3lka,2.82,3.4939656257629395
158,3mss,4.66,7.36562967300415
159,3myg,10.7,7.066512584686279
160,3n76,6.85,5.42069673538208
161,3n7a,3.7,2.9429314136505127
162,3n86,5.64,7.789898872375488
163,3nq9,4.03,4.489126682281494
164,3nw9,9.0,8.067928314208984
165,3nx7,8.1,5.851426601409912
166,3o9i,11.82,10.401865005493164
167,3oe4,7.47,6.175909519195557
168,3oe5,6.88,6.431369304656982
169,3ozs,5.33,6.666509628295898
170,3ozt,4.13,5.651032447814941
171,3p5o,7.26,7.754700183868408
172,3prs,7.82,7.25339412689209
173,3pww,7.32,6.278019428253174
174,3pxf,4.43,5.302882194519043
175,3pyy,6.86,7.2478718757629395
176,3qgy,7.8,6.967711925506592
177,3qqs,5.82,5.247636795043945
178,3r88,4.82,5.482177257537842
179,3rlr,7.52,7.753126621246338
180,3rr4,4.55,6.856070518493652
181,3rsx,4.41,4.200307846069336
182,3ryj,7.8,6.750016689300537
183,3syr,5.1,5.4206953048706055
184,3tsk,7.17,8.125741004943848
185,3twp,3.92,5.162264347076416
186,3u5j,5.61,7.43110466003418
187,3u8k,8.66,5.8196821212768555
188,3u8n,10.17,5.610393047332764
189,3u9q,4.38,4.728480339050293
190,3udh,2.85,5.8500823974609375
191,3ueu,5.24,4.745635032653809
192,3uev,5.89,5.23280143737793
193,3uew,6.31,5.576211452484131
194,3uex,6.92,5.847609519958496
195,3ui7,9.0,7.031127452850342
196,3uo4,6.52,7.6690568923950195
197,3up2,7.4,7.80945348739624
198,3uri,9.0,7.1502299308776855
199,3utu,10.92,7.195087432861328
200,3uuo,7.96,7.439600944519043
201,3wtj,6.53,6.406733989715576
202,3wz8,5.82,7.0680341720581055
203,3zdg,7.1,4.624057292938232
204,3zso,5.12,7.185041904449463
205,3zsx,3.28,5.2618560791015625
206,3zt2,2.84,6.3947882652282715
207,4abg,3.57,5.881871223449707
208,4agn,3.97,6.891235828399658
209,4agp,4.69,7.483325481414795
210,4agq,5.01,7.27203893661499
211,4bkt,3.62,4.00850248336792
212,4cig,3.67,6.7067694664001465
213,4ciw,4.82,5.035634994506836
214,4cr9,4.1,3.9519505500793457
215,4cra,7.22,7.411411762237549
216,4crc,8.72,7.738242149353027
217,4ddh,3.3,4.245971202850342
218,4ddk,2.29,4.39768648147583
219,4de1,5.96,7.359714508056641
220,4de2,4.12,7.763991832733154
221,4de3,5.52,7.004159450531006
222,4djv,6.72,5.996712684631348
223,4dld,5.82,6.171759128570557
224,4dli,5.62,6.736348628997803
225,4e5w,7.66,8.297980308532715
226,4e6q,8.36,7.459658145904541
227,4ea2,6.44,7.341135501861572
228,4eky,3.52,6.091598987579346
229,4eo8,8.15,7.331292152404785
230,4eor,6.3,6.793737888336182
231,4f09,6.7,6.89415979385376
232,4f2w,11.3,9.266046524047852
233,4f3c,11.82,7.6134161949157715
234,4f9w,6.94,6.910595417022705
235,4gfm,7.22,5.795899391174316
236,4gid,10.77,7.523897647857666
237,4gkm,5.17,6.1729278564453125
238,4gr0,9.55,8.229955673217773
239,4hge,7.92,7.8272199630737305
240,4ih5,4.11,5.847787857055664
241,4ih7,5.24,5.659384727478027
242,4ivb,8.72,7.371445178985596
243,4ivc,10.0,7.54590368270874
244,4ivd,9.52,7.462646484375
245,4j21,7.41,6.731553554534912
246,4j28,5.7,6.547203063964844
247,4j3l,7.8,6.6706414222717285
248,4jfs,5.27,4.774256706237793
249,4jia,9.22,7.45951509475708
250,4jsz,2.3,4.296521186828613
251,4jxs,4.74,5.617973327636719
252,4k18,8.96,8.000432014465332
253,4k77,6.63,6.713068008422852
254,4kz6,3.1,5.5070343017578125
255,4kzq,6.1,6.920403003692627
256,4kzu,6.5,6.426864147186279
257,4llx,2.89,4.5605645179748535
258,4lzs,4.8,5.229020118713379
259,4m0y,6.46,6.634481906890869
260,4m0z,5.19,6.735875606536865
261,4mgd,4.69,5.93535852432251
262,4mme,6.5,5.759125232696533
263,4ogj,6.79,7.516477584838867
264,4owm,2.96,3.9970951080322266
265,4pcs,7.85,4.190117835998535
266,4qac,9.4,7.785269260406494
267,4qd6,8.64,7.583664417266846
268,4rfm,10.05,7.11828088760376
269,4tmn,10.17,7.368411540985107
270,4twp,10.0,8.322551727294922
271,4ty7,9.52,7.592720985412598
272,4u4s,2.92,4.8622846603393555
273,4w9c,4.65,7.374538898468018
274,4w9h,6.73,6.584763050079346
275,4w9i,5.96,7.603036880493164
276,4w9l,5.02,8.259032249450684
277,4wiv,6.26,7.774020195007324
278,4x6p,8.3,8.040287017822266
279,5a7b,3.57,7.683956146240234
280,5aba,2.98,7.473676681518555
281,5c28,5.66,5.424191474914551
282,5c2h,11.09,7.893399715423584
283,5dwr,11.22,7.716237545013428
284,5tmn,8.04,6.108444690704346
