,pdbid,real,prediction
0,1a30,4.3,6.328609466552734
1,1bcu,3.28,6.199883937835693
2,1bzc,4.92,6.250041961669922
3,1c5z,4.01,3.6423401832580566
4,1e66,9.89,7.087008953094482
5,1eby,9.7,9.067358016967773
6,1g2k,7.96,7.998748302459717
7,1gpk,5.37,6.299380779266357
8,1gpn,6.48,6.376424789428711
9,1h22,9.1,6.433885097503662
10,1h23,8.35,6.729179859161377
11,1k1i,6.58,7.843738079071045
12,1lpg,7.09,7.396806240081787
13,1mq6,11.15,7.96688985824585
14,1nc1,6.12,8.184674263000488
15,1nc3,5.0,6.861015796661377
16,1nvq,8.25,6.729711055755615
17,1o0h,5.92,4.856870651245117
18,1o3f,7.96,7.255682468414307
19,1o5b,5.77,5.380324840545654
20,1owh,7.4,8.221431732177734
21,1oyt,7.24,7.236171722412109
22,1p1n,6.8,6.360888957977295
23,1p1q,4.89,5.755371570587158
24,1ps3,2.28,4.897381782531738
25,1pxn,7.15,6.932363033294678
26,1q8t,4.76,5.490300178527832
27,1q8u,5.96,6.605788707733154
28,1qf1,7.32,7.1887054443359375
29,1qkt,9.04,6.942820072174072
30,1r5y,6.46,5.388476848602295
31,1s38,5.15,3.4867963790893555
32,1sqa,9.21,8.13428783416748
33,1syi,5.44,5.140863418579102
34,1u1b,7.8,5.3739013671875
35,1uto,2.27,3.9338855743408203
36,1vso,4.72,5.986011981964111
37,1w4o,5.22,4.595858097076416
38,1y6r,10.11,8.857100486755371
39,1yc1,6.17,6.712741851806641
40,1ydr,5.52,5.585285663604736
41,1ydt,7.32,6.095752239227295
42,1z6e,9.72,8.25345516204834
43,1z95,7.12,6.449025630950928
44,1z9g,5.64,6.34661865234375
45,2al5,8.4,6.001443862915039
46,2br1,5.14,6.44336462020874
47,2brb,4.86,6.611541748046875
48,2c3i,7.6,5.731252670288086
49,2cbv,5.48,5.256673812866211
50,2cet,8.02,5.626379013061523
51,2fvd,8.52,6.639772891998291
52,2fxs,6.06,6.2154364585876465
53,2hb1,3.8,6.189376354217529
54,2iwx,6.68,6.7510457038879395
55,2j78,6.42,4.112731456756592
56,2j7h,7.19,5.788276195526123
57,2p15,10.3,7.281289100646973
58,2p4y,9.0,7.121552467346191
59,2pog,9.54,6.932770252227783
60,2qbp,8.4,6.27438497543335
61,2qbq,7.44,7.897010326385498
62,2qbr,6.33,6.043529510498047
63,2qe4,7.96,6.3212080001831055
64,2qnq,6.11,6.661998748779297
65,2r9w,5.1,5.7253851890563965
66,2v00,3.66,4.509009838104248
67,2v7a,8.3,7.035367012023926
68,2vkm,8.74,8.473419189453125
69,2vvn,7.3,6.469793319702148
70,2vw5,8.52,7.378185749053955
71,2w4x,4.85,5.690877914428711
72,2w66,4.05,7.1324849128723145
73,2wbg,4.45,5.953834533691406
74,2wca,5.6,6.576737880706787
75,2weg,6.5,4.042045593261719
76,2wer,7.05,5.523833751678467
77,2wn9,8.52,6.3982930183410645
78,2wnc,6.32,6.518386363983154
79,2wtv,8.74,7.940421104431152
80,2wvt,6.12,4.29648494720459
81,2x00,11.33,8.09961986541748
82,2xb8,7.59,6.232098579406738
83,2xbv,8.43,8.498737335205078
84,2xdl,3.1,5.651497840881348
85,2xii,7.2,7.468804359436035
86,2xj7,6.66,5.6670403480529785
87,2xnb,6.83,7.324246883392334
88,2xys,7.42,7.339902877807617
89,2y5h,5.79,6.599452018737793
90,2yfe,6.63,6.881216526031494
91,2yge,5.06,5.262548923492432
92,2yki,9.46,6.02817964553833
93,2ymd,3.16,7.8198018074035645
94,2zb1,6.32,7.327162742614746
95,2zcq,8.82,6.794763565063477
96,2zcr,6.87,7.183516979217529
97,2zda,8.4,5.68413782119751
98,2zy1,7.4,7.248836994171143
99,3acw,4.76,6.4489426612854
100,3ag9,8.05,7.6664204597473145
101,3ao4,2.07,6.346869468688965
102,3arp,7.15,6.358252048492432
103,3arq,6.4,6.8543171882629395
104,3aru,3.22,5.268167495727539
105,3arv,5.64,6.455299377441406
106,3ary,6.0,7.066202640533447
107,3b1m,8.48,7.389172077178955
108,3b27,5.16,5.185794353485107
109,3b5r,8.77,7.526179790496826
110,3b65,9.27,7.290865898132324
111,3b68,8.4,6.4176106452941895
112,3bgz,6.26,6.527384281158447
113,3bv9,5.36,7.1238603591918945
114,3cj4,6.51,6.838273525238037
115,3coy,6.02,6.80535364151001
116,3coz,5.57,6.557178020477295
117,3d4z,4.89,6.579017162322998
118,3d6q,3.76,6.674713611602783
119,3dd0,9.0,5.175924301147461
