pdbid,real,predictions,mean_pred
1p1n,6.8,"[5.151129722595215, 4.307435035705566, 5.945563316345215, 5.452577590942383, 5.60004186630249, 5.027710437774658, 4.604632377624512, 6.006024360656738, 4.990050315856934, 4.453423976898193]",5.15
1qkt,9.04,"[7.174562454223633, 6.759776592254639, 6.636044979095459, 6.893670558929443, 7.066456317901611, 6.959928035736084, 6.732215404510498, 7.1138386726379395, 7.126450061798096, 6.895012855529785]",6.94
1syi,5.44,"[5.700516700744629, 5.346179962158203, 5.578583240509033, 5.971494197845459, 5.6658935546875, 5.435719013214111, 5.628690242767334, 5.9773736000061035, 5.803348064422607, 5.84552001953125]",5.7
1y6r,10.11,"[7.302412509918213, 7.5398945808410645, 7.535806655883789, 7.127448081970215, 7.501271724700928, 7.689311504364014, 7.278012275695801, 7.747933864593506, 7.599884510040283, 7.531316757202148]",7.49
1yc1,6.17,"[6.821138381958008, 7.0307745933532715, 6.791434288024902, 6.7749810218811035, 6.451895713806152, 6.7004714012146, 6.434813022613525, 6.733504772186279, 6.253622531890869, 6.767298221588135]",6.68
2v00,3.66,"[4.506985664367676, 4.995091438293457, 5.031277656555176, 4.7278947830200195, 5.020790100097656, 3.8885202407836914, 4.723908424377441, 4.634311676025391, 4.889825820922852, 4.924485206604004]",4.73
2vw5,8.52,"[7.166833400726318, 7.907077789306641, 7.5024333000183105, 7.742642879486084, 7.684103488922119, 7.846579074859619, 7.631393909454346, 7.129488945007324, 7.22769021987915, 6.873958587646484]",7.47
2wer,7.05,"[6.450188636779785, 6.669215679168701, 6.52672815322876, 6.73737096786499, 6.623033046722412, 6.942543029785156, 6.425719738006592, 6.599462509155273, 6.698166370391846, 6.569372177124023]",6.62
2wnc,6.32,"[6.635527610778809, 6.115762233734131, 6.6623358726501465, 6.523757457733154, 6.699495792388916, 6.814489841461182, 6.2255072593688965, 6.568506717681885, 6.652235507965088, 6.168948650360107]",6.51
2wvt,6.12,"[4.568378448486328, 4.933213710784912, 4.530133247375488, 4.743703842163086, 4.654559135437012, 4.826910972595215, 4.6125288009643555, 4.836960792541504, 4.645730972290039, 4.503833770751953]",4.69
2x00,11.33,"[7.950381278991699, 7.652528285980225, 7.325358867645264, 7.510373592376709, 7.729990005493164, 7.590151309967041, 7.595909118652344, 7.535584449768066, 7.718998908996582, 7.610491752624512]",7.62
2xb8,7.59,"[6.407223701477051, 6.574502944946289, 5.537440299987793, 6.223649501800537, 6.381917953491211, 6.154416561126709, 6.2884602546691895, 6.362912654876709, 6.053271770477295, 6.166391372680664]",6.22
2xdl,3.1,"[5.105118751525879, 4.968663692474365, 5.138140678405762, 5.261357307434082, 4.993732452392578, 5.180441856384277, 5.082891464233398, 5.24503755569458, 5.279708385467529, 5.368879318237305]",5.16
2xii,7.2,"[6.789403438568115, 7.314598560333252, 6.650458812713623, 7.597207546234131, 6.985291957855225, 6.713936805725098, 7.095953464508057, 7.229377269744873, 6.877182483673096, 6.976372241973877]",7.02
2yki,9.46,"[8.713212966918945, 8.306608200073242, 9.02701473236084, 8.093446731567383, 8.997318267822266, 8.741876602172852, 8.857709884643555, 8.522220611572266, 8.034175872802734, 9.198657989501953]",8.65
2ymd,3.16,"[5.115269184112549, 4.563325881958008, 4.990185737609863, 4.937237739562988, 4.5909295082092285, 4.801934719085693, 5.002376079559326, 4.871060371398926, 4.837501525878906, 5.047175407409668]",4.88
3aru,3.22,"[5.577146053314209, 5.454564571380615, 5.4800591468811035, 5.741917133331299, 5.427280426025391, 5.190083980560303, 5.043506145477295, 5.202808856964111, 5.354458332061768, 5.498586177825928]",5.4
3ary,6.0,"[5.988901615142822, 6.828090667724609, 6.000382900238037, 6.083550930023193, 4.501165390014648, 6.494859218597412, 6.51829195022583, 6.959627628326416, 6.645714282989502, 5.559162616729736]",6.16
3b27,5.16,"[5.621453762054443, 5.654969692230225, 5.394079685211182, 5.6818342208862305, 5.2687764167785645, 5.502525806427002, 5.434962749481201, 5.338944911956787, 5.238754749298096, 5.02968168258667]",5.42
3b5r,8.77,"[7.324421405792236, 7.542896270751953, 7.158674716949463, 7.949822902679443, 7.648751735687256, 7.0912957191467285, 7.613422393798828, 7.292962074279785, 7.657939434051514, 7.377552509307861]",7.47
3b65,9.27,"[6.518276691436768, 6.457481861114502, 6.512165546417236, 6.6345906257629395, 6.207187652587891, 6.4844279289245605, 6.361443042755127, 6.606077671051025, 6.3846964836120605, 6.696000099182129]",6.49
3b68,8.4,"[7.215587615966797, 7.103326797485352, 7.4028639793396, 7.535226345062256, 7.510749816894531, 6.917783260345459, 7.844180583953857, 7.31601095199585, 6.697060585021973, 7.405073642730713]",7.29
3d4z,4.89,"[3.3882393836975098, 4.193024635314941, 3.998408317565918, 4.172024726867676, 4.099081516265869, 3.835937023162842, 4.007735729217529, 4.126471996307373, 3.957775354385376, 3.8646342754364014]",3.96
3d6q,3.76,"[5.682605266571045, 5.568769454956055, 5.578291416168213, 5.345025539398193, 4.519990921020508, 5.4855055809021, 4.607556343078613, 5.672218322753906, 5.861114978790283, 5.655795574188232]",5.4
3dx1,3.58,"[3.9328083992004395, 4.193696975708008, 4.052698135375977, 3.866276741027832, 4.0038557052612305, 3.953725814819336, 4.160228252410889, 4.039948463439941, 3.883249044418335, 3.9769930839538574]",4.01
3dx2,6.82,"[5.106204986572266, 5.1852803230285645, 5.548764705657959, 5.158055782318115, 5.397572994232178, 5.35606575012207, 5.759867191314697, 5.866538047790527, 5.252677917480469, 5.656427383422852]",5.43
3dxg,2.4,"[4.414682388305664, 4.088601112365723, 4.373463153839111, 4.3905816078186035, 4.176131248474121, 4.092384338378906, 3.431605339050293, 4.6935882568359375, 4.654323577880859, 4.487123966217041]",4.28
3ehy,5.85,"[4.893738269805908, 5.090696334838867, 5.041090488433838, 5.188364505767822, 5.358741283416748, 5.157256603240967, 5.523550987243652, 5.476076602935791, 4.92686653137207, 5.3804707527160645]",5.2
3ejr,8.57,"[7.4971795082092285, 7.287337779998779, 7.220670223236084, 7.41949987411499, 7.411519527435303, 7.500294208526611, 7.407970905303955, 7.384340763092041, 7.261434555053711, 7.527842044830322]",7.39
3fcq,2.77,"[4.218360900878906, 4.423773765563965, 4.224788665771484, 4.368913173675537, 4.420815944671631, 4.028215408325195, 4.006897449493408, 4.121807098388672, 4.274036407470703, 4.075672149658203]",4.22
3g0w,9.52,"[6.964062690734863, 6.9725422859191895, 7.173404216766357, 7.241078853607178, 6.920806884765625, 7.254981517791748, 6.988022804260254, 7.114264011383057, 7.340198040008545, 7.108015537261963]",7.11
3gbb,6.9,"[5.642820358276367, 6.073513507843018, 5.519458293914795, 5.88845682144165, 6.031230449676514, 5.386253356933594, 5.865082263946533, 5.45244836807251, 5.466550827026367, 4.763396263122559]",5.61
3gr2,2.52,"[4.200361251831055, 4.255612373352051, 4.035119533538818, 5.1140313148498535, 4.775516986846924, 3.871133327484131, 4.5350236892700195, 3.6523232460021973, 4.19715690612793, 4.318413257598877]",4.3
3gv9,2.12,"[3.7973685264587402, 3.6257340908050537, 3.733417510986328, 3.7138619422912598, 4.160594940185547, 3.67905592918396, 3.7580158710479736, 4.142246246337891, 4.127445697784424, 3.546996593475342]",3.83
3jya,6.89,"[5.586397647857666, 5.537363529205322, 5.4860148429870605, 5.726955890655518, 5.484346866607666, 6.0687079429626465, 5.279537200927734, 5.6319260597229, 5.317037105560303, 5.935899257659912]",5.61
3lka,2.82,"[4.323764801025391, 3.988157272338867, 4.305361747741699, 4.435697078704834, 4.347619533538818, 4.471138954162598, 4.721499919891357, 4.308252811431885, 4.2499680519104, 4.438815116882324]",4.36
3n76,6.85,"[6.486449241638184, 6.698322296142578, 6.135946750640869, 6.608508586883545, 6.410572528839111, 6.47961950302124, 6.918081760406494, 6.259372234344482, 6.152549743652344, 7.156820774078369]",6.53
3n86,5.64,"[6.876454830169678, 6.903048992156982, 6.5445075035095215, 6.742614269256592, 6.745172023773193, 6.7651824951171875, 6.823029041290283, 6.979800701141357, 6.846517086029053, 6.7427449226379395]",6.8
3nq9,4.03,"[3.8096120357513428, 3.994569778442383, 3.6285464763641357, 3.9890592098236084, 3.984705686569214, 3.8966712951660156, 3.656973361968994, 3.966930627822876, 4.1863298416137695, 3.964143991470337]",3.91
3nx7,8.1,"[5.6820244789123535, 5.907627582550049, 4.495314121246338, 4.728700637817383, 5.38971471786499, 4.91231632232666, 5.546559810638428, 5.892789363861084, 4.59621000289917, 4.963022232055664]",5.21
