pdbid,real,predictions,mean_pred
1p1n,6.8,"[5.545324802398682, 5.009466171264648, 6.16530704498291, 6.094465732574463, 6.003086090087891, 5.410896301269531, 5.239202976226807, 6.309483051300049, 5.169271469116211, 4.836794853210449]",5.58
1qkt,9.04,"[7.246494293212891, 7.309797286987305, 7.00479793548584, 6.985590934753418, 7.211523532867432, 7.166080474853516, 7.045273780822754, 7.055639266967773, 7.200998306274414, 7.442304611206055]",7.17
1syi,5.44,"[6.251689910888672, 5.952263832092285, 5.8818817138671875, 6.189202308654785, 5.7494025230407715, 5.612637042999268, 5.864841461181641, 6.272888660430908, 6.366634368896484, 5.973183631896973]",6.01
1y6r,10.11,"[6.512912750244141, 6.923089027404785, 6.793323516845703, 6.771080493927002, 6.669247627258301, 6.732553005218506, 6.634302139282227, 6.841772556304932, 6.468050479888916, 6.5114593505859375]",6.69
1yc1,6.17,"[6.853118896484375, 6.689565658569336, 6.825228214263916, 7.156116008758545, 6.50042724609375, 6.660403251647949, 6.6577863693237305, 7.023810386657715, 6.5786566734313965, 6.520529747009277]",6.75
2v00,3.66,"[4.9808478355407715, 5.303718566894531, 5.277440547943115, 5.3109354972839355, 5.257004261016846, 4.455287456512451, 5.232803821563721, 4.884581565856934, 4.822132110595703, 5.207577228546143]",5.07
2vw5,8.52,"[7.594715118408203, 7.403956413269043, 7.4886579513549805, 7.456584453582764, 8.130644798278809, 7.962700366973877, 8.19346809387207, 7.880480766296387, 7.552231311798096, 7.735578536987305]",7.74
2wer,7.05,"[6.290754318237305, 6.509005546569824, 6.243233680725098, 6.568537712097168, 6.508764266967773, 6.5090484619140625, 5.980059623718262, 6.555975914001465, 6.602902412414551, 6.645730495452881]",6.44
2wnc,6.32,"[7.457721710205078, 6.621003150939941, 7.125265121459961, 7.142213821411133, 7.5800628662109375, 7.502063751220703, 7.206498146057129, 7.3128814697265625, 7.295377254486084, 6.913925647735596]",7.22
2wvt,6.12,"[5.0932159423828125, 5.069424629211426, 5.031534671783447, 5.0177717208862305, 4.943420886993408, 5.125577926635742, 4.941376686096191, 5.0150017738342285, 5.02149772644043, 4.925357818603516]",5.02
2x00,11.33,"[7.704564094543457, 7.464996337890625, 7.322124004364014, 7.5538506507873535, 7.600780963897705, 7.384218215942383, 7.313907623291016, 7.436887741088867, 7.328716278076172, 7.414484024047852]",7.45
