pdbid,real,predictions,mean_pred
1p1n,6.8,"[4.926572799682617, 5.011301040649414, 5.631422996520996, 5.588845252990723, 5.486738204956055, 4.867732048034668, 5.187776565551758, 5.995416641235352, 5.026637077331543, 4.868760108947754]",5.26
1qkt,9.04,"[7.014127731323242, 6.820305824279785, 6.778820991516113, 6.557313919067383, 6.896660804748535, 6.783450126647949, 6.669903755187988, 6.806098937988281, 6.682191848754883, 6.805253982543945]",6.78
1syi,5.44,"[6.063809394836426, 5.537034034729004, 5.552594184875488, 6.094953536987305, 5.470325469970703, 5.368193626403809, 5.615870475769043, 6.026481628417969, 6.100756645202637, 5.8624114990234375]",5.77
1y6r,10.11,"[6.4509077072143555, 6.458355903625488, 6.643333435058594, 6.118377685546875, 6.779533386230469, 6.739195823669434, 6.611085891723633, 6.433130264282227, 6.73444938659668, 6.737691879272461]",6.57
1yc1,6.17,"[6.675049781799316, 6.539510726928711, 6.626603126525879, 6.670402526855469, 6.083040237426758, 6.354384422302246, 5.982309341430664, 6.819818496704102, 5.693944931030273, 6.063158988952637]",6.35
2v00,3.66,"[5.208462715148926, 5.454594612121582, 4.601902961730957, 4.91104793548584, 5.165225982666016, 4.586763381958008, 4.7510223388671875, 4.621038436889648, 5.386903762817383, 4.858305931091309]",4.95
2vw5,8.52,"[8.317286491394043, 7.453144073486328, 7.251805305480957, 7.522284507751465, 7.928206443786621, 6.912590026855469, 8.339738845825195, 8.397967338562012, 7.239092826843262, 7.328300476074219]",7.67
2wer,7.05,"[6.332727432250977, 6.256134986877441, 6.701169967651367, 6.354703903198242, 6.673801422119141, 6.659605026245117, 6.167075157165527, 6.646969795227051, 6.512712478637695, 6.542223930358887]",6.48
2wnc,6.32,"[7.031641006469727, 6.144880294799805, 6.724954605102539, 6.775641441345215, 6.832066535949707, 6.9998884201049805, 6.850795745849609, 6.968259811401367, 6.48735237121582, 6.7260942459106445]",6.75
2wvt,6.12,"[5.030989646911621, 5.353567123413086, 4.88173770904541, 5.2049360275268555, 5.243165016174316, 5.193873405456543, 5.113673210144043, 5.043349266052246, 5.284966468811035, 5.241901397705078]",5.16
2x00,11.33,"[7.5740766525268555, 7.0334062576293945, 7.284608840942383, 7.701964378356934, 7.207389831542969, 6.864719390869141, 6.6932477951049805, 7.0524492263793945, 7.345644950866699, 6.998115539550781]",7.18
2xb8,7.59,"[6.212994575500488, 6.535185813903809, 5.898576736450195, 6.04206657409668, 6.065332412719727, 5.7975664138793945, 6.215847015380859, 5.871047019958496, 5.9882917404174805, 6.40036678314209]",6.1
2xdl,3.1,"[5.420981407165527, 5.335601806640625, 5.34808349609375, 5.530740737915039, 5.346203804016113, 5.31992244720459, 5.71018123626709, 5.484045028686523, 5.542776107788086, 5.570476531982422]",5.46
2xii,7.2,"[6.756089210510254, 6.791629791259766, 6.767827987670898, 6.131279945373535, 6.577327728271484, 6.529960632324219, 6.756847381591797, 6.6475677490234375, 6.4241228103637695, 6.389435768127441]",6.58
2yki,9.46,"[9.357752799987793, 8.388978958129883, 8.780238151550293, 8.227624893188477, 8.708690643310547, 8.171433448791504, 8.778646469116211, 7.972302436828613, 7.728517532348633, 8.089249610900879]",8.42
2ymd,3.16,"[5.500736236572266, 5.015467643737793, 5.334201812744141, 5.388240814208984, 4.999227523803711, 5.254942893981934, 5.408329010009766, 5.553269386291504, 5.259796142578125, 5.312756538391113]",5.3
3aru,3.22,"[5.167209625244141, 5.136096000671387, 5.412530899047852, 5.020017623901367, 4.803352355957031, 4.875176429748535, 5.116155624389648, 5.010824680328369, 5.2528839111328125, 5.403550148010254]",5.12
3ary,6.0,"[4.926694869995117, 4.957826614379883, 4.791512966156006, 4.822670936584473, 4.420627593994141, 4.992544651031494, 5.12823486328125, 4.841329097747803, 5.104459762573242, 4.937300682067871]",4.89
3b27,5.16,"[6.226734161376953, 5.7603864669799805, 6.230634689331055, 6.262600898742676, 6.185120582580566, 6.082289695739746, 6.116147041320801, 5.7277069091796875, 6.366474151611328, 5.718880653381348]",6.07
3b5r,8.77,"[6.891290664672852, 7.27778434753418, 6.480073928833008, 7.387596130371094, 6.511861801147461, 6.61353874206543, 6.841952323913574, 6.464230537414551, 6.918344497680664, 6.805356025695801]",6.82
3b65,9.27,"[6.3205413818359375, 6.355393409729004, 6.433298110961914, 6.306790351867676, 5.98419189453125, 6.2765302658081055, 6.346881866455078, 6.40516471862793, 6.142853736877441, 6.109928131103516]",6.27
3b68,8.4,"[7.6663055419921875, 6.495405197143555, 6.610509872436523, 7.017643928527832, 7.131275177001953, 6.813840866088867, 6.999505043029785, 6.646806716918945, 6.154644012451172, 6.97181510925293]",6.85
