pdbid,real,predictions,mean_pred
1p1n,6.8,"[5.111127853393555, 4.703728675842285, 6.012176513671875, 5.6795806884765625, 5.515405654907227, 4.63245964050293, 4.878378868103027, 6.09449577331543, 4.957743167877197, 4.987574577331543]",5.26
1qkt,9.04,"[6.908344268798828, 6.74290657043457, 6.719496726989746, 6.760235786437988, 6.695680618286133, 6.634881973266602, 6.650782585144043, 6.774271011352539, 6.792407035827637, 6.939812660217285]",6.76
1syi,5.44,"[6.151283264160156, 5.676719665527344, 5.954327583312988, 6.247450828552246, 6.108170509338379, 5.408000946044922, 5.961082458496094, 6.308793067932129, 6.4488067626953125, 6.073269844055176]",6.03
1y6r,10.11,"[6.663715362548828, 7.041328430175781, 6.9549970626831055, 6.837185859680176, 6.780088424682617, 6.880128860473633, 6.789238929748535, 7.139217376708984, 7.28958797454834, 6.888880729675293]",6.93
1yc1,6.17,"[6.814596176147461, 6.721599578857422, 6.571369171142578, 7.107989311218262, 6.770271301269531, 7.253366470336914, 6.747479438781738, 6.816814422607422, 6.889453887939453, 7.184237480163574]",6.89
2v00,3.66,"[4.667450904846191, 4.898592948913574, 4.508505821228027, 5.060976028442383, 5.1122283935546875, 4.212197303771973, 5.017854690551758, 4.571780681610107, 4.967748641967773, 5.171354293823242]",4.82
2vw5,8.52,"[7.248264312744141, 7.930510520935059, 7.114470481872559, 8.031538963317871, 7.248261451721191, 6.82994270324707, 7.168373107910156, 7.196734428405762, 7.430208206176758, 6.931183815002441]",7.31
2wer,7.05,"[6.4539899826049805, 6.2574567794799805, 6.5075836181640625, 6.575926780700684, 6.653916358947754, 6.306427001953125, 6.807450294494629, 6.483595848083496, 6.827535629272461, 6.543876647949219]",6.54
2wnc,6.32,"[6.995638847351074, 6.337444305419922, 6.708407402038574, 6.789839744567871, 6.695331573486328, 6.899592399597168, 6.631524085998535, 6.920163154602051, 6.606851577758789, 6.4764204025268555]",6.71
2wvt,6.12,"[4.882254123687744, 5.065672874450684, 4.9062957763671875, 4.871849060058594, 4.658723831176758, 5.096701622009277, 4.994178295135498, 5.149616241455078, 4.7880964279174805, 4.859079360961914]",4.93
2x00,11.33,"[7.945047378540039, 7.184625625610352, 7.688070297241211, 7.850438117980957, 7.652362823486328, 7.931706428527832, 7.602901458740234, 7.6894941329956055, 7.739620208740234, 7.455523490905762]",7.67
2xb8,7.59,"[5.9951934814453125, 6.1966094970703125, 5.403651237487793, 5.923572540283203, 6.406511306762695, 6.054871559143066, 5.921174049377441, 5.906998634338379, 6.174181938171387, 6.043401718139648]",6.0
2xdl,3.1,"[5.547458648681641, 5.515509605407715, 5.538488388061523, 5.449485778808594, 5.539918899536133, 5.48753547668457, 5.599950790405273, 5.555127143859863, 5.33961296081543, 5.717126846313477]",5.53
2xii,7.2,"[6.690073013305664, 6.135256767272949, 6.70955753326416, 6.981288909912109, 7.203387260437012, 6.721385955810547, 7.113083839416504, 6.592041015625, 6.661403656005859, 6.739333152770996]",6.75
2yki,9.46,"[9.15398120880127, 8.532665252685547, 9.173489570617676, 8.681601524353027, 9.105698585510254, 8.891738891601562, 9.190995216369629, 9.013350486755371, 8.412799835205078, 8.662487983703613]",8.88
2ymd,3.16,"[5.421955108642578, 5.003208637237549, 5.190682411193848, 5.371526718139648, 4.872769355773926, 5.292290687561035, 5.264298439025879, 5.062566757202148, 5.105029106140137, 5.423785209655762]",5.2
3aru,3.22,"[5.392489433288574, 4.53516960144043, 5.512420654296875, 5.383106231689453, 5.3504638671875, 5.305987358093262, 4.568996906280518, 5.4795942306518555, 5.149940490722656, 5.542153358459473]",5.22
3ary,6.0,"[5.224987030029297, 5.43173885345459, 5.806499481201172, 5.263205528259277, 4.7157392501831055, 5.421173095703125, 5.145145416259766, 5.632132530212402, 5.421938896179199, 5.142435073852539]",5.32
3b27,5.16,"[5.571896553039551, 5.796377182006836, 5.473509788513184, 5.6276702880859375, 5.747440338134766, 4.994239807128906, 5.818002700805664, 5.297809600830078, 5.119503974914551, 5.074920654296875]",5.45
3b5r,8.77,"[7.589720726013184, 7.675070762634277, 7.610015869140625, 7.779664039611816, 7.553839683532715, 6.950807571411133, 7.519440650939941, 7.211770057678223, 7.461880683898926, 7.476983070373535]",7.48
3b65,9.27,"[6.634824752807617, 6.607054710388184, 6.593852996826172, 6.604450225830078, 6.094382286071777, 6.708117485046387, 6.810059547424316, 6.821300506591797, 6.444923400878906, 6.441658020019531]",6.58
3b68,8.4,"[7.199071884155273, 6.852841377258301, 7.190224647521973, 7.406981468200684, 7.253828048706055, 7.22337532043457, 7.326677322387695, 7.397035598754883, 6.900571823120117, 7.316544532775879]",7.21
3d4z,4.89,"[3.8926584720611572, 3.776768922805786, 4.100709915161133, 3.7438089847564697, 3.7171716690063477, 4.107248306274414, 3.6931071281433105, 3.9622762203216553, 4.260870933532715, 4.01885986328125]",3.93
3d6q,3.76,"[4.986325740814209, 5.491390228271484, 5.591919898986816, 5.179750442504883, 5.221282958984375, 5.147477149963379, 4.417186737060547, 5.256146430969238, 5.085498809814453, 5.421909332275391]",5.18
3dx1,3.58,"[4.0982160568237305, 4.3277268409729, 4.08853006362915, 4.19387149810791, 4.059630393981934, 3.9905710220336914, 4.1024065017700195, 4.132052421569824, 4.117154121398926, 4.17690372467041]",4.13
3dx2,6.82,"[4.853030681610107, 5.017701148986816, 5.260540008544922, 4.9086480140686035, 4.858739852905273, 4.858081817626953, 5.17281436920166, 5.728503227233887, 5.589808464050293, 5.409667015075684]",5.17
3dxg,2.4,"[4.308034896850586, 4.782793045043945, 4.19547176361084, 3.494204044342041, 4.307938575744629, 3.938865900039673, 4.232068061828613, 4.289864540100098, 4.333184242248535, 4.074116230010986]",4.2
3ehy,5.85,"[5.432833671569824, 5.524019241333008, 5.558810234069824, 5.30181884765625, 5.436180114746094, 5.166319847106934, 5.004475116729736, 5.621878623962402, 5.061781883239746, 5.73277473449707]",5.38
3ejr,8.57,"[7.1241865158081055, 7.033825874328613, 7.578657150268555, 6.958515167236328, 6.981328964233398, 7.197233200073242, 7.411163330078125, 7.225809097290039, 7.228412628173828, 7.145600318908691]",7.19
