pdbid,real,predictions,mean_pred
1p1n,6.8,"[4.783666133880615, 4.738461971282959, 5.66193151473999, 5.284115314483643, 5.4779276847839355, 4.936825275421143, 4.800011157989502, 5.716287136077881, 4.951570987701416, 4.884247779846191]",5.12
1qkt,9.04,"[7.265941143035889, 7.33783483505249, 7.172561168670654, 6.491370677947998, 7.62460470199585, 7.185002326965332, 7.351449489593506, 6.967144012451172, 6.990198612213135, 7.1948771476745605]",7.16
1syi,5.44,"[5.388550281524658, 4.959124565124512, 5.563316822052002, 5.462998390197754, 5.309977054595947, 5.368037700653076, 5.505532741546631, 5.587105751037598, 5.981557369232178, 5.692648887634277]",5.48
1y6r,10.11,"[6.293823719024658, 6.8550519943237305, 6.520993709564209, 6.956829071044922, 6.495654582977295, 6.417112827301025, 6.49410343170166, 6.9067158699035645, 6.257339000701904, 6.262109756469727]",6.55
1yc1,6.17,"[6.987656593322754, 6.584628582000732, 6.953733444213867, 6.919273853302002, 6.3163981437683105, 6.661743640899658, 6.404599666595459, 6.917661666870117, 6.67152738571167, 6.053863525390625]",6.65
2v00,3.66,"[5.267318248748779, 5.545275688171387, 4.603044509887695, 4.861876010894775, 4.6317338943481445, 4.194951057434082, 5.105929851531982, 4.7002973556518555, 5.001129150390625, 4.955483436584473]",4.89
2vw5,8.52,"[7.3539299964904785, 7.0856757164001465, 7.2312912940979, 6.807500839233398, 7.928487300872803, 7.263189315795898, 7.500148773193359, 7.505119800567627, 7.999684810638428, 7.751661777496338]",7.44
2wer,7.05,"[6.301390647888184, 6.40657901763916, 6.239192485809326, 5.898873805999756, 6.416423320770264, 6.009659767150879, 5.826998233795166, 6.388162136077881, 6.123485088348389, 6.509673118591309]",6.21
2wnc,6.32,"[6.806626796722412, 6.33098840713501, 6.739857196807861, 6.427585601806641, 7.067810535430908, 6.952486515045166, 6.652846813201904, 6.774684429168701, 6.712693691253662, 6.4613542556762695]",6.69
2wvt,6.12,"[4.6335625648498535, 4.871890544891357, 4.536710262298584, 4.726284503936768, 4.674376010894775, 4.816391944885254, 4.640940189361572, 4.638975143432617, 4.7129011154174805, 4.744698524475098]",4.7
2x00,11.33,"[7.462555885314941, 7.108556270599365, 7.692249298095703, 7.548504829406738, 7.454874515533447, 7.769796848297119, 7.404788494110107, 7.661901473999023, 7.746556282043457, 7.541317462921143]",7.54
2xb8,7.59,"[5.900944709777832, 6.446197509765625, 5.32202672958374, 5.948829174041748, 6.386637210845947, 5.919918537139893, 5.798430442810059, 5.655001640319824, 6.293766498565674, 5.961555480957031]",5.96
2xdl,3.1,"[5.66653299331665, 5.663510322570801, 5.625880241394043, 5.004757404327393, 5.625027179718018, 5.577730655670166, 5.908572673797607, 5.136153697967529, 5.250832557678223, 5.430104732513428]",5.49
2xii,7.2,"[7.406137466430664, 6.588342189788818, 7.217941761016846, 7.291293144226074, 6.808065414428711, 7.555453777313232, 7.331667423248291, 6.84114408493042, 7.023597717285156, 7.218714237213135]",7.13
2yki,9.46,"[8.742948532104492, 8.961076736450195, 8.475532531738281, 8.778017044067383, 8.483476638793945, 8.499811172485352, 8.761837005615234, 9.045822143554688, 8.97531509399414, 8.543037414550781]",8.73
