pdbid,real,predictions,mean_pred
1p1n,6.8,"[5.305422306060791, 4.681325912475586, 5.759109973907471, 5.639997482299805, 5.524257183074951, 5.473520755767822, 4.7137451171875, 6.0137104988098145, 5.090219020843506, 4.691396236419678]",5.29
1qkt,9.04,"[7.09404993057251, 6.360077381134033, 6.215823650360107, 6.886621952056885, 6.541491985321045, 6.648641109466553, 6.531861782073975, 7.222141265869141, 6.988622188568115, 6.997612476348877]",6.75
1syi,5.44,"[6.123641490936279, 5.599844455718994, 5.522032260894775, 6.1139817237854, 5.5096964836120605, 5.211697578430176, 5.5021467208862305, 6.20363187789917, 6.094717979431152, 5.807102680206299]",5.77
1y6r,10.11,"[6.585209369659424, 6.206312656402588, 6.5512776374816895, 5.996692180633545, 6.762731075286865, 6.774079322814941, 6.566747665405273, 6.201012134552002, 6.476400852203369, 6.680355548858643]",6.48
1yc1,6.17,"[6.650697231292725, 6.526670932769775, 6.620726108551025, 6.69972562789917, 5.770378589630127, 6.292530536651611, 5.695947170257568, 6.634456157684326, 6.193883895874023, 5.980697154998779]",6.31
2v00,3.66,"[4.89258337020874, 5.443915843963623, 4.847898483276367, 5.015525817871094, 5.291313648223877, 3.9429726600646973, 4.543925762176514, 4.533015727996826, 4.902967929840088, 4.934814453125]",4.83
2vw5,8.52,"[7.017014980316162, 7.16488790512085, 6.869343280792236, 6.901480674743652, 7.67875337600708, 7.30269193649292, 7.554515838623047, 7.41397762298584, 6.637187480926514, 6.722087383270264]",7.13
2wer,7.05,"[6.2369184494018555, 6.64727783203125, 6.057518482208252, 6.0045166015625, 6.155129909515381, 6.30762243270874, 5.800764560699463, 6.2761945724487305, 6.201457500457764, 6.447841167449951]",6.21
2wnc,6.32,"[6.8971357345581055, 6.566100120544434, 6.408524513244629, 6.591746807098389, 6.755192279815674, 6.714783191680908, 6.455810070037842, 6.655852794647217, 6.268885135650635, 6.502935409545898]",6.58
2wvt,6.12,"[4.998117446899414, 5.407627582550049, 4.981540679931641, 5.202520847320557, 5.178609371185303, 5.262898921966553, 5.103670597076416, 5.061123371124268, 5.224936485290527, 5.233818531036377]",5.17
2x00,11.33,"[7.575159549713135, 7.228494167327881, 6.946377277374268, 7.131625652313232, 7.297130584716797, 7.254577159881592, 7.275066375732422, 7.194121360778809, 7.4142279624938965, 7.056009292602539]",7.24
2xb8,7.59,"[6.269771575927734, 6.762579917907715, 5.932033061981201, 6.0995192527771, 6.200965404510498, 6.000732898712158, 6.407980918884277, 6.030754089355469, 6.185062408447266, 6.3922858238220215]",6.23
2xdl,3.1,"[5.166865825653076, 5.0086565017700195, 5.157181739807129, 5.21751070022583, 5.013272762298584, 5.198337078094482, 5.135037422180176, 5.046110153198242, 5.13840913772583, 5.1961846351623535]",5.13
