pdbid,real,predictions,mean_pred
1p1n,6.8,"[6.4085869789123535, 5.615403652191162, 6.526618957519531, 6.371687889099121, 6.364736557006836, 5.610542297363281, 5.585700511932373, 6.261390209197998, 5.867867946624756, 5.6876912117004395]",6.03
1qkt,9.04,"[6.77611780166626, 6.776519775390625, 6.648693561553955, 6.710744380950928, 6.8535475730896, 6.776349067687988, 6.605989933013916, 6.738337993621826, 6.780781269073486, 6.952648162841797]",6.76
1syi,5.44,"[5.9044671058654785, 5.873206615447998, 5.747607707977295, 5.922415256500244, 5.788821697235107, 5.95405387878418, 5.64963960647583, 5.833429336547852, 5.8264384269714355, 5.767256736755371]",5.83
1y6r,10.11,"[6.258327007293701, 6.510878086090088, 6.257839202880859, 6.263861179351807, 6.139125347137451, 6.501267910003662, 6.117072105407715, 6.280217170715332, 6.4242939949035645, 6.243264198303223]",6.3
1yc1,6.17,"[6.770534038543701, 6.973269462585449, 6.883220195770264, 7.200982570648193, 7.041235446929932, 6.8819193840026855, 6.88322114944458, 6.7998552322387695, 7.090097904205322, 6.751631259918213]",6.93
2v00,3.66,"[5.356135845184326, 5.283466815948486, 5.617537021636963, 5.377068996429443, 5.631720066070557, 5.2437849044799805, 5.398638725280762, 5.242271900177002, 5.387821197509766, 5.527531147003174]",5.41
2vw5,8.52,"[8.19650936126709, 8.298798561096191, 8.12475872039795, 8.279796600341797, 8.237860679626465, 7.891190052032471, 8.215703010559082, 8.249857902526855, 8.13763427734375, 8.09934139251709]",8.17
2wer,7.05,"[6.676951885223389, 6.536848545074463, 6.7932047843933105, 6.657443523406982, 6.571816921234131, 6.70522928237915, 6.628269195556641, 6.780317783355713, 6.749516487121582, 6.7541985511779785]",6.69
2wnc,6.32,"[6.850560665130615, 6.929947376251221, 6.873533725738525, 6.890631198883057, 6.908272743225098, 6.8160786628723145, 6.818411827087402, 6.896267414093018, 6.685498237609863, 6.851031303405762]",6.85
2wvt,6.12,"[4.195680141448975, 4.253472328186035, 4.27177095413208, 4.489366054534912, 4.260464668273926, 4.266620635986328, 4.260818958282471, 4.289058208465576, 4.2562994956970215, 4.266593933105469]",4.28
2x00,11.33,"[8.787433624267578, 8.688772201538086, 8.64405632019043, 8.75311279296875, 8.667665481567383, 8.693646430969238, 8.680137634277344, 8.661620140075684, 8.5744047164917, 8.734838485717773]",8.69
2xb8,7.59,"[5.654344081878662, 5.6596198081970215, 5.6569695472717285, 5.631496906280518, 5.72505521774292, 5.937911510467529, 5.804183006286621, 5.7104811668396, 5.960137844085693, 5.629326343536377]",5.74
2xdl,3.1,"[5.76447057723999, 5.885937213897705, 5.94768762588501, 5.584855556488037, 5.783609867095947, 5.7484049797058105, 5.733367443084717, 5.635152339935303, 5.613980770111084, 5.693786144256592]",5.74
2xii,7.2,"[7.475930690765381, 7.336355686187744, 7.56892728805542, 7.458725929260254, 7.183439254760742, 7.51762580871582, 7.455786228179932, 7.4163498878479, 7.534668445587158, 7.469319820404053]",7.44
2yki,9.46,"[8.909904479980469, 8.861343383789062, 8.789846420288086, 8.760260581970215, 8.793794631958008, 8.929874420166016, 8.807594299316406, 8.812907218933105, 8.665003776550293, 8.786863327026367]",8.81
2ymd,3.16,"[5.566286563873291, 5.4153733253479, 5.56728458404541, 5.602308750152588, 5.541110515594482, 5.578983306884766, 5.50661039352417, 5.583524703979492, 5.580957889556885, 5.556463241577148]",5.55
3aru,3.22,"[5.776855945587158, 5.216790676116943, 5.682742118835449, 5.6545915603637695, 5.405272960662842, 5.707804203033447, 5.601702690124512, 5.595694065093994, 5.5947699546813965, 5.747655391693115]",5.6
3ary,6.0,"[5.154692649841309, 5.717634677886963, 4.884382247924805, 5.474074363708496, 4.117005825042725, 5.664700031280518, 5.624838829040527, 5.681471347808838, 5.660577774047852, 5.025716304779053]",5.3
3b27,5.16,"[5.999946594238281, 6.127902507781982, 5.930445671081543, 6.043850898742676, 6.013692378997803, 6.000644207000732, 6.059004306793213, 5.993393421173096, 5.855541229248047, 5.9876556396484375]",6.0
3b5r,8.77,"[8.382258415222168, 8.291216850280762, 8.335437774658203, 8.084385871887207, 8.225003242492676, 8.30318832397461, 8.208447456359863, 7.9598708152771, 8.056193351745605, 8.046090126037598]",8.19
3b65,9.27,"[8.08218002319336, 7.835582733154297, 8.064762115478516, 7.845162391662598, 7.735158443450928, 8.008546829223633, 8.139602661132812, 7.666692733764648, 7.93165922164917, 7.758307456970215]",7.91
3b68,8.4,"[9.058093070983887, 8.836723327636719, 8.931583404541016, 8.928759574890137, 9.033550262451172, 8.910240173339844, 8.922721862792969, 8.98479175567627, 8.821529388427734, 9.032756805419922]",8.95
3d4z,4.89,"[4.239768981933594, 4.236507415771484, 4.218130588531494, 4.2265706062316895, 4.279435157775879, 4.243422508239746, 4.20131254196167, 4.217895030975342, 4.208306789398193, 4.279423713684082]",4.24
3d6q,3.76,"[6.1424078941345215, 6.367001533508301, 6.104162216186523, 5.751131534576416, 6.2452921867370605, 5.984899044036865, 5.84393835067749, 5.873034954071045, 5.940447807312012, 6.175344944000244]",6.04
3dx1,3.58,"[4.120034694671631, 4.141447067260742, 4.178790092468262, 4.142133712768555, 4.120604515075684, 4.187417030334473, 4.127159595489502, 4.147955417633057, 4.133795261383057, 4.204684734344482]",4.15
3dx2,6.82,"[5.391043663024902, 5.364259243011475, 5.361730098724365, 5.409747123718262, 5.367599010467529, 5.374638080596924, 5.290013313293457, 5.473099231719971, 5.4018049240112305, 5.404988765716553]",5.38
