pdbid,real,predictions,mean_pred
1p1n,6.8,"[6.20398473739624, 5.46146821975708, 6.237517833709717, 5.950016021728516, 6.167472839355469, 5.4766316413879395, 5.638198375701904, 5.894880771636963, 5.630904674530029, 5.577102184295654]",5.82
1qkt,9.04,"[7.127026557922363, 6.904076099395752, 6.8469109535217285, 6.935593128204346, 7.103763580322266, 7.041272163391113, 6.821288585662842, 7.067556858062744, 7.003203868865967, 7.175682544708252]",7.0
1syi,5.44,"[5.878407001495361, 5.86118745803833, 5.819242000579834, 5.84984827041626, 5.705392837524414, 5.97594690322876, 5.66323709487915, 5.845498561859131, 5.879286289215088, 5.661214351654053]",5.81
1y6r,10.11,"[6.76305627822876, 6.787023067474365, 6.537957191467285, 6.700642108917236, 6.746490478515625, 6.796305179595947, 6.746443271636963, 6.603649616241455, 6.800604343414307, 6.847525119781494]",6.73
1yc1,6.17,"[7.31284761428833, 7.518054008483887, 7.338757038116455, 7.209139347076416, 7.357632637023926, 7.4907917976379395, 7.387326717376709, 7.485701560974121, 7.376321315765381, 7.316965579986572]",7.38
2v00,3.66,"[5.626532077789307, 5.485212326049805, 5.790978908538818, 5.541671276092529, 5.742864608764648, 5.519093036651611, 5.781404972076416, 5.785481929779053, 5.588870525360107, 5.715877532958984]",5.66
2vw5,8.52,"[7.8116841316223145, 7.891053676605225, 7.9612860679626465, 7.7326884269714355, 8.00041389465332, 7.977229595184326, 7.898725986480713, 7.910795211791992, 8.032723426818848, 7.918898105621338]",7.91
2wer,7.05,"[6.38730525970459, 6.497365474700928, 6.601547718048096, 6.275827884674072, 6.577495098114014, 6.533871173858643, 6.573688983917236, 6.593880653381348, 6.494010925292969, 6.53391170501709]",6.51
2wnc,6.32,"[6.5071539878845215, 6.691205024719238, 6.424850940704346, 6.409200668334961, 6.479709148406982, 6.468167781829834, 6.519012928009033, 6.516254901885986, 6.299444675445557, 6.540088176727295]",6.49
2wvt,6.12,"[4.604958534240723, 4.61029577255249, 4.65034294128418, 4.807725429534912, 4.411855220794678, 4.695591926574707, 4.778103351593018, 4.6678924560546875, 4.4654693603515625, 4.778836727142334]",4.65
2x00,11.33,"[8.776651382446289, 8.617945671081543, 8.651028633117676, 8.751047134399414, 8.648355484008789, 8.693740844726562, 8.733575820922852, 8.63022232055664, 8.630724906921387, 8.678571701049805]",8.68
2xb8,7.59,"[6.3175835609436035, 6.349611759185791, 6.306684494018555, 6.2667646408081055, 6.373538494110107, 6.419031620025635, 6.498119831085205, 6.439000129699707, 6.487175941467285, 6.285334587097168]",6.37
2xdl,3.1,"[5.397983551025391, 5.369727611541748, 5.470305919647217, 5.410746097564697, 5.386497974395752, 5.4353790283203125, 5.341604709625244, 5.40947961807251, 5.4560065269470215, 5.4721150398254395]",5.41
2xii,7.2,"[8.153951644897461, 8.092040061950684, 8.337201118469238, 8.29638385772705, 7.916628360748291, 8.051640510559082, 8.17689323425293, 7.930084228515625, 8.535099029541016, 8.089076042175293]",8.16
2yki,9.46,"[9.397873878479004, 9.245290756225586, 9.331277847290039, 9.271299362182617, 9.297369003295898, 9.37907600402832, 9.35228157043457, 9.211210250854492, 9.312845230102539, 9.343682289123535]",9.31
2ymd,3.16,"[5.371073246002197, 5.305650234222412, 5.453186511993408, 5.461364269256592, 5.406334400177002, 5.398733139038086, 5.472979545593262, 5.378303527832031, 5.44588565826416, 5.4044108390808105]",5.41
3aru,3.22,"[5.560125827789307, 5.2207818031311035, 5.618824481964111, 5.584746837615967, 5.299385070800781, 5.541807651519775, 5.502536296844482, 5.488114833831787, 5.508876800537109, 5.51603364944458]",5.48
3ary,6.0,"[5.580326080322266, 6.15664529800415, 5.565343379974365, 5.87795877456665, 4.241432189941406, 6.32655668258667, 5.872829914093018, 6.055884838104248, 6.004702091217041, 5.829918384552002]",5.75
3b27,5.16,"[5.940807819366455, 5.822205066680908, 5.839074611663818, 5.824443340301514, 5.720131874084473, 5.839812755584717, 5.842885494232178, 5.939276218414307, 5.839217662811279, 5.842899799346924]",5.85
3b5r,8.77,"[8.086759567260742, 8.398418426513672, 8.193618774414062, 8.565858840942383, 8.574836730957031, 8.405555725097656, 8.436641693115234, 8.476337432861328, 8.438238143920898, 8.323723793029785]",8.39
3b65,9.27,"[7.502954959869385, 7.570315837860107, 7.467391490936279, 7.586406230926514, 7.604562282562256, 7.727321147918701, 7.383605480194092, 7.449696063995361, 7.532778263092041, 7.50756311416626]",7.53
3b68,8.4,"[9.224271774291992, 9.045022010803223, 9.086801528930664, 9.044835090637207, 9.042688369750977, 9.164176940917969, 9.140300750732422, 8.902481079101562, 8.77255916595459, 8.668546676635742]",9.01
3d4z,4.89,"[4.158150672912598, 4.165408134460449, 4.166015625, 4.178996562957764, 4.187405586242676, 4.140680313110352, 4.157110691070557, 4.128351211547852, 4.151581287384033, 4.150773048400879]",4.16
3d6q,3.76,"[6.098573207855225, 6.407962799072266, 6.24355411529541, 6.005678653717041, 6.470336437225342, 6.4632344245910645, 6.026020526885986, 6.0952558517456055, 6.284256935119629, 6.032485008239746]",6.21
3dx1,3.58,"[4.197015762329102, 4.188493251800537, 4.24912166595459, 4.242433547973633, 4.168471813201904, 4.160353183746338, 4.205018043518066, 4.206624984741211, 4.210587501525879, 4.168951988220215]",4.2
3dx2,6.82,"[5.240744113922119, 5.1952900886535645, 5.2698469161987305, 5.2647294998168945, 5.2048516273498535, 5.230204105377197, 5.183328628540039, 5.276266574859619, 5.238012790679932, 5.2360944747924805]",5.23
3dxg,2.4,"[4.776334762573242, 4.737976551055908, 4.687968730926514, 4.713554382324219, 4.850449562072754, 4.8207831382751465, 4.895419597625732, 4.971757411956787, 5.101144313812256, 5.026727199554443]",4.86
3ehy,5.85,"[5.374467372894287, 5.425924301147461, 5.5160603523254395, 5.344369888305664, 5.385855197906494, 5.356080055236816, 5.587195873260498, 5.509430408477783, 5.305173873901367, 5.490774154663086]",5.43
3ejr,8.57,"[7.51338529586792, 7.641627788543701, 7.6055779457092285, 7.644311428070068, 7.455753803253174, 7.780997276306152, 7.646854877471924, 7.716189861297607, 7.572373390197754, 7.846350193023682]",7.64
3fcq,2.77,"[4.333550930023193, 4.506913185119629, 4.426530838012695, 4.566518783569336, 4.631472587585449, 4.536477565765381, 4.308566570281982, 4.357352256774902, 4.255695343017578, 4.355091094970703]",4.43
3g0w,9.52,"[7.698972702026367, 7.6616692543029785, 7.822081089019775, 7.6271796226501465, 7.618701934814453, 7.5281901359558105, 7.64777135848999, 7.9145989418029785, 7.963735103607178, 7.498583793640137]",7.7
3gbb,6.9,"[5.794641017913818, 5.885528087615967, 5.7955641746521, 5.84545373916626, 5.762141704559326, 6.0066704750061035, 6.07893705368042, 5.728750228881836, 5.906154632568359, 5.794636249542236]",5.86
3gr2,2.52,"[4.607024192810059, 4.686112403869629, 4.793172359466553, 4.8706183433532715, 4.779974460601807, 4.531794548034668, 5.099127292633057, 4.976325035095215, 5.177743911743164, 4.8209991455078125]",4.83
3gv9,2.12,"[4.216507911682129, 4.180325508117676, 4.311484336853027, 4.182398796081543, 4.245335102081299, 4.115956783294678, 4.1911211013793945, 4.2052388191223145, 4.4124884605407715, 4.193918704986572]",4.23
3jya,6.89,"[6.193952560424805, 5.884959697723389, 6.040659427642822, 5.900445461273193, 5.951065540313721, 6.040836811065674, 5.990353584289551, 6.047010898590088, 5.885692119598389, 6.05514669418335]",6.0
3lka,2.82,"[5.2795538902282715, 4.859073638916016, 5.15717887878418, 5.261958122253418, 5.134627342224121, 5.236813068389893, 4.9697184562683105, 5.198509216308594, 5.081368446350098, 5.197195529937744]",5.14
3n76,6.85,"[7.18649435043335, 7.293735980987549, 7.0658955574035645, 7.221898078918457, 7.421829700469971, 7.2237043380737305, 7.536372661590576, 7.153287410736084, 7.192094326019287, 7.355441570281982]",7.27
3n86,5.64,"[7.149112224578857, 7.371542453765869, 7.3120293617248535, 7.349339008331299, 7.261906147003174, 7.308407306671143, 7.340573310852051, 7.31658411026001, 7.195002555847168, 7.2707905769348145]",7.29
3nq9,4.03,"[4.957170009613037, 4.85619592666626, 4.855391979217529, 4.972725868225098, 4.817992687225342, 4.992875099182129, 4.921539783477783, 5.010910987854004, 4.888025283813477, 4.839457988739014]",4.91
3nx7,8.1,"[5.18216609954834, 5.447342395782471, 5.061129570007324, 4.960958003997803, 5.339820384979248, 5.075796604156494, 5.309467315673828, 5.3753743171691895, 5.0355353355407715, 5.096510410308838]",5.19
3o9i,11.82,"[9.575794219970703, 9.49569320678711, 9.340527534484863, 9.494189262390137, 9.626094818115234, 9.612651824951172, 9.32155990600586, 9.496026992797852, 9.448944091796875, 9.417000770568848]",9.48
3ozs,5.33,"[6.633761882781982, 6.6680006980896, 6.776346206665039, 6.658715724945068, 6.745928764343262, 6.928197383880615, 6.740737438201904, 6.534240245819092, 6.725166320800781, 6.981138229370117]",6.74
3ozt,4.13,"[5.9870405197143555, 6.158409118652344, 6.134292125701904, 6.3564677238464355, 6.008727550506592, 6.032556056976318, 6.339702129364014, 6.196147918701172, 6.2793731689453125, 6.178680896759033]",6.17
3p5o,7.26,"[7.811257362365723, 7.8162360191345215, 8.164555549621582, 7.875742435455322, 7.926777362823486, 8.079574584960938, 7.724221706390381, 7.9176106452941895, 7.758752346038818, 8.081576347351074]",7.92
3prs,7.82,"[8.853606224060059, 8.205719947814941, 8.159185409545898, 8.639604568481445, 8.608055114746094, 8.211297988891602, 8.106075286865234, 8.451687812805176, 8.592302322387695, 8.693572998046875]",8.45
3pww,7.32,"[9.046152114868164, 8.972692489624023, 8.910078048706055, 8.963517189025879, 9.146428108215332, 9.334672927856445, 9.041705131530762, 9.285526275634766, 9.105798721313477, 9.019197463989258]",9.08
3qqs,5.82,"[5.1235737800598145, 5.17410945892334, 5.461368083953857, 5.3881754875183105, 5.295163631439209, 5.333410739898682, 5.202975749969482, 5.376705646514893, 4.885045051574707, 5.292663097381592]",5.25
3rlr,7.52,"[7.516193389892578, 7.538924694061279, 7.511752605438232, 7.490992069244385, 7.401485443115234, 7.379907131195068, 7.420034408569336, 7.4529218673706055, 7.359725475311279, 7.39323091506958]",7.45
3tsk,7.17,"[7.636773109436035, 7.741035461425781, 7.613501071929932, 7.880527019500732, 7.620760440826416, 7.846979141235352, 7.940743923187256, 7.6010823249816895, 7.5810346603393555, 7.764116287231445]",7.72
3twp,3.92,"[4.172192096710205, 4.1666340827941895, 4.101622104644775, 4.186634063720703, 4.1590189933776855, 4.1023054122924805, 4.200019359588623, 4.227893352508545, 4.16348123550415, 4.1368584632873535]",4.16
3u5j,5.61,"[7.168623924255371, 7.158468246459961, 7.3379316329956055, 7.137939929962158, 7.197478294372559, 7.046620845794678, 7.247959613800049, 7.052544593811035, 7.241178035736084, 7.225785732269287]",7.18
3ui7,9.0,"[7.550141334533691, 7.832737445831299, 7.810605525970459, 7.485785007476807, 7.6446356773376465, 7.788589000701904, 7.847748279571533, 7.684733867645264, 7.657725811004639, 7.685073375701904]",7.7
3uo4,6.52,"[8.495476722717285, 8.459908485412598, 7.96901273727417, 8.288488388061523, 8.222134590148926, 8.296310424804688, 8.210775375366211, 7.994755744934082, 8.302776336669922, 8.290701866149902]",8.25
3up2,7.4,"[7.973521709442139, 7.859536647796631, 7.669656276702881, 8.066850662231445, 8.198472023010254, 8.023361206054688, 7.950306415557861, 8.048791885375977, 8.160995483398438, 7.98643684387207]",7.99
3uuo,7.96,"[7.517119884490967, 7.485886573791504, 7.565903663635254, 7.656678676605225, 7.427043437957764, 7.487837314605713, 7.873892307281494, 7.609647750854492, 7.588016033172607, 7.605464458465576]",7.58
3wtj,6.53,"[5.915828227996826, 6.134230136871338, 6.203206539154053, 6.036383152008057, 6.075887203216553, 6.0642828941345215, 6.1567254066467285, 6.183215618133545, 6.144873142242432, 5.951141357421875]",6.09
3wz8,5.82,"[7.844237804412842, 7.990908145904541, 7.978417873382568, 8.202898979187012, 8.128133773803711, 8.0400390625, 8.179277420043945, 8.343668937683105, 7.906764984130859, 8.20091724395752]",8.08
4agn,3.97,"[6.761527061462402, 6.737620830535889, 6.845273494720459, 6.671578884124756, 6.6113996505737305, 6.61060905456543, 6.888312339782715, 6.748231410980225, 6.766052722930908, 6.946324825286865]",6.76
4agp,4.69,"[7.625088214874268, 7.884339809417725, 7.816760540008545, 8.03829574584961, 7.539968013763428, 7.639515399932861, 8.04494571685791, 7.820080280303955, 7.905116558074951, 7.732173442840576]",7.8
4agq,5.01,"[7.66847038269043, 7.649848937988281, 7.7188849449157715, 7.743901252746582, 7.725080966949463, 7.881207466125488, 7.657589435577393, 7.900819778442383, 7.684428691864014, 7.598691463470459]",7.72
4ciw,4.82,"[5.253964900970459, 5.4309797286987305, 4.554880619049072, 4.781366348266602, 5.065438747406006, 5.185124397277832, 5.259758949279785, 4.835024356842041, 5.275789737701416, 5.178102493286133]",5.08
4dld,5.82,"[5.690149307250977, 5.814230442047119, 6.154983997344971, 5.315049648284912, 6.260669708251953, 6.4125895500183105, 5.5840959548950195, 5.915655612945557, 5.686211585998535, 6.518983364105225]",5.94
4f2w,11.3,"[7.12201452255249, 7.169724941253662, 7.144571781158447, 7.123800754547119, 7.157195568084717, 7.0480780601501465, 7.043103218078613, 7.077139854431152, 7.19714879989624, 7.0528411865234375]",7.11
