pdbid,real,predictions,mean_pred
1p1n,6.8,"[5.672297954559326, 5.581400394439697, 5.684543132781982, 5.719418048858643, 5.74298620223999, 5.4580254554748535, 5.571496486663818, 5.7496657371521, 5.662075519561768, 5.583424091339111]",5.64
1qkt,9.04,"[7.149052143096924, 7.032305717468262, 6.982120990753174, 7.107320785522461, 7.170238494873047, 7.149373531341553, 6.9702277183532715, 7.040167331695557, 7.02211856842041, 7.220592021942139]",7.08
1syi,5.44,"[6.035943031311035, 5.982081890106201, 5.930565357208252, 5.956114292144775, 5.857663631439209, 5.733953952789307, 5.794204235076904, 5.826866149902344, 5.841235637664795, 5.829916477203369]",5.88
1y6r,10.11,"[6.51258659362793, 6.453399181365967, 6.466726779937744, 6.561805248260498, 6.601241111755371, 6.510700702667236, 6.4398627281188965, 6.547667980194092, 6.649379253387451, 6.7552618980407715]",6.55
1yc1,6.17,"[7.4021687507629395, 7.386559963226318, 7.208960056304932, 7.297705173492432, 7.321939945220947, 7.386754989624023, 7.285829067230225, 7.3959479331970215, 7.301418781280518, 7.398068428039551]",7.34
2v00,3.66,"[5.603726863861084, 5.572216510772705, 5.873003959655762, 5.817734241485596, 6.030267238616943, 5.8410749435424805, 5.856245517730713, 5.981731414794922, 5.774400234222412, 5.763661861419678]",5.81
2vw5,8.52,"[7.7107319831848145, 7.86210298538208, 7.7913618087768555, 7.791161060333252, 7.808050155639648, 7.766549587249756, 7.86691427230835, 7.827747821807861, 7.939469814300537, 7.817399024963379]",7.82
2wer,7.05,"[6.597963809967041, 6.500357151031494, 6.562485218048096, 6.559909343719482, 6.546760082244873, 6.642909049987793, 6.766958713531494, 6.631962299346924, 6.676753520965576, 6.64933443069458]",6.61
2wnc,6.32,"[6.400956630706787, 6.672666549682617, 6.493900775909424, 6.472978591918945, 6.614637851715088, 6.483360290527344, 6.491901397705078, 6.590242862701416, 6.305870532989502, 6.513266563415527]",6.5
2wvt,6.12,"[5.378204822540283, 5.40371036529541, 5.396129608154297, 5.428544521331787, 5.406307697296143, 5.406801700592041, 5.400956630706787, 5.413715839385986, 5.398979663848877, 5.419921875]",5.41
2x00,11.33,"[8.12736988067627, 8.006775856018066, 8.062094688415527, 8.050249099731445, 8.178961753845215, 7.994965076446533, 7.946420669555664, 7.967071056365967, 8.036344528198242, 8.122310638427734]",8.05
2xb8,7.59,"[5.940361022949219, 6.048007488250732, 5.984261989593506, 5.93477725982666, 5.931146144866943, 5.967863082885742, 6.0801849365234375, 5.939990043640137, 6.032154560089111, 5.9814581871032715]",5.98
2xdl,3.1,"[5.5798420906066895, 5.587506294250488, 5.567803382873535, 5.292142391204834, 5.537548542022705, 5.4974775314331055, 5.4370808601379395, 5.355563640594482, 5.386826038360596, 5.450560092926025]",5.47
2xii,7.2,"[7.07720422744751, 7.090060710906982, 7.175930500030518, 7.008096694946289, 7.071177959442139, 7.078782558441162, 7.097541332244873, 7.111194133758545, 7.092435359954834, 7.080225467681885]",7.09
2yki,9.46,"[8.45225715637207, 8.499507904052734, 8.36910629272461, 8.444245338439941, 8.30789566040039, 8.41730785369873, 8.369071006774902, 8.396970748901367, 8.257895469665527, 8.394011497497559]",8.39
2ymd,3.16,"[5.551150798797607, 5.577423572540283, 5.662265777587891, 5.607125759124756, 5.622920036315918, 5.612710475921631, 5.674081325531006, 5.570870876312256, 5.5917816162109375, 5.545280933380127]",5.6
3aru,3.22,"[6.069068908691406, 5.413233280181885, 6.191191673278809, 6.09709358215332, 5.628709316253662, 6.344482898712158, 5.9646148681640625, 6.083729267120361, 6.012974739074707, 6.086413383483887]",5.99
3ary,6.0,"[5.0121636390686035, 5.296694278717041, 5.0664215087890625, 5.267533779144287, 4.266869068145752, 5.180060863494873, 5.380440711975098, 5.146297931671143, 5.351105213165283, 5.436971664428711]",5.14
3b27,5.16,"[6.479554653167725, 6.433650970458984, 6.558334827423096, 6.58418607711792, 6.589247226715088, 6.356248378753662, 6.505211353302002, 6.624711990356445, 6.488555431365967, 6.748559474945068]",6.54
3b5r,8.77,"[8.211746215820312, 8.128331184387207, 8.06265640258789, 8.246387481689453, 8.281270027160645, 8.185746192932129, 8.2736177444458, 8.184857368469238, 8.211873054504395, 8.293039321899414]",8.21
3b65,9.27,"[7.601459980010986, 7.590787887573242, 7.607568740844727, 7.67860746383667, 7.69558048248291, 7.684204578399658, 7.772348880767822, 7.562130928039551, 7.707913875579834, 7.657780170440674]",7.66
3b68,8.4,"[8.389955520629883, 8.215975761413574, 8.08252239227295, 8.234930038452148, 8.199952125549316, 8.274237632751465, 8.203303337097168, 8.192294120788574, 8.23430061340332, 8.116230010986328]",8.21
3d4z,4.89,"[5.1593756675720215, 5.140944004058838, 5.149191379547119, 5.115677356719971, 5.156405448913574, 5.145409107208252, 5.121000289916992, 5.10127067565918, 5.130211353302002, 5.154597759246826]",5.14
3d6q,3.76,"[6.044317722320557, 6.200761318206787, 6.132930755615234, 5.953371047973633, 6.05988073348999, 5.971836566925049, 6.075329780578613, 5.933102130889893, 6.095180034637451, 6.068449974060059]",6.05
3dx1,3.58,"[5.077547550201416, 5.095752239227295, 5.088374137878418, 5.108738899230957, 5.082098007202148, 5.098952293395996, 5.0655059814453125, 5.099116325378418, 5.09124755859375, 5.0922064781188965]",5.09
3dx2,6.82,"[5.400741100311279, 5.386138439178467, 5.398947238922119, 5.451781272888184, 5.410332202911377, 5.36505126953125, 5.345337390899658, 5.446048259735107, 5.403133392333984, 5.380311489105225]",5.4
3dxg,2.4,"[5.254298686981201, 5.275665760040283, 5.287529468536377, 5.3417205810546875, 5.292601585388184, 5.307270526885986, 5.3024115562438965, 5.276027679443359, 5.366121292114258, 5.320600986480713]",5.3
3ehy,5.85,"[5.70680570602417, 5.662674427032471, 5.690235137939453, 5.591958045959473, 5.484005451202393, 5.614908218383789, 5.762949466705322, 5.675650596618652, 5.376400470733643, 5.7445902824401855]",5.63
3ejr,8.57,"[7.480661869049072, 7.683318614959717, 7.668186187744141, 7.513282775878906, 7.611937999725342, 7.627166271209717, 7.525016784667969, 7.668840408325195, 7.609615802764893, 7.755813121795654]",7.61
3fcq,2.77,"[4.983842372894287, 5.104382038116455, 4.888739585876465, 5.111598014831543, 5.121100425720215, 5.050326824188232, 5.002660751342773, 5.069835186004639, 4.833549499511719, 5.077608108520508]",5.02
3g0w,9.52,"[7.912624835968018, 7.525540351867676, 7.7901482582092285, 7.768677711486816, 7.46385383605957, 7.566873073577881, 7.839906215667725, 7.629495620727539, 7.8677215576171875, 7.532481670379639]",7.69
3gbb,6.9,"[5.563332557678223, 5.528101444244385, 5.6451592445373535, 5.495453357696533, 5.55592679977417, 5.539135456085205, 5.498250484466553, 5.560448169708252, 5.545899868011475, 5.561645984649658]",5.55
3gr2,2.52,"[5.092452526092529, 5.136831760406494, 5.111171245574951, 4.749443531036377, 5.186976432800293, 5.095430374145508, 5.143452167510986, 5.136857986450195, 5.274067401885986, 5.215836048126221]",5.11
3gv9,2.12,"[4.920097827911377, 4.7640557289123535, 4.941402912139893, 4.984885215759277, 5.130844593048096, 4.71511697769165, 5.024027347564697, 5.0187907218933105, 5.005737781524658, 4.822398662567139]",4.93
