pdbid,real,predictions,mean_pred
1p1n,6.8,"[5.9316229820251465, 5.6875176429748535, 6.148518085479736, 6.041080951690674, 6.182440280914307, 5.419764995574951, 5.935133457183838, 6.25070333480835, 5.864989757537842, 5.787900447845459]",5.92
1qkt,9.04,"[6.779149055480957, 6.7458577156066895, 6.621393203735352, 6.58538818359375, 6.69708776473999, 6.645809650421143, 6.63083028793335, 6.727058410644531, 6.7290825843811035, 6.740909099578857]",6.69
1syi,5.44,"[5.664414882659912, 5.690633296966553, 5.665220737457275, 5.711232662200928, 5.499522686004639, 5.684594631195068, 5.6007184982299805, 5.755424976348877, 5.673025608062744, 5.536180019378662]",5.65
1y6r,10.11,"[6.693019390106201, 6.630609035491943, 6.719327449798584, 6.623916149139404, 6.689190864562988, 6.642822265625, 6.620615482330322, 6.804244518280029, 6.649582386016846, 6.541612148284912]",6.66
1yc1,6.17,"[7.230538845062256, 7.238094806671143, 7.012480735778809, 7.086089134216309, 7.101945877075195, 7.284931659698486, 7.381249904632568, 7.145394325256348, 7.309386730194092, 7.2015461921691895]",7.2
2v00,3.66,"[5.901994228363037, 5.906371593475342, 6.087530136108398, 6.174709796905518, 6.090391635894775, 5.688594818115234, 6.032547950744629, 5.9428205490112305, 6.014083385467529, 6.018818378448486]",5.99
2vw5,8.52,"[7.8993821144104, 7.876646995544434, 7.84397554397583, 7.849628925323486, 7.8165059089660645, 7.820330619812012, 7.902973175048828, 7.910341262817383, 7.8432393074035645, 7.917309284210205]",7.87
2wer,7.05,"[6.44384241104126, 6.179572582244873, 6.501783847808838, 6.630351543426514, 6.465208053588867, 6.523210525512695, 6.58439302444458, 6.47589635848999, 6.579260349273682, 6.654536247253418]",6.5
2wnc,6.32,"[6.643825054168701, 6.613694667816162, 6.641169548034668, 6.668954372406006, 6.585753917694092, 6.636646747589111, 6.627452373504639, 6.730404853820801, 6.5008087158203125, 6.600033283233643]",6.62
2wvt,6.12,"[4.538646221160889, 4.639122486114502, 4.5753865242004395, 4.763153553009033, 4.423778533935547, 4.6374735832214355, 4.644903659820557, 4.64554500579834, 4.472750186920166, 4.646800994873047]",4.6
2x00,11.33,"[7.622669696807861, 7.428048610687256, 7.580148220062256, 7.69131326675415, 7.681334018707275, 7.620566368103027, 7.531461238861084, 7.557841777801514, 7.469130516052246, 7.729165077209473]",7.59
2xb8,7.59,"[6.157444477081299, 6.227064609527588, 6.428760051727295, 6.190777778625488, 6.063528060913086, 6.2356648445129395, 6.423734188079834, 6.340082168579102, 6.5028767585754395, 6.033740043640137]",6.26
2xdl,3.1,"[6.314092636108398, 6.278686046600342, 6.291521072387695, 6.034121990203857, 6.316787242889404, 6.2226433753967285, 6.25799036026001, 6.092929363250732, 6.1395392417907715, 6.086658000946045]",6.2
2xii,7.2,"[6.648092269897461, 6.569675922393799, 6.575277805328369, 6.544288158416748, 6.338480472564697, 6.484214782714844, 6.535040855407715, 6.591043949127197, 6.427222728729248, 6.487066268920898]",6.52
2yki,9.46,"[8.325523376464844, 8.162943840026855, 8.27072811126709, 8.23183822631836, 8.152779579162598, 8.248237609863281, 8.189258575439453, 8.226639747619629, 8.078648567199707, 8.194873809814453]",8.21
2ymd,3.16,"[6.561880111694336, 6.447653293609619, 6.536147594451904, 6.642591953277588, 6.4520134925842285, 6.548475742340088, 6.464608192443848, 6.48449182510376, 6.32020902633667, 6.561768054962158]",6.5
