pdbid,real,predictions,mean_pred
1p1n,6.8,"[5.779982089996338, 4.956532001495361, 5.884888648986816, 5.6549811363220215, 5.830564022064209, 5.278566837310791, 4.904759407043457, 5.526914596557617, 5.175753593444824, 5.018693447113037]",5.4
1qkt,9.04,"[7.352649688720703, 7.222253799438477, 7.205215930938721, 7.31992244720459, 7.444242000579834, 7.333990573883057, 7.1617631912231445, 7.286538600921631, 7.251425266265869, 7.467061519622803]",7.3
1syi,5.44,"[5.763503551483154, 5.792099475860596, 5.798586368560791, 5.727611064910889, 5.911696910858154, 5.74349308013916, 5.791077136993408, 5.686771869659424, 5.9262776374816895, 5.837584018707275]",5.8
1y6r,10.11,"[7.0148396492004395, 6.884886264801025, 6.560255527496338, 7.015425205230713, 6.728110313415527, 6.783092975616455, 6.610858917236328, 6.682345867156982, 6.722776412963867, 6.938212871551514]",6.79
1yc1,6.17,"[7.285773754119873, 7.499938011169434, 7.301636219024658, 7.316220760345459, 7.4560770988464355, 7.370477676391602, 7.3415446281433105, 7.409387588500977, 7.3016791343688965, 7.341007232666016]",7.36
2v00,3.66,"[5.636941909790039, 5.896663188934326, 5.632779598236084, 5.628994464874268, 5.512202739715576, 5.127089977264404, 5.608850955963135, 5.623680591583252, 5.477705478668213, 5.630934238433838]",5.58
2vw5,8.52,"[8.105871200561523, 8.2266845703125, 8.233929634094238, 8.167092323303223, 8.186519622802734, 8.148489952087402, 8.214432716369629, 8.233972549438477, 8.205785751342773, 8.13453483581543]",8.19
2wer,7.05,"[6.698014736175537, 6.871455669403076, 6.922697067260742, 6.854165077209473, 6.76207160949707, 6.864586353302002, 6.743738651275635, 6.823182106018066, 6.838841438293457, 6.835475444793701]",6.82
2wnc,6.32,"[7.177586078643799, 7.032477855682373, 7.064445495605469, 6.966665267944336, 7.188036918640137, 7.084914684295654, 7.060436725616455, 7.1654558181762695, 6.950892448425293, 7.074423789978027]",7.08
2wvt,6.12,"[4.818286418914795, 4.814600467681885, 4.813917636871338, 4.991480350494385, 4.672558307647705, 4.787115573883057, 4.840708255767822, 4.820822238922119, 4.831726551055908, 4.924184322357178]",4.83
2x00,11.33,"[8.65398120880127, 8.59360122680664, 8.638826370239258, 8.612937927246094, 8.651738166809082, 8.607808113098145, 8.582049369812012, 8.52167797088623, 8.543496131896973, 8.60828971862793]",8.6
2xb8,7.59,"[6.084263324737549, 6.094882488250732, 6.30064582824707, 6.124594211578369, 6.225374221801758, 6.302793979644775, 6.266229152679443, 6.256750583648682, 6.3039937019348145, 6.085028648376465]",6.2
2xdl,3.1,"[4.769514560699463, 4.962502479553223, 4.870193958282471, 4.5524163246154785, 4.703766822814941, 4.69058895111084, 4.704038619995117, 4.682189464569092, 4.735540866851807, 4.473062038421631]",4.71
2xii,7.2,"[7.943991661071777, 7.924403667449951, 7.940709590911865, 7.839015483856201, 8.110766410827637, 7.8814311027526855, 7.864657878875732, 7.867845058441162, 7.946887493133545, 7.8491902351379395]",7.92
2yki,9.46,"[9.006914138793945, 8.952065467834473, 8.966931343078613, 9.0101957321167, 9.013127326965332, 9.084322929382324, 9.081498146057129, 9.018394470214844, 8.959733009338379, 8.990023612976074]",9.01
2ymd,3.16,"[5.940443992614746, 5.740284442901611, 6.001798152923584, 5.839974880218506, 5.916947841644287, 5.93709135055542, 5.951578617095947, 5.996995449066162, 6.031774997711182, 5.922806262969971]",5.93
3aru,3.22,"[6.247191905975342, 5.265224933624268, 5.888500690460205, 5.545934200286865, 5.173129558563232, 5.777617931365967, 5.498376369476318, 5.4586501121521, 5.5408854484558105, 5.789592266082764]",5.62
