pdbid,real,predictions,mean_pred
1p1n,6.8,"[6.815248966217041, 5.930247783660889, 7.222618579864502, 6.75200080871582, 6.788943290710449, 5.897343158721924, 5.952640533447266, 6.525811672210693, 6.516012668609619, 6.1455979347229]",6.45
1qkt,9.04,"[7.109869956970215, 7.223186016082764, 7.316501140594482, 7.450662136077881, 7.228489398956299, 7.185901165008545, 7.452138423919678, 7.1273322105407715, 7.1454548835754395, 7.490708827972412]",7.27
1syi,5.44,"[5.599342346191406, 5.765904903411865, 5.777782917022705, 5.675259113311768, 5.771033763885498, 5.950392246246338, 5.788633823394775, 5.707417011260986, 5.726473808288574, 5.715067386627197]",5.75
1y6r,10.11,"[7.29821252822876, 7.37531042098999, 7.378211975097656, 7.083723545074463, 7.3921732902526855, 7.478277206420898, 7.29278564453125, 7.371603488922119, 7.221563816070557, 7.079955577850342]",7.3
1yc1,6.17,"[7.820389747619629, 7.74205207824707, 7.460351467132568, 7.494516372680664, 7.656433582305908, 7.951932430267334, 7.894030570983887, 7.633751392364502, 7.803149223327637, 7.738996505737305]",7.72
2v00,3.66,"[5.931563854217529, 5.937472343444824, 5.901027202606201, 5.7094340324401855, 6.030969142913818, 5.749491214752197, 6.0433549880981445, 5.909533977508545, 5.736060619354248, 5.952948570251465]",5.89
2vw5,8.52,"[8.081740379333496, 8.350534439086914, 8.290943145751953, 8.475131034851074, 8.280425071716309, 8.006999969482422, 7.844719409942627, 8.688724517822266, 8.049363136291504, 8.189122200012207]",8.23
2wer,7.05,"[7.039148807525635, 7.090548038482666, 7.285587787628174, 7.145949840545654, 7.263352870941162, 7.374577045440674, 7.070440769195557, 7.096041679382324, 7.3799896240234375, 6.934070110321045]",7.17
2wnc,6.32,"[7.729243755340576, 7.589935779571533, 7.905297756195068, 7.75927209854126, 7.859559535980225, 7.731997013092041, 7.687354564666748, 7.910964488983154, 7.730848789215088, 7.7318854331970215]",7.76
2wvt,6.12,"[5.630986213684082, 5.487731456756592, 5.646300792694092, 5.3267693519592285, 5.6203532218933105, 5.672992706298828, 5.606529712677002, 5.674320697784424, 5.607548236846924, 5.615085601806641]",5.59
2x00,11.33,"[8.42816162109375, 8.230216026306152, 8.608447074890137, 8.577618598937988, 8.6016845703125, 8.405433654785156, 8.506251335144043, 8.301280975341797, 8.355929374694824, 8.634031295776367]",8.46
2xb8,7.59,"[6.11881685256958, 6.381940841674805, 6.383274555206299, 6.263717174530029, 6.168724060058594, 6.248567581176758, 6.43747091293335, 6.414073467254639, 6.220262050628662, 6.202952861785889]",6.28
2xdl,3.1,"[5.172666072845459, 5.222665309906006, 5.152359485626221, 5.23047399520874, 5.167716026306152, 5.2412285804748535, 5.221456050872803, 5.178216934204102, 5.1354756355285645, 5.116166591644287]",5.18
2xii,7.2,"[7.983741283416748, 8.05485725402832, 7.715047359466553, 7.5169572830200195, 8.443597793579102, 7.646786689758301, 7.658623695373535, 8.34812068939209, 8.03939437866211, 7.345876216888428]",7.88
2yki,9.46,"[8.963568687438965, 9.07982349395752, 9.006787300109863, 9.048089981079102, 8.933614730834961, 9.033580780029297, 8.991674423217773, 8.972088813781738, 8.874373435974121, 9.00158405303955]",8.99
2ymd,3.16,"[6.8370747566223145, 6.5441694259643555, 6.725762367248535, 6.931285381317139, 6.6565680503845215, 6.948379039764404, 6.76947546005249, 6.603912830352783, 6.687244892120361, 6.851943492889404]",6.76
3aru,3.22,"[5.9861159324646, 5.1898884773254395, 6.027900695800781, 5.849191188812256, 5.601054668426514, 5.992228031158447, 6.0055766105651855, 5.834921360015869, 5.960643291473389, 6.084262847900391]",5.85
3ary,6.0,"[5.353971004486084, 5.117593765258789, 5.279524803161621, 5.28459358215332, 5.242140293121338, 5.069576740264893, 5.160964488983154, 5.1345343589782715, 5.428084850311279, 5.500006198883057]",5.26
