pdbid,real,predictions,mean_pred
1p1n,6.8,"[5.574199199676514, 5.365038871765137, 5.78903341293335, 5.7240309715271, 5.768126010894775, 5.266672134399414, 5.234902381896973, 5.6676177978515625, 5.523255825042725, 5.382401466369629]",5.53
1qkt,9.04,"[6.4852495193481445, 6.545980930328369, 6.473600387573242, 6.512526035308838, 6.569201469421387, 6.518984317779541, 6.5336151123046875, 6.460450172424316, 6.436534404754639, 6.579037189483643]",6.51
1syi,5.44,"[5.502022743225098, 5.500903606414795, 5.484812259674072, 5.492888927459717, 5.585779666900635, 5.569782733917236, 5.530262470245361, 5.495070934295654, 5.506245136260986, 5.548549652099609]",5.52
1y6r,10.11,"[6.617481231689453, 6.5833210945129395, 6.538917064666748, 6.651188850402832, 6.50973653793335, 6.496875286102295, 6.72981595993042, 6.605207920074463, 6.574422359466553, 6.529327392578125]",6.58
1yc1,6.17,"[6.288078784942627, 6.260481357574463, 6.121829032897949, 6.265678882598877, 6.386022090911865, 6.337604522705078, 6.3439249992370605, 6.265686988830566, 6.511501312255859, 6.301224231719971]",6.31
2v00,3.66,"[5.3525238037109375, 5.6349568367004395, 5.828342914581299, 5.517313480377197, 5.669129371643066, 5.379749774932861, 5.681110858917236, 5.7257771492004395, 5.644014835357666, 5.7660088539123535]",5.62
2vw5,8.52,"[7.604436874389648, 7.8227458000183105, 7.767144680023193, 7.846151828765869, 7.6775336265563965, 7.666139602661133, 7.664370059967041, 7.673032283782959, 7.725473880767822, 7.61005973815918]",7.71
2wer,7.05,"[6.340953826904297, 6.125710964202881, 6.287155628204346, 6.30426549911499, 6.310957431793213, 6.362677574157715, 6.245481967926025, 6.331160068511963, 6.3548407554626465, 6.223074436187744]",6.29
2wnc,6.32,"[6.531489849090576, 6.5072431564331055, 6.559800148010254, 6.484532833099365, 6.636501789093018, 6.491068363189697, 6.37999963760376, 6.543256759643555, 6.433089733123779, 6.411001682281494]",6.5
2wvt,6.12,"[5.2371602058410645, 5.225865840911865, 5.268002986907959, 5.3348565101623535, 5.190371513366699, 5.3044867515563965, 5.2972941398620605, 5.339527130126953, 5.250570774078369, 5.26286506652832]",5.27
2x00,11.33,"[8.00208568572998, 7.82184362411499, 7.928102970123291, 7.982389450073242, 7.8977227210998535, 7.992321968078613, 7.910081386566162, 7.865522384643555, 7.873666763305664, 7.977322101593018]",7.93
2xb8,7.59,"[5.8872151374816895, 5.944935321807861, 5.7457451820373535, 5.961000919342041, 5.9009785652160645, 5.829587459564209, 5.894226551055908, 5.879143238067627, 5.8415045738220215, 5.930161952972412]",5.88
2xdl,3.1,"[5.442774295806885, 5.476253986358643, 5.536526203155518, 5.334559917449951, 5.440618991851807, 5.40730619430542, 5.509944438934326, 5.3031110763549805, 5.301954746246338, 5.450039386749268]",5.42
2xii,7.2,"[6.776914119720459, 6.7836995124816895, 6.894673824310303, 6.621408939361572, 6.734515190124512, 6.960577487945557, 6.788699626922607, 6.7563629150390625, 6.909605503082275, 6.845797061920166]",6.81
2yki,9.46,"[7.819759845733643, 8.011099815368652, 7.98639440536499, 7.801682472229004, 7.8222761154174805, 7.999298572540283, 7.881481170654297, 7.976710796356201, 7.842092990875244, 7.954544544219971]",7.91
2ymd,3.16,"[5.3026018142700195, 4.936740875244141, 5.483016490936279, 5.459940433502197, 5.338369846343994, 5.4359612464904785, 5.526086807250977, 5.316470623016357, 5.316442012786865, 5.438498020172119]",5.36
3aru,3.22,"[5.412490367889404, 4.869014263153076, 5.559804916381836, 5.429402828216553, 5.162320613861084, 5.546605587005615, 5.421360969543457, 5.382290363311768, 5.4041218757629395, 5.498511791229248]",5.37
3ary,6.0,"[4.930509567260742, 4.855891704559326, 4.724436283111572, 4.542138576507568, 4.9345622062683105, 4.687651634216309, 4.666761875152588, 4.856311321258545, 4.887781143188477, 5.079888820648193]",4.82
3b27,5.16,"[6.17351770401001, 6.000450134277344, 5.845963001251221, 6.113748073577881, 6.046386241912842, 5.98049783706665, 6.072469234466553, 6.0080671310424805, 5.937526702880859, 5.931089878082275]",6.01
3b5r,8.77,"[8.125179290771484, 7.998743057250977, 7.770022869110107, 8.020405769348145, 8.051008224487305, 8.050152778625488, 8.058953285217285, 8.188504219055176, 8.02318286895752, 8.121973991394043]",8.04
3b65,9.27,"[7.383239269256592, 7.190107822418213, 7.351900100708008, 7.393948078155518, 7.381382942199707, 7.35343599319458, 7.0307393074035645, 7.131041049957275, 7.427421569824219, 7.52557897567749]",7.32
3b68,8.4,"[7.776415824890137, 8.13187026977539, 7.794515609741211, 8.083556175231934, 7.809157848358154, 8.051261901855469, 8.074165344238281, 7.886425495147705, 7.91528844833374, 7.718922138214111]",7.92
3d4z,4.89,"[4.9382147789001465, 4.918808937072754, 4.929754734039307, 4.952622890472412, 5.005887985229492, 4.97939395904541, 4.8647661209106445, 4.97571325302124, 4.900547027587891, 4.964303493499756]",4.94
3d6q,3.76,"[5.579336643218994, 5.711418628692627, 5.83060884475708, 5.254286289215088, 5.5487189292907715, 5.481701374053955, 5.425507068634033, 5.359568119049072, 5.420048236846924, 5.812597274780273]",5.54
3dx1,3.58,"[4.871739864349365, 4.912670612335205, 4.927013874053955, 4.906120777130127, 4.832118988037109, 4.865760326385498, 4.878566741943359, 4.927517414093018, 4.91827917098999, 4.9144062995910645]",4.9
3dx2,6.82,"[5.510509014129639, 5.419100761413574, 5.512138843536377, 5.491129398345947, 5.500935077667236, 5.440080165863037, 5.488950252532959, 5.5857768058776855, 5.4811482429504395, 5.479869365692139]",5.49
3dxg,2.4,"[5.213892459869385, 5.171602725982666, 5.2989020347595215, 5.21969747543335, 5.197707653045654, 5.309883117675781, 5.233166217803955, 5.182701110839844, 5.340722560882568, 5.26099157333374]",5.24
3ehy,5.85,"[5.583456993103027, 5.556711673736572, 5.569375038146973, 5.506374835968018, 5.5020060539245605, 5.440922260284424, 5.638583660125732, 5.693178176879883, 5.3197736740112305, 5.582966327667236]",5.54
3ejr,8.57,"[6.995585918426514, 7.097836017608643, 7.046557426452637, 6.906444549560547, 7.100160121917725, 7.201812744140625, 7.106654167175293, 7.208818435668945, 7.111158847808838, 7.256042003631592]",7.1
3fcq,2.77,"[4.42482328414917, 4.804821491241455, 4.526340007781982, 4.828878879547119, 4.958418846130371, 4.708081245422363, 4.431519985198975, 4.730710983276367, 4.352137088775635, 4.742281436920166]",4.65
3g0w,9.52,"[7.742377758026123, 7.585631370544434, 7.682193279266357, 7.6847758293151855, 7.572677135467529, 7.569241046905518, 7.646115779876709, 7.587713241577148, 7.6626296043396, 7.547530651092529]",7.63
3gbb,6.9,"[5.6354804039001465, 5.764413356781006, 5.743774890899658, 5.675074100494385, 5.712730884552002, 5.7369160652160645, 5.768896579742432, 5.630577087402344, 5.6981520652771, 5.734914779663086]",5.71
3gr2,2.52,"[5.093642711639404, 5.159973621368408, 4.9833149909973145, 4.802973747253418, 5.1401753425598145, 5.154428958892822, 5.181918144226074, 5.048670291900635, 5.309755325317383, 5.2438435554504395]",5.11
3gv9,2.12,"[5.188139915466309, 5.200808048248291, 5.226794719696045, 5.117967128753662, 5.211843967437744, 5.1336188316345215, 5.0362324714660645, 5.178277492523193, 5.218600749969482, 5.192831993103027]",5.17
3jya,6.89,"[5.548827648162842, 5.641891956329346, 5.5045695304870605, 5.519876956939697, 5.591984272003174, 5.659479141235352, 5.635316371917725, 5.706718921661377, 5.63886022567749, 5.605302810668945]",5.61
3lka,2.82,"[5.134400844573975, 4.892458915710449, 4.907455921173096, 4.846450328826904, 4.858072757720947, 4.840182304382324, 4.900052547454834, 4.8128790855407715, 4.831185817718506, 4.8442511558532715]",4.89
3n76,6.85,"[5.892661094665527, 5.892608165740967, 5.893303394317627, 5.814183712005615, 6.023767948150635, 5.833657741546631, 5.870724201202393, 5.804310321807861, 5.749913692474365, 5.936131954193115]",5.87
3n86,5.64,"[6.253559112548828, 6.505448818206787, 6.396474361419678, 6.337477207183838, 6.4422831535339355, 6.4547600746154785, 6.324437618255615, 6.4176177978515625, 6.244535446166992, 6.457612991333008]",6.38
3nq9,4.03,"[4.813854217529297, 4.6770501136779785, 4.673169136047363, 4.773486614227295, 4.6106858253479, 4.785588264465332, 4.78964900970459, 4.81355094909668, 4.805808067321777, 4.595447063446045]",4.73
3nx7,8.1,"[5.808333873748779, 5.8304901123046875, 5.407312870025635, 5.288923740386963, 5.807193279266357, 5.585263729095459, 5.74835729598999, 5.805947780609131, 5.413354396820068, 5.434093952178955]",5.61
3o9i,11.82,"[9.096563339233398, 9.089875221252441, 8.962002754211426, 9.057804107666016, 8.836662292480469, 8.94151782989502, 9.03323745727539, 8.906024932861328, 9.096854209899902, 9.079305648803711]",9.01
3ozs,5.33,"[5.82914400100708, 5.815833568572998, 6.029719352722168, 5.7871222496032715, 5.76821756362915, 5.713057041168213, 5.94392204284668, 5.8660712242126465, 5.961254596710205, 6.016172885894775]",5.87
3ozt,4.13,"[5.52129602432251, 5.533398151397705, 5.559317111968994, 5.523995399475098, 5.533236980438232, 5.522298336029053, 5.649536609649658, 5.413139820098877, 5.603387355804443, 5.463879585266113]",5.53
3p5o,7.26,"[7.239124774932861, 7.293911457061768, 7.098728656768799, 7.2258734703063965, 7.301208972930908, 7.148379802703857, 7.13524866104126, 7.195662975311279, 7.272572994232178, 7.14790153503418]",7.21
3prs,7.82,"[8.407161712646484, 7.52175235748291, 7.845178604125977, 8.269414901733398, 8.20274829864502, 7.529979228973389, 7.717905044555664, 7.858077049255371, 8.2122220993042, 8.402862548828125]",8.0
3pww,7.32,"[8.172712326049805, 8.228314399719238, 8.394170761108398, 8.243907928466797, 8.122278213500977, 8.338388442993164, 8.108445167541504, 8.175055503845215, 8.30032730102539, 8.304404258728027]",8.24
3qqs,5.82,"[5.028785228729248, 5.201500415802002, 5.102794647216797, 5.163984775543213, 5.033081531524658, 5.166825771331787, 5.045469760894775, 5.227299213409424, 5.155313014984131, 5.132026195526123]",5.13
3rlr,7.52,"[6.731106281280518, 6.919161319732666, 6.913487434387207, 6.848318099975586, 6.794251441955566, 6.814306259155273, 6.801249027252197, 6.854702949523926, 6.83020544052124, 6.781759738922119]",6.83
3tsk,7.17,"[7.704687595367432, 7.675527095794678, 7.703664302825928, 7.632644176483154, 7.77974271774292, 7.696147918701172, 7.791770935058594, 7.6115031242370605, 7.705111026763916, 7.771418571472168]",7.71
3twp,3.92,"[4.0101494789123535, 3.8769137859344482, 3.8545737266540527, 3.8889923095703125, 3.88692569732666, 3.9351842403411865, 4.14969539642334, 4.0174479484558105, 3.964089870452881, 3.924731969833374]",3.95
3u5j,5.61,"[6.1815056800842285, 6.2278313636779785, 6.287417888641357, 6.344663143157959, 6.244793891906738, 6.207785606384277, 6.082568645477295, 6.465470790863037, 6.251384735107422, 5.99074649810791]",6.23
3ui7,9.0,"[7.082560062408447, 7.075897693634033, 7.046463489532471, 6.929652690887451, 6.986044406890869, 6.952565670013428, 7.18555212020874, 7.0891618728637695, 7.074978351593018, 6.991931438446045]",7.04
3uo4,6.52,"[7.132938861846924, 7.057873725891113, 7.07935094833374, 7.044357776641846, 7.083103656768799, 7.058516025543213, 6.911661624908447, 7.067080974578857, 7.125193119049072, 6.956449508666992]",7.05
3up2,7.4,"[7.375407695770264, 7.590427875518799, 7.466245174407959, 7.535489559173584, 7.685731410980225, 7.466311454772949, 7.4661784172058105, 7.586644172668457, 7.550169944763184, 7.679898262023926]",7.54
3uuo,7.96,"[6.871614933013916, 7.036739826202393, 7.072744369506836, 7.366274356842041, 7.356998920440674, 7.051578521728516, 6.936198711395264, 7.236664295196533, 7.223011493682861, 7.026824474334717]",7.12
3wtj,6.53,"[5.8454155921936035, 6.085964202880859, 6.054872035980225, 5.901366233825684, 6.06825590133667, 6.092869281768799, 5.9330925941467285, 5.925478458404541, 6.022155284881592, 5.868790149688721]",5.98
3wz8,5.82,"[7.479171276092529, 7.739014148712158, 7.993145942687988, 7.87669038772583, 7.6407976150512695, 7.559396266937256, 7.817025661468506, 8.094361305236816, 7.398716926574707, 7.669932842254639]",7.73
4agn,3.97,"[6.154380798339844, 6.267440319061279, 6.2779717445373535, 6.306865215301514, 6.277753829956055, 6.318569183349609, 6.1440887451171875, 6.388936519622803, 6.159688949584961, 6.34869384765625]",6.26
4agp,4.69,"[6.978190898895264, 6.972166538238525, 6.881547451019287, 6.906909465789795, 7.066874027252197, 6.974798202514648, 7.344624996185303, 7.091716289520264, 7.021204948425293, 7.00938606262207]",7.02
4agq,5.01,"[7.184101581573486, 7.169808864593506, 7.231921672821045, 7.358517646789551, 6.9553093910217285, 7.231776714324951, 7.205875873565674, 7.310523509979248, 7.007544994354248, 7.1052327156066895]",7.18
4ciw,4.82,"[5.440364360809326, 5.525005340576172, 5.370752334594727, 5.311538219451904, 5.433295249938965, 5.432994365692139, 5.546861171722412, 5.361114025115967, 5.521175384521484, 5.495133876800537]",5.44
4dld,5.82,"[5.274404525756836, 5.745121479034424, 5.892406463623047, 5.040928363800049, 6.036666393280029, 6.438937187194824, 5.816091537475586, 5.738556385040283, 5.763710975646973, 6.473656177520752]",5.82
4f2w,11.3,"[6.604377746582031, 6.666444301605225, 6.5806193351745605, 6.636119842529297, 6.536391258239746, 6.701313495635986, 6.4439778327941895, 6.6772541999816895, 6.48730993270874, 6.550841331481934]",6.59
4f3c,11.82,"[7.249901294708252, 7.327518939971924, 7.276742458343506, 7.157294750213623, 7.065867900848389, 7.166981220245361, 7.369210720062256, 7.211670398712158, 7.439341068267822, 7.151686668395996]",7.24
4gid,10.77,"[8.588934898376465, 8.61807632446289, 8.60515308380127, 8.609922409057617, 8.619438171386719, 8.620590209960938, 8.586241722106934, 8.612058639526367, 8.626501083374023, 8.611916542053223]",8.61
4j28,5.7,"[5.3984904289245605, 5.434460163116455, 5.495161533355713, 5.400174140930176, 5.479391098022461, 5.411877155303955, 5.488956451416016, 5.5294084548950195, 5.445497035980225, 5.602075099945068]",5.47
4jfs,5.27,"[5.137416362762451, 5.062610149383545, 5.153604030609131, 5.204372882843018, 5.208530902862549, 5.1425933837890625, 5.098339557647705, 5.182624340057373, 5.121729373931885, 5.224044322967529]",5.15
4jxs,4.74,"[7.577418327331543, 7.027527809143066, 7.295437812805176, 6.916160583496094, 7.407848834991455, 7.588864326477051, 7.528055191040039, 7.248531818389893, 7.5623979568481445, 7.40258264541626]",7.36
4k18,8.96,"[7.061219692230225, 6.834289073944092, 7.254675388336182, 7.1211628913879395, 7.038485050201416, 7.422097206115723, 7.172845840454102, 7.097214221954346, 7.035786151885986, 7.288350582122803]",7.13
4kz6,3.1,"[5.35702657699585, 5.3380513191223145, 5.4604573249816895, 5.423996448516846, 5.496857166290283, 5.330836772918701, 5.557275772094727, 5.3556623458862305, 5.412494659423828, 5.4066548347473145]",5.41
4kzq,6.1,"[5.24926233291626, 5.119089126586914, 5.197761058807373, 5.203975200653076, 5.431849002838135, 5.009484767913818, 5.2737345695495605, 5.075235843658447, 4.971630573272705, 5.131134510040283]",5.17
4kzu,6.5,"[5.195215702056885, 5.181652545928955, 5.16736364364624, 5.332566261291504, 5.237809658050537, 5.343626022338867, 5.350091934204102, 5.364638805389404, 5.370822429656982, 5.43388557434082]",5.3
4llx,2.89,"[4.602075099945068, 4.509271621704102, 4.716643810272217, 4.606395244598389, 4.566032409667969, 4.683534622192383, 4.461432933807373, 4.615495204925537, 4.743403434753418, 4.48166561126709]",4.6
4lzs,4.8,"[5.0004658699035645, 5.0873003005981445, 5.0459065437316895, 4.977697372436523, 4.987679958343506, 5.0992913246154785, 5.0009989738464355, 4.978048801422119, 5.115437030792236, 5.072215557098389]",5.04
4m0y,6.46,"[6.139795780181885, 6.404910564422607, 6.295587062835693, 6.30277681350708, 6.077655792236328, 6.278698921203613, 6.352840423583984, 6.23604154586792, 6.244462013244629, 6.244855880737305]",6.26
4ogj,6.79,"[8.099603652954102, 8.095725059509277, 8.134184837341309, 8.255678176879883, 8.166718482971191, 8.103574752807617, 8.133527755737305, 8.094535827636719, 8.15446662902832, 8.165855407714844]",8.14
4pcs,7.85,"[5.6946940422058105, 5.625088691711426, 5.865370273590088, 5.743287563323975, 5.56605863571167, 5.738847732543945, 5.619287967681885, 5.568906307220459, 5.706227779388428, 5.7158074378967285]",5.68
4wiv,6.26,"[6.429085731506348, 6.645516872406006, 6.4340500831604, 6.365506649017334, 6.535032749176025, 6.601987838745117, 6.552361965179443, 6.486328601837158, 6.386051654815674, 6.474221229553223]",6.49
5a7b,3.57,"[6.99589729309082, 6.932860851287842, 6.903380870819092, 7.171173572540283, 7.0667643547058105, 7.070939540863037, 7.012155055999756, 6.524041652679443, 6.9613776206970215, 6.873723983764648]",6.95
5aba,2.98,"[6.1118950843811035, 6.3677778244018555, 6.509080410003662, 6.338832378387451, 6.312044620513916, 6.511717319488525, 6.4719672203063965, 6.211644172668457, 6.361523151397705, 6.494556903839111]",6.37
5c28,5.66,"[4.829230785369873, 4.649731159210205, 4.683235168457031, 4.803804874420166, 4.8574090003967285, 4.898820400238037, 4.742617130279541, 4.66904878616333, 4.867365837097168, 4.763609409332275]",4.78
5c2h,11.09,"[8.41849136352539, 8.296080589294434, 8.300259590148926, 8.47909927368164, 8.377445220947266, 8.397674560546875, 8.46878719329834, 8.171782493591309, 8.519014358520508, 8.287894248962402]",8.37
5dwr,11.22,"[8.310735702514648, 8.283149719238281, 8.040316581726074, 8.409042358398438, 8.209403991699219, 8.167800903320312, 8.22178840637207, 8.244367599487305, 8.215923309326172, 8.227226257324219]",8.23
