pdbid,real,predictions,mean_pred
1p1n,6.8,"[6.758356094360352, 6.287917137145996, 6.609243392944336, 6.786147117614746, 6.535633087158203, 6.019171714782715, 6.007010459899902, 6.665627479553223, 6.518078327178955, 6.106010437011719]",6.43
1qkt,9.04,"[7.1408257484436035, 7.118490219116211, 7.127320289611816, 7.1166276931762695, 7.134932041168213, 7.072347640991211, 7.1169939041137695, 7.093766689300537, 7.1048407554626465, 7.149570465087891]",7.12
1syi,5.44,"[5.431396484375, 5.405689239501953, 5.44043493270874, 5.407885551452637, 5.557098388671875, 5.592032432556152, 5.448890686035156, 5.521113872528076, 5.512285232543945, 5.464674949645996]",5.48
1y6r,10.11,"[6.664973735809326, 6.514423847198486, 6.522368431091309, 6.474902153015137, 6.380190849304199, 6.401058197021484, 6.548544406890869, 6.489001750946045, 6.395472526550293, 6.3600687980651855]",6.48
1yc1,6.17,"[7.268948078155518, 7.313852310180664, 7.232171058654785, 7.28787088394165, 7.312689781188965, 7.306199073791504, 7.294399261474609, 7.290818214416504, 7.255421161651611, 7.2377095222473145]",7.28
2v00,3.66,"[5.771736145019531, 5.70414924621582, 5.776205539703369, 5.63436222076416, 5.710334777832031, 5.614619255065918, 5.836942672729492, 5.765603065490723, 5.657879829406738, 5.752407550811768]",5.72
2vw5,8.52,"[7.7419633865356445, 7.734180450439453, 7.700534820556641, 7.703749656677246, 7.712157249450684, 7.686074733734131, 7.7375569343566895, 7.793846130371094, 7.64390230178833, 7.736295223236084]",7.72
2wer,7.05,"[6.424635887145996, 6.394932746887207, 6.5155253410339355, 6.482964992523193, 6.540114879608154, 6.590179920196533, 6.4332594871521, 6.509523391723633, 6.482073783874512, 6.5477118492126465]",6.49
2wnc,6.32,"[7.291825294494629, 6.994100570678711, 7.2874436378479, 7.220477104187012, 7.264380931854248, 7.196354866027832, 7.2248992919921875, 7.373685359954834, 7.224642276763916, 7.216118812561035]",7.23
2wvt,6.12,"[5.339239597320557, 5.33458948135376, 5.353163242340088, 5.38443660736084, 5.4134111404418945, 5.349065780639648, 5.344232559204102, 5.356896877288818, 5.405868053436279, 5.332907676696777]",5.36
2x00,11.33,"[7.84113883972168, 7.715764045715332, 7.838924407958984, 7.821608543395996, 7.813268661499023, 7.8025407791137695, 7.731532096862793, 7.72589111328125, 7.7018232345581055, 7.8280205726623535]",7.78
2xb8,7.59,"[6.338113784790039, 6.424716949462891, 6.425081253051758, 6.4125261306762695, 6.318086624145508, 6.304253578186035, 6.396666049957275, 6.380184173583984, 6.294597148895264, 6.411519527435303]",6.37
2xdl,3.1,"[5.35955286026001, 5.3207106590271, 5.337546348571777, 5.250064849853516, 5.391237735748291, 5.308944225311279, 5.263083457946777, 5.384449481964111, 5.3056230545043945, 5.273184776306152]",5.32
2xii,7.2,"[6.878259181976318, 6.8674163818359375, 6.819847583770752, 6.921720504760742, 6.9563822746276855, 6.820319652557373, 6.985204219818115, 6.9300923347473145, 7.02410364151001, 6.8121843338012695]",6.9
2yki,9.46,"[8.280438423156738, 8.290817260742188, 8.336770057678223, 8.274892807006836, 8.253756523132324, 8.255056381225586, 8.34085750579834, 8.231616020202637, 8.219064712524414, 8.271292686462402]",8.28
2ymd,3.16,"[5.881981372833252, 5.695920944213867, 5.813470363616943, 5.812657356262207, 5.84464168548584, 5.891131401062012, 5.773524284362793, 5.933338165283203, 5.8993306159973145, 5.8419647216796875]",5.84
3aru,3.22,"[5.581501483917236, 5.078138828277588, 5.393809795379639, 5.4213480949401855, 5.166998863220215, 5.334684371948242, 5.362062931060791, 5.2772393226623535, 5.436806678771973, 5.341516494750977]",5.34
3ary,6.0,"[5.324113845825195, 5.047135829925537, 4.973535060882568, 5.18150520324707, 5.035014629364014, 4.985418319702148, 5.085963249206543, 5.082234859466553, 5.223682403564453, 5.3953857421875]",5.13
3b27,5.16,"[5.7537336349487305, 5.775806903839111, 5.96080207824707, 5.792481422424316, 5.755666732788086, 5.609983921051025, 5.767800331115723, 5.8492021560668945, 5.924311637878418, 5.8939056396484375]",5.81
