pdbid,real,predictions,mean_pred
1p1n,6.8,"[4.4520344734191895, 5.0586395263671875, 5.220569610595703, 4.955621242523193, 4.417442321777344, 4.3238325119018555, 5.236575603485107, 5.003963470458984, 4.984635829925537, 5.272311210632324]",4.89
1qkt,9.04,"[6.819016933441162, 6.486823558807373, 6.3578290939331055, 6.56596565246582, 6.94627046585083, 6.79595422744751, 7.078395843505859, 6.484208583831787, 6.699120044708252, 6.701874732971191]",6.69
1syi,5.44,"[4.840298652648926, 5.0784454345703125, 5.507008075714111, 5.110265731811523, 5.164863109588623, 5.304566383361816, 5.486443996429443, 5.551290512084961, 5.355159759521484, 5.303039073944092]",5.27
1y6r,10.11,"[6.719335079193115, 6.995089054107666, 6.626346111297607, 6.879909992218018, 6.614765644073486, 6.566786289215088, 6.706836223602295, 6.956008434295654, 6.731135845184326, 6.4873833656311035]",6.73
1yc1,6.17,"[6.249959468841553, 6.30776834487915, 6.007484436035156, 6.835118770599365, 6.474954128265381, 6.353288173675537, 6.351417064666748, 6.410451889038086, 6.511300563812256, 6.468825817108154]",6.4
2v00,3.66,"[3.7523560523986816, 4.332565784454346, 4.580341339111328, 5.254240036010742, 4.203947067260742, 4.492061614990234, 4.469461917877197, 3.783379077911377, 5.414961814880371, 4.259679794311523]",4.45
2vw5,8.52,"[7.663570404052734, 7.334834098815918, 7.6467695236206055, 7.32965612411499, 7.905599117279053, 7.417913913726807, 7.952273845672607, 7.5536370277404785, 7.56760835647583, 7.658235549926758]",7.6
2wer,7.05,"[5.604171276092529, 5.533391952514648, 5.644728183746338, 6.163069725036621, 5.596775054931641, 5.685413837432861, 5.560799598693848, 5.725623607635498, 6.260380268096924, 5.892653465270996]",5.77
2wnc,6.32,"[6.536092281341553, 5.963978290557861, 6.250413417816162, 6.670834064483643, 6.306334972381592, 6.468691349029541, 6.351126194000244, 6.556124687194824, 6.366337299346924, 6.182974338531494]",6.37
2wvt,6.12,"[4.486870765686035, 4.7340922355651855, 4.8947296142578125, 5.064583778381348, 4.530920505523682, 4.789002418518066, 5.077868461608887, 4.757636070251465, 4.683224201202393, 5.112258434295654]",4.81
2x00,11.33,"[8.72872257232666, 7.961144924163818, 8.327616691589355, 8.458501815795898, 8.389776229858398, 8.6112699508667, 8.401159286499023, 8.314732551574707, 8.446307182312012, 8.562508583068848]",8.42
2xb8,7.59,"[5.958938121795654, 5.6647162437438965, 5.66966438293457, 5.655357360839844, 5.601535797119141, 5.603395938873291, 5.583795070648193, 5.821460247039795, 5.3010029792785645, 5.78249979019165]",5.66
2xdl,3.1,"[5.280210971832275, 5.042274475097656, 5.143473148345947, 4.948099613189697, 5.189004421234131, 5.422995090484619, 5.291236400604248, 4.737699031829834, 4.907711505889893, 4.529910087585449]",5.05
2xii,7.2,"[6.0850510597229, 6.696177959442139, 6.296802043914795, 6.060575008392334, 6.562896728515625, 6.087188243865967, 6.183717250823975, 6.593974590301514, 5.56726598739624, 6.026631832122803]",6.22
2yki,9.46,"[7.641316890716553, 9.077049255371094, 8.784658432006836, 8.53099250793457, 8.823606491088867, 8.384180068969727, 8.160795211791992, 8.594766616821289, 8.860048294067383, 8.282504081726074]",8.51
2ymd,3.16,"[4.8332085609436035, 4.846549034118652, 4.705918312072754, 4.799591064453125, 4.396550178527832, 4.9003825187683105, 4.70525598526001, 5.021294116973877, 4.750080585479736, 4.97344446182251]",4.79
3aru,3.22,"[5.490861415863037, 4.939540863037109, 5.200247764587402, 5.063931465148926, 4.530561923980713, 4.137450218200684, 4.77353048324585, 4.262437343597412, 4.930811882019043, 4.784160614013672]",4.81
3ary,6.0,"[5.808578968048096, 5.898252010345459, 5.833481311798096, 6.215758800506592, 5.713777542114258, 6.248205184936523, 5.9597954750061035, 6.103262901306152, 6.223528861999512, 5.856382846832275]",5.99
3b27,5.16,"[5.514875888824463, 5.7043328285217285, 5.814638137817383, 5.568376064300537, 5.188145160675049, 5.964339733123779, 5.502893924713135, 5.187768459320068, 5.567032814025879, 5.159911632537842]",5.52
3b5r,8.77,"[7.233569622039795, 6.611640453338623, 6.94936466217041, 7.363885402679443, 7.2746663093566895, 6.653964519500732, 7.656485557556152, 7.402990341186523, 7.303162097930908, 7.345094203948975]",7.18
3b65,9.27,"[6.320454120635986, 6.727349758148193, 6.394253253936768, 6.207474231719971, 6.292490482330322, 5.618781089782715, 6.936873435974121, 6.842321872711182, 6.168562412261963, 6.322491645812988]",6.38
3b68,8.4,"[6.981703281402588, 6.983809947967529, 7.62164306640625, 6.353859901428223, 7.2410407066345215, 6.633358478546143, 7.394155979156494, 7.894105434417725, 6.900798797607422, 7.834442138671875]",7.18
3d4z,4.89,"[5.065097332000732, 5.0825605392456055, 5.042445659637451, 4.932910442352295, 4.797735214233398, 4.8265886306762695, 5.021717548370361, 4.999834060668945, 5.227077007293701, 4.927762508392334]",4.99
3d6q,3.76,"[4.5618085861206055, 4.632940292358398, 3.791184425354004, 4.8685173988342285, 4.472278594970703, 4.432082176208496, 4.560399055480957, 4.386956214904785, 4.293912887573242, 4.747407913208008]",4.47
3dx1,3.58,"[4.6102070808410645, 4.7243218421936035, 4.782908916473389, 4.810286998748779, 4.670867443084717, 4.708377361297607, 4.841930866241455, 4.977288722991943, 4.686157703399658, 4.717086315155029]",4.75
3dx2,6.82,"[5.021607875823975, 5.1509575843811035, 5.209813117980957, 4.888846397399902, 4.966163158416748, 5.189577102661133, 5.036844253540039, 5.3985748291015625, 4.825876712799072, 5.453252792358398]",5.11
3dxg,2.4,"[4.016476154327393, 3.4944167137145996, 3.350773334503174, 4.083430290222168, 3.8329501152038574, 3.7134785652160645, 4.448782444000244, 3.7696051597595215, 3.86892032623291, 4.301039695739746]",3.89
3ehy,5.85,"[5.127917766571045, 5.295989036560059, 4.722779273986816, 4.778977870941162, 5.440953731536865, 5.0339274406433105, 5.068272590637207, 5.479346752166748, 5.035179615020752, 4.951423168182373]",5.09
3ejr,8.57,"[6.995392799377441, 6.41226053237915, 6.9357428550720215, 7.275295734405518, 7.093397617340088, 6.443140983581543, 6.8984246253967285, 5.811413764953613, 6.901015758514404, 6.501525402069092]",6.73
3fcq,2.77,"[5.347583293914795, 4.989252090454102, 5.483627796173096, 5.48141622543335, 5.2901930809021, 5.423862934112549, 5.051841735839844, 5.022029876708984, 4.881627082824707, 4.763794898986816]",5.17
3g0w,9.52,"[5.830982685089111, 6.932114124298096, 6.308621883392334, 6.707526683807373, 6.454800605773926, 6.636902332305908, 6.335689067840576, 6.452239513397217, 6.278662204742432, 6.701841831207275]",6.46
3gbb,6.9,"[5.4388108253479, 5.8638787269592285, 5.486192226409912, 5.433992862701416, 5.514980792999268, 4.826507091522217, 5.212930202484131, 5.6729416847229, 5.5517258644104, 4.860523223876953]",5.39
3gr2,2.52,"[4.381621360778809, 4.24247932434082, 4.495046138763428, 4.9320807456970215, 4.766898155212402, 4.174243450164795, 4.837411403656006, 4.707545757293701, 4.245619297027588, 3.9855704307556152]",4.48
3gv9,2.12,"[4.176469326019287, 3.985177516937256, 3.775411605834961, 3.867276191711426, 3.6765666007995605, 4.715848445892334, 4.0424394607543945, 4.053865909576416, 4.200390815734863, 4.0716328620910645]",4.06
3jya,6.89,"[5.321154594421387, 6.168534278869629, 6.201058864593506, 5.782779216766357, 5.855945110321045, 5.269296646118164, 5.944983005523682, 5.9110331535339355, 5.672826290130615, 5.710315227508545]",5.78
3lka,2.82,"[3.9233202934265137, 3.9358692169189453, 4.39772891998291, 4.283272743225098, 4.246070384979248, 4.178775787353516, 4.904153823852539, 4.299558639526367, 4.118295669555664, 4.103427410125732]",4.24
3n76,6.85,"[6.0019989013671875, 6.123823165893555, 5.90513277053833, 6.009464740753174, 6.082617282867432, 5.940260410308838, 5.653994083404541, 6.5357489585876465, 5.999748706817627, 6.336230754852295]",6.06
3n86,5.64,"[6.379525661468506, 6.641685962677002, 6.322137355804443, 6.651303768157959, 6.785394191741943, 6.548292636871338, 6.468414783477783, 5.955350875854492, 6.491403579711914, 6.156181812286377]",6.44
3nq9,4.03,"[3.2777366638183594, 3.5761122703552246, 3.085941791534424, 3.3693389892578125, 3.811727523803711, 3.9619240760803223, 3.0827813148498535, 3.2320728302001953, 3.6740589141845703, 3.6686229705810547]",3.47
3nx7,8.1,"[5.620148658752441, 5.281707286834717, 5.483396530151367, 5.348474502563477, 5.3181610107421875, 5.302952289581299, 5.187057971954346, 5.544607639312744, 5.519010543823242, 5.781150817871094]",5.44
3o9i,11.82,"[8.726839065551758, 7.868520259857178, 8.732458114624023, 8.87601089477539, 7.932496547698975, 8.306044578552246, 8.211039543151855, 8.889978408813477, 8.506830215454102, 8.333465576171875]",8.44
