pdbid,real,predictions,mean_pred
1p1n,6.8,"[4.409945487976074, 4.524599075317383, 5.176146507263184, 5.159475326538086, 5.142962455749512, 4.538618087768555, 4.63996696472168, 4.950159549713135, 4.825411796569824, 4.739767074584961]",4.81
1qkt,9.04,"[7.55858039855957, 7.053853988647461, 6.583272933959961, 6.890835762023926, 6.965886116027832, 7.3258256912231445, 6.823813438415527, 6.955680847167969, 7.1918230056762695, 6.800838470458984]",7.02
1syi,5.44,"[4.962398529052734, 4.9376325607299805, 5.401303291320801, 5.046027183532715, 5.902308464050293, 4.751163482666016, 5.437088966369629, 5.500940322875977, 5.185739517211914, 5.825318336486816]",5.29
1y6r,10.11,"[7.596114158630371, 7.136519432067871, 7.597589492797852, 7.397156715393066, 7.786123275756836, 7.155248641967773, 7.664740562438965, 7.374387741088867, 7.8102264404296875, 7.37602424621582]",7.49
1yc1,6.17,"[6.901177406311035, 6.501805305480957, 6.656989097595215, 7.41409969329834, 6.6406354904174805, 6.596552848815918, 6.506646156311035, 6.9903154373168945, 7.009026527404785, 7.745736122131348]",6.9
2v00,3.66,"[4.469810485839844, 4.837007522583008, 5.265995025634766, 5.3280181884765625, 5.679666519165039, 4.730340957641602, 4.454604148864746, 4.857485771179199, 5.146739959716797, 4.359000205993652]",4.91
2vw5,8.52,"[8.0256929397583, 8.559991836547852, 7.584369659423828, 7.889315605163574, 8.104228019714355, 7.630207061767578, 8.38051700592041, 8.114633560180664, 7.345725059509277, 7.068571090698242]",7.87
2wer,7.05,"[6.013267517089844, 6.198224067687988, 6.1745195388793945, 6.5793914794921875, 6.245347023010254, 5.922915458679199, 6.542040824890137, 6.572530746459961, 6.964723587036133, 6.936603546142578]",6.41
2wnc,6.32,"[6.739199638366699, 6.462057113647461, 6.5683088302612305, 6.886547088623047, 6.479374885559082, 6.684118270874023, 6.946245193481445, 6.969327926635742, 6.707344055175781, 7.125101089477539]",6.76
2wvt,6.12,"[5.632297515869141, 5.263005256652832, 5.315052032470703, 5.154720306396484, 4.788119316101074, 5.0670647621154785, 5.235960006713867, 5.3377180099487305, 5.038415908813477, 5.630468368530273]",5.25
2x00,11.33,"[8.698368072509766, 7.800348281860352, 8.093063354492188, 8.259066581726074, 8.483384132385254, 8.38140869140625, 8.479386329650879, 8.094194412231445, 8.23147201538086, 8.17785930633545]",8.27
2xb8,7.59,"[6.054726600646973, 5.80295467376709, 6.174927711486816, 5.65168571472168, 5.45603084564209, 6.0600433349609375, 5.707488059997559, 5.661545753479004, 5.982988357543945, 5.677609443664551]",5.82
2xdl,3.1,"[5.737053871154785, 5.202428817749023, 5.183608055114746, 5.205450057983398, 5.01187801361084, 4.706418037414551, 5.55763053894043, 5.729046821594238, 5.760110855102539, 5.614169120788574]",5.37
2xii,7.2,"[7.278058052062988, 7.475153923034668, 7.318549156188965, 6.674959182739258, 6.9704694747924805, 7.593806266784668, 6.831630706787109, 7.861185073852539, 6.862024307250977, 7.048091888427734]",7.19
2yki,9.46,"[8.388124465942383, 9.12696647644043, 8.456314086914062, 7.749408721923828, 8.137188911437988, 7.87684440612793, 8.184800148010254, 7.908368110656738, 8.454052925109863, 8.921366691589355]",8.32
2ymd,3.16,"[4.928560256958008, 5.070819854736328, 4.916502952575684, 5.016214847564697, 4.311116695404053, 5.125479698181152, 4.52846622467041, 4.9587297439575195, 5.253107070922852, 5.0088090896606445]",4.91
3aru,3.22,"[4.896089553833008, 5.417941093444824, 5.457469940185547, 5.146470069885254, 4.972525596618652, 4.831226348876953, 5.2722578048706055, 5.256997108459473, 5.656072616577148, 5.18070125579834]",5.21
3ary,6.0,"[5.440812110900879, 5.451627731323242, 5.546561241149902, 4.991630554199219, 4.789829254150391, 5.210231781005859, 5.946301460266113, 5.653998374938965, 5.685576438903809, 5.296380043029785]",5.4
3b27,5.16,"[6.080824851989746, 6.357698440551758, 6.1950883865356445, 6.533053398132324, 6.250364303588867, 6.687911033630371, 6.2278594970703125, 5.742895126342773, 6.061978340148926, 5.631900787353516]",6.18
3b5r,8.77,"[7.182888984680176, 6.844517707824707, 6.797733306884766, 7.006874084472656, 7.268245697021484, 6.944846153259277, 7.119536399841309, 6.896471977233887, 7.314847946166992, 6.872433662414551]",7.02
3b65,9.27,"[6.768987655639648, 6.584495544433594, 6.143741607666016, 6.120248794555664, 6.125796318054199, 6.235966682434082, 6.509641647338867, 6.740979194641113, 6.489241600036621, 6.061047554016113]",6.38
3b68,8.4,"[7.400734901428223, 6.678280830383301, 7.2821245193481445, 6.863348007202148, 7.356599807739258, 7.106030464172363, 6.887778282165527, 6.689358711242676, 7.305135726928711, 7.329196929931641]",7.09
