pdbid,real,predictions,mean_pred
1p1n,6.8,"[4.272045612335205, 5.330775737762451, 5.364675045013428, 4.853415012359619, 5.191997528076172, 4.354625225067139, 5.681294918060303, 5.587800025939941, 5.476658344268799, 5.310067653656006]",5.14
1qkt,9.04,"[6.385823726654053, 6.584264278411865, 6.34077787399292, 5.978548526763916, 6.488100051879883, 6.549739360809326, 6.589632511138916, 6.432526111602783, 6.122617244720459, 6.431069850921631]",6.39
1syi,5.44,"[5.411284923553467, 5.532948970794678, 5.930050373077393, 5.580855846405029, 5.559382915496826, 5.5947136878967285, 5.779415607452393, 5.81412935256958, 6.108480453491211, 5.792332172393799]",5.71
1y6r,10.11,"[6.887795925140381, 6.94277286529541, 7.443830966949463, 7.414286136627197, 7.510077953338623, 7.296861171722412, 7.389993190765381, 7.652184009552002, 7.576098918914795, 7.1239237785339355]",7.32
1yc1,6.17,"[6.160678863525391, 5.649965763092041, 5.683980464935303, 5.784854412078857, 5.904666900634766, 5.9188714027404785, 6.112730503082275, 5.859565258026123, 5.94991397857666, 5.8560285568237305]",5.89
2v00,3.66,"[3.4720840454101562, 3.8248605728149414, 4.339358329772949, 4.699591636657715, 3.751905918121338, 3.386359214782715, 4.026059150695801, 3.644084930419922, 4.259819984436035, 3.6722559928894043]",3.91
2vw5,8.52,"[6.342606544494629, 6.925808429718018, 6.454952716827393, 6.260364055633545, 6.613362789154053, 6.670522212982178, 6.337669849395752, 6.490454196929932, 6.4933342933654785, 7.035961627960205]",6.56
2wer,7.05,"[5.0362162590026855, 5.407102108001709, 5.320878982543945, 5.233987331390381, 5.296824932098389, 5.504574775695801, 5.232320308685303, 4.913305282592773, 5.291837215423584, 5.261106491088867]",5.25
2wnc,6.32,"[6.059855937957764, 5.381013870239258, 6.463548183441162, 5.526397228240967, 5.949484348297119, 5.784402370452881, 6.206515789031982, 5.9996514320373535, 5.9933085441589355, 5.865969181060791]",5.92
2wvt,6.12,"[9.42684555053711, 9.553351402282715, 9.825493812561035, 10.04161548614502, 8.65738296508789, 9.509477615356445, 9.84253215789795, 9.980918884277344, 9.707564353942871, 9.398682594299316]",9.59
2x00,11.33,"[7.268174171447754, 6.885389804840088, 6.914320468902588, 7.255297660827637, 7.300536155700684, 6.950459003448486, 6.627064228057861, 6.824245929718018, 6.893226146697998, 7.387716770172119]",7.03
2xb8,7.59,"[5.448824882507324, 5.434067249298096, 5.319459438323975, 5.119967460632324, 5.056886196136475, 5.27208948135376, 4.99155330657959, 5.152333736419678, 5.390066623687744, 5.126461029052734]",5.23
2xdl,3.1,"[4.8254804611206055, 4.668642997741699, 4.723635673522949, 4.904067039489746, 4.617618083953857, 4.773551940917969, 5.238776683807373, 4.742711544036865, 4.55531644821167, 4.676176071166992]",4.77
2xii,7.2,"[6.174115180969238, 6.5020036697387695, 6.1779046058654785, 6.4911603927612305, 6.5129241943359375, 6.3868632316589355, 6.205089092254639, 6.798346042633057, 6.588426113128662, 6.737594127655029]",6.46
2yki,9.46,"[7.459164619445801, 7.602234840393066, 7.534824371337891, 7.361730098724365, 7.481525897979736, 7.294042110443115, 7.585799217224121, 7.676966190338135, 7.636845111846924, 7.470216274261475]",7.51
2ymd,3.16,"[4.049544334411621, 4.446856498718262, 4.1624226570129395, 4.651001453399658, 4.028343200683594, 4.298454284667969, 4.157304286956787, 4.524805068969727, 4.422519207000732, 4.420587062835693]",4.32
3aru,3.22,"[4.621663570404053, 4.351251125335693, 4.7020487785339355, 4.691894054412842, 3.998711109161377, 4.189766883850098, 4.527837753295898, 4.243713855743408, 4.639227390289307, 4.39829158782959]",4.44
