pdbid,real,predictions,mean_pred
1p1n,6.8,"[4.766844749450684, 5.190197944641113, 5.549750328063965, 5.433393478393555, 5.022259712219238, 4.585358142852783, 5.3637285232543945, 5.491082191467285, 5.121120452880859, 5.34812068939209]",5.19
1qkt,9.04,"[7.267312049865723, 6.829532623291016, 6.750434875488281, 6.615640640258789, 6.739864349365234, 7.115633010864258, 7.071805953979492, 6.996755599975586, 7.0702009201049805, 6.7607831954956055]",6.92
1syi,5.44,"[5.472501754760742, 4.985271453857422, 5.235389709472656, 5.38728141784668, 5.376594543457031, 5.198650360107422, 5.065526008605957, 5.383053779602051, 4.919607639312744, 5.4708757400512695]",5.25
1y6r,10.11,"[7.348379135131836, 7.049861907958984, 7.271079063415527, 7.2013444900512695, 7.381102561950684, 7.621415138244629, 7.346756935119629, 7.471752166748047, 8.381061553955078, 7.509860992431641]",7.46
1yc1,6.17,"[6.744772911071777, 6.205632209777832, 6.32908821105957, 6.194149971008301, 6.676294326782227, 6.3862504959106445, 6.778032302856445, 6.469568252563477, 6.749585151672363, 6.700774192810059]",6.52
2v00,3.66,"[3.746210813522339, 4.06324577331543, 4.667164325714111, 5.293421745300293, 4.60355281829834, 4.232819557189941, 4.4230194091796875, 3.9333865642547607, 5.273447036743164, 4.047579765319824]",4.43
2vw5,8.52,"[7.832370758056641, 7.962010383605957, 7.761249542236328, 7.025981903076172, 8.137511253356934, 7.699731826782227, 7.660857200622559, 7.655181884765625, 8.048163414001465, 7.490569114685059]",7.73
2wer,7.05,"[5.146121025085449, 5.931868553161621, 5.705097198486328, 6.32673454284668, 5.700458526611328, 5.766319274902344, 5.756318092346191, 5.5074968338012695, 6.194547653198242, 5.80819034576416]",5.78
2wnc,6.32,"[6.724692344665527, 6.184517860412598, 6.893362998962402, 6.61506462097168, 6.5550432205200195, 6.456843376159668, 6.306408882141113, 6.619109153747559, 6.868878364562988, 6.5131988525390625]",6.57
2wvt,6.12,"[5.963703155517578, 5.795476913452148, 6.006656646728516, 5.934901237487793, 5.679361343383789, 5.954988479614258, 6.151548385620117, 5.792863845825195, 6.090691566467285, 5.865744590759277]",5.92
2x00,11.33,"[8.295668601989746, 7.905490875244141, 7.907282829284668, 8.031835556030273, 8.170228958129883, 8.005478858947754, 7.924582481384277, 7.948150634765625, 7.862512588500977, 7.917667388916016]",8.0
2xb8,7.59,"[5.6600799560546875, 6.016674995422363, 5.9327287673950195, 6.061528205871582, 5.865015029907227, 5.545777320861816, 5.4639739990234375, 5.736712455749512, 5.458344459533691, 5.46990966796875]",5.72
2xdl,3.1,"[5.048523426055908, 4.991436958312988, 5.043858528137207, 4.892823219299316, 4.736001968383789, 5.098033905029297, 5.241863250732422, 5.273987770080566, 5.368268013000488, 5.00631046295166]",5.07
2xii,7.2,"[6.479409217834473, 6.980754852294922, 6.632353782653809, 6.912910461425781, 6.497653007507324, 6.574307441711426, 6.262112617492676, 7.017082214355469, 6.658548355102539, 6.840366363525391]",6.69
2yki,9.46,"[8.22008991241455, 8.730538368225098, 8.071935653686523, 8.301262855529785, 8.174003601074219, 7.823463439941406, 8.270553588867188, 8.464487075805664, 7.976815223693848, 8.463594436645508]",8.25
2ymd,3.16,"[5.118741035461426, 5.295037269592285, 5.369447708129883, 5.315899848937988, 4.706329345703125, 5.262458801269531, 5.169119834899902, 5.696122169494629, 5.496665954589844, 5.550745010375977]",5.3
3aru,3.22,"[4.674498558044434, 4.756096839904785, 5.012700080871582, 5.438852310180664, 4.6876220703125, 4.780475616455078, 5.077398300170898, 4.5852742195129395, 5.120794296264648, 5.206729888916016]",4.93
3ary,6.0,"[5.997958183288574, 6.180697441101074, 5.82382869720459, 5.209263801574707, 5.077352523803711, 5.499344825744629, 6.147307395935059, 6.377091407775879, 5.88262939453125, 6.296957969665527]",5.85
3b27,5.16,"[5.534353256225586, 4.928521156311035, 5.874996185302734, 5.476252555847168, 5.060707092285156, 5.886818885803223, 5.453447341918945, 5.503635406494141, 5.357183456420898, 5.514102935791016]",5.46
3b5r,8.77,"[7.190033912658691, 7.303346633911133, 6.369510650634766, 7.208806991577148, 7.21297550201416, 6.975041389465332, 7.274259567260742, 6.967829704284668, 7.108582496643066, 7.0296220779418945]",7.06
3b65,9.27,"[6.587418556213379, 6.693603515625, 6.841378211975098, 6.334481239318848, 6.245638847351074, 6.195163726806641, 6.192805290222168, 6.900152206420898, 6.434383392333984, 6.811737060546875]",6.52
3b68,8.4,"[8.053831100463867, 7.229330062866211, 7.145414352416992, 6.889972686767578, 7.461703300476074, 7.507387161254883, 7.216738700866699, 7.380873680114746, 7.534698486328125, 7.7172088623046875]",7.41
3d4z,4.89,"[4.559974193572998, 4.914571762084961, 5.261408805847168, 5.374197959899902, 4.824338912963867, 4.723507881164551, 4.6439361572265625, 5.0218424797058105, 5.2895660400390625, 4.894896030426025]",4.95
3d6q,3.76,"[4.247090816497803, 4.5408172607421875, 4.533288955688477, 4.390505790710449, 4.831259727478027, 4.133822441101074, 4.3476409912109375, 4.559659957885742, 4.712363243103027, 4.467490196228027]",4.48
3dx1,3.58,"[4.722264766693115, 5.226421356201172, 4.88740873336792, 5.125180244445801, 4.857816219329834, 4.90549373626709, 4.335399627685547, 4.934211730957031, 4.57064151763916, 4.814311981201172]",4.84
3dx2,6.82,"[5.7066144943237305, 5.451866149902344, 5.429767608642578, 5.2628679275512695, 5.82313346862793, 5.349186897277832, 5.238067626953125, 6.067112922668457, 5.768577575683594, 5.53156852722168]",5.56
3dxg,2.4,"[4.352465629577637, 3.6757516860961914, 3.925567388534546, 4.436302185058594, 4.089422225952148, 3.904968500137329, 4.967477798461914, 4.305556297302246, 4.466238021850586, 4.692875862121582]",4.28
3ehy,5.85,"[4.120203971862793, 4.930787086486816, 5.279393196105957, 4.507316589355469, 4.889299392700195, 4.483232498168945, 5.43527889251709, 5.086452484130859, 5.430498123168945, 5.040736675262451]",4.92
3ejr,8.57,"[7.931632041931152, 6.822784423828125, 7.295721054077148, 7.579170227050781, 7.259519577026367, 6.932660102844238, 7.301949501037598, 7.078642845153809, 6.957573890686035, 7.43934440612793]",7.26
3fcq,2.77,"[4.316679000854492, 4.238994598388672, 4.971261024475098, 4.785393714904785, 4.551529884338379, 4.762636184692383, 4.904299736022949, 4.308504581451416, 5.140781402587891, 4.627100944519043]",4.66
3g0w,9.52,"[6.2478179931640625, 6.321673393249512, 6.7604780197143555, 6.833081245422363, 6.720193862915039, 6.894728660583496, 6.474007606506348, 6.880568504333496, 7.144186019897461, 6.5863142013549805]",6.69
3gbb,6.9,"[5.711313247680664, 5.472530364990234, 5.490871429443359, 5.944039344787598, 5.402112007141113, 5.5270538330078125, 5.751473426818848, 5.285940170288086, 5.689183235168457, 5.606529235839844]",5.59
3gr2,2.52,"[4.411434173583984, 4.327781677246094, 4.254175662994385, 5.482696533203125, 4.555106163024902, 4.295949935913086, 5.476268768310547, 4.38625431060791, 4.022906303405762, 4.7104949951171875]",4.59
