pdbid,real,predictions,mean_pred
1p1n,6.8,"[5.961627006530762, 5.673470497131348, 5.676546096801758, 5.75664758682251, 4.656460762023926, 5.324135780334473, 5.840069770812988, 5.937077522277832, 6.064547538757324, 6.1259613037109375]",5.7
1qkt,9.04,"[6.535758972167969, 6.082311153411865, 6.102866172790527, 5.404435157775879, 6.0008111000061035, 6.314356803894043, 5.677521705627441, 5.6608195304870605, 5.916740417480469, 6.286786079406738]",6.0
1syi,5.44,"[5.742392539978027, 5.894100189208984, 6.645317077636719, 6.263566970825195, 5.86025333404541, 5.7303619384765625, 6.904455184936523, 5.891929626464844, 6.633675575256348, 6.659881591796875]",6.22
1y6r,10.11,"[7.254754066467285, 7.39876651763916, 7.088992118835449, 7.521943092346191, 7.090597629547119, 6.813961029052734, 7.147171974182129, 7.359821796417236, 7.807272911071777, 6.678221702575684]",7.22
1yc1,6.17,"[6.263254165649414, 6.413120269775391, 6.405127048492432, 6.461733818054199, 6.196802139282227, 6.189276695251465, 6.161086082458496, 6.591002464294434, 6.520542144775391, 6.259860038757324]",6.35
2v00,3.66,"[3.5319416522979736, 3.9107842445373535, 4.816646099090576, 5.479089736938477, 4.304764747619629, 3.6191089153289795, 3.7423038482666016, 3.7288553714752197, 4.9928998947143555, 3.6830968856811523]",4.18
2vw5,8.52,"[7.605659484863281, 7.634308815002441, 7.657722473144531, 6.997292518615723, 7.0249223709106445, 7.317198753356934, 7.108584880828857, 7.721314430236816, 7.2601776123046875, 7.396444320678711]",7.37
2wer,7.05,"[5.161651611328125, 5.573204040527344, 5.241692066192627, 5.722524642944336, 5.179898262023926, 5.695401191711426, 5.293717384338379, 5.131789207458496, 5.740140914916992, 5.277839183807373]",5.4
2wnc,6.32,"[6.576397895812988, 6.24452018737793, 6.463904857635498, 6.580741882324219, 6.56437873840332, 6.724507808685303, 6.671712875366211, 6.526609420776367, 5.819388389587402, 6.235812664031982]",6.44
2wvt,6.12,"[6.194681167602539, 6.163947105407715, 6.065034866333008, 6.6493024826049805, 5.679871559143066, 5.616204261779785, 6.090826034545898, 5.816483020782471, 5.790761947631836, 6.146819114685059]",6.02
2x00,11.33,"[7.692471504211426, 7.010721683502197, 7.906882286071777, 8.089673042297363, 7.570019721984863, 7.595793724060059, 7.706121444702148, 7.560093879699707, 7.476027488708496, 7.399162769317627]",7.6
2xb8,7.59,"[6.377840042114258, 6.098628997802734, 6.091156959533691, 6.2061767578125, 5.930750370025635, 5.9953413009643555, 5.815683364868164, 6.0793561935424805, 5.098911285400391, 6.578790664672852]",6.03
2xdl,3.1,"[4.892470359802246, 4.806205749511719, 5.0129313468933105, 5.2769389152526855, 4.813055038452148, 5.141293525695801, 4.884966850280762, 5.354410171508789, 5.494646072387695, 5.002837181091309]",5.07
2xii,7.2,"[7.099855899810791, 7.052407264709473, 7.053158760070801, 6.188205718994141, 7.229545593261719, 6.918390274047852, 6.320811748504639, 7.389100551605225, 6.404170989990234, 7.043529987335205]",6.87
2yki,9.46,"[8.602368354797363, 8.846487045288086, 8.522013664245605, 7.663511276245117, 8.689414024353027, 8.40140438079834, 8.779640197753906, 8.439546585083008, 8.010907173156738, 8.501265525817871]",8.45
2ymd,3.16,"[5.236227989196777, 5.145256996154785, 4.813925743103027, 5.07478666305542, 4.49542236328125, 5.060269355773926, 4.909357070922852, 5.325931549072266, 5.16478157043457, 5.180221080780029]",5.04
3aru,3.22,"[5.419916152954102, 5.221020698547363, 4.894410610198975, 5.08188009262085, 5.229364395141602, 4.392364978790283, 4.825901985168457, 4.4788432121276855, 4.6981048583984375, 5.116415500640869]",4.94
3ary,6.0,"[5.88270378112793, 6.123557090759277, 5.845752716064453, 5.540719985961914, 5.748517990112305, 5.700737953186035, 6.601661205291748, 6.350813865661621, 6.0893425941467285, 5.547725677490234]",5.94
3b27,5.16,"[5.330604553222656, 5.610774040222168, 5.510150909423828, 5.057909965515137, 5.267046928405762, 5.875933647155762, 5.271546840667725, 6.054936408996582, 4.821728706359863, 5.401494979858398]",5.42
3b5r,8.77,"[7.434486389160156, 7.117912292480469, 7.355720520019531, 7.045586585998535, 6.856938362121582, 7.0353217124938965, 6.907895088195801, 6.893228530883789, 7.159222602844238, 7.042552947998047]",7.08
3b65,9.27,"[6.549724578857422, 6.791204452514648, 6.4122114181518555, 6.226738929748535, 6.057244300842285, 6.648464202880859, 6.853610992431641, 6.461606979370117, 6.460780143737793, 6.596876621246338]",6.51
3b68,8.4,"[7.819334030151367, 6.721473217010498, 7.589724540710449, 7.306793212890625, 7.43781042098999, 7.3635149002075195, 6.8633246421813965, 7.16737174987793, 6.971230506896973, 7.968118667602539]",7.32
3d4z,4.89,"[4.900778770446777, 5.3714423179626465, 4.869551658630371, 5.443258762359619, 5.424528121948242, 5.193732738494873, 5.382403373718262, 4.848631381988525, 5.059122085571289, 5.515530586242676]",5.2
3d6q,3.76,"[4.657419204711914, 4.658171653747559, 4.32260274887085, 4.286252975463867, 4.307085990905762, 4.491316795349121, 4.889956474304199, 4.307473182678223, 4.257730960845947, 4.837402820587158]",4.5
3dx1,3.58,"[4.987306594848633, 5.595896244049072, 5.54184627532959, 5.229366302490234, 5.364099502563477, 5.5135955810546875, 4.92809534072876, 5.6988301277160645, 4.702643394470215, 4.862088203430176]",5.24
3dx2,6.82,"[6.57202672958374, 6.138521194458008, 6.2299652099609375, 6.409401893615723, 6.446526527404785, 6.240013122558594, 6.190663814544678, 6.314992427825928, 5.812732219696045, 6.20993185043335]",6.26
3dxg,2.4,"[4.091460227966309, 3.8424596786499023, 3.8667070865631104, 4.618001937866211, 4.384469985961914, 4.075000762939453, 4.1401472091674805, 3.8965835571289062, 4.87967586517334, 4.82284688949585]",4.26
3ehy,5.85,"[4.98339319229126, 4.728439807891846, 4.909945964813232, 4.294726848602295, 5.110333442687988, 5.273523330688477, 5.107819080352783, 5.517695426940918, 5.0895094871521, 4.844226360321045]",4.99
3ejr,8.57,"[6.723341941833496, 6.806762218475342, 6.721433162689209, 6.72959566116333, 6.204024791717529, 6.233826637268066, 6.709503173828125, 6.967315673828125, 6.25459098815918, 7.633389472961426]",6.7
3fcq,2.77,"[4.915754795074463, 5.243314743041992, 5.309165000915527, 5.096892833709717, 5.195174217224121, 4.86838436126709, 4.40275239944458, 4.7741241455078125, 4.572251319885254, 4.542252540588379]",4.89
3g0w,9.52,"[6.352321624755859, 6.490694999694824, 6.501250267028809, 6.790164947509766, 6.473830223083496, 6.382122993469238, 6.3766937255859375, 6.5540876388549805, 6.260119438171387, 6.202548027038574]",6.44
3gbb,6.9,"[6.088529586791992, 6.327149868011475, 5.521088600158691, 5.657383918762207, 5.734907150268555, 5.839986801147461, 5.700743675231934, 5.770263195037842, 6.080219268798828, 6.396030426025391]",5.91
3gr2,2.52,"[4.611444473266602, 4.490307807922363, 4.598918914794922, 5.84002161026001, 4.6649980545043945, 4.174422264099121, 4.093571662902832, 5.130974769592285, 3.9732346534729004, 4.549306869506836]",4.61
3gv9,2.12,"[3.8263425827026367, 3.5962748527526855, 3.863780975341797, 3.553860902786255, 4.396669387817383, 4.142228603363037, 3.7440011501312256, 4.722455024719238, 3.9095797538757324, 3.529282331466675]",3.93
3jya,6.89,"[5.339760780334473, 5.667637825012207, 5.655144691467285, 6.085537910461426, 5.361262321472168, 5.496013641357422, 5.509759902954102, 5.8968892097473145, 6.154682159423828, 5.4710373878479]",5.66
3lka,2.82,"[3.522138833999634, 3.330134391784668, 3.8416337966918945, 3.5419600009918213, 3.903555154800415, 3.4042186737060547, 4.079408645629883, 4.190227508544922, 3.6729018688201904, 3.715702533721924]",3.72
3n76,6.85,"[6.275895595550537, 5.894197463989258, 5.678276062011719, 6.570301055908203, 6.345034599304199, 6.636528968811035, 5.726860523223877, 6.307560920715332, 6.29399299621582, 6.408510684967041]",6.21
3n86,5.64,"[6.198803901672363, 6.274855136871338, 5.998386383056641, 6.326220512390137, 6.508326053619385, 6.24029541015625, 6.190557479858398, 6.157593727111816, 6.490887641906738, 5.837309837341309]",6.22
3nq9,4.03,"[4.331002235412598, 3.875953435897827, 4.042171478271484, 3.867985725402832, 4.916311740875244, 4.452113151550293, 4.388550758361816, 3.915255546569824, 4.4523606300354, 3.948391914367676]",4.22
3nx7,8.1,"[5.26427698135376, 5.199005126953125, 5.651533603668213, 5.643813133239746, 5.827268600463867, 5.2489399909973145, 5.370285987854004, 5.897711753845215, 5.60770320892334, 5.624447345733643]",5.53
3o9i,11.82,"[8.803367614746094, 8.267793655395508, 8.284636497497559, 8.63176155090332, 8.795305252075195, 9.268370628356934, 8.588594436645508, 8.296797752380371, 8.775680541992188, 9.210156440734863]",8.69
3ozs,5.33,"[7.278575897216797, 7.088499069213867, 7.105627536773682, 7.228271484375, 7.035833358764648, 7.095337867736816, 7.088896751403809, 6.949317932128906, 7.14698600769043, 7.437228202819824]",7.15
3ozt,4.13,"[6.671804428100586, 6.625703811645508, 6.210150718688965, 6.006933212280273, 6.931465148925781, 6.964524269104004, 6.135931968688965, 6.374251842498779, 6.143359661102295, 6.911220073699951]",6.5
3p5o,7.26,"[7.173271179199219, 7.572737693786621, 6.842864036560059, 6.4919633865356445, 6.230350494384766, 6.711366653442383, 6.89046573638916, 6.890427589416504, 7.229016304016113, 6.279568195343018]",6.83
3prs,7.82,"[8.151369094848633, 8.136428833007812, 7.634769916534424, 7.814296722412109, 7.9259185791015625, 8.047830581665039, 7.5325493812561035, 6.827358245849609, 7.563150405883789, 6.898678302764893]",7.65
3pww,7.32,"[8.423196792602539, 7.487038612365723, 8.276006698608398, 7.682053089141846, 8.29650592803955, 7.720973968505859, 7.862031936645508, 8.140077590942383, 8.208288192749023, 8.132512092590332]",8.02
3qqs,5.82,"[5.025036811828613, 4.89846134185791, 4.561709403991699, 5.221132278442383, 5.350376129150391, 5.838424205780029, 5.505805969238281, 4.72643518447876, 5.553839206695557, 5.433628082275391]",5.21
3rlr,7.52,"[6.203102111816406, 6.52271842956543, 6.303729057312012, 6.420377731323242, 6.213754177093506, 6.532604694366455, 6.834577560424805, 6.33107852935791, 6.246067047119141, 6.803549766540527]",6.44
3tsk,7.17,"[7.5653581619262695, 7.395609378814697, 7.459159851074219, 7.320600509643555, 8.225290298461914, 7.476492404937744, 8.40030288696289, 7.6631550788879395, 7.462756156921387, 7.030105113983154]",7.6
3twp,3.92,"[3.8360228538513184, 4.042542934417725, 4.251688480377197, 4.88703727722168, 3.7670483589172363, 3.9431071281433105, 2.823638677597046, 3.8917529582977295, 4.72617244720459, 4.26422119140625]",4.04
3u5j,5.61,"[5.95873498916626, 5.520834922790527, 6.83331823348999, 5.770280361175537, 5.3839898109436035, 5.994721412658691, 5.147739887237549, 5.870971202850342, 5.421905040740967, 5.45255184173584]",5.74
3ui7,9.0,"[7.152439594268799, 6.330550670623779, 6.724090576171875, 7.514472007751465, 6.758016586303711, 6.580558776855469, 6.616933822631836, 6.692652702331543, 7.165631294250488, 6.522482872009277]",6.81
3uo4,6.52,"[7.183386325836182, 6.670473098754883, 7.506803512573242, 6.790046691894531, 7.258001804351807, 7.192516803741455, 7.407047271728516, 6.719273090362549, 6.667800426483154, 7.545541286468506]",7.09
3up2,7.4,"[6.633492469787598, 7.514226913452148, 7.855051040649414, 7.204217910766602, 6.977835655212402, 6.660231113433838, 7.18332576751709, 7.063978672027588, 6.359919548034668, 7.623113632202148]",7.11
3uuo,7.96,"[6.034931182861328, 5.7236552238464355, 5.951745510101318, 5.923644065856934, 6.102936267852783, 6.295572280883789, 6.26999568939209, 6.797555923461914, 6.071051120758057, 6.641186237335205]",6.18
3wtj,6.53,"[6.617804527282715, 5.8338751792907715, 6.440540313720703, 6.348542213439941, 6.194480895996094, 6.2042236328125, 6.40341854095459, 6.237818717956543, 6.829824924468994, 6.396003723144531]",6.35
3wz8,5.82,"[6.794132232666016, 6.3899431228637695, 7.773431777954102, 6.539413928985596, 7.116874694824219, 7.0234761238098145, 7.3325419425964355, 7.260715007781982, 6.851564884185791, 7.3799543380737305]",7.05
4agn,3.97,"[4.4240522384643555, 4.078695297241211, 3.593029022216797, 3.8925669193267822, 3.462587356567383, 4.115419387817383, 4.398059844970703, 4.097944736480713, 4.905454158782959, 3.8848326206207275]",4.09
4agp,4.69,"[4.450867652893066, 4.943641662597656, 4.977006912231445, 5.18980598449707, 4.4900102615356445, 4.708540439605713, 5.4853034019470215, 4.596441745758057, 4.728106498718262, 5.141533851623535]",4.87
4agq,5.01,"[4.582911968231201, 4.471928596496582, 4.5856804847717285, 4.92622184753418, 6.168595314025879, 5.127095699310303, 5.165534973144531, 4.892158508300781, 5.098974704742432, 4.611635208129883]",4.96
4ciw,4.82,"[5.571365833282471, 6.0610575675964355, 5.60002326965332, 5.3544158935546875, 6.305081367492676, 5.176660060882568, 5.511086940765381, 5.788303375244141, 6.405289649963379, 5.66044807434082]",5.74
4dld,5.82,"[6.174598693847656, 5.398477554321289, 6.767314434051514, 6.348387718200684, 6.2567949295043945, 6.050126075744629, 6.754293918609619, 5.041292667388916, 6.470006942749023, 5.851556301116943]",6.11
4f2w,11.3,"[7.2254838943481445, 7.370129585266113, 7.611721992492676, 7.471686363220215, 7.1109747886657715, 7.276934623718262, 7.697562217712402, 7.095365524291992, 6.984072685241699, 7.85965633392334]",7.37
4f3c,11.82,"[7.571831226348877, 7.589990615844727, 7.815496444702148, 7.522894859313965, 7.537748336791992, 8.201345443725586, 7.492430686950684, 7.270205974578857, 7.812580108642578, 7.638547897338867]",7.65
4gid,10.77,"[7.506660461425781, 8.669384956359863, 8.647501945495605, 7.736717224121094, 7.809017658233643, 8.067302703857422, 8.410480499267578, 8.28522777557373, 8.600944519042969, 7.896572113037109]",8.16
4j28,5.7,"[6.270903587341309, 5.2255120277404785, 5.269216537475586, 5.554905414581299, 6.539473533630371, 5.654256820678711, 4.886046409606934, 4.492491722106934, 5.8808088302612305, 6.280246257781982]",5.61
4jfs,5.27,"[5.6922502517700195, 5.609991073608398, 5.456106185913086, 5.293023109436035, 5.295896530151367, 5.440690040588379, 5.820749282836914, 5.776638507843018, 5.434561729431152, 5.877541542053223]",5.57
4jxs,4.74,"[6.225085258483887, 5.266838073730469, 5.882870674133301, 6.312393665313721, 6.5026397705078125, 6.283328533172607, 5.838711738586426, 5.0339884757995605, 6.014418601989746, 6.249730110168457]",5.96
4k18,8.96,"[6.776352882385254, 7.278199195861816, 7.755846977233887, 6.497341156005859, 6.929407119750977, 7.075610637664795, 7.318591117858887, 6.911223411560059, 7.058609485626221, 7.570496559143066]",7.12
4kz6,3.1,"[4.683261394500732, 4.645127296447754, 5.426939964294434, 4.511946201324463, 4.576731204986572, 4.501708507537842, 4.451710224151611, 4.899422645568848, 4.776059150695801, 4.32515287399292]",4.68
4kzq,6.1,"[5.547839164733887, 5.542384147644043, 6.0395050048828125, 6.1073689460754395, 5.615931510925293, 5.488722801208496, 6.195058822631836, 5.706469535827637, 5.397026062011719, 6.28635311126709]",5.79
4kzu,6.5,"[6.114618301391602, 6.538604736328125, 5.942461013793945, 6.15517520904541, 5.997134208679199, 5.873055458068848, 6.122712135314941, 5.492022514343262, 6.017627239227295, 6.028730392456055]",6.03
4llx,2.89,"[4.240214824676514, 3.9647982120513916, 4.103819370269775, 3.843808889389038, 4.337459087371826, 3.7198503017425537, 3.917329788208008, 4.150819778442383, 4.206552028656006, 4.0827789306640625]",4.06
4lzs,4.8,"[3.6657588481903076, 4.465181350708008, 4.157458782196045, 3.91949462890625, 4.7110137939453125, 4.74730110168457, 4.3621296882629395, 4.596104621887207, 4.455024242401123, 4.386316299438477]",4.35
4m0y,6.46,"[5.83602237701416, 5.409872055053711, 5.947105884552002, 6.285933494567871, 5.561795234680176, 5.7360992431640625, 5.446085453033447, 5.3323187828063965, 5.671104431152344, 5.932185649871826]",5.72
4ogj,6.79,"[7.00386905670166, 7.131065368652344, 7.207200050354004, 6.604841232299805, 6.383157253265381, 6.582430839538574, 6.606928825378418, 7.006678581237793, 6.245633125305176, 7.2934675216674805]",6.81
4pcs,7.85,"[6.125280380249023, 5.536985397338867, 5.212811470031738, 5.66594123840332, 4.226988315582275, 5.947713851928711, 6.429610729217529, 5.402573585510254, 5.989160537719727, 5.3838982582092285]",5.59
4wiv,6.26,"[5.659849166870117, 5.936209678649902, 5.705208778381348, 6.181061744689941, 5.982939720153809, 6.605085372924805, 6.3778486251831055, 6.804814338684082, 5.658108234405518, 5.129218101501465]",6.0
5a7b,3.57,"[5.461714744567871, 5.388317108154297, 4.91580057144165, 4.7018232345581055, 5.110198974609375, 5.373047351837158, 5.131644248962402, 4.81440544128418, 5.060625076293945, 5.428919792175293]",5.14
5aba,2.98,"[4.0607008934021, 4.1140031814575195, 3.7645437717437744, 4.575445652008057, 4.30023717880249, 4.205653667449951, 3.9132041931152344, 3.94016170501709, 3.5048294067382812, 3.3457541465759277]",3.97
5c28,5.66,"[4.53997802734375, 4.652596473693848, 4.643048286437988, 3.9415040016174316, 4.664176940917969, 4.425768852233887, 4.463500499725342, 3.931913375854492, 4.173625946044922, 3.824211835861206]",4.33
5c2h,11.09,"[7.814629554748535, 6.77564001083374, 7.584181785583496, 8.336554527282715, 7.7170867919921875, 8.07348918914795, 7.314210891723633, 7.539681434631348, 8.005622863769531, 7.805132865905762]",7.7
5dwr,11.22,"[7.896723747253418, 7.510541915893555, 7.655522346496582, 8.076194763183594, 7.699836730957031, 7.428783416748047, 7.574954032897949, 7.949258804321289, 7.868355751037598, 8.294349670410156]",7.8
