pdbid,real,predictions,mean_pred
1p1n,6.8,"[5.312582492828369, 5.96876859664917, 6.247146129608154, 5.907602310180664, 5.663586139678955, 5.343657970428467, 6.436420917510986, 6.100976943969727, 5.621056079864502, 5.590551853179932]",5.82
1qkt,9.04,"[6.68765926361084, 6.233346939086914, 6.085086345672607, 6.47955846786499, 6.388355255126953, 6.42327356338501, 5.853680610656738, 6.082308292388916, 6.397197246551514, 6.421295642852783]",6.31
1syi,5.44,"[6.29495906829834, 6.068882942199707, 6.1609272956848145, 6.40234899520874, 5.769622325897217, 6.197762966156006, 6.248830318450928, 6.003668785095215, 6.048799991607666, 5.873053073883057]",6.11
1y6r,10.11,"[7.472856521606445, 7.535533905029297, 7.519626140594482, 7.664320468902588, 7.657082557678223, 7.706098556518555, 7.809850215911865, 7.817018032073975, 7.697100639343262, 7.497438907623291]",7.64
1yc1,6.17,"[6.865607738494873, 6.696682929992676, 6.934720993041992, 7.606590747833252, 6.450098514556885, 6.6433024406433105, 6.064331531524658, 6.895965576171875, 6.361666202545166, 6.53900671005249]",6.71
2v00,3.66,"[3.6965770721435547, 4.3387041091918945, 4.421024322509766, 4.958676815032959, 4.089587211608887, 3.8848776817321777, 4.150855541229248, 3.9120092391967773, 4.461899757385254, 4.076442241668701]",4.2
2vw5,8.52,"[6.7935099601745605, 7.452091217041016, 6.9276814460754395, 7.187703609466553, 6.535892009735107, 6.805055141448975, 7.033036708831787, 7.021576404571533, 7.063821792602539, 6.796736240386963]",6.96
2wer,7.05,"[6.307372093200684, 6.650298118591309, 6.341838836669922, 6.8480658531188965, 6.290771484375, 6.321742057800293, 6.181554317474365, 6.467071533203125, 6.679671764373779, 6.744840621948242]",6.48
2wnc,6.32,"[7.453942775726318, 6.371840000152588, 6.939755916595459, 7.285704135894775, 6.684373378753662, 7.296257019042969, 7.22091817855835, 7.362688064575195, 6.8310017585754395, 7.099119663238525]",7.05
2wvt,6.12,"[5.9450273513793945, 6.370666980743408, 6.105320453643799, 6.160922527313232, 5.72770357131958, 6.447997570037842, 6.184830188751221, 6.092230319976807, 5.984778881072998, 5.795461654663086]",6.08
2x00,11.33,"[7.542100429534912, 6.857316970825195, 7.278975963592529, 7.54943323135376, 7.472620487213135, 7.713400363922119, 7.430245876312256, 7.502673625946045, 7.131362438201904, 7.1926655769348145]",7.37
