pdbid,real,predictions,mean_pred
1p1n,6.8,"[3.826108455657959, 4.727014541625977, 4.804437160491943, 5.363764762878418, 4.588972568511963, 4.851845741271973, 4.977006435394287, 4.947995185852051, 4.8932600021362305, 5.1761627197265625]",4.82
1qkt,9.04,"[7.082596302032471, 6.901209354400635, 7.029127597808838, 6.348514080047607, 7.21729040145874, 6.892312049865723, 6.561005592346191, 6.402926445007324, 6.899453639984131, 6.89374303817749]",6.82
1syi,5.44,"[5.386565685272217, 5.206313610076904, 5.529636859893799, 5.308047771453857, 4.805901527404785, 5.38932466506958, 5.642336845397949, 6.153340816497803, 5.437596797943115, 5.251030921936035]",5.41
1y6r,10.11,"[6.752933025360107, 6.600228786468506, 6.93403959274292, 6.426614284515381, 6.774888515472412, 6.970612049102783, 6.715112209320068, 6.7414469718933105, 7.040469169616699, 6.656941890716553]",6.76
1yc1,6.17,"[7.323861598968506, 7.198725700378418, 7.232491970062256, 7.432217121124268, 6.605345249176025, 7.284470558166504, 6.4538092613220215, 7.225775241851807, 5.914555549621582, 6.508828639984131]",6.92
2v00,3.66,"[4.31025505065918, 4.571568489074707, 4.9238810539245605, 5.34965181350708, 4.780163288116455, 4.48624324798584, 4.613644123077393, 3.7736644744873047, 5.042055130004883, 4.634697437286377]",4.65
2vw5,8.52,"[7.974606990814209, 7.739208698272705, 8.058735847473145, 7.474002361297607, 7.76986837387085, 7.727680683135986, 8.553441047668457, 8.281936645507812, 7.233066082000732, 7.659043788909912]",7.85
2wer,7.05,"[5.501969814300537, 6.184971332550049, 6.572899341583252, 5.959554195404053, 6.086254596710205, 6.447244644165039, 6.2055535316467285, 6.092383861541748, 5.737837314605713, 6.142116546630859]",6.09
2wnc,6.32,"[6.276694297790527, 5.92136812210083, 6.1672587394714355, 6.230771541595459, 6.544247150421143, 6.414737224578857, 6.474735736846924, 6.342563152313232, 6.4474968910217285, 6.309319019317627]",6.31
2wvt,6.12,"[4.872459411621094, 5.160388469696045, 5.222717761993408, 4.993626594543457, 4.823459625244141, 4.88243293762207, 5.328556060791016, 5.344632625579834, 4.943037509918213, 4.977929592132568]",5.05
2x00,11.33,"[7.904387950897217, 7.33207368850708, 7.525431156158447, 7.555738925933838, 7.50942850112915, 7.798697471618652, 7.699765682220459, 7.431496620178223, 7.560825824737549, 7.535523891448975]",7.59
2xb8,7.59,"[6.124190330505371, 6.3872761726379395, 6.133613109588623, 6.291642665863037, 5.762335777282715, 5.849008083343506, 5.775643825531006, 5.79062032699585, 5.817088603973389, 6.104298114776611]",6.0
2xdl,3.1,"[4.904148101806641, 5.133468151092529, 5.208713054656982, 5.602663516998291, 4.735389232635498, 5.3446831703186035, 5.299245834350586, 5.24730920791626, 5.086837291717529, 4.807240009307861]",5.14
2xii,7.2,"[6.613732814788818, 6.107216835021973, 6.453111171722412, 6.7064642906188965, 6.856825351715088, 6.468352794647217, 6.1441168785095215, 6.827006816864014, 6.7504754066467285, 6.9005961418151855]",6.58
2yki,9.46,"[8.478196144104004, 8.247871398925781, 9.246466636657715, 7.956984043121338, 8.932741165161133, 8.546798706054688, 9.002153396606445, 8.722700119018555, 7.652194499969482, 8.874197006225586]",8.57
2ymd,3.16,"[4.193641662597656, 4.258935928344727, 4.378628730773926, 4.26878547668457, 3.9962005615234375, 4.474115371704102, 4.869147777557373, 4.453756332397461, 4.502892017364502, 4.462744235992432]",4.39
3aru,3.22,"[4.473459720611572, 4.54085111618042, 4.814136981964111, 4.586102485656738, 4.133654594421387, 3.954033851623535, 4.734473705291748, 4.409408092498779, 4.722718238830566, 4.603683948516846]",4.5
3ary,6.0,"[5.693933010101318, 6.164117813110352, 5.748767852783203, 5.478417873382568, 5.237112998962402, 5.534984588623047, 5.644178867340088, 6.3853559494018555, 5.96104097366333, 5.68182373046875]",5.75
3b27,5.16,"[5.60084867477417, 5.331515789031982, 5.457187175750732, 5.417389869689941, 5.2221879959106445, 5.645593166351318, 5.701470851898193, 5.711402416229248, 5.658717155456543, 5.016780376434326]",5.48
3b5r,8.77,"[6.793919086456299, 7.51582670211792, 7.3189167976379395, 7.568418025970459, 7.225555896759033, 6.513931751251221, 7.364678859710693, 6.779813289642334, 7.1904120445251465, 7.121707916259766]",7.14
3b65,9.27,"[6.33135461807251, 6.561450481414795, 6.148344993591309, 5.844176769256592, 5.7053303718566895, 6.680377960205078, 6.746755123138428, 6.3128132820129395, 6.209946632385254, 6.245301723480225]",6.28
3b68,8.4,"[7.898169994354248, 6.754098415374756, 7.450963497161865, 7.6589531898498535, 7.1293206214904785, 6.951942443847656, 8.022574424743652, 7.406467914581299, 6.837789058685303, 7.35015344619751]",7.35
3d4z,4.89,"[4.168393135070801, 4.515012264251709, 4.867913722991943, 4.191003322601318, 4.1669158935546875, 3.9859580993652344, 4.234492778778076, 4.536356449127197, 4.568788051605225, 4.0392913818359375]",4.33
3d6q,3.76,"[4.833927154541016, 4.651650428771973, 4.394989490509033, 4.804375648498535, 4.4901933670043945, 4.366846084594727, 4.414207458496094, 4.823425769805908, 4.847194671630859, 5.010594367980957]",4.66
3dx1,3.58,"[4.142996788024902, 4.105132102966309, 4.161333084106445, 4.2391767501831055, 4.264554023742676, 4.147337436676025, 4.777883052825928, 4.336522579193115, 4.268124580383301, 4.205089092254639]",4.26
3dx2,6.82,"[4.583616733551025, 4.887591361999512, 5.294869899749756, 4.682486057281494, 4.538951873779297, 4.713525295257568, 5.0623555183410645, 5.509140968322754, 4.871324062347412, 5.153463840484619]",4.93
3dxg,2.4,"[4.185014724731445, 3.667660713195801, 4.0264892578125, 4.4546332359313965, 4.513960838317871, 3.4232993125915527, 4.4742655754089355, 4.120934009552002, 4.597243309020996, 4.376478672027588]",4.18
3ehy,5.85,"[4.5005879402160645, 4.3968377113342285, 5.156521320343018, 4.89656925201416, 5.28041410446167, 4.652668476104736, 5.222131729125977, 5.199909210205078, 5.085512638092041, 4.7513532638549805]",4.91
3ejr,8.57,"[6.725742816925049, 6.404036045074463, 6.675659656524658, 6.332282543182373, 6.35269021987915, 6.508248805999756, 6.900705814361572, 6.268345832824707, 6.299099445343018, 6.21242094039917]",6.47
3fcq,2.77,"[5.088808536529541, 4.797379493713379, 4.972518444061279, 4.890640735626221, 4.933502197265625, 4.710996150970459, 4.756834030151367, 4.698782920837402, 4.614327430725098, 4.767688274383545]",4.82
3g0w,9.52,"[5.924952030181885, 6.723012447357178, 7.055483818054199, 6.588954925537109, 6.8094916343688965, 6.238928318023682, 6.413915157318115, 6.671267032623291, 6.861819744110107, 6.626603126525879]",6.59
3gbb,6.9,"[5.4246296882629395, 5.477727890014648, 5.475138187408447, 5.403675556182861, 5.505916118621826, 5.299595355987549, 5.655196666717529, 5.401994228363037, 5.689821720123291, 5.379158973693848]",5.47
