pdbid,real,predictions,mean_pred
1p1n,6.8,"[5.147984504699707, 6.086387634277344, 6.03290319442749, 5.733607292175293, 5.746763229370117, 5.176458358764648, 5.776435852050781, 6.084367752075195, 6.095660209655762, 5.722770690917969]",5.76
1qkt,9.04,"[6.896634578704834, 7.088433265686035, 6.931182384490967, 6.818285942077637, 7.080249786376953, 7.399571418762207, 6.843722343444824, 6.688464164733887, 6.901745796203613, 7.243442535400391]",6.99
1syi,5.44,"[5.976810455322266, 6.148413181304932, 6.498488903045654, 5.846173286437988, 5.979066848754883, 5.5569939613342285, 6.200676441192627, 6.38458251953125, 5.9534502029418945, 5.89121150970459]",6.04
1y6r,10.11,"[7.542159080505371, 7.024979591369629, 7.403071403503418, 7.400731086730957, 7.216494560241699, 6.590944766998291, 7.5772175788879395, 7.3368821144104, 7.896158695220947, 6.674885272979736]",7.27
1yc1,6.17,"[7.167017936706543, 6.617491722106934, 7.222842693328857, 6.885306358337402, 6.6403093338012695, 7.458496570587158, 6.72512149810791, 7.402057647705078, 6.9170451164245605, 6.631843566894531]",6.97
2v00,3.66,"[4.466331481933594, 4.23457145690918, 5.479499816894531, 5.581816673278809, 5.350670337677002, 4.8882551193237305, 4.892366886138916, 4.9481682777404785, 5.982485771179199, 5.241636276245117]",5.11
2vw5,8.52,"[7.472569465637207, 7.293315887451172, 8.203022003173828, 7.3369951248168945, 7.560853958129883, 7.946921348571777, 7.62785530090332, 7.372554779052734, 7.517951965332031, 7.231624603271484]",7.56
2wer,7.05,"[5.816316604614258, 6.011063575744629, 6.135629177093506, 6.53814697265625, 5.889863014221191, 6.541645050048828, 5.904783725738525, 6.144478797912598, 6.400118350982666, 6.092762470245361]",6.15
2wnc,6.32,"[6.672516822814941, 5.952764511108398, 5.831383228302002, 6.639904499053955, 6.842668056488037, 6.385509490966797, 6.997482776641846, 6.317050933837891, 6.010701656341553, 6.595172882080078]",6.42
2wvt,6.12,"[6.09158992767334, 5.748922824859619, 5.713447570800781, 6.02094841003418, 5.8777570724487305, 5.323320388793945, 5.717591285705566, 5.630913734436035, 5.584578990936279, 5.916768550872803]",5.76
