,pdbid,real,prediction
0,1a30,4.3,5.101729869842529
1,1bcu,3.28,4.778445243835449
2,1bzc,4.92,4.971785068511963
3,1c5z,4.01,2.768507242202759
4,1e66,9.89,8.977720260620117
5,1eby,9.7,7.581106662750244
6,1g2k,7.96,10.041218757629395
7,1gpk,5.37,7.977034091949463
8,1gpn,6.48,7.093531608581543
9,1h22,9.1,8.484917640686035
10,1h23,8.35,8.346089363098145
11,1k1i,6.58,6.785961627960205
12,1lpg,7.09,7.578458786010742
13,1mq6,11.15,7.798277854919434
14,1nc1,6.12,7.065441131591797
15,1nc3,5.0,5.719339370727539
16,1nvq,8.25,7.237072944641113
17,1o0h,5.92,5.277369499206543
18,1o3f,7.96,7.365216255187988
19,1o5b,5.77,5.166160583496094
20,1owh,7.4,6.1071014404296875
21,1oyt,7.24,7.592301368713379
22,1p1n,6.8,6.394572734832764
23,1p1q,4.89,6.57180118560791
24,1ps3,2.28,4.124433994293213
25,1pxn,7.15,6.19305944442749
26,1q8t,4.76,5.270090579986572
27,1q8u,5.96,6.045662879943848
28,1qf1,7.32,7.581860542297363
29,1qkt,9.04,8.301774978637695
30,1r5y,6.46,4.938394546508789
31,1s38,5.15,5.1685991287231445
32,1sqa,9.21,6.427508354187012
33,1syi,5.44,5.883113861083984
34,1u1b,7.8,6.1821794509887695
35,1uto,2.27,3.3614399433135986
36,1vso,4.72,5.871047496795654
37,1w4o,5.22,3.788220167160034
38,1y6r,10.11,9.10207462310791
39,1yc1,6.17,6.750236511230469
40,1ydr,5.52,5.747878074645996
41,1ydt,7.32,6.528763771057129
42,1z6e,9.72,7.932244300842285
43,1z95,7.12,8.032424926757812
44,1z9g,5.64,5.668693542480469
45,2al5,8.4,7.350790023803711
46,2br1,5.14,7.557257175445557
47,2brb,4.86,6.436450958251953
48,2c3i,7.6,7.333581447601318
49,2cbv,5.48,6.154244899749756
50,2cet,8.02,6.3439860343933105
51,2fvd,8.52,7.8530378341674805
52,2fxs,6.06,5.560754776000977
53,2hb1,3.8,5.183358192443848
54,2iwx,6.68,6.613578796386719
55,2j78,6.42,4.901642322540283
56,2j7h,7.19,5.945329189300537
57,2p15,10.3,8.864480972290039
58,2p4y,9.0,7.338794708251953
59,2pog,9.54,7.649748802185059
60,2qbp,8.4,5.89888334274292
61,2qbq,7.44,6.686337471008301
62,2qbr,6.33,5.119045257568359
63,2qe4,7.96,7.235445022583008
64,2qnq,6.11,7.411392688751221
65,2r9w,5.1,6.214887619018555
66,2v00,3.66,4.645639896392822
67,2v7a,8.3,7.5311784744262695
68,2vkm,8.74,7.325191497802734
69,2vvn,7.3,5.573040962219238
70,2vw5,8.52,6.370770454406738
71,2w4x,4.85,4.912591934204102
72,2w66,4.05,6.00139045715332
73,2wbg,4.45,6.252007961273193
74,2wca,5.6,5.8567891120910645
75,2weg,6.5,6.375726699829102
76,2wer,7.05,6.654673099517822
77,2wn9,8.52,6.714221000671387
78,2wnc,6.32,7.040328502655029
79,2wtv,8.74,7.87598991394043
80,2wvt,6.12,6.677285194396973
81,2x00,11.33,9.630393028259277
82,2xb8,7.59,5.101723670959473
83,2xbv,8.43,7.697597026824951
84,2xdl,3.1,5.2723894119262695
85,2xii,7.2,7.34053897857666
86,2xj7,6.66,6.214170455932617
87,2xnb,6.83,7.695993423461914
88,2xys,7.42,6.971559047698975
89,2y5h,5.79,7.00079345703125
90,2yfe,6.63,6.143360137939453
91,2yge,5.06,6.193493843078613
92,2yki,9.46,7.256067276000977
93,2ymd,3.16,5.433917045593262
94,2zb1,6.32,7.79298734664917
95,2zcq,8.82,6.790531635284424
96,2zcr,6.87,6.952808380126953
97,2zda,8.4,6.7409467697143555
98,2zy1,7.4,6.309340476989746
99,3acw,4.76,6.600264549255371
100,3ag9,8.05,5.886928558349609
101,3ao4,2.07,4.615211486816406
102,3arp,7.15,6.979156494140625
103,3arq,6.4,7.323211193084717
104,3aru,3.22,4.878321647644043
105,3arv,5.64,6.314518451690674
106,3ary,6.0,5.865325927734375
107,3b1m,8.48,6.550408363342285
108,3b27,5.16,4.912501811981201
109,3b5r,8.77,8.385568618774414
110,3b65,9.27,8.305366516113281
111,3b68,8.4,7.599973678588867
112,3bgz,6.26,6.193219184875488
113,3bv9,5.36,7.423595428466797
114,3cj4,6.51,6.6797990798950195
115,3coy,6.02,6.185449600219727
116,3coz,5.57,6.040804386138916
117,3d4z,4.89,5.420056343078613
118,3d6q,3.76,3.961026906967163
119,3dd0,9.0,8.202014923095703
120,3dx1,3.58,4.977100849151611
121,3dx2,6.82,6.0925140380859375
122,3dxg,2.4,4.842555999755859
123,3e5a,8.23,8.037474632263184
124,3e92,8.0,8.008596420288086
125,3e93,8.85,8.188614845275879
126,3ebp,5.91,5.956080913543701
127,3ehy,5.85,8.03810977935791
128,3ejr,8.57,7.509754180908203
129,3f3a,4.19,5.356338977813721
130,3f3c,6.02,5.410211563110352
131,3f3d,7.16,5.607602596282959
132,3f3e,7.7,5.730196475982666
133,3fcq,2.77,5.125812530517578
134,3fur,8.0,7.86808967590332
135,3fv1,9.3,7.592990875244141
136,3fv2,8.11,7.765766143798828
137,3g0w,9.52,8.570713996887207
138,3g2n,4.09,4.849677562713623
139,3g2z,2.36,5.270270347595215
140,3g31,2.89,4.509039878845215
141,3gbb,6.9,6.988308906555176
142,3gc5,7.26,6.222006797790527
143,3ge7,8.7,7.31800651550293
144,3gnw,9.1,7.422403335571289
145,3gr2,2.52,4.56695556640625
146,3gv9,2.12,4.292325019836426
147,3gy4,5.1,4.000438213348389
148,3ivg,4.3,6.526828765869141
149,3jvr,5.72,3.8914105892181396
150,3jvs,6.54,5.947870254516602
151,3jya,6.89,6.267021179199219
152,3k5v,6.3,6.074533462524414
153,3kgp,2.57,4.011697292327881
154,3kr8,8.1,6.93040132522583
155,3kwa,4.08,4.9577178955078125
156,3l7b,2.4,3.7281694412231445
157,3lka,2.82,6.777912139892578
158,3mss,4.66,4.3968186378479
159,3myg,10.7,7.692658424377441
160,3n76,6.85,5.645524024963379
161,3n7a,3.7,4.351725101470947
162,3n86,5.64,5.784931182861328
163,3nq9,4.03,6.160436630249023
164,3nw9,9.0,8.085789680480957
165,3nx7,8.1,6.940936088562012
166,3o9i,11.82,11.48051929473877
167,3oe4,7.47,6.850546360015869
168,3oe5,6.88,7.37986946105957
169,3ozs,5.33,7.089827537536621
170,3ozt,4.13,6.408787250518799
171,3p5o,7.26,7.418400764465332
172,3prs,7.82,7.420408725738525
173,3pww,7.32,7.517508506774902
174,3pxf,4.43,4.704158782958984
175,3pyy,6.86,5.078878879547119
176,3qgy,7.8,6.771524906158447
177,3qqs,5.82,4.474944591522217
178,3r88,4.82,4.963370323181152
179,3rlr,7.52,7.360774993896484
180,3rr4,4.55,5.697757720947266
181,3rsx,4.41,5.685140609741211
182,3ryj,7.8,8.077933311462402
183,3syr,5.1,4.7078166007995605
184,3tsk,7.17,8.540200233459473
185,3twp,3.92,4.153953552246094
186,3u5j,5.61,5.460792064666748
187,3u8k,8.66,6.716365814208984
188,3u8n,10.17,6.927730083465576
189,3u9q,4.38,5.250589370727539
190,3udh,2.85,4.443876266479492
191,3ueu,5.24,6.2283477783203125
192,3uev,5.89,6.349618911743164
193,3uew,6.31,6.673731803894043
194,3uex,6.92,6.32513952255249
195,3ui7,9.0,6.805706024169922
196,3uo4,6.52,7.197452545166016
197,3up2,7.4,7.646821975708008
198,3uri,9.0,5.953448295593262
199,3utu,10.92,8.213883399963379
200,3uuo,7.96,7.134371757507324
201,3wtj,6.53,6.661626815795898
202,3wz8,5.82,5.91038703918457
203,3zdg,7.1,4.981834888458252
204,3zso,5.12,5.960554599761963
205,3zsx,3.28,4.792593955993652
206,3zt2,2.84,4.705044269561768
207,4abg,3.57,6.029400825500488
208,4agn,3.97,5.137582778930664
209,4agp,4.69,5.309938430786133
210,4agq,5.01,5.115862846374512
211,4bkt,3.62,5.242800712585449
212,4cig,3.67,5.059057712554932
213,4ciw,4.82,4.785034656524658
214,4cr9,4.1,4.02323579788208
215,4cra,7.22,8.062166213989258
216,4crc,8.72,8.365959167480469
217,4ddh,3.3,4.935077667236328
218,4ddk,2.29,3.6714138984680176
219,4de1,5.96,4.866466999053955
220,4de2,4.12,4.266184329986572
221,4de3,5.52,4.8730950355529785
222,4djv,6.72,6.7591657638549805
223,4dld,5.82,7.036840438842773
224,4dli,5.62,5.599521636962891
225,4e5w,7.66,7.158086776733398
226,4e6q,8.36,7.442172050476074
227,4ea2,6.44,7.175868511199951
228,4eky,3.52,4.009794235229492
229,4eo8,8.15,7.190367698669434
230,4eor,6.3,7.185395240783691
231,4f09,6.7,7.233146667480469
232,4f2w,11.3,9.580872535705566
233,4f3c,11.82,10.279326438903809
234,4f9w,6.94,7.2575225830078125
235,4gfm,7.22,5.893533706665039
236,4gid,10.77,7.742216110229492
237,4gkm,5.17,4.142329692840576
238,4gr0,9.55,8.246328353881836
239,4hge,7.92,8.726049423217773
240,4ih5,4.11,4.4437971115112305
241,4ih7,5.24,6.233743667602539
242,4ivb,8.72,8.164393424987793
243,4ivc,10.0,8.103300094604492
244,4ivd,9.52,7.897627830505371
245,4j21,7.41,6.165884971618652
246,4j28,5.7,6.56213903427124
247,4j3l,7.8,6.7171735763549805
248,4jfs,5.27,5.611495018005371
249,4jia,9.22,7.593273639678955
250,4jsz,2.3,4.09848690032959
251,4jxs,4.74,5.7327775955200195
252,4k18,8.96,7.878818035125732
253,4k77,6.63,6.491332530975342
254,4kz6,3.1,4.767864227294922
255,4kzq,6.1,6.69158935546875
256,4kzu,6.5,6.430318832397461
257,4llx,2.89,4.427801609039307
258,4lzs,4.8,4.535768508911133
259,4m0y,6.46,6.57253360748291
260,4m0z,5.19,6.066567420959473
261,4mgd,4.69,6.806896209716797
262,4mme,6.5,6.54217529296875
263,4ogj,6.79,6.893097400665283
264,4owm,2.96,4.114004611968994
265,4pcs,7.85,5.506800651550293
266,4qac,9.4,7.22512674331665
267,4qd6,8.64,6.588356971740723
268,4rfm,10.05,8.36176586151123
269,4tmn,10.17,7.4343671798706055
270,4twp,10.0,8.153834342956543
271,4ty7,9.52,7.801655292510986
272,4u4s,2.92,5.319365501403809
273,4w9c,4.65,6.06884241104126
274,4w9h,6.73,6.153781414031982
275,4w9i,5.96,5.931065559387207
276,4w9l,5.02,5.157804489135742
277,4wiv,6.26,6.935287952423096
278,4x6p,8.3,7.796085357666016
279,5a7b,3.57,5.662508010864258
280,5aba,2.98,5.270332336425781
281,5c28,5.66,5.954233646392822
282,5c2h,11.09,7.9834089279174805
283,5dwr,11.22,8.67066764831543
284,5tmn,8.04,6.852590560913086
