,pdbid,real,prediction
0,1a30,4.3,6.1546311378479
1,1bcu,3.28,5.047929763793945
2,1bzc,4.92,5.486200332641602
3,1c5z,4.01,3.6752045154571533
4,1e66,9.89,8.263252258300781
5,1eby,9.7,9.262222290039062
6,1g2k,7.96,10.429243087768555
7,1gpk,5.37,7.41047477722168
8,1gpn,6.48,7.079530715942383
9,1h22,9.1,9.139026641845703
10,1h23,8.35,9.147550582885742
11,1k1i,6.58,7.408299446105957
12,1lpg,7.09,6.926737308502197
13,1mq6,11.15,7.405696868896484
14,1nc1,6.12,6.103450775146484
15,1nc3,5.0,5.853983402252197
16,1nvq,8.25,5.614513397216797
17,1o0h,5.92,5.945343017578125
18,1o3f,7.96,7.61872673034668
19,1o5b,5.77,5.6055073738098145
20,1owh,7.4,6.185844898223877
21,1oyt,7.24,7.041116237640381
22,1p1n,6.8,6.585608005523682
23,1p1q,4.89,6.851737976074219
24,1ps3,2.28,6.539892673492432
25,1pxn,7.15,5.739647388458252
26,1q8t,4.76,5.287708282470703
27,1q8u,5.96,6.354910850524902
28,1qf1,7.32,7.269834995269775
29,1qkt,9.04,9.217813491821289
30,1r5y,6.46,4.146611213684082
31,1s38,5.15,5.09028434753418
32,1sqa,9.21,7.325724124908447
33,1syi,5.44,6.684027194976807
34,1u1b,7.8,5.577550411224365
35,1uto,2.27,3.7584195137023926
36,1vso,4.72,6.520820617675781
37,1w4o,5.22,4.700568199157715
38,1y6r,10.11,8.219076156616211
39,1yc1,6.17,6.97453498840332
40,1ydr,5.52,5.576224327087402
41,1ydt,7.32,6.2234015464782715
42,1z6e,9.72,7.416533946990967
43,1z95,7.12,7.110985279083252
44,1z9g,5.64,6.378892421722412
45,2al5,8.4,6.213706016540527
46,2br1,5.14,7.616403579711914
47,2brb,4.86,6.509498596191406
48,2c3i,7.6,7.076997756958008
49,2cbv,5.48,5.336336612701416
50,2cet,8.02,5.527423858642578
51,2fvd,8.52,8.011542320251465
52,2fxs,6.06,6.625007152557373
53,2hb1,3.8,3.6836724281311035
54,2iwx,6.68,6.390644550323486
55,2j78,6.42,4.688875198364258
56,2j7h,7.19,6.581217288970947
57,2p15,10.3,8.924972534179688
58,2p4y,9.0,7.869480609893799
59,2pog,9.54,7.828732967376709
60,2qbp,8.4,7.088206768035889
61,2qbq,7.44,7.800786972045898
62,2qbr,6.33,6.597413539886475
63,2qe4,7.96,7.585982799530029
64,2qnq,6.11,7.2341437339782715
65,2r9w,5.1,5.2507758140563965
66,2v00,3.66,4.146754264831543
67,2v7a,8.3,7.656291484832764
68,2vkm,8.74,7.748591899871826
69,2vvn,7.3,5.973977565765381
70,2vw5,8.52,5.666553020477295
71,2w4x,4.85,4.587710857391357
72,2w66,4.05,4.748960971832275
73,2wbg,4.45,5.360838890075684
74,2wca,5.6,6.34791898727417
75,2weg,6.5,6.598031997680664
76,2wer,7.05,6.26888370513916
77,2wn9,8.52,6.491299152374268
78,2wnc,6.32,6.212936878204346
