,pdbid,real,prediction
0,1a30,4.3,5.841965675354004
1,1bcu,3.28,4.259593963623047
2,1bzc,4.92,5.120674133300781
3,1c5z,4.01,3.332613945007324
4,1e66,9.89,7.781442642211914
5,1eby,9.7,8.42110824584961
6,1g2k,7.96,8.586766242980957
7,1gpk,5.37,7.272507667541504
8,1gpn,6.48,7.743517875671387
9,1h22,9.1,7.967931747436523
10,1h23,8.35,8.066438674926758
11,1k1i,6.58,7.136910438537598
12,1lpg,7.09,7.168168067932129
13,1mq6,11.15,7.7958221435546875
14,1nc1,6.12,6.808694839477539
15,1nc3,5.0,5.792497634887695
16,1nvq,8.25,7.633201599121094
17,1o0h,5.92,6.5513715744018555
18,1o3f,7.96,7.07640266418457
19,1o5b,5.77,5.866599082946777
20,1owh,7.4,6.354808807373047
21,1oyt,7.24,6.751371383666992
22,1p1n,6.8,6.209101676940918
23,1p1q,4.89,6.387353897094727
24,1ps3,2.28,3.673980951309204
25,1pxn,7.15,6.768486976623535
26,1q8t,4.76,5.011373519897461
27,1q8u,5.96,6.359029769897461
28,1qf1,7.32,8.182159423828125
29,1qkt,9.04,8.742911338806152
30,1r5y,6.46,5.032505035400391
31,1s38,5.15,4.829610824584961
32,1sqa,9.21,7.233634948730469
33,1syi,5.44,5.555047035217285
34,1u1b,7.8,6.0752410888671875
35,1uto,2.27,4.052139759063721
36,1vso,4.72,5.651069641113281
37,1w4o,5.22,4.267438888549805
38,1y6r,10.11,7.8067121505737305
39,1yc1,6.17,6.527973175048828
40,1ydr,5.52,5.692095756530762
41,1ydt,7.32,6.573671340942383
42,1z6e,9.72,7.141678810119629
43,1z95,7.12,8.20226764678955
44,1z9g,5.64,7.1413984298706055
45,2al5,8.4,6.903909683227539
46,2br1,5.14,7.143157958984375
47,2brb,4.86,5.91580867767334
48,2c3i,7.6,7.422123908996582
49,2cbv,5.48,5.598706245422363
50,2cet,8.02,6.199888229370117
51,2fvd,8.52,7.914985656738281
52,2fxs,6.06,5.126764297485352
53,2hb1,3.8,5.070398330688477
54,2iwx,6.68,6.147672653198242
55,2j78,6.42,5.4551801681518555
56,2j7h,7.19,6.115052223205566
57,2p15,10.3,9.911969184875488
58,2p4y,9.0,7.1571760177612305
59,2pog,9.54,8.161322593688965
60,2qbp,8.4,6.543129920959473
61,2qbq,7.44,6.603877067565918
62,2qbr,6.33,5.671069145202637
63,2qe4,7.96,7.806824684143066
64,2qnq,6.11,7.986998558044434
65,2r9w,5.1,5.846260070800781
66,2v00,3.66,4.25695276260376
67,2v7a,8.3,6.687809944152832
68,2vkm,8.74,7.210881233215332
69,2vvn,7.3,5.869097709655762
70,2vw5,8.52,6.050065994262695
71,2w4x,4.85,4.433307647705078
72,2w66,4.05,5.166121482849121
73,2wbg,4.45,6.325220108032227
74,2wca,5.6,6.31955623626709
75,2weg,6.5,5.801586151123047
76,2wer,7.05,6.210628509521484
77,2wn9,8.52,6.205449104309082
78,2wnc,6.32,5.9519195556640625
79,2wtv,8.74,7.3395586013793945
80,2wvt,6.12,6.3686981201171875
81,2x00,11.33,9.819564819335938
82,2xb8,7.59,5.993142127990723
83,2xbv,8.43,8.27739143371582
84,2xdl,3.1,4.048553466796875
85,2xii,7.2,5.438104629516602
86,2xj7,6.66,7.404026031494141
87,2xnb,6.83,6.390850067138672
88,2xys,7.42,6.810905456542969
89,2y5h,5.79,7.8436279296875
90,2yfe,6.63,7.244540214538574
91,2yge,5.06,5.740571975708008
92,2yki,9.46,7.950387954711914
93,2ymd,3.16,5.938684463500977
94,2zb1,6.32,7.318942070007324
95,2zcq,8.82,6.323840141296387
96,2zcr,6.87,6.855091094970703
97,2zda,8.4,7.863649368286133
98,2zy1,7.4,5.600126266479492
99,3acw,4.76,6.915033340454102
100,3ag9,8.05,6.165085792541504
101,3ao4,2.07,4.6889543533325195
102,3arp,7.15,7.142695426940918
103,3arq,6.4,7.118114471435547
104,3aru,3.22,5.417217254638672
105,3arv,5.64,6.455299377441406
106,3ary,6.0,6.381059646606445
107,3b1m,8.48,6.797401428222656
108,3b27,5.16,5.418444633483887
109,3b5r,8.77,8.876669883728027
110,3b65,9.27,8.28554916381836
111,3b68,8.4,8.547181129455566
112,3bgz,6.26,5.731570243835449
113,3bv9,5.36,8.84401798248291
114,3cj4,6.51,6.170759201049805
115,3coy,6.02,6.404741287231445
116,3coz,5.57,6.37136173248291
117,3d4z,4.89,5.934247970581055
118,3d6q,3.76,5.049734115600586
119,3dd0,9.0,7.258917808532715
120,3dx1,3.58,5.306488037109375
121,3dx2,6.82,6.501763343811035
122,3dxg,2.4,4.603662490844727
123,3e5a,8.23,7.842018127441406
124,3e92,8.0,7.655811309814453
125,3e93,8.85,8.25094223022461
126,3ebp,5.91,6.48893928527832
127,3ehy,5.85,7.488678932189941
128,3ejr,8.57,7.763971328735352
129,3f3a,4.19,5.406078338623047
130,3f3c,6.02,5.231969833374023
131,3f3d,7.16,4.729372978210449
132,3f3e,7.7,3.9254150390625
133,3fcq,2.77,5.552306175231934
134,3fur,8.0,8.217520713806152
135,3fv1,9.3,6.341590881347656
136,3fv2,8.11,6.283059120178223
137,3g0w,9.52,8.410852432250977
138,3g2n,4.09,4.5205817222595215
139,3g2z,2.36,4.040999889373779
140,3g31,2.89,3.955610513687134
141,3gbb,6.9,5.814233779907227
142,3gc5,7.26,6.420050621032715
143,3ge7,8.7,7.123379707336426
144,3gnw,9.1,8.266741752624512
145,3gr2,2.52,3.4851882457733154
146,3gv9,2.12,3.679304838180542
147,3gy4,5.1,3.3355212211608887
148,3ivg,4.3,6.663906097412109
149,3jvr,5.72,5.201164245605469
150,3jvs,6.54,5.943796157836914
151,3jya,6.89,6.066911697387695
152,3k5v,6.3,6.174559593200684
153,3kgp,2.57,4.360124588012695
154,3kr8,8.1,6.932849884033203
155,3kwa,4.08,5.055422782897949
156,3l7b,2.4,4.915330410003662
157,3lka,2.82,7.067700386047363
158,3mss,4.66,5.164851188659668
159,3myg,10.7,8.463323593139648
160,3n76,6.85,6.589478492736816
161,3n7a,3.7,3.563427209854126
162,3n86,5.64,6.215968132019043
163,3nq9,4.03,5.2066650390625
164,3nw9,9.0,7.174450874328613
165,3nx7,8.1,6.827686309814453
166,3o9i,11.82,11.566246032714844
167,3oe4,7.47,6.41448974609375
168,3oe5,6.88,7.101906776428223
169,3ozs,5.33,7.205502510070801
170,3ozt,4.13,6.772636413574219
171,3p5o,7.26,6.858704566955566
172,3prs,7.82,5.926755905151367
173,3pww,7.32,7.223382949829102
174,3pxf,4.43,6.643165588378906
175,3pyy,6.86,6.678132057189941
176,3qgy,7.8,6.431653022766113
177,3qqs,5.82,5.476345062255859
178,3r88,4.82,4.363534927368164
179,3rlr,7.52,7.260887145996094
180,3rr4,4.55,5.3225507736206055
181,3rsx,4.41,5.15766716003418
182,3ryj,7.8,7.365957260131836
