,pdbid,real,prediction
0,1a30,4.3,6.169485092163086
1,1bcu,3.28,4.898175239562988
2,1bzc,4.92,6.405578136444092
3,1c5z,4.01,3.27471923828125
4,1e66,9.89,7.9397125244140625
5,1eby,9.7,8.15621566772461
6,1g2k,7.96,8.690190315246582
7,1gpk,5.37,6.921012878417969
8,1gpn,6.48,7.187391757965088
9,1h22,9.1,7.8364949226379395
10,1h23,8.35,7.862282752990723
11,1k1i,6.58,7.136770725250244
12,1lpg,7.09,6.873970985412598
13,1mq6,11.15,9.021821975708008
14,1nc1,6.12,7.440237998962402
15,1nc3,5.0,5.2702956199646
16,1nvq,8.25,7.6508259773254395
17,1o0h,5.92,5.856040954589844
18,1o3f,7.96,7.203061103820801
19,1o5b,5.77,5.191790580749512
20,1owh,7.4,6.423041820526123
21,1oyt,7.24,7.516036510467529
22,1p1n,6.8,6.611780643463135
23,1p1q,4.89,6.5686259269714355
24,1ps3,2.28,5.282819747924805
25,1pxn,7.15,6.383045196533203
26,1q8t,4.76,4.83485221862793
27,1q8u,5.96,6.926674842834473
28,1qf1,7.32,7.124131679534912
29,1qkt,9.04,8.680340766906738
30,1r5y,6.46,5.058028697967529
31,1s38,5.15,5.1421356201171875
32,1sqa,9.21,7.131391525268555
33,1syi,5.44,6.620871543884277
34,1u1b,7.8,5.876375198364258
35,1uto,2.27,2.833940029144287
36,1vso,4.72,5.738803386688232
37,1w4o,5.22,3.945054054260254
38,1y6r,10.11,9.07016658782959
39,1yc1,6.17,6.76874303817749
40,1ydr,5.52,5.501998424530029
41,1ydt,7.32,6.282636642456055
42,1z6e,9.72,7.994316577911377
43,1z95,7.12,7.785913944244385
44,1z9g,5.64,6.637610912322998
45,2al5,8.4,7.151551246643066
46,2br1,5.14,7.582949161529541
47,2brb,4.86,6.253589153289795
48,2c3i,7.6,7.492491245269775
49,2cbv,5.48,6.026925086975098
50,2cet,8.02,7.415795803070068
51,2fvd,8.52,7.614019393920898
52,2fxs,6.06,6.037884712219238
53,2hb1,3.8,4.615455627441406
54,2iwx,6.68,6.223777770996094
55,2j78,6.42,5.441598892211914
56,2j7h,7.19,6.067964553833008
57,2p15,10.3,8.684189796447754
58,2p4y,9.0,7.051447868347168
59,2pog,9.54,7.753844738006592
60,2qbp,8.4,6.455484867095947
61,2qbq,7.44,7.068031311035156
62,2qbr,6.33,6.53493595123291
63,2qe4,7.96,7.3208327293396
64,2qnq,6.11,7.243753910064697
65,2r9w,5.1,5.739575386047363
66,2v00,3.66,4.290081977844238
67,2v7a,8.3,6.961432933807373
68,2vkm,8.74,8.284554481506348
69,2vvn,7.3,5.845776557922363
70,2vw5,8.52,6.116787433624268
71,2w4x,4.85,5.265201091766357
72,2w66,4.05,5.310959339141846
73,2wbg,4.45,5.470259189605713
74,2wca,5.6,5.560787677764893
75,2weg,6.5,6.9423651695251465
76,2wer,7.05,6.81904935836792
77,2wn9,8.52,6.514774322509766
78,2wnc,6.32,6.227320194244385
79,2wtv,8.74,7.901059627532959
80,2wvt,6.12,5.523434162139893
81,2x00,11.33,9.446240425109863
82,2xb8,7.59,5.718950271606445
83,2xbv,8.43,8.42947769165039
84,2xdl,3.1,4.611762046813965
85,2xii,7.2,7.836345672607422
86,2xj7,6.66,5.985111236572266
87,2xnb,6.83,7.363765239715576
88,2xys,7.42,7.155236721038818
89,2y5h,5.79,7.9604082107543945
90,2yfe,6.63,6.556193828582764
91,2yge,5.06,5.9359025955200195
92,2yki,9.46,6.534077167510986
93,2ymd,3.16,5.332587242126465
94,2zb1,6.32,7.983197212219238
95,2zcq,8.82,6.790762424468994
96,2zcr,6.87,7.156970977783203
97,2zda,8.4,7.5417327880859375
98,2zy1,7.4,5.280923366546631
