,pdbid,real,prediction
0,Bace_01,6.666741,7.21551513671875
1,Bace_02,7.6788535,6.989952564239502
2,Bace_03,5.7573066,7.1669602394104
3,Bace_04,6.6887436,6.5157952308654785
4,Bace_05,6.850095,6.771607398986816
5,Bace_06,6.424714,7.127235412597656
6,Bace_07,5.7573066,6.808998107910156
7,Bace_08,6.263363,7.254520416259766
8,Bace_09,6.263363,7.462252140045166
9,Bace_10,6.4833875,6.305022716522217
10,Bace_11,7.1141243,6.915177345275879
11,Bace_12,7.8695416,6.762312889099121
12,Bace_13,6.908768,7.232631683349609
13,Bace_14,6.7987556,6.870230197906494
14,Bace_15,6.908768,6.87080192565918
15,Bace_16,6.8354263,6.851032257080078
16,Bace_17,7.2314706,7.032683372497559
17,Bace_18,8.324259,7.4886369705200195
18,Bace_19,6.945439,7.401020050048828
19,Bace_20,6.666741,7.2506914138793945
20,Bace_21,6.615402,6.929494857788086
21,Bace_22,7.348817,7.169159412384033
22,Bace_23,7.392822,7.387401103973389
23,Bace_24,7.5761757,6.918673038482666
24,Bace_25,7.062785,7.396413803100586
25,Bace_26,7.1434608,7.099419116973877
26,Bace_27,6.6814094,7.430070400238037
27,Bace_28,6.710746,7.450741767883301
28,Bace_29,7.304812,7.092406749725342
29,Bace_30,6.666741,7.143377304077148
30,Bace_31,6.8794312,7.075952529907227
31,Bace_32,5.81598,6.995523929595947
32,Bace_33,6.402712,7.0443115234375
33,Bace_34,7.062785,7.061957359313965
34,Bace_35,6.058007,6.98483943939209
35,Bace_36,7.348817,7.003884315490723
36,CDK2_01,7.1962667,7.926646709442139
37,CDK2_02,8.149706,8.013140678405762
38,CDK2_03,7.1764646,6.2765350341796875
39,CDK2_04,7.144194,6.225799560546875
40,CDK2_05,7.150795,7.600233554840088
41,CDK2_06,6.6616073,7.9457268714904785
42,CDK2_07,7.247606,7.855036735534668
43,CDK2_08,5.6245584,6.6914215087890625
44,CDK2_09,5.7411714,6.455960273742676
45,CDK2_10,6.1834207,6.562473297119141
46,CDK2_11,8.247984,7.937497615814209
47,CDK2_12,6.996044,7.452657222747803
48,CDK2_13,6.393911,6.07359504699707
49,CDK2_14,5.7661076,6.601474285125732
50,CDK2_15,5.163974,6.5516791343688965
51,CDK2_16,5.9986,5.884241104125977
52,Jnk1_01,6.358707,6.278307914733887
53,Jnk1_02,7.3268147,7.016469478607178
54,Jnk1_03,6.380709,6.498809814453125
55,Jnk1_04,6.380709,7.686311721801758
56,Jnk1_05,6.226692,5.928219795227051
57,Jnk1_06,6.7254143,6.74656343460083
58,Jnk1_07,5.3465943,6.802560806274414
59,Jnk1_08,7.099456,7.134923458099365
60,Jnk1_09,5.9479947,6.623843193054199
61,Jnk1_10,6.945439,6.8714070320129395
62,Jnk1_11,7.4368267,6.805593013763428
63,Jnk1_12,7.400156,7.762903213500977
64,Jnk1_13,7.8328705,8.065239906311035
65,Jnk1_14,6.219358,6.8671112060546875
66,Jnk1_15,7.1141243,6.928899765014648
67,Jnk1_16,6.7034116,6.513730525970459
68,Jnk1_17,7.1434608,6.854929447174072
69,Jnk1_18,6.901434,6.372960567474365
70,Jnk1_19,6.6594067,6.644651412963867
71,Jnk1_20,5.5079455,7.617696762084961
72,Jnk1_21,6.5053897,6.872282028198242
73,MCL1_01,6.0433383,5.677154064178467
74,MCL1_02,4.884543,6.042110919952393
75,MCL1_03,5.045894,5.361949920654297
76,MCL1_04,5.5739527,6.26416015625
77,MCL1_05,6.461385,5.609508991241455
78,MCL1_06,5.8086457,6.1925225257873535
79,MCL1_07,6.769419,6.0308380126953125
80,MCL1_08,5.6399603,6.071640968322754
81,MCL1_09,4.8258696,5.392398834228516
82,MCL1_10,5.1485724,5.8345627784729
83,MCL1_11,6.1973557,5.726024627685547
84,MCL1_12,6.8427606,6.4827165603637695
85,MCL1_13,4.8552065,5.33897590637207
86,MCL1_14,6.1826873,6.265345573425293
87,MCL1_15,5.1559067,5.918455600738525
88,MCL1_16,6.564063,6.166280269622803
89,MCL1_17,5.7573066,5.44864559173584
90,MCL1_18,7.172797,5.957171440124512
91,MCL1_19,6.358707,5.839325904846191
92,MCL1_20,6.476053,5.695549488067627
93,MCL1_21,5.089899,6.326630115509033
94,MCL1_22,5.317258,5.738583087921143
95,MCL1_23,5.837982,6.222977638244629
96,MCL1_24,5.925992,6.595318794250488
97,MCL1_25,6.131348,6.443253517150879
98,MCL1_26,6.967441,6.385349273681641
99,MCL1_27,5.229248,5.941005229949951
100,MCL1_28,6.168019,6.6826653480529785
101,MCL1_29,6.901434,6.406511306762695
102,MCL1_30,6.6447387,6.703639030456543
103,MCL1_31,4.4884987,5.228315830230713
104,MCL1_32,4.2391376,5.796108245849609
105,MCL1_33,6.63007,5.515896797180176
106,MCL1_34,6.7914214,5.936450958251953
